arm,phase,split,n_cycles,mean_cvar5,mean_sharpe_cost_adj,mean_veto_rate,baseline_cvar5,baseline_sharpe
Arm_BandExp,0,TRAIN,31,-0.14825738217481285,-4.937130231963411,0.08064516129032255,-0.15248092058234786,-4.738762055537464
Arm_BandExp,1,TRAIN,31,-0.14757889318398354,-4.024659400239708,0.06935483870967743,-0.14113210327792752,-4.238257449053281
Arm_BandExp,2,TRAIN,31,-0.1063465132782053,-3.7663305086122105,0.06935483870967742,-0.11560517651834157,-4.328719018528909
Arm_BandExp,3,TRAIN,30,-0.11900114724692565,-3.8628262907094792,0.07166666666666668,-0.12204492060034108,-3.915669428463857
Arm_BandExp,4,TRAIN,30,-0.1300299295967839,-3.812089030896912,0.07666666666666667,-0.12419118206353948,-4.115194052141387
Arm_BandExp,5,TRAIN,30,-0.16370392474029505,-3.6896385830647858,0.07166666666666667,-0.1507763732352861,-4.113831178806881
Arm_BandExp,6,TRAIN,30,-0.1614246367471242,-4.019760504603114,0.0733333333333333,-0.1580315826291539,-4.130611128111281
Arm_BandExp,7,TRAIN,30,-0.1307720108372105,-5.594352078715263,0.08666666666666664,-0.13235533517226827,-4.98198191388749
Arm_BandExp,8,TRAIN,30,-0.12498432884832104,-3.190978860196091,0.09833333333333333,-0.12295042714842108,-3.638769159038787
Arm_BandExp,9,TRAIN,30,-0.12627907226051438,-3.315393526047194,0.08166666666666665,-0.150753349809934,-3.9080893158481342
Baseline,0,TRAIN,31,-0.15248092058234786,-4.738762055537464,0.0,-0.15248092058234786,-4.738762055537464
Baseline,1,TRAIN,31,-0.14113210327792752,-4.238257449053281,0.0,-0.14113210327792752,-4.238257449053281
Baseline,2,TRAIN,31,-0.11560517651834157,-4.328719018528909,0.0,-0.11560517651834157,-4.328719018528909
Baseline,3,TRAIN,30,-0.12204492060034108,-3.915669428463857,0.0,-0.12204492060034108,-3.915669428463857
Baseline,4,TRAIN,30,-0.12419118206353948,-4.115194052141387,0.0,-0.12419118206353948,-4.115194052141387
Baseline,5,TRAIN,30,-0.1507763732352861,-4.113831178806881,0.0,-0.1507763732352861,-4.113831178806881
Baseline,6,TRAIN,30,-0.1580315826291539,-4.130611128111281,0.0,-0.1580315826291539,-4.130611128111281
Baseline,7,TRAIN,30,-0.13235533517226827,-4.98198191388749,0.0,-0.13235533517226827,-4.98198191388749
Baseline,8,TRAIN,30,-0.12295042714842108,-3.638769159038787,0.0,-0.12295042714842108,-3.638769159038787
Baseline,9,TRAIN,30,-0.150753349809934,-3.9080893158481342,0.0,-0.150753349809934,-3.9080893158481342
