arm,phase,date,d_prev,d_next_reb,d_prev_next_reb,split,is_holdout,holding_days,top_n,n_veto,veto_rate,n_bandexp_blocked_pool,tickers_baseline,tickers_arm,tickers_vetados,tickers_substitutos,log_ret_baseline,log_ret_arm,log_ret_arm_cost_adj,cost_arm
Arm_BandExp,3,2026-04-13,2026-04-10,2026-04-27,2026-04-24,SW2,1,10,20,2,0.1,90,IBRX;KOS;LITE;VIAV;ICHR;SNDK;SATL;STRO;MOD;POWL;SPIR;RLAY;IMMX;TOYO;VAL;VRT;KGS;ELVN;STKL;TIGO,KOS;LITE;VIAV;SNDK;SATL;STRO;MOD;POWL;SPIR;RLAY;IMMX;TOYO;VAL;VRT;KGS;ELVN;STKL;TIGO;MTZ;PARR,IBRX;ICHR,MTZ;PARR,0.03649904288820922,0.028056178856234633,0.02800617885623463,5e-05
Arm_BandExp,3,2026-04-27,2026-04-24,2026-05-11,2026-05-08,SW2,1,10,20,1,0.05,124,MXL;LITE;VIAV;FBYD;ICHR;TNGX;POET;STRO;OBE;KOS;MRVL;SNDK;RLAY;TH;STTK;PARR;STM;POWL;IMMX;VRT,MXL;LITE;VIAV;FBYD;ICHR;TNGX;POET;STRO;OBE;KOS;MRVL;SNDK;TH;STTK;PARR;STM;POWL;IMMX;VRT;ELVN,RLAY,ELVN,0.034592199359421864,0.03899043526524956,0.038965435265249565,2.5e-05
Arm_BandExp,3,2026-05-11,2026-05-08,2026-05-26,2026-05-22,SW2,1,10,20,0,0.0,100,MXL;STRO;SNDK;PENG;KOPN;FLEX;ICHR;MRVL;TH;SATL;SITM;VECO;FBYD;STRL;STM;ELA;NVTS;VIAV;NBIS;RELY,MXL;STRO;SNDK;PENG;KOPN;FLEX;ICHR;MRVL;TH;SATL;SITM;VECO;FBYD;STRL;STM;ELA;NVTS;VIAV;NBIS;RELY,,,0.04009434444863654,0.04009434444863654,0.04009434444863654,0.0
Arm_BandExp,3,2026-05-26,2026-05-22,2026-06-09,2026-06-08,SW2,1,10,20,4,0.2,105,MXL;NVTS;SATL;FBYD;HYLN;PENG;TH;MOVE;MRVL;FCEL;VSH;VPG;KOPN;SNDK;SPIR;VECO;STM;FLEX;PAYS;NBIS,SATL;FBYD;HYLN;PENG;TH;MOVE;MRVL;FCEL;VSH;VPG;SNDK;SPIR;VECO;STM;PAYS;NBIS;RDW;PLUG;LUNR;LION,FLEX;KOPN;MXL;NVTS,LION;LUNR;PLUG;RDW,-0.030309392674068708,-0.04293594403782912,-0.04303594403782912,0.0001
Arm_BandExp,3,2026-06-09,2026-06-08,2026-06-24,2026-06-23,SW2,1,10,20,4,0.2,134,MXL;PENG;VSH;HYLN;MRVL;VPG;SNDK;NVTS;FLEX;KOPN;HUT;STM;HPP;NBIS;RXO;SANM;TH;SATL;STRL;PCT,PENG;VSH;MRVL;VPG;SNDK;FLEX;HUT;STM;HPP;NBIS;RXO;SANM;TH;SATL;STRL;PCT;GEO;TOI;VECO;FCEL,HYLN;KOPN;MXL;NVTS,FCEL;GEO;TOI;VECO,-0.023903178292796694,0.03319641484443753,0.033096414844437524,0.0001
Arm_BandExp,3,2026-06-24,2026-06-23,2026-07-09,2026-07-08,SW2,1,10,20,6,0.3,152,MXL;PENG;VSH;VPG;HYLN;MRVL;FCEL;SNDK;HPP;FBYD;NBIS;STM;WEST;VECO;HUT;FLEX;HIVE;LQDA;TH;SMTC,MXL;VSH;VPG;SNDK;HPP;FBYD;NBIS;WEST;HUT;FLEX;HIVE;LQDA;TH;SMTC;NVTS;ULCC;URGN;RIOT;KLC;SITM,FCEL;HYLN;MRVL;PENG;STM;VECO,KLC;NVTS;RIOT;SITM;ULCC;URGN,-0.1407583106619873,-0.13671060172027083,-0.13686060172027084,0.00015000000000000001
Arm_BandExp,4,2021-10-25,2021-10-22,2021-11-08,2021-11-05,TRAIN,0,10,20,1,0.05,67,UPST;RSI;HUT;ENTA;SPSC;LEU;LC;SITM;WFRD;KOS;LAC;PBT;RRC;SM;PCTY;GDYN;HRI;HRMY;KE;PBF,UPST;RSI;HUT;ENTA;SPSC;LC;SITM;WFRD;KOS;LAC;PBT;RRC;SM;PCTY;GDYN;HRI;HRMY;KE;PBF;MNDY,LEU,MNDY,0.08838557381989523,0.07070157682139669,0.07067657682139669,2.5e-05
Arm_BandExp,4,2021-11-08,2021-11-05,2021-11-22,2021-11-19,TRAIN,0,10,20,1,0.05,56,LEU;ENTA;UPST;WFRD;SM;ENVX;HUT;LAC;LQDA;UROY;UUUU;PBT;LOB;TGTX;STGW;RRC;HRI;IFS;KOS;ZS,LEU;ENTA;UPST;WFRD;SM;ENVX;HUT;LAC;UROY;UUUU;PBT;LOB;TGTX;STGW;RRC;HRI;IFS;KOS;ZS;WD,LQDA,WD,-0.09429268747372323,-0.09378536926509141,-0.09381036926509141,2.5e-05
Arm_BandExp,4,2021-11-22,2021-11-19,2021-12-07,2021-12-06,TRAIN,0,10,20,2,0.1,56,ENVX;LEU;LCID;LAC;WFRD;REAX;PBT;LOB;WD;SM;PLUG;UUUU;ZS;LSCC;RCUS;HRI;HUT;RDVT;ICL;RSI,LEU;LCID;LAC;REAX;PBT;LOB;WD;SM;PLUG;UUUU;ZS;LSCC;RCUS;HRI;HUT;RDVT;ICL;RSI;LEGH;SNOW,ENVX;WFRD,LEGH;SNOW,-0.12690617548179178,-0.12933866325629378,-0.12938866325629378,5e-05
Arm_BandExp,4,2021-12-07,2021-12-06,2021-12-21,2021-12-20,TRAIN,0,10,20,3,0.15,72,LCID;PBT;ENVX;REAX;WFRD;LOB;VRDN;WD;VET;MRVL;FLR;KOS;FIX;RUSHA;FMAO;MLI;HPK;SKY;ICL;SLAB,PBT;ENVX;REAX;LOB;VRDN;WD;VET;MRVL;FLR;FIX;RUSHA;FMAO;MLI;HPK;SKY;ICL;SLAB;SMP;HLNE;LCII,KOS;LCID;WFRD,HLNE;LCII;SMP,-0.055460869626942334,-0.04275007484605929,-0.04282507484605929,7.500000000000001e-05
