arm,phase,split,n_cycles,mean_cvar5,mean_sharpe_cost_adj,mean_veto_rate,baseline_cvar5,baseline_sharpe
Arm_BandExp,0,SW1,37,-0.08268861040716513,-2.00044516164811,0.13243243243243244,-0.1105514880419676,-1.5096670246698352
Arm_BandExp,1,SW1,37,-0.11879676509469644,-1.4739916005663751,0.1310810810810811,-0.12499287265487317,-0.9918709618353421
Arm_BandExp,2,SW1,37,-0.09309334946675525,1.100816143062662,0.14459459459459462,-0.10123317151393063,0.3531066256522875
Arm_BandExp,3,SW1,38,-0.09373095108036364,1.9960314596527662,0.1394736842105263,-0.1080886297994745,0.15242482495533863
Arm_BandExp,4,SW1,38,-0.09805050629028,0.622504900855524,0.13157894736842105,-0.10254277538232412,-0.7276549677203679
Arm_BandExp,5,SW1,38,-0.11815961773140324,-0.7499435761053925,0.13026315789473686,-0.125842227720723,-1.242956749772026
Arm_BandExp,6,SW1,38,-0.11124445466204343,-1.6053513611778214,0.11973684210526316,-0.11572671590181574,-1.5357039628704408
Arm_BandExp,7,SW1,37,-0.13058219883522104,-2.7501263840059442,0.1391891891891892,-0.14698717370149994,-3.602785480418498
Arm_BandExp,8,SW1,37,-0.13144509191921877,-2.03467593823697,0.1364864864864865,-0.16615921896608532,-2.581591954301674
Arm_BandExp,9,SW1,37,-0.11033978060280604,-2.981446559891576,0.14054054054054055,-0.14404450269520305,-2.367916839479511
Baseline,0,SW1,37,-0.1105514880419676,-1.5096670246698352,0.0,-0.1105514880419676,-1.5096670246698352
Baseline,1,SW1,37,-0.12499287265487317,-0.9918709618353421,0.0,-0.12499287265487317,-0.9918709618353421
Baseline,2,SW1,37,-0.10123317151393063,0.3531066256522875,0.0,-0.10123317151393063,0.3531066256522875
Baseline,3,SW1,38,-0.1080886297994745,0.15242482495533863,0.0,-0.1080886297994745,0.15242482495533863
Baseline,4,SW1,38,-0.10254277538232412,-0.7276549677203679,0.0,-0.10254277538232412,-0.7276549677203679
Baseline,5,SW1,38,-0.125842227720723,-1.242956749772026,0.0,-0.125842227720723,-1.242956749772026
Baseline,6,SW1,38,-0.11572671590181574,-1.5357039628704408,0.0,-0.11572671590181574,-1.5357039628704408
Baseline,7,SW1,37,-0.14698717370149994,-3.602785480418498,0.0,-0.14698717370149994,-3.602785480418498
Baseline,8,SW1,37,-0.16615921896608532,-2.581591954301674,0.0,-0.16615921896608532,-2.581591954301674
Baseline,9,SW1,37,-0.14404450269520305,-2.367916839479511,0.0,-0.14404450269520305,-2.367916839479511
