arm,frente,phase,date,d_prev,d_next_reb,d_prev_next_reb,split,is_holdout,holding_days,top_n,n_veto,n_turnover,n_veto_or_turnover,veto_rate,turnover_rate,tickers_baseline,tickers_arm,tickers_vetados,tickers_substitutos,log_ret_baseline,log_ret_arm,log_ret_arm_cost_adj,cost_arm
Arm_Dedup1x1,score_horizon_dedup,0,2021-10-19,2021-10-18,2021-11-02,2021-11-01,TRAIN,0,10,20,0,11,11,0.0,0.55,UPST;HUT;RSI;SPSC;LEU;ENTA;LC;HRI;WFRD;TIPT;LAC;VNOM;SITM;TNET;PCTY;FLNG;KOS;MNDY;GDYN;MGY,UPST;SPSC;ENTA;TNET;RSI;HUT;VNOM;HRI;PCTY;JEF;VICR;STC;ICLR;NYT;RHI;NSP;GFL;LNG;ZS;PKBK,,GFL;ICLR;JEF;LNG;NSP;NYT;PKBK;RHI;STC;VICR;ZS,0.05531458580964751,0.022202538933256372,0.02192753893325637,0.00027499999999999996
Arm_Dedup1x1,score_horizon_dedup,0,2021-11-02,2021-11-01,2021-11-16,2021-11-15,TRAIN,0,10,20,0,5,5,0.0,0.25,LEU;UPST;HUT;ENTA;RSI;SM;LAC;WFRD;ENVX;SITM;KOS;OCGN;LQDA;MGY;PBT;LOB;HRMY;SSYS;HRI;VET,ENTA;LEU;UPST;RSI;SM;WFRD;LAC;HUT;MGY;ENVX;PBT;LQDA;LOB;JEF;PCTY;SITM;KE;HLI;HRI;NBHC,,HLI;JEF;KE;NBHC;PCTY,-0.01604109549113652,0.007783377064950242,0.007658377064950242,0.000125
Arm_Dedup1x1,score_horizon_dedup,0,2021-11-16,2021-11-15,2021-12-01,2021-11-30,TRAIN,0,10,20,0,8,8,0.0,0.4,LEU;ENVX;SM;WFRD;HUT;ENTA;UUUU;LQDA;LAC;LOB;MTDR;PBF;REAX;KOS;RRC;LCID;PBT;EGY;WD;UROY,LEU;ENVX;SM;ENTA;WFRD;LOB;WD;MTDR;LQDA;STC;PBT;LSCC;NXRT;REAX;FIZZ;ZS;LAC;HIFS;HRI;MGY,,FIZZ;HIFS;HRI;LSCC;MGY;NXRT;STC;ZS,-0.07799904518639664,-0.05921175860488089,-0.05941175860488089,0.0002
Arm_Dedup1x1,score_horizon_dedup,0,2021-12-01,2021-11-30,2021-12-15,2021-12-14,TRAIN,0,10,20,0,7,7,0.0,0.35,LCID;ENVX;REAX;PBT;LAC;WFRD;FLNG;LOB;LEU;VERA;ENTA;VET;KFRC;SAIA;SM;VG;WD;FMAO;IAG;FIX,REAX;LCID;PBT;ENVX;FLNG;WFRD;KFRC;LOB;FMAO;IBTA;LAC;WD;HIFS;MLAC;GIG;ECPG;SITE;MPB;FIX;SAIA,,ECPG;GIG;HIFS;IBTA;MLAC;MPB;SITE,-0.11152298203928938,-0.07062859733122433,-0.07080359733122432,0.000175
Arm_Dedup1x1,score_horizon_dedup,0,2021-12-15,2021-12-14,2021-12-30,2021-12-29,TRAIN,0,10,20,0,9,9,0.0,0.45,REAX;PBT;FLR;VRDN;FIX;LOB;IMKTA;ENVX;LCID;UVE;MLI;REXR;LQDA;EGP;KNSL;ICL;FMAO;SMP;LAND;ROG,REAX;PBT;IMKTA;FIX;REXR;EGP;UVE;RPM;STC;SMP;FMAO;NBHC;NXRT;MLI;MLAC;FLO;KN;THFF;ICL;RUSHA,,FLO;KN;MLAC;NBHC;NXRT;RPM;RUSHA;STC;THFF,0.03876520581654851,0.04641649734091528,0.04619149734091528,0.00022500000000000002
Arm_Dedup1x1,score_horizon_dedup,0,2021-12-30,2021-12-29,2022-01-13,2022-01-12,TRAIN,0,10,20,0,10,10,0.0,0.5,REAX;REXR;FMAO;LAND;MLI;HPK;JXN;MGTX;EGP;PBT;RDVT;FLR;LQDA;KNSL;FIX;SLAB;MXL;NXRT;MORN;KRUS,REXR;EGP;FMAO;REAX;LAND;MLI;RPM;NXRT;FIX;MORN;KN;FERG;IMKTA;GOOD;STAG;NUS;KNSL;RMBS;IBKR;TOL,,FERG;GOOD;IBKR;IMKTA;KN;NUS;RMBS;RPM;STAG;TOL,-0.04025735838065697,-0.056215541458731685,-0.056465541458731686,0.00025
Arm_Dedup1x1,score_horizon_dedup,0,2022-01-13,2022-01-12,2022-01-28,2022-01-27,TRAIN,0,10,20,0,8,8,0.0,0.4,PBT;REAX;LQDA;UVE;PI;JXN;VALU;RGC;LAND;LEGH;EPC;FMAO;LCID;ZIM;ROG;MLI;NUS;ICL;REXR;KN,PBT;UVE;FMAO;KN;REXR;LAND;MKC.V;NUS;EPC;FERG;MLI;NATR;SSNC;LITE;ICL;KMDA;KEN;LEGH;FCF;JXN,,FCF;FERG;KEN;KMDA;LITE;MKC.V;NATR;SSNC,-0.12419413287768415,-0.08653297530802435,-0.08673297530802436,0.0002
Arm_Dedup1x1,score_horizon_dedup,0,2022-01-28,2022-01-27,2022-02-11,2022-02-10,TRAIN,0,10,20,0,9,9,0.0,0.45,VALU;PBT;MKC.V;FMAO;LEGH;EPC;NUS;RGC;ROG;FLO;KEN;UVV;VET;ECPG;LAND;PFBC;VG;LITE;HPK;UNTY,MKC.V;MLAC;FLO;FMAO;UVV;REYN;VALU;NUS;PFBC;THFF;RCI;POR;SLGN;LKFN;ECPG;LITE;RY;UNTY;EPC;UTL,,LKFN;MLAC;POR;RCI;REYN;RY;SLGN;THFF;UTL,0.03572734487093579,-0.0026341054576038752,-0.002859105457603875,0.00022500000000000002
Arm_Dedup1x1,score_horizon_dedup,0,2022-02-11,2022-02-10,2022-02-28,2022-02-25,TRAIN,0,10,20,0,8,8,0.0,0.4,PBT;VET;ZIM;VALU;HPK;KEN;MKC.V;VIRT;IMO;MIRM;EGY;FMAO;SBLK;RES;IFS;JXN;GLP;EEFT;ECPG;WFG,MKC.V;ZIM;VIRT;ROG;KEN;MNR;VET;MLAC;VALU;FMAO;IMO;HPK;FLO;PBT;GLP;RY;ECPG;HFRO;RCI;MSBI,,FLO;HFRO;MLAC;MNR;MSBI;RCI;ROG;RY,0.013043220378524758,0.002966263419692116,0.002766263419692116,0.0002
Arm_Dedup1x1,score_horizon_dedup,0,2022-02-28,2022-02-25,2022-03-14,2022-03-11,TRAIN,0,10,20,0,9,9,0.0,0.45,RES;VET;MIRM;VALU;REPX;EGY;HPK;PDS;IMO;HP;LNTH;PCRX;GLNG;SBLK;VNOM;HESM;FMAO;SABR;UTL;HWKN,RES;VET;MIRM;VALU;IMO;PCRX;MNR;FMAO;ROG;RCI;UTL;HESM;HPK;MLAC;JJSF;MSBI;THFF;HUN;HFRO;HWKN,,HFRO;HUN;JJSF;MLAC;MNR;MSBI;RCI;ROG;THFF,0.051066751911843754,0.025192479306001464,0.024967479306001465,0.00022500000000000002
