phase,date,d_prev,ticker,split,is_holdout,market_cap,eligible_300,raw_score_m3,raw_m3_rank,score_m3_dedup,rank_dedup,in_top20_dedup,score_m3_tilt,rank_tilt,in_top20_tilt,in_top20_baseline,ret_62,ret10_d_prev,forward_logret
2,2022-09-21,2022-09-20,REPL,TRAIN,0,705170166.2599999,1,-0.2257751376996435,1006.0,-0.037310491196172024,721.0,0,0.03826658645747774,711.0,0,0,-0.07693807928723953,-0.11633540847771597,0.0923186160345766
2,2022-10-05,2022-10-04,REPL,TRAIN,0,705170166.2599999,1,-0.2546677149053576,1030.0,0.0029848276557720155,723.0,0,0.13330351276422286,697.0,0,0,-0.15616754146853473,0.0923186160345765,0.056592962877751944
2,2022-10-19,2022-10-18,REPL,TRAIN,0,705170166.2599999,1,0.7767777120914102,677.0,0.540289175673479,512.0,0,0.692189495301253,508.0,0,0,-0.05709905785239621,0.056592962877752055,0.017999427176610003
2,2022-11-02,2022-11-01,REPL,TRAIN,0,705170166.2599999,1,0.5147385324212672,765.0,0.371382381170813,588.0,0,0.4853954961309924,587.0,0,0,-0.07039098426275467,0.017999427176610263,0.032518994424978284
2,2022-11-16,2022-11-15,REPL,TRAIN,0,705170166.2599999,1,0.8552764588615587,690.0,0.49210648338773055,566.0,0,0.5565747373446818,573.0,0,0,-0.016620881236040063,0.03251899442497831,0.0388495070221639
2,2022-12-01,2022-11-30,REPL,TRAIN,0,705170166.2599999,1,0.8902444173924717,700.0,0.5114532297588869,581.0,0,0.5777842508215378,589.0,0,0,0.06561384261564471,0.038849507022163825,0.31002464787503264
2,2022-12-15,2022-12-14,REPL,TRAIN,0,705170166.2599999,1,3.1019999377628915,24.0,1.4923413161961556,40.0,0,1.4336826635108655,200.0,0,1,0.526837523066905,0.3100246478750327,-0.005028746229522639
2,2022-12-30,2022-12-29,REPL,TRAIN,0,705170166.2599999,1,2.5682836969280047,53.0,1.2158142239978706,146.0,0,1.147486599531739,373.0,0,0,0.4749854091601208,-0.005028746229522686,0.01038877335560661
2,2023-01-17,2023-01-13,REPL,SW1,1,705170166.2599999,1,1.9222209234582148,196.0,0.8751245386158029,340.0,0,0.7891386155024984,537.0,0,0,0.40796287925511665,0.010388773355606458,-0.08280846756656582
2,2023-01-31,2023-01-30,REPL,SW1,1,705170166.2599999,1,2.0683639132703653,126.0,0.9783453572840837,214.0,0,0.9225087579329847,429.0,0,0,0.35728350250361135,-0.08280846756656576,-0.037070490728248445
2,2023-02-14,2023-02-13,REPL,SW1,1,705170166.2599999,1,0.8354779051569907,589.0,0.3420688878502123,637.0,0,0.26639882312192925,716.0,0,0,0.16994367865607712,-0.037070490728248265,-0.12797947955704564
2,2023-03-01,2023-02-28,REPL,SW1,1,705170166.2599999,1,0.37262488531333127,802.0,0.050447299794729616,738.0,0,-0.0854178430672064,797.0,0,0,0.1212135707531723,-0.12797947955704553,-0.09777897820542855
2,2023-03-15,2023-03-14,REPL,SW1,1,705170166.2599999,1,-1.4303559172552593,1357.0,-0.714118400710246,901.0,0,-0.7130588427928622,891.0,0,0,-0.27284444053161105,-0.0977789782054287,-0.04848809499329421
2,2023-03-29,2023-03-28,REPL,SW1,1,705170166.2599999,1,-1.734783346424539,1427.0,-0.8366026990470534,925.0,0,-0.8058137248818373,913.0,0,0,-0.33767960169392974,-0.048488094993294,-0.18974864663757002
2,2023-04-13,2023-04-12,REPL,SW1,1,705170166.2599999,1,-2.318340930044459,1465.0,-1.150795826106861,946.0,0,-1.142421187191492,938.0,0,0,-0.5228930931661081,-0.18974864663757002,0.06493780243654708
2,2023-04-27,2023-04-26,REPL,SW1,1,705170166.2599999,1,-1.5047053545456037,1360.0,-0.7547312256362613,907.0,0,-0.7571097739997207,903.0,0,0,-0.44767536010981157,0.06493780243654722,0.14469637648813055
2,2023-05-11,2023-05-10,REPL,SW1,1,705170166.2599999,1,-0.5776433749127109,1187.0,-0.2528602340082369,822.0,0,-0.21689878056011824,819.0,0,0,-0.2789654362428802,0.1446963764881304,-0.014614038793595628
2,2023-05-25,2023-05-24,REPL,SW1,1,705170166.2599999,1,0.6221907274841143,712.0,0.39756344539917704,569.0,0,0.48403152705629693,603.0,0,0,-0.04019088058324548,-0.014614038793595605,0.17068736951261387
2,2023-06-09,2023-06-08,REPL,SW1,1,705170166.2599999,1,1.2061886561752178,372.0,0.6212278150233197,458.0,0,0.6393613019590304,554.0,0,0,0.1903322805400338,0.17068736951261415,0.05476686448079269
2,2023-06-26,2023-06-23,REPL,SW1,1,705170166.2599999,1,1.098350812972119,370.0,0.5738408947563611,403.0,0,0.5985063830266628,522.0,0,0,0.1862739649160848,0.05476686448079264,-0.11741591883044293
2,2023-07-11,2023-07-10,REPL,SW1,1,705170166.2599999,1,1.5078685621551369,229.0,0.7829860563112406,274.0,0,0.8120378315449127,398.0,0,0,0.2586900411056069,-0.11741591883044303,0.0
2,2023-07-25,2023-07-24,REPL,SW1,1,705170166.2599999,1,0.8377299268946282,560.0,0.4604433046442254,551.0,0,0.5020216458411366,643.0,0,0,0.1659392573459201,1.8041124150158794e-16,-0.11172544075177245
2,2023-08-08,2023-08-07,REPL,SW1,1,705170166.2599999,1,-0.037353557102752774,1048.0,-0.06638932454750598,803.0,0,-0.11410187054363558,822.0,0,0,0.048658246749545504,-0.11172544075177249,0.03881470421550747
2,2023-08-22,2023-08-21,REPL,SW1,1,705170166.2599999,1,0.10622249653087643,1032.0,0.009879042837650079,781.0,0,-0.033353162590138055,798.0,0,0,1.474514954580286e-16,0.038814704215507534,0.006577306787761685
2,2023-09-06,2023-09-05,REPL,SW1,1,705170166.2599999,1,-0.5163413654823859,1221.0,-0.19274912272864675,852.0,0,-0.12732756271610057,836.0,0,0,-0.17532114866711174,0.006577306787761945,-0.10631351065665555
2,2023-09-20,2023-09-19,REPL,SW1,1,705170166.2599999,1,-0.8233230256576822,1273.0,-0.33734706034884965,876.0,0,-0.2630326078688583,860.0,0,0,-0.2752665630848467,-0.10631351065665547,-0.09710652024470337
2,2023-10-04,2023-10-03,REPL,SW1,1,705170166.2599999,1,-0.6122645993906893,1217.0,-0.2638668167174704,845.0,0,-0.22160133373959623,836.0,0,0,-0.2669179199976195,-0.09710652024470343,-0.08510287234073259
2,2023-10-18,2023-10-17,REPL,SW1,1,705170166.2599999,1,-0.6578733685919002,1204.0,-0.2822362283592592,849.0,0,-0.23553577242256835,836.0,0,0,-0.3227269810129559,-0.08510287234073274,-0.019708419082499578
2,2023-11-01,2023-10-31,REPL,SW1,1,705170166.2599999,1,-0.10378085883302814,1078.0,0.009779371965692327,790.0,0,0.07144917334789863,791.0,0,0,-0.2788061470597586,-0.019708419082499512,-0.26126672011256324
2,2023-11-15,2023-11-14,REPL,SW1,1,705170166.2599999,1,-2.242519751860127,1466.0,-1.1529172659204998,970.0,0,-1.1845746559109358,959.0,0,0,-0.5309427659255901,-0.2612667201125632,0.008873172680486508
2,2023-11-30,2023-11-29,REPL,SW1,1,705170166.2599999,1,-2.6401085364383627,1513.0,-1.3713028809360204,985.0,0,-1.4225514936528594,975.0,0,0,-0.5899437399614829,0.00887317268048653,-0.3763009083954808
2,2023-12-14,2023-12-13,REPL,SW1,1,705170166.2599999,1,-5.455279868330747,1638.0,-3.3670110431711624,1025.0,0,-4.006382152176952,1027.0,0,0,-0.8339717331410725,-0.37630090839548114,0.10032857161660787
2,2023-12-29,2023-12-28,REPL,SW1,1,705170166.2599999,1,-5.0907070021637715,1641.0,-3.179646832795095,1028.0,0,-3.813940164508305,1028.0,0,0,-0.6890643519079384,0.10032857161660808,-0.014068227332200913
2,2024-01-16,2024-01-12,REPL,SW1,1,705170166.2599999,1,-4.764898482157021,1627.0,-3.110025906678172,1026.0,0,-3.837602572277833,1026.0,0,0,-0.5867366582431074,-0.01406822733220086,-0.043432640536641656
2,2024-01-30,2024-01-29,REPL,SW1,1,705170166.2599999,1,-4.481162302248908,1637.0,-2.952419294293681,1031.0,0,-3.6642574374629087,1030.0,0,0,-0.5155002540032285,-0.04343264053664172,-0.01992593946108095
2,2024-02-13,2024-02-12,REPL,SW1,1,705170166.2599999,1,-3.4374290603154782,1612.0,-2.387025542129398,1033.0,0,-3.055336554101057,1033.0,0,0,-0.33467367498529776,-0.019925939461080622,0.10837483595074902
2,2024-02-28,2024-02-27,REPL,SW1,1,705170166.2599999,1,-2.4395461806521963,1581.0,-1.8924466532217972,1029.0,0,-2.5651202161174957,1028.0,0,0,-0.18213342773686697,0.10837483595074865,-0.018223738956451612
2,2024-03-13,2024-03-12,REPL,SW1,1,705170166.2599999,1,0.595434597931319,749.0,0.2808854563467253,726.0,0,0.264053613727791,795.0,0,0,0.1551089932690699,-0.01822373895645185,-0.12340224214298535
2,2024-03-27,2024-03-26,REPL,SW1,1,705170166.2599999,1,0.0082939210200354,1073.0,0.0241494506394625,814.0,0,0.044151940768907307,826.0,0,0,-0.05440937065603377,-0.12340224214298529,-0.09974130917122438
2,2024-04-11,2024-04-10,REPL,SW1,1,705170166.2599999,1,-1.168671592737503,1418.0,-0.5736407974622089,958.0,0,-0.5629457985556661,933.0,0,0,-0.2592648597282039,-0.09974130917122448,-0.09487923819024338
2,2024-04-25,2024-04-24,REPL,SW1,1,705170166.2599999,1,-0.785513558529797,1369.0,-0.3661143294480784,933.0,0,-0.3394718796312583,922.0,0,0,-0.22029589870169802,-0.09487923819024358,0.053817751392469415
2,2024-05-09,2024-05-08,REPL,SW1,1,705170166.2599999,1,-0.504875886031271,1290.0,-0.19878191676427043,898.0,0,-0.1451258905129054,889.0,0,0,-0.14469637648813088,0.05381775139246924,-0.1190937745389203
2,2024-05-23,2024-05-22,REPL,SW1,1,705170166.2599999,1,-1.448634099657142,1484.0,-0.659914919002433,973.0,0,-0.595512788176295,959.0,0,0,-0.3277618016793447,-0.11909377453892024,0.18147803080551547
2,2024-06-07,2024-06-06,REPL,SW1,1,705170166.2599999,1,-1.1148703270583515,1422.0,-0.6943757474988479,973.0,0,-0.8313163314685201,972.0,0,0,-0.2390501236137445,0.18147803080551533,0.17856391968112117
2,2024-06-24,2024-06-21,REPL,SW1,1,705170166.2599999,1,0.2370927914878732,1026.0,-0.0636566551327774,886.0,0,-0.24585970600949136,942.0,0,0,0.03593200922606346,0.17856391968112112,-0.007083854888405044
2,2024-07-09,2024-07-08,REPL,SW2,1,705170166.2599999,1,0.8437994811955805,577.0,0.24261759250782283,751.0,0,0.06333544441785532,868.0,0,0,0.1700745831839812,-0.007083854888405246,0.15347340245629634
2,2024-07-23,2024-07-22,REPL,SW2,1,705170166.2599999,1,1.4628945228400836,171.0,0.5334537464789237,502.0,0,0.3354602315378057,767.0,0,0,0.4270375933622921,0.15347340245629612,-0.012270092591814247
2,2024-08-06,2024-08-05,REPL,SW2,1,705170166.2599999,1,1.5857738009014093,159.0,0.6035124874776507,443.0,0,0.41413807450459683,704.0,0,0,0.3268479174258486,-0.012270092591814746,0.056014641554671306
2,2024-08-20,2024-08-19,REPL,SW2,1,705170166.2599999,1,2.510276911024863,22.0,1.0824984441415333,65.0,0,0.909858432770635,394.0,0,1,0.5484911266524646,0.05601464155467083,0.0
2,2024-09-04,2024-09-03,REPL,SW2,1,705170166.2599999,1,2.9793595769591508,14.0,1.3482444923693873,9.0,1,1.206809196259199,99.0,0,1,0.7068594424239265,7.806255641895632e-17,0.07041857323839201
2,2024-09-18,2024-09-17,REPL,SW2,1,705170166.2599999,1,1.9102086043892663,121.0,0.9691351163766395,222.0,0,0.9831659305586459,408.0,0,0,0.3672212300869814,0.07041857323839185,0.07591956685207278
2,2024-10-02,2024-10-01,REPL,SW2,1,705170166.2599999,1,1.9307517041714097,76.0,1.0264563717160573,89.0,0,1.0875368913464096,243.0,0,0,0.3859096690470827,0.07591956685207263,-0.1213608570042676
2,2024-10-16,2024-10-15,REPL,SW2,1,705170166.2599999,1,0.7340593435415319,812.0,0.4484710556589053,674.0,0,0.5299124395470448,709.0,0,0,0.04661037844162258,-0.12136085700426767,0.1527943796057801
2,2024-10-30,2024-10-29,REPL,SW2,1,705170166.2599999,1,1.1726015080803964,351.0,0.6469660292949553,366.0,0,0.7076313045497122,494.0,0,0,0.18362533794343794,0.1527943796057803,-0.007355979225816251
2,2024-11-13,2024-11-12,REPL,SW2,1,705170166.2599999,1,0.7263636383304461,641.0,0.42707450742707026,564.0,0,0.49096719568891745,642.0,0,0,0.16847204825759027,-0.007355979225816288,0.16522240879972055
2,2024-11-27,2024-11-26,REPL,SW2,1,705170166.2599999,1,0.8689603576857328,529.0,0.3513892908883437,681.0,0,0.26829840293382096,797.0,0,0,0.2625033561987121,0.1652224087997205,-0.12897196357418927
2,2024-12-12,2024-12-11,REPL,SW2,1,705170166.2599999,1,0.300990485591869,1009.0,0.08850904387681405,855.0,0,0.02652284495769361,911.0,0,0,0.12722222343125822,-0.1289719635741895,0.011797226872039912
2,2024-12-27,2024-12-26,REPL,SW2,1,705170166.2599999,1,0.5111583134894416,765.0,0.20520175818001496,727.0,0,0.15482435961530908,830.0,0,0,0.1363276586375864,0.01179722687203956,-0.16081867864588206
2,2025-01-14,2025-01-13,REPL,SW2,1,705170166.2599999,1,-0.13160951072591398,1239.0,-0.09463981998341699,904.0,0,-0.12347488460387698,941.0,0,0,-0.05276145394655124,-0.16081867864588223,0.2526399446615748
2,2025-01-29,2025-01-28,REPL,SW2,1,705170166.2599999,1,0.7616053389713008,593.0,0.3357456767026218,647.0,0,0.2906886839195931,793.0,0,0,0.17833521894105978,0.2526399446615749,-0.08714107026521518
2,2025-02-12,2025-02-11,REPL,SW2,1,705170166.2599999,1,0.3532766716015709,922.0,0.12762309902850763,792.0,0,0.07860786225622979,885.0,0,0,0.032426724030195204,-0.0871410702652154,0.029898739167633456
2,2025-02-27,2025-02-26,REPL,SW2,1,705170166.2599999,1,0.022072790551157004,1181.0,0.04790118553768447,812.0,0,0.08476597579979045,848.0,0,0,-0.12013006104223711,0.029898739167633283,-0.08921099294386137
2,2025-03-13,2025-03-12,REPL,SW2,1,705170166.2599999,1,0.7722929572455703,621.0,0.44320392383705115,518.0,0,0.5002613690513171,594.0,0,0,-0.04283483115371079,-0.0892109929438614,-0.15222575141767378
2,2025-03-27,2025-03-26,REPL,SW2,1,705170166.2599999,1,-0.03240566666280996,1237.0,0.03816778894791718,844.0,0,0.09253841122723933,852.0,0,0,-0.17104021232991504,-0.15222575141767405,-0.35256253238563995
2,2025-04-10,2025-04-09,REPL,SW2,1,705170166.2599999,1,-0.5539249123961681,1425.0,-0.23448630493017714,946.0,0,-0.1920101536622702,943.0,0,0,-0.45570906051928045,-0.3525625323856398,0.21462584629320097
2,2025-04-25,2025-04-24,REPL,SW2,1,705170166.2599999,1,-0.45404942140543325,1397.0,-0.15138881040753985,914.0,0,-0.07575291011236301,898.0,0,0,-0.40546510810816416,0.2146258462932011,-0.15359895567533197
2,2025-05-09,2025-05-08,REPL,SW2,1,705170166.2599999,1,-1.4528141157358032,1681.0,-0.7401152129817516,1044.0,0,-0.7538233680956018,1039.0,0,0,-0.5844922409528216,-0.15359895567533222,0.11992574056874397
2,2025-05-23,2025-05-22,REPL,SW2,1,705170166.2599999,1,-1.1124332882220869,1646.0,-0.584969727088782,1043.0,0,-0.6137228100665207,1040.0,0,0,-0.4406089117150742,0.1199257405687443,0.16968497278944256
2,2025-06-09,2025-06-06,REPL,SW2,1,705170166.2599999,1,-0.26104516229400265,1412.0,-0.17533503325190303,996.0,0,-0.22014748535680467,1020.0,0,0,-0.07066135676139518,0.16968497278944225,-0.1174218292229818
2,2025-06-24,2025-06-23,REPL,SW2,1,705170166.2599999,1,-0.5021626568667197,1503.0,-0.28679390285325357,1025.0,0,-0.32250647727314724,1032.0,0,0,-0.1799713794490006,-0.1174218292229818,0.011847203725990432
2,2025-07-09,2025-07-08,REPL,SW2,1,705170166.2599999,1,0.22385770359736776,982.0,0.08879916058608839,856.0,0,0.06566946937349291,937.0,0,0,0.22073745471162315,0.01184720372599029,-1.2029027132660914
2,2025-07-23,2025-07-22,REPL,SW2,1,705170166.2599999,1,-6.200506832880179,1906.0,-3.8274596260572196,1106.0,0,-4.554665835674349,1106.0,0,0,-1.1330682518897515,-1.2029027132660914,0.8123156691841064
2,2025-08-06,2025-08-05,REPL,SW2,1,705170166.2599999,1,-2.4188026645280476,1835.0,-2.038519515767911,1106.0,0,-2.867637699271799,1108.0,0,0,-0.17118381238349858,0.8123156691841061,-0.17979311044059593
2,2025-08-20,2025-08-19,REPL,SW2,1,705170166.2599999,1,-3.6071485513968145,1892.0,-2.5918920090278466,1110.0,0,-3.380209742357286,1110.0,0,0,-0.5541898386494255,-0.17979311044059587,0.11017843627116393
2,2025-09-04,2025-09-03,REPL,SW2,1,705170166.2599999,1,-3.588687785438599,1889.0,-2.5843912085241696,1111.0,0,-3.3744385243290402,1111.0,0,0,-0.4969898919133404,0.11017843627116392,-0.03188551032141529
2,2025-09-18,2025-09-17,REPL,SW2,1,705170166.2599999,1,-3.8055431706675296,1899.0,-2.702999872445674,1115.0,0,-3.503228159557583,1115.0,0,0,-0.5080195889539174,-0.03188551032141526,-0.30475637597362876
2,2025-10-02,2025-10-01,REPL,SW2,1,705170166.2599999,1,-5.189491872844395,1930.0,-3.4923401526313707,1117.0,0,-4.389934368840544,1117.0,0,0,-0.8032470415816679,-0.30475637597362887,0.11857448801269506
2,2025-10-16,2025-10-15,REPL,SW2,1,705170166.2599999,1,-5.251232467595952,1940.0,-3.4569799863832964,1119.0,0,-4.288343738968617,1119.0,0,0,-0.9363415289197157,0.11857448801269539,0.7673304964695892
2,2025-10-30,2025-10-29,REPL,SW2,1,705170166.2599999,1,0.3219834763569982,889.0,-0.20115981919490356,1019.0,0,-0.5633113765683062,1087.0,0,0,0.2952193848842896,0.7673304964695892,-0.12170845777248922
2,2025-11-13,2025-11-12,REPL,SW2,1,705170166.2599999,1,1.4354193655013154,237.0,0.40132361413958084,506.0,0,0.08493754552850374,935.0,0,0,0.48606106614159444,-0.12170845777248954,0.10690799026750812
2,2025-11-28,2025-11-26,REPL,SW2,1,705170166.2599999,1,2.086617892072889,107.0,0.7299728125004945,187.0,0,0.4166366789645446,712.0,0,0,0.6221682111013649,0.10690799026750802,-0.019067311226203008
2,2025-12-12,2025-12-11,REPL,SW2,1,705170166.2599999,1,1.964699136005132,131.0,0.6764324724338843,270.0,0,0.37051537686520253,796.0,0,0,0.5543107357057294,-0.01906731122620349,0.0090772181511169
2,2025-12-29,2025-12-26,REPL,SW2,1,705170166.2599999,1,3.2874804831247326,25.0,1.4695929186667196,23.0,0,1.2954455957710724,43.0,0,1,0.8307027234841935,0.009077218151116834,-0.20609591640886743
2,2026-01-13,2026-01-12,REPL,SW2,1,705170166.2599999,1,2.2839501026571702,71.0,0.9576334906361496,124.0,0,0.773291929943714,416.0,0,0,0.5751585316613446,-0.20609591640886762,-0.07358611337583724
2,2026-01-28,2026-01-27,REPL,SW2,1,705170166.2599999,1,-0.3215215997231472,1448.0,-0.09470025306176097,991.0,0,-0.028639706261948367,994.0,0,0,-0.2143399730474507,-0.07358611337583734,0.035228691883743814
2,2026-02-11,2026-02-10,REPL,SW2,1,705170166.2599999,1,0.039813867690639076,1298.0,0.09274009318065987,934.0,0,0.1655732525160002,932.0,0,0,-0.1103480571688658,0.03522869188374385,0.050010420574661416
2,2026-02-26,2026-02-25,REPL,SW2,1,705170166.2599999,1,-0.21452238785475025,1396.0,-0.053416075335116595,953.0,0,0.0004290432571419367,965.0,0,0,-0.13551113894996436,0.05001042057466135,-0.03727139479723154
2,2026-03-12,2026-03-11,REPL,SW2,1,705170166.2599999,1,-0.42532804174160355,1482.0,-0.1795567993272682,995.0,0,-0.14644957778373463,1000.0,0,0,-0.26528113576261403,-0.037271394797231495,-0.043991569281534304
2,2026-03-26,2026-03-25,REPL,SW2,1,705170166.2599999,1,-0.35385951299309193,1455.0,-0.15319802301680738,976.0,0,-0.1294662895370688,985.0,0,0,-0.2513144282809058,-0.043991569281534235,-0.24622535877343465
2,2026-04-10,2026-04-09,REPL,SW2,1,705170166.2599999,1,-0.778809281119835,1595.0,-0.4404478913790049,1032.0,0,-0.49149114219809226,1048.0,0,0,-0.3311401832709712,-0.2462253587734347,-0.7293268371374476
2,2026-04-24,2026-04-23,REPL,SW2,1,705170166.2599999,1,-4.204395164716481,1909.0,-2.565767590322709,1121.0,0,-3.029337598287177,1121.0,0,0,-0.9951991932946784,-0.7293268371374477,0.1586518127080498
2,2026-05-08,2026-05-07,REPL,SW2,1,705170166.2599999,1,-3.7006423323682203,1907.0,-2.313420082317029,1115.0,0,-2.776518998449948,1116.0,0,0,-0.841722036376646,0.15865181270804987,0.4465265949059383
2,2026-05-22,2026-05-21,REPL,SW2,1,705170166.2599999,1,-2.4103771530203137,1883.0,-1.6930466401401842,1108.0,0,-2.180904703770212,1109.0,0,0,-0.4745431185845669,0.44652659490593827,0.5956315053034397
2,2026-06-08,2026-06-05,REPL,SW2,1,705170166.2599999,1,-0.6338734258654324,1614.0,-0.9064677688068693,1085.0,0,-1.4959988246810223,1096.0,0,0,0.09288440210265098,0.5956315053034396,0.16599756052896605
2,2026-06-23,2026-06-22,REPL,SW2,1,705170166.2599999,1,0.48601686594966953,917.0,-0.2936934799489205,1024.0,0,-0.8303953928726758,1085.0,0,0,0.4710775509526724,0.16599756052896586,0.029089755006838094
3,2021-10-22,2021-10-21,REPL,TRAIN,0,705170166.2599999,1,-1.1189837615602203,1027.0,-0.6107278555324568,765.0,0,-0.6619638302848034,747.0,0,0,-0.12489886965321934,-0.0505328117901473,0.14123317111631048
3,2021-11-05,2021-11-04,REPL,TRAIN,0,705170166.2599999,1,0.33671125895373305,739.0,0.2185746006222246,618.0,0,0.26879357176758273,616.0,0,0,0.03916070895296877,0.14123317111631017,0.0035938942545892623
3,2021-11-19,2021-11-18,REPL,TRAIN,0,705170166.2599999,1,0.545300779122347,662.0,0.3935550164863739,542.0,0,0.5144596434115742,553.0,0,0,0.04807293265222285,0.003593894254589142,-0.19006446033762542
3,2021-12-06,2021-12-03,REPL,TRAIN,0,705170166.2599999,1,0.15125362190905012,815.0,0.19978335355464338,623.0,0,0.32393989615476176,611.0,0,0,-0.14543602772481506,-0.1900644603376253,-0.05270236216072391
3,2021-12-20,2021-12-17,REPL,TRAIN,0,705170166.2599999,1,-0.7417748514286311,964.0,-0.29785796278506654,701.0,0,-0.2248284998558176,680.0,0,0,-0.20747262069429567,-0.052702362160723645,0.11064379064691272
3,2022-01-04,2022-01-03,REPL,TRAIN,0,705170166.2599999,1,0.2871805589735041,799.0,0.18040054194871427,632.0,0,0.21721080441067653,640.0,0,0,-0.021266624268681797,0.11064379064691254,-0.2855235939085492
3,2022-01-19,2022-01-18,REPL,TRAIN,0,705170166.2599999,1,-0.9745498034562858,1000.0,-0.49946949773972915,722.0,0,-0.5116640937513154,715.0,0,0,-0.3004239711773873,-0.285523593908549,-0.1286796833953472
3,2022-02-02,2022-02-01,REPL,TRAIN,0,705170166.2599999,1,-1.9568708304011178,1128.0,-1.0067739175089123,788.0,0,-1.0351124198172656,772.0,0,0,-0.4887985314085915,-0.12867968339534722,-0.06670917680407118
3,2022-02-16,2022-02-15,REPL,TRAIN,0,705170166.2599999,1,-2.784226666425272,1229.0,-1.4530926785903928,833.0,0,-1.5140720239681493,818.0,0,0,-0.6094415917048148,-0.06670917680407118,-0.11447724752188394
3,2022-03-03,2022-03-02,REPL,TRAIN,0,705170166.2599999,1,-2.798709227901241,1240.0,-1.4535822656617832,833.0,0,-1.5078099173729458,820.0,0,0,-0.5500225361790675,-0.11447724752188385,-0.014962872676712377
3,2022-03-17,2022-03-16,REPL,TRAIN,0,705170166.2599999,1,-2.563305723969598,1239.0,-1.2950998234474624,828.0,0,-1.3085467849101255,811.0,0,0,-0.551325958519088,-0.014962872676712254,0.06563716363997904
3,2022-03-31,2022-03-30,REPL,TRAIN,0,705170166.2599999,1,-2.4310989546783834,1265.0,-1.2104365106171728,830.0,0,-1.205323543895154,805.0,0,0,-0.48930151557147017,0.06563716363997919,0.07532571779539747
3,2022-04-14,2022-04-13,REPL,TRAIN,0,705170166.2599999,1,-0.8520758186067785,1098.0,-0.43602673655998797,760.0,0,-0.44601556381658675,748.0,0,0,-0.24077229963067753,0.07532571779539775,-0.07945186570656962
3,2022-04-29,2022-04-28,REPL,TRAIN,0,705170166.2599999,1,-0.12290207645839941,927.0,-0.05066155264587438,683.0,0,-0.03987206706254906,694.0,0,0,-0.09461187450911512,-0.0794518657065698,-0.18575330976252508
3,2022-05-13,2022-05-12,REPL,TRAIN,0,705170166.2599999,1,0.099597050415745,894.0,0.05071276542975581,656.0,0,0.05162700565163914,674.0,0,0,-0.22057981255062406,-0.1857533097625251,0.004258345682577025
3,2022-05-27,2022-05-26,REPL,TRAIN,0,705170166.2599999,1,0.29722721044649736,832.0,0.14632957273000313,631.0,0,0.1440455402367576,653.0,0,0,-0.1274933703732723,0.004258345682577137,0.09711128668514955
3,2022-06-13,2022-06-10,REPL,TRAIN,0,705170166.2599999,1,0.841127874248077,613.0,0.3773172622274112,560.0,0,0.33407058733078393,614.0,0,0,0.003218541561798252,0.09711128668514969,0.14121388879653893
3,2022-06-28,2022-06-27,REPL,TRAIN,0,705170166.2599999,1,2.2549686203214065,166.0,1.0538535173696606,281.0,0,0.9802227245786179,411.0,0,0,0.13161995527925485,0.1412138887965391,0.12667198307362942
3,2022-07-13,2022-07-12,REPL,TRAIN,0,705170166.2599999,1,2.2622766131114944,185.0,1.1019351624231215,267.0,0,1.0727320182904956,377.0,0,0,0.13170695874536503,0.12667198307362948,-0.03757015866396453
3,2022-07-27,2022-07-26,REPL,TRAIN,0,705170166.2599999,1,1.7209257734997936,323.0,0.8316010226577197,390.0,0,0.8027391585655427,482.0,0,0,0.13652573482895003,-0.037570158663964556,0.01820991137942295
3,2022-08-10,2022-08-09,REPL,TRAIN,0,705170166.2599999,1,2.122111402646541,138.0,1.0364803021057203,227.0,0,1.0119049028881704,379.0,0,0,0.3204607563783023,0.01820991137942299,0.020343048346449562
3,2022-08-24,2022-08-23,REPL,TRAIN,0,705170166.2599999,1,2.5751743182682505,87.0,1.3225584816459932,99.0,0,1.3575298041578612,237.0,0,0,0.36456453121389515,0.02034304834644955,-0.06283728405906669
3,2022-09-08,2022-09-07,REPL,TRAIN,0,705170166.2599999,1,1.8118055130060056,260.0,0.9469285585130143,317.0,0,0.9879543605230259,397.0,0,0,0.14374475866614186,-0.06283728405906652,-0.2034639933677639
3,2022-09-22,2022-09-21,REPL,TRAIN,0,705170166.2599999,1,-0.7076294618957327,1123.0,-0.261571363359569,775.0,0,-0.16932799577127167,754.0,0,0,-0.17750227035800586,-0.20346399336776408,0.12233108215428748
3,2022-10-06,2022-10-05,REPL,TRAIN,0,705170166.2599999,1,-0.34990855897479445,1054.0,-0.04050687091935706,736.0,0,0.09394053764868304,702.0,0,0,-0.1820379090825085,0.1223310821542874,-0.016586025057383002
3,2022-10-20,2022-10-19,REPL,TRAIN,0,705170166.2599999,1,0.6125587490894494,723.0,0.44688369933983085,547.0,0,0.587488024134937,537.0,0,0,-0.07657649969705035,-0.016586025057382867,0.10241500542806954
3,2022-11-03,2022-11-02,REPL,TRAIN,0,705170166.2599999,1,0.7367117368720084,682.0,0.48477818292903097,535.0,0,0.6012004974220577,540.0,0,0,-0.06499390936389725,0.10241500542806965,0.0005204267616809444
3,2022-11-17,2022-11-16,REPL,TRAIN,0,705170166.2599999,1,0.9132171452502992,677.0,0.524897271007288,543.0,0,0.5931859693894264,567.0,0,0,-0.0025980788841283957,0.0005204267616812329,0.0387803696782612
