arm,phase,split,n_cycles,top_n,cagr_baseline,cagr_arm_cost_adj,mdd_baseline,mdd_arm_cost_adj,sharpe_baseline,sharpe_arm_cost_adj,cvar5_baseline,cvar5_arm,cvar10_baseline,cvar10_arm,gate_activation_rate_mean,n_bloqueados_mean,churn_evitado_rate_mean,n_reentrants_baseline_mean,arm_catches_reentry_mean,recidiva_avoidance_rate_mean
B,0,TRAIN,106,20,-0.16163478856478197,-0.1211604030989678,-0.6804654068301333,-0.6837360837611375,-1.6491470173703702,-1.1412003736276177,-0.15135741582972542,-0.1671374985659998,-0.13212380728708742,-0.13903147831449403,0.10518867924528302,2.1037735849056602,0.12937392795883362,1.5,0.22641509433962265,0.12169669669669668
B,1,TRAIN,106,20,-0.06468901439598707,-0.06377254843554936,-0.5908104256535862,-0.5798735607350067,-0.6294573290713503,-0.6329699601743927,-0.15477363167471384,-0.13888057805491014,-0.12222474197620857,-0.11816962982195155,0.10283018867924529,2.056603773584906,0.10849056603773585,1.5660377358490567,0.2169811320754717,0.12987012987012986
B,2,TRAIN,106,20,-0.16588143170359115,-0.1258051999716464,-0.6222430864895563,-0.6015416387407138,-1.626677667817844,-1.1387456394053381,-0.18647976315102774,-0.18199130367331282,-0.15225201857871898,-0.14553523287718537,0.10471698113207546,2.0943396226415096,0.10723270440251571,1.6320754716981132,0.18867924528301888,0.0977891156462585
B,3,TRAIN,106,20,-0.1938073585855149,-0.09394538237821393,-0.6196241022264195,-0.5431176822768975,-1.9977388704424257,-0.8947008729786983,-0.18345416234587975,-0.16856625476068146,-0.14392484714399684,-0.13385889635468604,0.11226415094339623,2.2452830188679247,0.1010557053009883,1.6226415094339623,0.25471698113207547,0.08928571428571429
B,4,TRAIN,106,20,-0.20390870443133713,-0.08746418277966694,-0.637262396667307,-0.5528305908274611,-1.8124157949287012,-0.6816885462748286,-0.2043210046802896,-0.19267464855591934,-0.1597293545050736,-0.15019190113830636,0.11698113207547169,2.339622641509434,0.10217879604672057,1.7830188679245282,0.3018867924528302,0.13355504144977828
B,5,TRAIN,106,20,-0.07886484606818289,-0.048714318381925414,-0.5634996918948562,-0.5749804958427145,-0.6566770256776172,-0.3816867151922793,-0.19031856877757938,-0.19334368538434285,-0.15072799871472342,-0.1492557907446195,0.12075471698113208,2.4150943396226414,0.08957023060796647,1.7547169811320755,0.24528301886792453,0.05752032520325204
B,6,TRAIN,106,20,-0.14699408293987914,-0.1068306350240198,-0.6421698244416336,-0.6436808241325823,-1.2402555285285506,-0.8245281632314673,-0.2035919191619122,-0.21290650867541128,-0.15878740199126634,-0.16281031219641703,0.11698113207547171,2.339622641509434,0.097214734950584,1.8867924528301887,0.25471698113207547,0.08283128636069813
B,7,TRAIN,106,20,-0.0848328636375103,-0.04966334509965786,-0.564103935647563,-0.6081467867792808,-0.7318365907439929,-0.4205293422508202,-0.1840867124208695,-0.19255345161525117,-0.14313879884410904,-0.14535139706900418,0.12311320754716981,2.4622641509433962,0.1508923466470636,1.8867924528301887,0.330188679245283,0.1429284441049147
B,8,TRAIN,106,20,-0.14534581041585592,-0.11732957613355743,-0.5726635573571857,-0.5919995049094442,-1.3901768284734841,-1.0753561927948643,-0.16769754983533683,-0.17292014327448535,-0.13285947593770425,-0.13357294160577352,0.12028301886792452,2.4056603773584904,0.13436657681940703,1.9150943396226414,0.330188679245283,0.16639417493076028
B,9,TRAIN,105,20,-0.04525993340830603,-0.07275035014715336,-0.586917341307206,-0.6177604001827297,-0.4147026615045923,-0.6477785643334728,-0.16714040468435634,-0.1889779981653187,-0.13535456822407146,-0.14680060511976747,0.11333333333333336,2.2666666666666666,0.1286621315192744,1.542857142857143,0.26666666666666666,0.12969483568075116
