date,variant,equity,cash_free,cash_pending,n_tickers,max_concentration,cost_total_cum,ret_cash,regime_defensive_used,ml_cash_signal_used,def_sell_25_cum,def_sell_50_cum,def_sell_100_cum,quarantine_size,quarantine_entries_cum,rebalance_cadence,is_rebalance_day,equity_base100
2019-05-03,C4_TRIGGER,114334.97221464355,51567.07971464355,0.0,19,0.0627979336586607,429.58904472500035,9.523809523809524e-05,1,0,30,16,33,1,67,10,0,114.32852989272102
2019-05-06,C4_TRIGGER,115385.99690259257,51571.990865092564,16.6458375,18,0.0663858718182803,429.59320722500036,9.523809523809524e-05,1,0,30,16,34,2,68,10,0,115.37949535960009
2019-05-07,C4_TRIGGER,113944.19190608806,51593.549906088054,0.0,18,0.06859498381841075,429.59320722500036,9.523809523809524e-05,1,0,30,16,34,2,68,10,0,113.93777160308503
2019-05-08,C4_TRIGGER,114483.07040637676,51598.44310387676,2.7893025000000002,17,0.06862149986119186,429.59390472500036,9.484126984126985e-05,1,0,30,16,35,2,69,10,0,114.47661973970888
2019-05-09,C4_TRIGGER,114194.70075610402,51606.105856104026,0.0,17,0.06939026020939452,429.59390472500036,9.444444444444444e-05,1,0,30,16,35,2,69,10,0,114.18826633792148
2019-05-10,C4_TRIGGER,115180.58305692821,2.3383594282213016,38251.6446975,17,0.060126887850333974,452.0569247250003,9.444444444444444e-05,1,0,30,16,35,1,69,10,1,115.17409308819069
2019-05-13,C4_TRIGGER,113741.4377731058,38257.59593310582,5351.30184,16,0.06268102583881488,453.3950847250003,9.444444444444444e-05,1,0,30,16,36,2,70,10,0,113.7350288944935
2019-05-14,C4_TRIGGER,114146.57244122884,43613.01639122883,1295.47605,16,0.06266031337631814,453.7190347250003,9.444444444444444e-05,1,0,31,16,36,3,71,10,0,114.14014073488583
2019-05-15,C4_TRIGGER,115065.36700050894,44912.76944050895,2609.1075600000004,16,0.06576261995467786,454.3714747250003,9.523809523809524e-05,1,0,31,17,36,2,72,10,0,115.05888352373894
2019-05-16,C4_TRIGGER,114392.7429206689,47526.38403566891,2923.728885,15,0.06729972377127945,455.1025897250003,9.484126984126985e-05,0,0,31,17,37,2,73,10,0,114.38629734359635
2019-05-17,C4_TRIGGER,112978.97767344193,50454.897673441934,0.0,15,0.06721002576203138,455.1025897250003,9.484126984126985e-05,0,0,31,17,37,2,73,10,0,112.97261175643025
2019-05-20,C4_TRIGGER,112470.96288000699,50459.68288000699,0.0,15,0.06640202776576012,455.1025897250003,9.484126984126985e-05,1,0,31,17,37,2,73,10,0,112.46462558761277
2019-05-21,C4_TRIGGER,113333.0085404071,50464.46854040711,0.0,15,0.06850960810090669,455.1025897250003,9.484126984126985e-05,1,0,31,17,37,1,73,10,0,113.32662267516112
2019-05-22,C4_TRIGGER,112694.8246291026,50469.2346291026,0.0,15,0.07324746302385486,455.1025897250003,9.444444444444444e-05,1,0,31,17,37,0,73,10,0,112.68847472298724
2019-05-23,C4_TRIGGER,111292.53116792868,50474.001167928676,0.0,15,0.0696770027478235,455.1025897250003,9.444444444444444e-05,1,0,31,17,37,0,73,10,0,111.28626027548458
2019-05-24,C4_TRIGGER,112755.45396497416,6.878189974156275,32008.895775,18,0.060094831440303295,475.7204422250002,9.444444444444444e-05,1,0,31,17,37,0,73,10,1,112.74910064263636
2019-05-28,C4_TRIGGER,113017.39424838196,32018.81038163194,5871.064866749999,18,0.061095020336649236,477.1885754750002,9.484126984126985e-05,1,0,31,17,38,1,74,10,0,113.01102616674874
2019-05-29,C4_TRIGGER,110895.66877226465,37893.46877226462,0.0,18,0.06154739924078116,477.1885754750002,9.484126984126985e-05,1,0,31,17,38,1,74,10,0,110.8894202414415
2019-05-30,C4_TRIGGER,111120.28538446166,37897.062636961666,2626.3532475,18,0.06021474816096574,477.8453279750002,9.484126984126985e-05,1,0,31,18,38,2,75,10,0,111.11402419738387
2019-05-31,C4_TRIGGER,109777.63835740303,40527.275257403046,0.0,18,0.057307117315807635,477.8453279750002,9.523809523809524e-05,1,0,31,18,38,2,75,10,0,109.77145282315664
2019-06-03,C4_TRIGGER,109107.18283339957,40531.10283339958,0.0,18,0.05813641077769876,477.8453279750002,9.444444444444444e-05,1,0,31,18,38,1,75,10,0,109.1010350766611
2019-06-04,C4_TRIGGER,111618.2587708894,40534.9307708894,0.0,18,0.06309827870058862,477.8453279750002,9.444444444444444e-05,1,0,31,18,38,1,75,10,0,111.6119695249876
2019-06-05,C4_TRIGGER,111648.00006990666,40538.75906990665,0.0,18,0.061141444501700046,477.8453279750002,9.444444444444444e-05,0,0,31,18,38,0,75,10,0,111.64170914820069
2019-06-06,C4_TRIGGER,110861.97064367634,40542.57164367632,0.0,18,0.06167777787368809,477.8453279750002,9.404761904761906e-05,0,0,31,18,38,0,75,10,0,110.85572401160901
2019-06-07,C4_TRIGGER,111529.89451700948,40546.38457600947,70726.549941,7,0.0006280827243974183,495.5313869750003,9.404761904761906e-05,1,1,31,18,38,0,75,10,0,111.52361025008268
2019-06-10,C4_TRIGGER,111497.87984984145,397.2598748414385,120.069975,20,0.05000095075805989,523.2734119750004,9.404761904761906e-05,1,0,31,18,38,0,75,10,1,111.49159738681409
2019-06-11,C4_TRIGGER,109325.81850348208,517.3785034820784,0.0,20,0.05252418942390179,523.2734119750004,9.404761904761906e-05,1,0,31,18,38,0,75,10,0,109.31965842749132
2019-06-12,C4_TRIGGER,110594.79611169848,517.4271616984773,1403.84895,20,0.0539378904770096,523.6244619750004,9.404761904761906e-05,1,0,32,18,38,1,76,10,0,110.5885645338557
2019-06-13,C4_TRIGGER,112503.72702814231,1921.456803142316,5397.750225000001,19,0.06194239234631576,524.9742369750004,9.404761904761906e-05,1,0,32,18,39,1,77,10,0,112.49738788961837
2019-06-14,C4_TRIGGER,111288.33247768939,7319.892477689397,0.0,19,0.060013928246601664,524.9742369750004,9.365079365079364e-05,1,0,32,18,39,1,77,10,0,111.28206182182481
2019-06-17,C4_TRIGGER,113056.03001086785,7320.583800867846,6693.48621,18,0.05416827390287195,526.6480269750004,9.444444444444444e-05,1,0,33,18,40,3,79,10,0,113.04965975226276
2019-06-18,C4_TRIGGER,112762.13800078553,14015.388000785535,0.0,18,0.0556991035409088,526.6480269750004,9.404761904761906e-05,1,0,33,18,40,3,79,10,0,112.75578430182884
2019-06-19,C4_TRIGGER,114763.14611465702,14016.706114657038,0.0,18,0.05592405068424941,526.6480269750004,9.404761904761906e-05,1,0,33,18,40,2,79,10,0,114.75667966683451
2019-06-20,C4_TRIGGER,114518.49435249403,14018.024352494012,0.0,18,0.05724219513245143,526.6480269750004,9.404761904761906e-05,1,0,33,18,40,1,79,10,0,114.51204168982738
2019-06-21,C4_TRIGGER,113966.0582770162,14019.348277016192,0.0,18,0.05492889808282924,526.6480269750004,9.444444444444444e-05,1,0,33,18,40,0,79,10,0,113.95963674192996
2019-06-24,C4_TRIGGER,112124.64529465992,5.296139659921677,49550.989154999996,16,0.053075485629058464,542.5415094750005,9.444444444444444e-05,1,0,33,19,40,1,80,10,1,112.11832751588719
2019-06-25,C4_TRIGGER,111258.18999299331,49560.965610493295,1302.1443825000001,16,0.054542052143596434,542.8671269750005,9.444444444444444e-05,1,0,34,19,40,2,81,10,0,111.25192103553813
2019-06-26,C4_TRIGGER,111590.26535365928,50867.9137311593,4912.2816225,16,0.05355467146762214,544.0955044750004,9.444444444444444e-05,1,0,34,19,41,1,82,10,0,111.58397768507544
2019-06-27,C4_TRIGGER,112371.98348322047,55785.463483220476,0.0,16,0.05608702280262868,544.0955044750004,9.444444444444444e-05,1,0,34,19,41,1,82,10,0,112.36565176792243
2019-06-28,C4_TRIGGER,114285.42638450458,55790.77638450459,0.0,16,0.05985960079445046,544.0955044750004,9.523809523809524e-05,0,0,34,19,41,1,82,10,0,114.27898685429294
2019-07-01,C4_TRIGGER,114674.69765258231,55796.06765258232,0.0,16,0.05989970011353521,544.0955044750004,9.484126984126985e-05,0,0,34,19,41,1,82,10,0,114.66823618847961
2019-07-02,C4_TRIGGER,114548.67156378733,55801.381563787334,0.0,16,0.05830936237685307,544.0955044750004,9.523809523809524e-05,1,0,34,19,41,1,82,10,0,114.54221720075456
2019-07-03,C4_TRIGGER,115311.8481244845,55806.718124484505,0.0,16,0.06007682742645288,544.0955044750004,9.563492063492063e-05,1,0,34,19,41,0,82,10,0,115.30535075948139
2019-07-05,C4_TRIGGER,115060.30734106628,55812.077341066295,0.0,16,0.059480720659932984,544.0955044750004,9.603174603174603e-05,1,0,34,19,41,0,82,10,0,115.053824149388
2019-07-08,C4_TRIGGER,114696.97492465329,55817.414924653276,0.0,16,0.05886641739623378,544.0955044750004,9.563492063492063e-05,1,0,34,19,41,0,82,10,0,114.69051220531472
2019-07-09,C4_TRIGGER,115613.62324001543,5.886092515437029,16847.1971475,22,0.059533900998076546,562.2577519750004,9.563492063492063e-05,1,0,34,19,41,0,82,10,1,115.60710887118219
2019-07-10,C4_TRIGGER,115830.19498329355,16854.69498329355,0.0,22,0.05788102144667016,562.2577519750004,9.563492063492063e-05,1,0,34,19,41,0,82,10,0,115.82366841150211
2019-07-11,C4_TRIGGER,115489.77019233958,16856.30019233958,0.0,22,0.057810055287847904,562.2577519750004,9.523809523809524e-05,1,0,34,19,41,0,82,10,0,115.48326280213405
2019-07-12,C4_TRIGGER,115717.54217624666,16857.89217624663,0.0,22,0.05891932953100287,562.2577519750004,9.444444444444444e-05,0,0,34,19,41,0,82,10,0,115.71102195199381
2019-07-15,C4_TRIGGER,116235.86768978722,16859.497689787226,0.0,22,0.05886608097821415,562.2577519750004,9.523809523809524e-05,0,0,34,19,41,0,82,10,0,116.22931825994876
2019-07-16,C4_TRIGGER,116383.42004651076,16861.110046510734,0.0,22,0.059547657194043556,562.2577519750004,9.563492063492063e-05,0,0,34,19,41,0,82,10,0,116.37686230268258
2019-07-17,C4_TRIGGER,116103.61255743186,16862.722557431847,0.0,22,0.058826076549698306,562.2577519750004,9.563492063492063e-05,0,0,34,19,41,0,82,10,0,116.09707057964522
2019-07-18,C4_TRIGGER,116642.2652225653,16864.335222565314,0.0,22,0.06166392590435165,562.2577519750004,9.563492063492063e-05,1,0,34,19,41,0,82,10,0,116.63569289383872
2019-07-19,C4_TRIGGER,116637.4980419259,16865.948041925883,0.0,22,0.06092491796631019,562.2577519750004,9.563492063492063e-05,1,0,34,19,41,0,82,10,0,116.63092598181105
2019-07-22,C4_TRIGGER,118039.72432269178,16867.554322691783,0.0,22,0.06176217406328275,562.2577519750004,9.523809523809524e-05,1,0,34,19,41,0,82,10,0,118.03307325269104
2019-07-23,C4_TRIGGER,117468.37363380227,2.689416302277686,32893.704517499995,18,0.06020343843395978,574.6983969750002,9.523809523809524e-05,1,0,34,19,41,0,82,10,1,117.46175475714531
2019-07-24,C4_TRIGGER,117997.48952370076,32899.52692370074,0.0,18,0.05955558909232969,574.6983969750002,9.523809523809524e-05,1,0,34,19,41,0,82,10,0,117.99084083346332
2019-07-25,C4_TRIGGER,116594.99171197915,32902.660211979186,0.0,18,0.05857987465595628,574.6983969750002,9.523809523809524e-05,1,0,34,19,41,0,82,10,0,116.58842204692729
2019-07-26,C4_TRIGGER,118335.15074866606,32905.79379866604,6170.6569500000005,18,0.058597804254524655,576.2414469750001,9.523809523809524e-05,1,0,34,19,42,1,83,10,0,118.32848303255865
2019-07-29,C4_TRIGGER,116966.72731540402,39080.172315404016,0.0,18,0.059606865644789356,576.2414469750001,9.523809523809524e-05,1,0,34,19,42,1,83,10,0,116.9601367045262
2019-07-30,C4_TRIGGER,117513.59872857202,39083.87872857202,0.0,18,0.06315328677101932,576.2414469750001,9.484126984126985e-05,1,0,35,19,42,1,83,10,0,117.50697730366046
2019-07-31,C4_TRIGGER,116773.53403273664,39087.60100273664,1347.5430299999998,18,0.06412060799582298,576.5784169750001,9.523809523809524e-05,1,0,36,19,42,2,84,10,0,116.76695430753358
2019-08-01,C4_TRIGGER,115833.72281084102,40438.577810841016,0.0,18,0.06280329962181919,576.5784169750001,8.492063492063493e-05,1,0,36,19,42,0,84,10,0,115.8271960402705
2019-08-02,C4_TRIGGER,114879.374400544,40442.011880544,5088.64752,18,0.06334561828851272,577.8508969750001,8.492063492063493e-05,1,0,36,19,43,1,85,10,0,114.87290140371886
2019-08-05,C4_TRIGGER,114367.65782532666,45534.50782532666,0.0,18,0.06460095572897072,577.8508969750001,8.452380952380952e-05,1,0,36,19,43,1,85,10,0,114.3612136616997
2019-08-06,C4_TRIGGER,116937.1050454402,0.297142940188582,36799.1879025,20,0.06010735426765276,598.4337019750001,8.452380952380952e-05,1,0,36,19,43,1,85,10,1,116.93051610365974
2019-08-07,C4_TRIGGER,117813.4733751345,36802.58087513449,1429.6425,20,0.059219542554226436,598.791201975,8.412698412698413e-05,1,0,37,19,43,2,86,10,0,117.80683505347673
2019-08-08,C4_TRIGGER,120000.41973678351,38235.43973678351,0.0,20,0.061720784112638344,598.791201975,8.412698412698413e-05,0,0,39,19,43,0,86,10,0,119.9936581893776
2019-08-09,C4_TRIGGER,119453.20636901533,38238.656369015334,0.0,20,0.06388761115733045,598.791201975,8.412698412698413e-05,0,0,39,19,43,0,86,10,0,119.44647565491096
2019-08-12,C4_TRIGGER,117890.94327185274,38241.873271852724,0.0,20,0.0629987325054616,598.791201975,8.412698412698413e-05,1,0,39,19,43,0,86,10,0,117.88430058507373
2019-08-13,C4_TRIGGER,116761.66284531844,38245.09044531845,4709.222400000001,19,0.05712457186256517,599.968801975,8.412698412698413e-05,1,0,39,19,44,1,87,10,0,116.75508378900969
2019-08-14,C4_TRIGGER,116703.21339711337,42957.92646211337,6770.566935,18,0.05581003136423579,601.6618669750001,8.412698412698413e-05,1,0,39,19,45,2,88,10,0,116.69663763419906
2019-08-15,C4_TRIGGER,117413.01663881716,49732.69663881717,0.0,18,0.055490270044267175,601.6618669750001,8.452380952380952e-05,1,0,39,19,45,0,88,10,0,117.40640088130718
2019-08-16,C4_TRIGGER,118567.13407829497,49736.90023579497,24.6238425,17,0.056911555233713516,601.668024475,8.452380952380952e-05,1,0,39,19,46,1,89,10,0,118.56045329084762
2019-08-19,C4_TRIGGER,117741.64011187779,49765.730111877776,0.0,17,0.05807495116853055,601.668024475,8.452380952380952e-05,0,0,39,19,46,1,89,10,0,117.73500583773931
2019-08-20,C4_TRIGGER,118921.59866976459,1.5723147645817521,25328.246355000003,21,0.05710518590368226,620.439599475,8.452380952380952e-05,0,0,39,19,46,1,89,10,1,118.91489790964427
2019-08-21,C4_TRIGGER,119203.09959101776,25331.949591017754,0.0,21,0.059072289430052716,620.439599475,8.412698412698413e-05,0,0,39,19,46,1,89,10,0,119.19638296943774
2019-08-22,C4_TRIGGER,118145.6506915389,25334.080691538904,0.0,21,0.05886970835819437,620.439599475,8.412698412698413e-05,1,0,39,19,46,1,89,10,0,118.13899365300766
2019-08-23,C4_TRIGGER,118670.7467588431,25336.211971343113,4419.744787500001,20,0.056115598678524066,621.544811975,8.412698412698413e-05,1,0,39,19,47,1,90,10,0,118.66406013323241
2019-08-26,C4_TRIGGER,119335.04003774506,29758.460037745048,0.0,20,0.05675650670463362,621.544811975,8.412698412698413e-05,1,0,39,19,47,1,90,10,0,119.32831598184448
2019-08-27,C4_TRIGGER,120731.67075224029,29760.963527240285,11.097225,19,0.05888463197522744,621.5475869750001,8.412698412698413e-05,1,0,39,19,48,2,91,10,0,120.72486800174175
2019-08-28,C4_TRIGGER,121002.9853859226,29774.56538592262,0.0,19,0.058884332293746344,621.5475869750001,8.412698412698413e-05,1,0,39,19,48,2,91,10,0,120.99616734792124
2019-08-29,C4_TRIGGER,119561.95023031221,29777.070230312227,0.0,19,0.056794322833640415,621.5475869750001,8.412698412698413e-05,1,0,39,19,48,1,91,10,0,119.55521338892284
2019-08-30,C4_TRIGGER,119550.11710172454,29779.587101724548,0.0,19,0.05719994397145895,621.5475869750001,8.452380952380952e-05,1,0,39,19,48,1,91,10,0,119.54338092708498
2019-09-03,C4_TRIGGER,119689.23418587242,29782.10418587243,0.0,19,0.058332063426503995,621.5475869750001,8.452380952380952e-05,1,0,39,19,48,1,91,10,0,119.68249017253729
2019-09-04,C4_TRIGGER,121300.54473109818,0.15057109820219872,14579.714160000001,21,0.06003435529612292,632.6370544750001,8.452380952380952e-05,1,0,39,19,48,0,91,10,1,121.29370992680866
2019-09-05,C4_TRIGGER,118233.9047368076,14581.097076807617,7687.43766,21,0.05755709426283933,634.5593944750001,8.452380952380952e-05,1,0,40,19,49,2,93,10,0,118.22724272551115
2019-09-06,C4_TRIGGER,116243.10447647594,22270.408121475954,1454.2163549999998,20,0.05744856892867502,634.9230394750001,8.412698412698413e-05,1,0,41,20,50,3,95,10,0,116.23655463887329
2019-09-09,C4_TRIGGER,112960.48774211624,23726.629772116226,1127.83797,20,0.057930079187859265,635.2050694750001,8.452380952380952e-05,1,0,42,20,50,2,96,10,0,112.9541228669388
2019-09-10,C4_TRIGGER,111234.54879891346,24856.568536413477,7637.040262500001,19,0.0614021459497008,637.1148069750001,8.452380952380952e-05,1,0,42,21,52,4,99,10,0,111.22828117354572
2019-09-11,C4_TRIGGER,113505.86528251434,32496.355282514334,0.0,19,0.06460820312454564,637.1148069750001,8.452380952380952e-05,1,0,42,22,52,2,99,10,0,113.49946967747695
2019-09-12,C4_TRIGGER,112058.52519825846,32499.101998258448,0.0,19,0.05902629887639104,637.1148069750001,8.452380952380952e-05,0,0,42,22,52,2,99,10,0,112.05221114509077
2019-09-13,C4_TRIGGER,109966.75184263448,32501.86184263449,0.0,19,0.0582694304653974,637.1148069750001,8.492063492063493e-05,0,0,42,22,52,2,99,10,0,109.96055565259373
2019-09-16,C4_TRIGGER,111413.5337945847,32504.763794584727,0.0,19,0.059653435032890424,637.1148069750001,8.928571428571429e-05,1,0,42,22,52,2,99,10,0,111.4072560841228
2019-09-17,C4_TRIGGER,112604.06049921676,32507.730499216774,0.0,19,0.06099957647662073,637.1148069750001,9.126984126984126e-05,1,0,42,22,52,0,99,10,0,112.59771570729993
2019-09-18,C4_TRIGGER,111649.72553034507,4.157007845051625,43115.12852250001,16,0.060031316406401254,656.0201469749999,8.928571428571429e-05,1,0,42,22,53,1,100,10,1,111.64343451141625
2019-09-19,C4_TRIGGER,112330.95658758743,43122.53658758743,0.0,16,0.058970209114483516,656.0201469749999,7.53968253968254e-05,1,0,42,22,53,0,100,10,0,112.32462718399212
2019-09-20,C4_TRIGGER,111778.4978899492,43125.78788994919,0.0,16,0.061082946442188084,656.0201469749999,7.53968253968254e-05,1,0,42,22,53,0,100,10,0,111.77219961520896
2019-09-23,C4_TRIGGER,112046.08943744883,43129.03943744883,0.0,16,0.06345281692288822,656.0201469749999,7.53968253968254e-05,1,0,42,22,53,0,100,10,0,112.0397760849869
2019-09-24,C4_TRIGGER,111336.08478010484,43132.29123010483,5224.49355,16,0.06456073980144528,657.3265969749999,7.53968253968254e-05,1,0,42,22,54,1,101,10,0,111.32981143358754
2019-09-25,C4_TRIGGER,110852.35072816364,48360.43072816364,0.0,16,0.06159328110906095,657.3265969749999,7.53968253968254e-05,1,0,43,22,54,1,101,10,0,110.84610463814037
2019-09-26,C4_TRIGGER,109601.3059978798,48363.9809978798,0.0,16,0.0604388783481115,657.3265969749999,7.341269841269842e-05,1,0,43,22,54,1,101,10,0,109.59513039926205
2019-09-27,C4_TRIGGER,107809.78314411893,48367.49314411893,0.0,16,0.061878985426415956,657.3265969749999,7.261904761904762e-05,1,0,43,23,54,1,101,10,0,107.80370849070397
2019-09-30,C4_TRIGGER,106644.49989955442,48371.1398995544,0.0,16,0.05712193320553471,657.3265969749999,7.53968253968254e-05,1,0,43,23,54,0,101,10,0,106.63849090522561
2019-10-01,C4_TRIGGER,105816.03497515009,48374.74854015009,2933.5264349999998,16,0.05396932517213609,658.0601619749999,7.460317460317459e-05,1,0,45,23,54,2,103,10,0,105.81007266153186
2019-10-02,C4_TRIGGER,105222.10152996298,0.49127121297801635,29831.505258750003,19,0.05270584714961976,678.3436432249998,7.341269841269842e-05,1,0,45,23,54,0,103,10,1,105.21617268213723
2019-10-03,C4_TRIGGER,105542.05790113957,29834.16290113956,0.0,19,0.05340960856836899,678.3436432249998,7.261904761904762e-05,0,0,45,23,54,0,103,10,0,105.53611102504212
2019-10-04,C4_TRIGGER,106335.27759068242,29836.31759068242,0.0,19,0.054296656112796125,678.3436432249998,7.222222222222223e-05,0,0,45,23,54,0,103,10,0,106.32928601980352
2019-10-07,C4_TRIGGER,106994.33243584174,29838.472435841748,0.0,19,0.05356311749911161,678.3436432249998,7.222222222222223e-05,0,0,45,23,54,0,103,10,0,106.98830372983792
2019-10-08,C4_TRIGGER,106638.50743662879,29840.627436628783,0.0,19,0.06010849320832016,678.3436432249998,7.222222222222223e-05,0,0,45,23,54,0,103,10,0,106.63249877995149
2019-10-09,C4_TRIGGER,106826.40259305478,29842.782593054762,0.0,19,0.057902539539435416,678.3436432249998,7.222222222222223e-05,1,0,45,23,54,0,103,10,0,106.82038334923112
2019-10-10,C4_TRIGGER,107088.71790513094,29844.93790513093,0.0,19,0.05794634692981679,678.3436432249998,7.222222222222223e-05,1,0,45,23,54,0,103,10,0,107.0826838808805
2019-10-11,C4_TRIGGER,108499.05837286853,29847.093372868523,0.0,19,0.06111942443970795,678.3436432249998,7.222222222222223e-05,1,0,45,23,54,0,103,10,0,108.49294488152997
2019-10-14,C4_TRIGGER,109863.05899627879,29849.248996278788,0.0,19,0.0643674048821044,678.3436432249998,7.222222222222223e-05,0,0,45,23,54,0,103,10,0,109.85686864891842
2019-10-15,C4_TRIGGER,109960.66953489359,29851.499534893584,0.0,19,0.06779696805714992,678.3436432249998,7.53968253968254e-05,0,0,45,23,54,0,103,10,0,109.95447368756675
2019-10-16,C4_TRIGGER,111310.14328766834,1.5290226683495707,18858.224265000004,21,0.06023224660373574,690.5200057249998,7.53968253968254e-05,0,0,45,23,54,0,103,10,1,111.30387140285119
2019-10-17,C4_TRIGGER,111565.2678330486,18861.1378330486,0.0,21,0.0575182592632929,690.5200057249998,7.341269841269842e-05,0,0,45,23,54,0,103,10,0,111.55898157297584
2019-10-18,C4_TRIGGER,111658.49748007207,18862.52248007206,0.0,21,0.05755800180946383,690.5200057249998,7.341269841269842e-05,0,0,45,23,54,0,103,10,0,111.65220596687868
2019-10-21,C4_TRIGGER,112582.50722874618,18863.907228746193,0.0,21,0.05719005695012631,690.5200057249998,7.341269841269842e-05,1,0,45,23,54,0,103,10,0,112.57616365127059
2019-10-22,C4_TRIGGER,113752.27010907847,18865.292079078463,407.77803,21,0.058102225069111134,690.6219757249999,7.341269841269842e-05,1,0,46,23,54,1,104,10,0,113.74586062010701
2019-10-23,C4_TRIGGER,112958.36499716189,19274.48499716187,0.0,21,0.059943325137276245,690.6219757249999,7.341269841269842e-05,1,0,46,23,54,0,104,10,0,112.95200024159271
2019-10-24,C4_TRIGGER,112967.27892911603,19275.89998911603,2963.4989400000004,21,0.06278278159156417,691.3630357249998,7.341269841269842e-05,1,0,46,24,54,1,105,10,0,112.96091367128216
2019-10-25,C4_TRIGGER,113372.68987058588,22241.013933085884,5214.9459375,20,0.059787238070626296,692.6670982249998,7.261904761904762e-05,1,0,46,24,55,1,106,10,0,113.36630176945441
2019-10-28,C4_TRIGGER,112521.80869624316,27457.953696243152,0.0,20,0.05979889656914709,692.6670982249998,7.261904761904762e-05,1,0,46,24,55,0,106,10,0,112.51546853888897
2019-10-29,C4_TRIGGER,110159.11677067679,27459.93677067677,0.0,20,0.05929332216413223,692.6670982249998,7.222222222222223e-05,1,0,46,24,55,0,106,10,0,110.15290974163578
2019-10-30,C4_TRIGGER,109531.58295584057,4.29488584056726,34519.08807,18,0.05699671119075256,708.1612232249998,7.222222222222223e-05,1,0,47,24,56,2,108,10,1,109.52541128583952
2019-10-31,C4_TRIGGER,106987.55909715289,34525.547517152874,10151.141580000001,18,0.057383494415692085,710.6996432249999,6.26984126984127e-05,1,0,47,24,58,3,110,10,0,106.98153077279981
2019-11-01,C4_TRIGGER,108379.20352079903,44679.47252579901,36.010995,17,0.056433520466186465,710.7086482249999,6.230158730158731e-05,1,0,48,24,59,3,111,10,0,108.37309678280572
2019-11-04,C4_TRIGGER,109063.23162215983,44718.25162215982,0.0,17,0.05705992668142764,710.7086482249999,6.19047619047619e-05,1,0,48,25,59,3,111,10,0,109.0570863418977
2019-11-05,C4_TRIGGER,108149.48989487928,44721.01989487929,0.0,17,0.05850623989211801,710.7086482249999,6.19047619047619e-05,0,0,48,25,59,2,111,10,0,108.14339610033711
2019-11-06,C4_TRIGGER,104664.06559253154,44723.770592531546,0.0,17,0.05838622802777935,710.7086482249999,6.150793650793651e-05,0,0,48,25,59,2,111,10,0,104.65816818781619
2019-11-07,C4_TRIGGER,104516.76145937355,44726.52145937354,0.0,17,0.06016719148386912,710.7086482249999,6.150793650793651e-05,1,0,48,25,59,2,111,10,0,104.5108723546615
2019-11-08,C4_TRIGGER,103818.92854291567,44729.27249541568,2935.0760474999997,16,0.05993589114559019,711.4426007249999,6.150793650793651e-05,1,0,48,25,60,1,112,10,0,103.81307875831898
2019-11-11,C4_TRIGGER,103753.18027863954,47667.28027863954,0.0,16,0.060355547494376154,711.4426007249999,6.150793650793651e-05,1,0,48,25,60,1,112,10,0,103.74733419869659
2019-11-12,C4_TRIGGER,100217.27219468843,47670.21219468842,0.0,16,0.062313809418682066,711.4426007249999,6.150793650793651e-05,1,0,49,25,60,1,112,10,0,100.21162534913304
2019-11-13,C4_TRIGGER,99262.14726929743,3.448694297441932,27158.908575,17,0.053165281481194704,730.1477382249999,6.150793650793651e-05,1,0,49,25,61,1,113,10,1,99.25655424124098
2019-11-14,C4_TRIGGER,100169.32296984376,27164.027969843766,0.0,17,0.056956359800071625,730.1477382249999,6.150793650793651e-05,1,0,49,25,61,1,113,10,0,100.1636788260369
2019-11-15,C4_TRIGGER,102062.51377315144,27165.69877315143,0.0,17,0.060611479879376935,730.1477382249999,6.150793650793651e-05,1,0,49,25,61,1,113,10,0,102.05676295555632
2019-11-18,C4_TRIGGER,100618.76467922676,27167.369679226762,0.0,17,0.060891226597069394,730.1477382249999,6.150793650793651e-05,1,0,49,25,61,1,113,10,0,100.61309521116326
2019-11-19,C4_TRIGGER,102107.35068807608,27169.04068807608,0.0,17,0.06303483497150046,730.1477382249999,6.150793650793651e-05,1,0,49,25,61,0,113,10,0,102.10159734409876
2019-11-20,C4_TRIGGER,102635.32679970568,27170.7117997057,0.0,17,0.06661449047989591,730.1477382249999,6.150793650793651e-05,1,0,49,25,61,0,113,10,0,102.62954370636986
2019-11-21,C4_TRIGGER,101143.70801412196,27172.383014121948,0.0,17,0.06270315894602667,730.1477382249999,6.150793650793651e-05,1,0,49,25,61,0,113,10,0,101.1380089675849
2019-11-22,C4_TRIGGER,99212.15234383114,27174.054331331146,5606.5480124999995,16,0.06392392313011178,731.5497257249999,6.150793650793651e-05,1,0,49,26,62,2,115,10,0,99.20656213279032
2019-11-25,C4_TRIGGER,100391.5360047888,32782.6186110388,2769.73239375,16,0.06312245286990847,732.242331975,6.150793650793651e-05,1,0,49,26,63,2,116,10,0,100.3858793401593
2019-11-26,C4_TRIGGER,101072.66775653712,35554.5377565371,0.0,16,0.06094803013252389,732.242331975,6.150793650793651e-05,1,0,49,26,63,1,116,10,0,101.06697271283662
2019-11-27,C4_TRIGGER,101282.27199999799,5.503057497989694,8282.1589425,19,0.060069742511306624,743.198426975,6.150793650793651e-05,0,0,49,26,63,1,116,10,1,101.27656514593025
2019-11-29,C4_TRIGGER,101489.34504574083,8288.175045740847,0.0,19,0.05824867622641231,743.198426975,6.19047619047619e-05,0,0,49,26,63,1,116,10,0,101.48362652392878
