date,variant,equity,cash_free,cash_pending,n_tickers,max_concentration,cost_total_cum,ret_cash,regime_defensive_used,ml_cash_signal_used,def_sell_25_cum,def_sell_50_cum,def_sell_100_cum,quarantine_size,quarantine_entries_cum,rebalance_cadence,is_rebalance_day,equity_base100
2018-01-23,C4_TRIGGER,100084.55715761326,100084.55715761326,0.0,0,0.0,0.0,5.634920634920634e-05,0,0,0,0,0,0,0,10,0,100.07891779002351
2018-01-24,C4_TRIGGER,100090.1968429769,100090.1968429769,0.0,0,0.0,0.0,5.634920634920634e-05,0,0,0,0,0,0,0,10,0,100.08455715761326
2018-01-25,C4_TRIGGER,100095.83684613234,100095.83684613234,0.0,0,0.0,0.0,5.634920634920634e-05,0,0,0,0,0,0,0,10,0,100.09019684297691
2018-01-26,C4_TRIGGER,100101.47716709749,100101.47716709749,0.0,0,0.0,0.0,5.634920634920634e-05,0,0,0,0,0,0,0,10,0,100.09583684613234
2018-01-29,C4_TRIGGER,100107.11780589024,100107.11780589024,0.0,0,0.0,0.0,5.634920634920634e-05,0,0,0,0,0,0,0,10,0,100.1014771670975
2018-01-30,C4_TRIGGER,100112.75876252851,100112.75876252851,0.0,0,0.0,0.0,5.634920634920634e-05,0,0,0,0,0,0,0,10,0,100.10711780589023
2018-01-31,C4_TRIGGER,100118.08221874843,100118.08221874843,0.0,0,0.0,0.0,5.3174603174603176e-05,0,0,0,0,0,0,0,10,1,100.11244096215452
2018-02-01,C4_TRIGGER,100123.72379322266,100123.72379322266,0.0,0,0.0,0.0,5.634920634920634e-05,0,0,0,0,0,0,0,10,0,100.11808221874843
2018-02-02,C4_TRIGGER,100129.36568559513,100129.36568559513,0.0,0,0.0,0.0,5.634920634920634e-05,0,0,0,0,0,0,0,10,0,100.12372379322265
2018-02-05,C4_TRIGGER,100135.00789588375,100135.00789588375,0.0,0,0.0,0.0,5.634920634920634e-05,0,0,0,0,0,0,0,10,0,100.12936568559512
2018-02-06,C4_TRIGGER,100140.65042410647,100140.65042410647,0.0,0,0.0,0.0,5.634920634920634e-05,0,0,0,0,0,0,0,10,0,100.13500789588376
2018-02-07,C4_TRIGGER,100146.29327028117,100146.29327028117,0.0,0,0.0,0.0,5.634920634920634e-05,0,0,0,0,0,0,0,10,0,100.14065042410647
2018-02-08,C4_TRIGGER,100151.93643442576,100151.93643442576,0.0,0,0.0,0.0,5.634920634920634e-05,0,0,0,0,0,0,0,10,0,100.14629327028118
2018-02-09,C4_TRIGGER,100157.57991655818,100157.57991655818,0.0,0,0.0,0.0,5.634920634920634e-05,0,0,0,0,0,0,0,10,0,100.15193643442576
2018-02-12,C4_TRIGGER,100163.22371669635,100163.22371669635,0.0,0,0.0,0.0,5.634920634920634e-05,0,0,0,0,0,0,0,10,0,100.15757991655818
2018-02-13,C4_TRIGGER,100168.86783485816,100168.86783485816,0.0,0,0.0,0.0,5.634920634920634e-05,0,0,0,0,0,0,0,10,0,100.16322371669635
2018-02-14,C4_TRIGGER,100174.51227106155,100174.51227106155,0.0,0,0.0,0.0,5.634920634920634e-05,0,0,0,0,0,0,0,10,1,100.16886783485816
2018-02-15,C4_TRIGGER,100180.15702532444,100180.15702532444,0.0,0,0.0,0.0,5.634920634920634e-05,0,0,0,0,0,0,0,10,0,100.17451227106153
2018-02-16,C4_TRIGGER,100185.80209766477,100185.80209766477,0.0,0,0.0,0.0,5.634920634920634e-05,0,0,0,0,0,0,0,10,0,100.18015702532446
2018-02-20,C4_TRIGGER,100191.44748810043,100191.44748810043,0.0,0,0.0,0.0,5.634920634920634e-05,0,0,0,0,0,0,0,10,0,100.18580209766476
2018-02-21,C4_TRIGGER,100197.09319664937,100197.09319664937,0.0,0,0.0,0.0,5.634920634920634e-05,0,0,0,0,0,0,0,10,0,100.19144748810042
2018-02-22,C4_TRIGGER,100202.7392233295,100202.7392233295,0.0,0,0.0,0.0,5.634920634920634e-05,0,0,0,0,0,0,0,10,0,100.19709319664936
2018-02-23,C4_TRIGGER,100208.38556815874,100208.38556815874,0.0,0,0.0,0.0,5.634920634920634e-05,0,0,0,0,0,0,0,10,0,100.2027392233295
2018-02-26,C4_TRIGGER,100214.03223115504,100214.03223115504,0.0,0,0.0,0.0,5.634920634920634e-05,0,0,0,0,0,0,0,10,0,100.20838556815875
2018-02-27,C4_TRIGGER,100219.67921233633,100219.67921233633,0.0,0,0.0,0.0,5.634920634920634e-05,0,0,0,0,0,0,0,10,0,100.21403223115503
2018-02-28,C4_TRIGGER,100225.0481237227,100225.0481237227,0.0,0,0.0,0.0,5.3571428571428575e-05,0,0,0,0,0,0,0,10,0,100.21940084002456
