date,variant,equity,cash_free,cash_pending,n_tickers,max_concentration,cost_total_cum,ret_cash,regime_defensive_used,def_sell_25_cum,def_sell_50_cum,def_sell_100_cum,quarantine_size,quarantine_entries_cum
2018-05-04,C3,12865548723.884945,6561864797.154943,0.0,9,0.32914331645555317,1639465.04968,6.746031746031747e-05,0,0,0,1,0,1
2018-05-07,C3,13076492179.437292,6562307462.637292,0.0,9,0.3366429861000714,1639465.04968,6.746031746031747e-05,0,0,0,1,0,1
2018-05-08,C3,12725599410.491995,6562750157.981995,0.0,9,0.3251535196124821,1639465.04968,6.746031746031747e-05,0,0,0,1,0,1
2018-05-09,C3,12687894491.841064,6563192883.191066,0.0,9,0.3267386092046903,1639465.04968,6.746031746031747e-05,0,0,0,1,0,1
2018-05-10,C3,12730806965.69652,6563635638.26652,0.0,9,0.32645956860383635,1639465.04968,6.746031746031747e-05,1,0,0,1,0,1
2018-05-11,C3,13177545700.75457,6564078423.210371,4262.1341999999995,9,0.3396224704228293,1639466.11548,6.746031746031747e-05,1,0,1,1,1,2
2018-05-14,C3,13368253695.32636,6564525500.446361,0.0,9,0.3469156372773924,1639466.11548,6.746031746031747e-05,1,0,1,1,1,2
2018-05-15,C3,13369198058.540598,6564968345.420598,0.0,9,0.359419931469288,1639466.11548,6.746031746031747e-05,1,0,1,1,0,2
2018-05-16,C3,13509205756.339298,6565411220.269298,0.0,9,0.36654403221864973,1639466.11548,6.746031746031747e-05,1,0,1,1,0,2
2018-05-17,C3,13545457273.214474,6565854124.994475,0.0,9,0.3702002190738889,1639466.11548,6.746031746031747e-05,1,0,1,1,0,2
2018-05-18,C3,13733978907.062595,6566297059.598146,17777.75445,8,0.38150702068615894,1639470.56103,6.746031746031747e-05,1,0,1,2,1,3
2018-05-21,C3,13799985203.236069,6566757803.036069,0.0,8,0.39030272827661827,1639470.56103,6.746031746031747e-05,1,0,1,2,1,3
2018-05-22,C3,13553506761.982147,6567200798.602147,0.0,8,0.38929039492568707,1639470.56103,6.746031746031747e-05,1,0,1,2,1,3
2018-05-23,C3,13431670524.562847,6567643824.052847,0.0,8,0.38736572196922153,1639470.56103,6.746031746031747e-05,1,0,1,2,1,3
2018-05-24,C3,13487442489.110184,6568086879.390184,0.0,8,0.39624242174266966,1639470.56103,6.746031746031747e-05,0,0,1,2,0,3
2018-05-25,C3,13488900670.756176,6568529964.616176,0.0,8,0.38960272807060353,1639470.56103,6.746031746031747e-05,0,0,1,2,0,3
2018-05-29,C3,13333547529.232838,6568973079.732837,0.0,8,0.3827575229931053,1639470.56103,6.746031746031747e-05,0,0,1,2,0,3
2018-05-30,C3,13423271300.832184,6569416224.742185,0.0,8,0.3856583659066074,1639470.56103,6.746031746031747e-05,1,0,1,2,0,3
2018-05-31,C3,13505354980.526236,6569859399.646235,0.0,8,0.38602743189774774,1639470.56103,6.746031746031747e-05,1,0,1,2,0,3
2018-06-01,C3,13550501092.807007,6570302604.447006,0.0,8,0.3859001662880037,1639470.56103,6.746031746031747e-05,1,0,1,2,0,3
2018-06-04,C3,13405256543.346514,6570745839.146513,0.0,8,0.38227191761902096,1639470.56103,6.746031746031747e-05,1,0,1,2,0,3
2018-06-05,C3,13405168491.546772,6571189103.746774,0.0,8,0.3830553773522544,1639470.56103,6.746031746031747e-05,1,0,1,2,0,3
2018-06-06,C3,13154018390.459805,6571632398.2498045,0.0,8,0.36728914173512256,1639470.56103,6.746031746031747e-05,1,0,1,2,0,3
2018-06-07,C3,12770415380.437622,6572075722.657623,0.0,8,0.34676094066473895,1639470.56103,6.746031746031747e-05,1,0,1,2,0,3
2018-06-08,C3,13027514963.642248,6572519076.972248,0.0,8,0.3616144378377218,1639470.56103,6.746031746031747e-05,0,0,1,2,0,3
2018-06-11,C3,12869880697.705696,6572962461.195695,0.0,8,0.3485548530220401,1639470.56103,6.746031746031747e-05,0,0,1,2,0,3
2018-06-12,C3,12937480083.719982,6573405875.329983,0.0,8,0.35563460544296704,1639470.56103,6.746031746031747e-05,0,0,1,2,0,3
2018-06-13,C3,12971315020.607128,6573849319.377129,0.0,8,0.36398824964926435,1639470.56103,6.746031746031747e-05,0,0,1,2,0,3
2018-06-14,C3,12996390494.446445,6574344966.746447,0.0,8,0.3677162806890215,1639470.56103,7.53968253968254e-05,0,0,1,2,0,3
2018-06-15,C3,12896074886.596004,6574840651.486003,0.0,8,0.36570599321673614,1639470.56103,7.53968253968254e-05,0,0,1,2,0,3
2018-06-18,C3,12967272501.478615,6575336373.598615,0.0,8,0.3649090430898587,1639470.56103,7.53968253968254e-05,0,0,1,2,0,3
2018-06-19,C3,12925489045.727566,6575834742.347566,0.0,8,0.3604191480507167,1639470.56103,7.579365079365079e-05,1,0,1,2,0,3
2018-06-20,C3,13173239472.587936,6576335758.327935,0.0,8,0.3727134665863203,1639470.56103,7.619047619047618e-05,1,0,1,2,0,3
2018-06-21,C3,13050753274.650951,6576836812.480951,0.0,8,0.3693931893083724,1639470.56103,7.619047619047618e-05,1,0,1,2,0,3
2018-06-22,C3,12894442596.39952,6577337904.809522,0.0,8,0.34301962585300394,1639470.56103,7.619047619047618e-05,1,0,1,2,0,3
2018-06-25,C3,12705021619.106556,6577839035.316555,0.0,8,0.33948190953989954,1639470.56103,7.619047619047618e-05,1,0,1,2,0,3
2018-06-26,C3,12573082054.689518,6578340204.004961,455636044.2745575,8,0.33180383750410664,1753408.0564725,7.619047619047618e-05,0,1,1,2,1,4
2018-06-27,C3,12246082751.49897,7034509379.0189705,0.0,8,0.31416296158288487,1753408.0564725,7.579365079365079e-05,0,1,1,2,1,4
2018-06-28,C3,11119553401.616348,7035042550.166348,0.0,8,0.34034218716462916,1753408.0564725,7.579365079365079e-05,1,1,1,2,1,4
2018-06-29,C3,11155080942.783806,7035575761.724713,272181941.1290925,7,0.34488908191103596,1821470.5573800001,7.579365079365079e-05,1,1,1,3,1,5
2018-07-02,C3,11312666364.99937,7308311584.48922,2478.78015,7,0.3539657889486625,1821471.17723,7.579365079365079e-05,1,2,1,3,2,6
2018-07-03,C3,11407438213.893372,7308867987.073371,0.0,7,0.3592844903607128,1821471.17723,7.579365079365079e-05,1,2,1,3,1,6
2018-07-05,C3,11455102845.541279,7309421952.8612795,0.0,7,0.3619020322993975,1821471.17723,7.579365079365079e-05,0,2,1,3,1,6
2018-07-06,C3,11565579740.456278,7309975960.636277,0.0,7,0.36794929182098335,1821471.17723,7.579365079365079e-05,0,2,1,3,1,6
2018-07-09,C3,11560899289.871548,7310530010.401547,0.0,7,0.367645491361012,1821471.17723,7.579365079365079e-05,0,2,1,3,1,6
2018-07-10,C3,11524811742.895271,7311084102.160272,0.0,7,0.3656174147571315,1821471.17723,7.579365079365079e-05,0,2,1,3,1,6
2018-07-11,C3,11567240978.095633,7311638235.915633,0.0,7,0.3678964485185827,1821471.17723,7.579365079365079e-05,1,2,1,3,1,6
2018-07-12,C3,11677718492.370815,7312192411.670815,0.0,7,0.37382890783435224,1821471.17723,7.579365079365079e-05,1,2,1,3,0,6
2018-07-13,C3,11495069065.449001,7312746629.429001,0.0,7,0.3638312741913604,1821471.17723,7.579365079365079e-05,1,2,1,3,0,6
2018-07-16,C3,11343825018.953373,7313300889.193374,0.0,7,0.3553006806139775,1821471.17723,7.579365079365079e-05,1,2,1,3,0,6
