ticker,value_start,value_end,delta_value,delta_pct_of_total,from_date,to_date,window_type
MASI,0.0,4920.400000000001,4920.400000000001,31.684132305271103,2020-02-21,2020-05-19,dd_gt_10pct
BAND,0.0,5013.9,5013.9,32.28621066689674,2020-02-21,2020-05-19,dd_gt_10pct
SFM,0.0,5034.7,5034.7,32.42014895483058,2020-02-21,2020-05-19,dd_gt_10pct
WPM,0.0,5137.0,5137.0,33.078893515197464,2020-02-21,2020-05-19,dd_gt_10pct
TDOC,0.0,5445.46,5445.46,35.065172567893164,2020-02-21,2020-05-19,dd_gt_10pct
SMMT,0.0,5508.84,5508.84,35.4732979856454,2020-02-21,2020-05-19,dd_gt_10pct
LPTH,0.0,5553.08,5553.08,35.758174421135436,2020-02-21,2020-05-19,dd_gt_10pct
RCUS,0.0,5579.26,5579.26,35.92675636239062,2020-02-21,2020-05-19,dd_gt_10pct
WMK,0.0,5738.13,5738.13,36.94977442989294,2020-02-21,2020-05-19,dd_gt_10pct
ZM,0.0,6078.8,6078.8,39.143464648663105,2020-02-21,2020-05-19,dd_gt_10pct
FVRR,0.0,6583.2,6583.2,42.39146813105859,2020-02-21,2020-05-19,dd_gt_10pct
QDEL,0.0,7069.900000000001,7069.900000000001,45.525495281895,2020-02-21,2020-05-19,dd_gt_10pct
NVAX,0.0,15361.5,15361.5,98.91793317767294,2020-02-21,2020-05-19,dd_gt_10pct
NVAX,6559.17,6031.24,-527.9300000000003,-23.62092339631595,2020-05-21,2020-05-29,dd_gt_10pct
QDEL,6685.9,6475.0,-210.89999999999964,-9.436199390606753,2020-05-21,2020-05-29,dd_gt_10pct
KOPN,5446.4400000000005,5244.72,-201.72000000000025,-9.025462973320055,2020-05-21,2020-05-29,dd_gt_10pct
WPM,4907.1,4730.0,-177.10000000000036,-7.923901906479195,2020-05-21,2020-05-29,dd_gt_10pct
PTON,2038.4999999999998,1898.55,-139.94999999999982,-6.261716949812307,2020-05-21,2020-05-29,dd_gt_10pct
SMMT,6521.96,6395.32,-126.64000000000033,-5.666193887275695,2020-05-21,2020-05-29,dd_gt_10pct
MASI,4852.4,4803.8,-48.599999999999454,-2.1744869150473387,2020-05-21,2020-05-29,dd_gt_10pct
WMK,5783.45,5740.19,-43.26000000000022,-1.9355618095668603,2020-05-21,2020-05-29,dd_gt_10pct
RCUS,36.34,31.35,-4.990000000000002,-0.22326522028984253,2020-05-21,2020-05-29,dd_gt_10pct
TDOC,174.99,174.06,-0.9300000000000068,-0.04161055207806714,2020-05-21,2020-05-29,dd_gt_10pct
ELA,3.53,3.59,0.06000000000000005,0.0026845517469720557,2020-05-21,2020-05-29,dd_gt_10pct
RRC,23.08,23.96,0.8800000000000026,0.0393734256222569,2020-05-21,2020-05-29,dd_gt_10pct
AREC,5.4,6.42,1.0199999999999996,0.04563737969852489,2020-05-21,2020-05-29,dd_gt_10pct
UNFI,17.44,19.6,2.16,0.09664386289099393,2020-05-21,2020-05-29,dd_gt_10pct
VIRT,42.44,47.7,5.260000000000005,0.2353457031512169,2020-05-21,2020-05-29,dd_gt_10pct
FIVN,1550.1000000000001,1563.0,12.899999999999864,0.5771786255989854,2020-05-21,2020-05-29,dd_gt_10pct
BAND,4855.05,4988.25,133.19999999999982,5.959704878277951,2020-05-21,2020-05-29,dd_gt_10pct
ZM,6021.05,6281.799999999999,260.7499999999991,11.66661446704934,2020-05-21,2020-05-29,dd_gt_10pct
FVRR,6335.68,6772.4800000000005,436.8000000000002,19.54353671795656,2020-05-21,2020-05-29,dd_gt_10pct
ALT,5441.6,8305.599999999999,2863.999999999998,128.14260338879927,2020-05-21,2020-05-29,dd_gt_10pct
ALT,6757.25,0.0,-6757.25,-47.681731805297495,2020-06-04,2020-06-08,dd_gt_10pct
QDEL,5804.929999999999,156.32,-5648.61,-39.858745361311406,2020-06-04,2020-06-08,dd_gt_10pct
WMK,5443.55,49.7,-5393.85,-38.061061689001285,2020-06-04,2020-06-08,dd_gt_10pct
MASI,4372.200000000001,0.0,-4372.200000000001,-30.851909844851345,2020-06-04,2020-06-08,dd_gt_10pct
WPM,4286.7,0.0,-4286.7,-30.24858925299031,2020-06-04,2020-06-08,dd_gt_10pct
FIVN,1420.8,96.99,-1323.81,-9.34130798493039,2020-06-04,2020-06-08,dd_gt_10pct
FVRR,6996.08,6129.18,-866.8999999999996,-6.1171768547874334,2020-06-04,2020-06-08,dd_gt_10pct
ZM,7362.25,6714.56,-647.6899999999996,-4.570347533830051,2020-06-04,2020-06-08,dd_gt_10pct
SMMT,5762.12,5271.39,-490.72999999999956,-3.462777942034647,2020-06-04,2020-06-08,dd_gt_10pct
TDOC,157.15,0.0,-157.15,-1.108910304221762,2020-06-04,2020-06-08,dd_gt_10pct
PTON,2154.6,2015.1000000000001,-139.49999999999977,-0.9843651761943083,2020-06-04,2020-06-08,dd_gt_10pct
BAND,5103.0,5045.400000000001,-57.599999999999454,-0.4064475566221628,2020-06-04,2020-06-08,dd_gt_10pct
VIRT,44.96,0.0,-44.96,-0.3172548983634135,2020-06-04,2020-06-08,dd_gt_10pct
RCUS,30.05,0.0,-30.05,-0.21204425480027966,2020-06-04,2020-06-08,dd_gt_10pct
AREC,6.66,0.0,-6.66,-0.04699549873443802,2020-06-04,2020-06-08,dd_gt_10pct
ELA,3.97,0.0,-3.97,-0.028013833329687533,2020-06-04,2020-06-08,dd_gt_10pct
CAPR,0.0,4.67,4.67,0.03295330016363747,2020-06-04,2020-06-08,dd_gt_10pct
NVAX,5850.459999999999,5867.49,17.030000000000655,0.12017017168881536,2020-06-04,2020-06-08,dd_gt_10pct
KOPN,6051.599999999999,6354.18,302.58000000000084,2.1351198208808255,2020-06-04,2020-06-08,dd_gt_10pct
VMD,0.0,4131.16,4131.16,29.151039722486633,2020-06-04,2020-06-08,dd_gt_10pct
THM,0.0,5255.76,5255.76,37.086646010286785,2020-06-04,2020-06-08,dd_gt_10pct
W,0.0,5455.6900000000005,5455.6900000000005,38.497428301874805,2020-06-04,2020-06-08,dd_gt_10pct
NAK,0.0,5516.28,5516.28,38.92497443825913,2020-06-04,2020-06-08,dd_gt_10pct
ZS,0.0,5547.96,5547.96,39.14852059440131,2020-06-04,2020-06-08,dd_gt_10pct
FSLY,0.0,5704.8,5704.8,40.25524342045376,2020-06-04,2020-06-08,dd_gt_10pct
UNFI,20.75,5901.21,5880.46,41.49476734052754,2020-06-04,2020-06-08,dd_gt_10pct
RRC,25.88,6608.69,6582.8099999999995,46.45081667027717,2020-06-04,2020-06-08,dd_gt_10pct
WMK,47.88,47.19,-0.6900000000000048,-0.009896439071898815,2020-06-11,2020-06-15,dd_gt_10pct
CAPR,4.37,4.7,0.33000000000000007,0.004733079556125488,2020-06-11,2020-06-15,dd_gt_10pct
