date,equity,top1_ticker,top1_weight_pct,n_tickers,n_positions_gt_10pct,max_concentration_pct,trim_events_today,regime_defensive_used
2018-05-22,107553.47544004334,TNDM,8.431126900269271,16,0,8.431126900269271,0,1
2018-05-23,107110.46398719604,TNDM,8.947538497401746,16,0,8.947538497401746,0,1
2018-05-24,107442.08351020311,TNDM,8.971819686542652,16,0,8.971819686542652,0,1
2018-05-25,106583.50189659564,TNDM,6.008622240816573,19,0,6.008622240816573,1,1
2018-05-29,107284.022376922,TWLO,5.8354635306316665,18,0,5.8354635306316665,0,1
2018-05-30,109109.52871827284,TNDM,5.890182164194149,18,0,5.890182164194149,0,1
2018-05-31,109119.05520036891,CLNE,5.867132911152951,18,0,5.867132911152951,0,1
2018-06-01,109223.34182321971,TWLO,6.104629183377103,18,0,6.104629183377103,0,1
2018-06-04,109269.33858683478,TNDM,6.277799507817727,18,0,6.277799507817727,0,1
2018-06-05,110828.74226622359,TNDM,6.262716564379275,17,0,6.262716564379275,0,1
2018-06-06,111499.57018141614,TNDM,6.463684109520631,17,0,6.463684109520631,0,1
2018-06-07,110641.87823746014,TNDM,6.3751990768463305,17,0,6.3751990768463305,0,1
2018-06-08,110524.88177436504,TNDM,6.381947563988266,17,0,6.381947563988266,0,1
2018-06-11,111712.54527812502,TNDM,6.007946541089361,19,0,6.007946541089361,2,1
2018-06-12,112571.07994185411,TNDM,6.462316967872718,19,0,6.462316967872718,0,1
2018-06-13,112415.31474891366,TNDM,6.493207812746474,19,0,6.493207812746474,0,1
2018-06-14,114488.2796934781,TNDM,6.770527097405209,19,0,6.770527097405209,0,1
2018-06-15,114436.64481710576,TNDM,7.150690247060459,19,0,7.150690247060459,0,1
2018-06-18,116077.23100731021,TNDM,6.954025289844868,19,0,6.954025289844868,0,1
2018-06-19,116957.31086920007,TNDM,6.894669465355803,19,0,6.894669465355803,0,1
2018-06-20,117288.8040098377,TNDM,7.246625175994717,19,0,7.246625175994717,0,1
2018-06-21,114134.89548445275,TNDM,7.313635294945417,18,0,7.313635294945417,0,1
2018-06-22,116869.5201745849,TNDM,8.141258718087139,18,0,8.141258718087139,0,1
2018-06-25,115258.51310874862,TNDM,6.004554295672832,20,0,6.004554295672832,2,1
2018-06-26,116483.20507530932,CLNE,6.6051238846198705,20,0,6.6051238846198705,0,0
2018-06-27,114331.3667547416,CLNE,6.424326244394682,20,0,6.424326244394682,0,0
2018-06-28,113253.71661469009,CLNE,6.2629997602038605,20,0,6.2629997602038605,0,1
2018-06-29,113703.04065516841,CLNE,6.289383255534722,20,0,6.289383255534722,0,1
2018-07-02,114437.38887619029,CLNE,6.181283992465985,20,0,6.181283992465985,0,1
2018-07-03,115114.32047776939,CLNE,6.245947480868388,20,0,6.245947480868388,0,1
2018-07-05,114604.83985991942,TNDM,5.936189089671473,20,0,5.936189089671473,0,1
2018-07-06,115527.51580640404,TNDM,5.865875287542837,20,0,5.865875287542837,0,1
2018-07-09,116421.68571001821,TNDM,5.785468539578447,20,0,5.785468539578447,0,1
2018-07-10,117529.08447482766,EGY,6.000642335906652,20,0,6.000642335906652,1,1
2018-07-11,117085.61216003982,TNDM,6.1067110365591555,20,0,6.1067110365591555,0,1
2018-07-12,117775.35652506266,TNDM,6.353026830708649,20,0,6.353026830708649,0,1
2018-07-13,118047.422919906,TNDM,6.447967953662516,20,0,6.447967953662516,0,1
2018-07-16,116211.92599457968,TNDM,6.812915225558934,20,0,6.812915225558934,0,1
2018-07-17,116355.67379909357,TNDM,6.822185580486783,20,0,6.822185580486783,0,1
2018-07-18,115618.69060686961,TNDM,6.6469875758508,20,0,6.6469875758508,0,1
2018-07-19,116496.6975508323,TNDM,6.715503670467873,20,0,6.715503670467873,0,1
2018-07-20,116109.35883099189,TNDM,6.808805146799091,20,0,6.808805146799091,0,1
2018-07-23,115962.02554735876,TNDM,7.131834719998445,20,0,7.131834719998445,0,1
2018-07-24,114222.09111221501,TNDM,6.011175187866732,20,0,6.011175187866732,1,1
2018-07-25,114663.06614985883,TNDM,6.2026424364972,20,0,6.2026424364972,0,1
2018-07-26,114480.53140882296,BLFS,6.126980643504786,20,0,6.126980643504786,0,1
2018-07-27,111384.21918912418,BLFS,5.982894209353751,20,0,5.982894209353751,0,1
2018-07-30,109268.37249077928,EGY,6.0968236719753195,20,0,6.0968236719753195,0,1
2018-07-31,112290.47128630501,TNDM,6.356763773660071,20,0,6.356763773660071,0,1
2018-08-01,113238.29256129934,TNDM,6.534565148087476,19,0,6.534565148087476,0,1
2018-08-02,115157.09317328809,TNDM,7.059929854052484,19,0,7.059929854052484,0,0
2018-08-03,113994.56233714765,TNDM,7.5045421681594,19,0,7.5045421681594,0,0
2018-08-06,114080.9759528971,TNDM,7.339935453793209,19,0,7.339935453793209,0,1
2018-08-07,112281.74119075417,TNDM,6.02502234847518,19,0,6.02502234847518,2,1
2018-08-08,111571.80327365395,BLFS,6.3110927612503005,19,0,6.3110927612503005,0,1
2018-08-09,112576.63716147744,TNDM,6.144081200505834,19,0,6.144081200505834,0,1
2018-08-10,113159.64140851298,TNDM,6.0074421546272125,19,0,6.0074421546272125,0,0
2018-08-13,113000.36143149945,BLFS,6.1801572238629,19,0,6.1801572238629,0,0
2018-08-14,113677.21073045024,TNDM,6.485204864395251,19,0,6.485204864395251,0,1
2018-08-15,110892.66398037862,TNDM,6.552823008459563,19,0,6.552823008459563,0,1
2018-08-16,111841.70720161045,TNDM,6.670320211181985,19,0,6.670320211181985,0,1
2018-08-17,111693.99382577819,TNDM,6.673232592637189,19,0,6.673232592637189,0,1
2018-08-20,112663.0808642411,TNDM,7.021998634613044,19,0,7.021998634613044,0,0
2018-08-21,113848.11879718825,CVNA,6.050903671295566,19,0,6.050903671295566,3,0
2018-08-22,114131.9692308109,TNDM,6.365998982552014,19,0,6.365998982552014,0,0
2018-08-23,114613.39633760182,TNDM,6.4342478590180345,19,0,6.4342478590180345,0,0
2018-08-24,115955.2368175742,TNDM,6.320257886696208,19,0,6.320257886696208,0,0
2018-08-27,116576.69567074126,TNDM,6.783002344082241,19,0,6.783002344082241,0,0
2018-08-28,115897.66759711616,TNDM,6.68925454733906,19,0,6.68925454733906,0,0
2018-08-29,116518.43799671215,TNDM,6.709350154711647,19,0,6.709350154711647,0,1
2018-08-30,118344.26919454239,TNDM,7.109385234505298,18,0,7.109385234505298,0,1
2018-08-31,120271.6330728314,TNDM,7.255900478806524,18,0,7.255900478806524,0,1
2018-09-04,120473.44287877981,TNDM,7.383262059630856,18,0,7.383262059630856,0,1
2018-09-05,117525.12779651715,CVNA,6.028583106301431,18,0,6.028583106301431,2,1
2018-09-06,115806.72240280833,TNDM,6.033121268813813,18,0,6.033121268813813,0,1
2018-09-07,115733.38077516854,TNDM,6.1680043840312715,18,0,6.1680043840312715,0,1
2018-09-10,117542.45124323713,CVNA,6.622220242703891,17,0,6.622220242703891,0,1
2018-09-11,117964.01109224613,CVNA,6.844019566007005,17,0,6.844019566007005,0,0
2018-09-12,117313.03638231033,CVNA,6.552570998971372,17,0,6.552570998971372,0,0
2018-09-13,118347.040313448,TNDM,6.831484740629633,17,0,6.831484740629633,0,1
2018-09-14,118280.60508567761,TNDM,6.362446315309943,17,0,6.362446315309943,0,1
2018-09-17,116131.49969901747,CVNA,5.916379292274076,17,0,5.916379292274076,0,1
2018-09-18,116263.01573348598,CVNA,5.81163318134532,16,0,5.81163318134532,0,1
2018-09-19,115048.40074176918,FOXF,5.434582279882156,19,0,5.434582279882156,0,1
2018-09-20,114785.69642677046,KALV,5.5355329085393885,19,0,5.5355329085393885,0,1
2018-09-21,116440.20718157347,KALV,6.584632736047999,18,0,6.584632736047999,0,1
2018-09-24,116895.70105704742,KALV,6.386847362638655,18,0,6.386847362638655,0,0
2018-09-25,117769.65888057809,KALV,6.29748788482149,18,0,6.29748788482149,0,0
2018-09-26,117938.3406521845,KALV,6.462080064765466,18,0,6.462080064765466,0,0
2018-09-27,117817.80471174329,KALV,6.591533443523699,18,0,6.591533443523699,0,1
2018-09-28,121398.47595285709,CRMD,7.573350182394627,18,0,7.573350182394627,0,1
2018-10-01,121895.18383659801,CRMD,9.265575262711064,18,0,9.265575262711064,0,1
2018-10-02,121222.7489444061,CRMD,9.39526623441215,18,0,9.39526623441215,0,1
2018-10-03,121918.60080026372,KALV,6.019261992698431,20,0,6.019261992698431,2,1
2018-10-04,119822.55873554913,CRMD,6.265230920805537,20,0,6.265230920805537,0,1
2018-10-05,117957.42227384451,CRMD,7.0115130023775505,20,0,7.0115130023775505,0,1
2018-10-08,119031.54540333232,CRMD,8.284442553934896,19,0,8.284442553934896,0,1
2018-10-09,115767.10382283943,CRMD,8.07840888402266,19,0,8.07840888402266,0,1
2018-10-10,113092.3216335511,CRMD,8.438238655071414,19,0,8.438238655071414,0,1
2018-10-11,113909.71115708923,CRMD,10.332481647476733,16,1,10.332481647476733,0,1
2018-10-12,118076.03331536744,CRMD,12.177001205314632,16,1,12.177001205314632,0,1
2018-10-15,117671.3612056463,CRMD,11.786351290490986,16,1,11.786351290490986,0,0
2018-10-16,116231.12679056807,CRMD,9.961909791052289,16,0,9.961909791052289,0,0
2018-10-17,116472.90640864676,CRMD,6.0014815595612765,23,0,6.0014815595612765,1,1
2018-10-18,114143.2586387406,CRMD,5.157028168111311,23,0,5.157028168111311,0,1
2018-10-19,112341.0329142334,FEIM,5.227297495549356,23,0,5.227297495549356,0,1
2018-10-22,111515.81818789139,KALV,5.322473615357,22,0,5.322473615357,0,1
2018-10-23,110901.65332620384,KALV,5.426429471072698,22,0,5.426429471072698,0,1
2018-10-24,108641.19489685929,KALV,5.400851864313971,22,0,5.400851864313971,0,1
2018-10-25,109074.09841738679,FEIM,5.160345198051878,20,0,5.160345198051878,0,1
