arm,split,n_days,n_cycles,equity_final,mean_cvar5,mean_sharpe_cost_adj,mean_veto_rate,avg_tickers,cash_idle_days_pct,turnover_mean_pct,defensive_sells_total,defensive_sells_per_cycle,offset
Zero-A,SW1,374,38,92545.45618617437,-0.041876948664738546,0.5131048870702094,0.0,18.962566844919785,0.0,7.719711735699778,0,0.0,0
Zero-B,SW1,374,38,82751.85314145709,-0.04228910312074867,0.31607137851378597,0.02406417112299465,17.425133689839573,0.0,13.715945100162955,180,4.7368421052631575,0
A1,SW1,374,38,84150.84660514047,-0.042309843784043566,0.35084476457878744,0.024197860962566847,17.37433155080214,0.0,13.794705974479918,181,4.7631578947368425,0
A2,SW1,374,38,83035.796617213,-0.043493265757616674,0.3941847603360158,0.025668449197860963,16.86898395721925,0.0,13.311189216359578,192,5.052631578947368,0
Zero-A,SW1,374,39,91778.98943334863,-0.04049960065442506,0.41799072337421694,0.0,19.101604278074866,0.0,7.9594208556108,0,0.0,1
Zero-B,SW1,374,39,87001.37100193207,-0.039806991870464596,0.1585573699855108,0.025267379679144383,16.941176470588236,0.0,14.21449922915797,189,4.846153846153846,1
A1,SW1,374,39,86343.63656996538,-0.03999249513136677,0.14211208579975862,0.025668449197860967,16.994652406417114,0.0,14.336501480184092,192,4.923076923076923,1
A2,SW1,374,39,83735.5820741227,-0.04115592829906872,0.2588836532613333,0.029010695187165775,17.17914438502674,0.0,14.247698039905895,217,5.564102564102564,1
Zero-A,SW1,374,39,103449.42724233607,-0.04178397319474072,0.4191507535112623,0.0,18.919786096256683,0.0,8.026949085485155,0,0.0,2
Zero-B,SW1,374,39,110923.00639361622,-0.04184370728742215,0.25588113739462787,0.025267379679144383,16.494652406417114,0.0,14.682368913650215,189,4.846153846153846,2
A1,SW1,374,39,109335.09777119123,-0.04185665629151495,0.22533199784579208,0.02553475935828877,16.43582887700535,0.0,14.744130331891581,191,4.897435897435898,2
A2,SW1,374,39,87225.34562311978,-0.04068614036323424,0.20495923072410288,0.029010695187165775,16.879679144385026,0.0,14.849527410612657,217,5.564102564102564,2
Zero-A,SW1,374,39,96063.81185025329,-0.04103210504354232,0.35589604980013617,0.0,18.614973262032084,0.0,8.044959954217285,0,0.0,3
Zero-B,SW1,374,39,71240.85789622311,-0.039337462551838585,0.08914516617067597,0.02660427807486631,16.612299465240643,0.0,15.116987353908701,199,5.102564102564102,3
A1,SW1,374,39,71240.85789622311,-0.039337462551838585,0.08914516617067597,0.02660427807486631,16.612299465240643,0.0,15.116987353908701,199,5.102564102564102,3
A2,SW1,374,39,76358.96684834719,-0.04003938328929446,0.13293139007923224,0.02967914438502674,17.053475935828878,0.0,15.090168258444445,222,5.6923076923076925,3
Zero-A,SW1,374,38,85636.8140510702,-0.040574495676274046,0.12557923419683778,0.0,19.024064171122994,0.0,8.119302296230735,0,0.0,4
Zero-B,SW1,374,38,95828.9104447815,-0.0402492818713835,0.39236411889358996,0.025668449197860963,16.807486631016044,0.0,14.925490391504791,192,5.052631578947368,4
A1,SW1,374,38,94581.40642920263,-0.03993410650619303,0.37202730117690885,0.025668449197860963,16.665775401069517,0.0,14.878665494636486,192,5.052631578947368,4
A2,SW1,374,38,94845.87347480386,-0.04056347727385499,0.450647099204702,0.027807486631016037,16.844919786096256,0.0,14.744880656820866,208,5.473684210526316,4
Zero-A,SW1,374,38,87818.6891630275,-0.04241682692211967,0.10331522072463999,0.0,18.818181818181817,0.0,7.997077615907877,0,0.0,5
Zero-B,SW1,374,38,78261.73726060514,-0.042343835880640335,0.09198829032476415,0.024197860962566844,16.9572192513369,0.0,14.49970494570644,181,4.7631578947368425,5
A1,SW1,374,38,79771.64049715022,-0.04231275823926303,0.10912342494273625,0.024999999999999998,16.93850267379679,0.0,14.568181673434378,187,4.921052631578948,5
A2,SW1,374,38,84084.49771477109,-0.043529627887511434,0.2299159930449511,0.02887700534759358,17.02139037433155,0.0,14.448457427904485,216,5.684210526315789,5
Zero-A,SW1,374,38,91878.95311387621,-0.043422582493704655,0.2613725538336033,0.0,18.94385026737968,0.0,7.824002173566763,0,0.0,6
Zero-B,SW1,374,38,90896.44543784151,-0.043167936605289475,0.44068253410859565,0.02553475935828877,16.989304812834224,0.0,14.316935461041961,191,5.026315789473684,6
A1,SW1,374,38,90896.44543784151,-0.043167936605289475,0.44068253410859565,0.02553475935828877,16.989304812834224,0.0,14.316935461041961,191,5.026315789473684,6
A2,SW1,374,38,79915.52051509716,-0.04303967146757631,0.3864726086322126,0.027406417112299464,17.00802139037433,0.0,14.046436844605678,205,5.394736842105263,6
Zero-A,SW1,374,38,88265.4650479457,-0.04156993475272723,0.2800144765182125,0.0,19.0,0.0,7.930012539778715,0,0.0,7
Zero-B,SW1,374,38,82745.21748251241,-0.03965293327175706,0.42302296710145665,0.024732620320855617,16.967914438502675,0.0,14.084466360008419,185,4.868421052631579,7
A1,SW1,374,38,82109.31901301234,-0.039655235496856185,0.40715250397586344,0.025000000000000005,16.90106951871658,0.0,14.162288009811569,187,4.921052631578948,7
A2,SW1,374,38,72155.57774274945,-0.04113046808963667,0.541899484608563,0.027807486631016037,17.002673796791445,0.0,14.010494726183776,208,5.473684210526316,7
Zero-A,SW1,374,38,113400.63389155731,-0.04138451830575435,0.56911014961109,0.0,18.810160427807485,0.0,7.874214911816437,0,0.0,8
Zero-B,SW1,374,38,94441.88432053692,-0.04211022762766147,0.477931281865877,0.025802139037433152,16.628342245989305,0.0,14.102605651188767,193,5.078947368421052,8
A1,SW1,374,38,91262.80640146876,-0.04210856022873951,0.4098316504969695,0.025935828877005344,16.5427807486631,0.0,14.149834972936363,194,5.105263157894737,8
A2,SW1,374,38,93450.05196643855,-0.04267953852987958,0.5840304662700302,0.02807486631016043,16.59090909090909,0.0,13.767943917275497,210,5.526315789473684,8
