date,arm,split,is_holdout,cycle_id,equity,cash_free,cash_pending,holdings_value,n_tickers,log_ret_equity,turnover_gross_pct,defensive_sells_today,defensive_sell_rate,trigger_spc_today,trigger_medio_grave_today,cash_idle_gt5,trade_cost_today,gross_sells_today,gross_buys_today,is_rebalance_day
2021-01-22,A1,TRAIN,0,-1,100000.0,100000.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,1,0.0,0.0,0.0,0
2021-01-25,A1,TRAIN,0,-1,100000.0,100000.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,1,0.0,0.0,0.0,0
2021-01-26,A1,TRAIN,0,-1,100000.0,100000.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,1,0.0,0.0,0.0,0
2021-01-27,A1,TRAIN,0,-1,100000.0,100000.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,1,0.0,0.0,0.0,0
2021-01-28,A1,TRAIN,0,-1,100000.0,100000.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,1,0.0,0.0,0.0,0
2021-01-29,A1,TRAIN,0,-1,100000.0,100000.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,1,0.0,0.0,0.0,0
2021-02-01,A1,TRAIN,0,-1,100000.0,100000.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,1,0.0,0.0,0.0,0
2021-02-02,A1,TRAIN,0,-1,100000.0,100000.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,1,0.0,0.0,0.0,0
2021-02-03,A1,TRAIN,0,-1,100000.0,100000.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,1,0.0,0.0,0.0,0
2021-02-04,A1,TRAIN,0,-1,100000.0,100000.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,1,0.0,0.0,0.0,0
2021-02-05,A1,TRAIN,0,-1,100000.0,100000.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,1,0.0,0.0,0.0,0
2021-02-08,A1,TRAIN,0,-1,100000.0,100000.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,1,0.0,0.0,0.0,0
2021-02-09,A1,TRAIN,0,-1,100000.0,100000.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,1,0.0,0.0,0.0,0
2021-02-10,A1,TRAIN,0,-1,100000.0,100000.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,1,0.0,0.0,0.0,0
2021-02-11,A1,TRAIN,0,-1,100000.0,100000.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,1,0.0,0.0,0.0,0
