arm,phase,date,d_prev,d_next_reb,d_prev_next_reb,split,is_holdout,holding_days,top_n,n_veto,veto_rate,tickers_baseline,tickers_arm,tickers_vetados,tickers_substitutos,log_ret_baseline,log_ret_arm,log_ret_arm_cost_adj,cost_arm
Arm_R001_Downside_R037_Severe,2,2023-01-31,2023-01-30,2023-02-14,2023-02-13,SW1,1,10,20,0,0.0,MSC;PRAX;GLSI;FDMT;TGTX;RIGL;IAG;IMMX;VRDN;SLNO;RIG;LTH;MUX;POET;TIGO;VKTX;EGO;HIMS;MTRX;HRTG,MSC;PRAX;GLSI;FDMT;TGTX;RIGL;IAG;IMMX;VRDN;SLNO;RIG;LTH;MUX;POET;TIGO;VKTX;EGO;HIMS;MTRX;HRTG,,,-0.02297296457910995,-0.02297296457910995,-0.02297296457910995,0.0
Arm_R001_Downside_R037_Severe,2,2023-02-14,2023-02-13,2023-03-01,2023-02-28,SW1,1,10,20,2,0.1,MSC;PRCH;IMMX;VKTX;STTK;LRMR;MLTX;RIGL;TGTX;WFRD;POWL;GLSI;RIG;HIMS;LPTH;VRDN;LTH;RZLT;HROW;GNE,MSC;VKTX;STTK;LRMR;MLTX;RIGL;TGTX;WFRD;POWL;GLSI;RIG;HIMS;LPTH;VRDN;LTH;RZLT;HROW;GNE;PRAX;TIGO,IMMX;PRCH,PRAX;TIGO,-0.035007914605341646,-0.024551975918060683,-0.024601975918060685,5e-05
Arm_R001_Downside_R037_Severe,2,2023-03-01,2023-02-28,2023-03-15,2023-03-14,SW1,1,10,20,0,0.0,MSC;VKTX;MLTX;STTK;MTW;SKYH;OCUL;LRMR;RIGL;HIMS;UVE;RIG;EOSE;TGTX;POWL;RBBN;WFRD;HROW;RPD;IDCC,MSC;VKTX;MLTX;STTK;MTW;SKYH;OCUL;LRMR;RIGL;HIMS;UVE;RIG;EOSE;TGTX;POWL;RBBN;WFRD;HROW;RPD;IDCC,,,-0.07803390748213937,-0.07803390748213937,-0.07803390748213937,0.0
Arm_R001_Downside_R037_Severe,2,2023-03-15,2023-03-14,2023-03-29,2023-03-28,SW1,1,10,20,1,0.05,VKTX;MLTX;HRTG;MTW;SOPH;UVE;PPTA;SPOT;HROW;IDCC;OCUL;RIG;HY;EOSE;GHM;YEXT;NSIT;SRZN;TGTX;KTOS,VKTX;HRTG;MTW;SOPH;UVE;PPTA;SPOT;HROW;IDCC;OCUL;RIG;HY;EOSE;GHM;YEXT;NSIT;SRZN;TGTX;KTOS;SSTK,MLTX,SSTK,-0.0014817020146285725,-0.008055621959222107,-0.008080621959222108,2.5e-05
Arm_R001_Downside_R037_Severe,2,2023-03-29,2023-03-28,2023-04-13,2023-04-12,SW1,1,10,20,0,0.0,MLTX;SKYH;IMRX;RIOT;NVTS;HY;SPOT;RELY;OCUL;UVE;MTW;LNTH;PERI;TGTX;PDFS;LAB;HIVE;LFST;HUT;PAYS,MLTX;SKYH;IMRX;RIOT;NVTS;HY;SPOT;RELY;OCUL;UVE;MTW;LNTH;PERI;TGTX;PDFS;LAB;HIVE;LFST;HUT;PAYS,,,0.059192965467150804,0.059192965467150804,0.059192965467150804,0.0
Arm_R001_Downside_R037_Severe,2,2023-04-13,2023-04-12,2023-04-27,2023-04-26,SW1,1,10,20,1,0.05,IMRX;RIOT;ELF;PPTA;LNTH;VERX;VKTX;SOUN;UVE;MG;SPNT;HY;MLTX;GHM;REPX;LFST;HROW;SPOT;PLPC;RELY,RIOT;ELF;PPTA;LNTH;VERX;VKTX;SOUN;UVE;MG;SPNT;HY;MLTX;GHM;REPX;LFST;HROW;SPOT;PLPC;RELY;NVTS,IMRX,NVTS,-0.023044241817921994,-0.02698295618786937,-0.02700795618786937,2.5e-05
Arm_R001_Downside_R037_Severe,2,2023-04-27,2023-04-26,2023-05-11,2023-05-10,SW1,1,10,20,0,0.0,IMRX;VKTX;ELF;HROW;MLTX;VERX;LNTH;HY;MG;UVE;ENVX;THC;PRG;LFST;PLSE;RIOT;GNE;RDNT;PLPC;TGTX,IMRX;VKTX;ELF;HROW;MLTX;VERX;LNTH;HY;MG;UVE;ENVX;THC;PRG;LFST;PLSE;RIOT;GNE;RDNT;PLPC;TGTX,,,0.06309685198082846,0.06309685198082846,0.06309685198082846,0.0
Arm_R001_Downside_R037_Severe,2,2023-05-11,2023-05-10,2023-05-25,2023-05-24,SW1,1,10,20,0,0.0,PLSE;SLNO;MLTX;HRTG;RIOT;TGTX;LNTH;VKTX;HY;LFST;PLPC;IMRX;HROW;RELY;FOR;PPTA;RDNT;MYRG;TPH;OCUL,PLSE;SLNO;MLTX;HRTG;RIOT;TGTX;LNTH;VKTX;HY;LFST;PLPC;IMRX;HROW;RELY;FOR;PPTA;RDNT;MYRG;TPH;OCUL,,,-0.041242358571502664,-0.041242358571502664,-0.041242358571502664,0.0
Arm_R001_Downside_R037_Severe,2,2023-05-25,2023-05-24,2023-06-09,2023-06-08,SW1,1,10,20,1,0.05,SLNO;HRTG;PLSE;SOPH;PLPC;LFST;TGTX;VKTX;RIOT;PPTA;HY;LMB;FCNCA;FOR;SANA;KRYS;SPNT;SKYW;STNE;MLP,HRTG;PLSE;SOPH;PLPC;LFST;TGTX;VKTX;RIOT;PPTA;HY;LMB;FCNCA;FOR;SANA;KRYS;SPNT;SKYW;STNE;MLP;NAUT,SLNO,NAUT,0.03896009352393288,0.042502587635641076,0.04247758763564108,2.5e-05
Arm_R001_Downside_R037_Severe,2,2023-06-09,2023-06-08,2023-06-26,2023-06-23,SW1,1,10,20,0,0.0,SLNO;KOPN;VKTX;SANA;TGTX;FCNCA;SKYW;KRYS;UPST;NU;RGTI;WEAV;PACB;FOR;RIOT;VSTM;PHAT;LFST;RMBS;GKOS,SLNO;KOPN;VKTX;SANA;TGTX;FCNCA;SKYW;KRYS;UPST;NU;RGTI;WEAV;PACB;FOR;RIOT;VSTM;PHAT;LFST;RMBS;GKOS,,,-0.06992533319247199,-0.06992533319247199,-0.06992533319247199,0.0
Arm_R001_Downside_R037_Severe,2,2023-06-26,2023-06-23,2023-07-11,2023-07-10,SW1,1,10,20,0,0.0,SKYW;VERA;KOPN;PHAT;ROOT;UPST;VKTX;NU;FCNCA;VRT;WEAV;PLSE;SLNO;OCS;PKOH;IDYA;W;JOBY;SANA;KRNT,SKYW;VERA;KOPN;PHAT;ROOT;UPST;VKTX;NU;FCNCA;VRT;WEAV;PLSE;SLNO;OCS;PKOH;IDYA;W;JOBY;SANA;KRNT,,,0.06481667421055468,0.06481667421055468,0.06481667421055468,0.0
Arm_R001_Downside_R037_Severe,2,2023-07-11,2023-07-10,2023-07-25,2023-07-24,SW1,1,10,20,1,0.05,TMC;VERA;VRT;JOBY;WEAV;HUT;UPST;SKYW;MLTX;RGTI;NU;ROOT;KOPN;KRUS;STRL;PHVS;SLNO;W;HLLY;PLAB,VERA;VRT;JOBY;WEAV;HUT;UPST;SKYW;MLTX;RGTI;NU;ROOT;KOPN;KRUS;STRL;PHVS;SLNO;W;HLLY;PLAB;PCT,TMC,PCT,-0.019414370797636055,0.015014168440291836,0.014989168440291835,2.5e-05
Arm_R001_Downside_R037_Severe,2,2023-07-25,2023-07-24,2023-08-08,2023-08-07,SW1,1,10,20,0,0.0,WEAV;VERA;VRT;RIVN;PGY;PCT;RXRX;HUT;RKLB;REAL;JOBY;ILPT;PLAB;KOPN;W;MLTX;SKYW;GENI;FOR;LMND,WEAV;VERA;VRT;RIVN;PGY;PCT;RXRX;HUT;RKLB;REAL;JOBY;ILPT;PLAB;KOPN;W;MLTX;SKYW;GENI;FOR;LMND,,,-0.006566341191956154,-0.006566341191956154,-0.006566341191956154,0.0
Arm_R001_Downside_R037_Severe,2,2023-08-08,2023-08-07,2023-08-22,2023-08-21,SW1,1,10,20,0,0.0,VRT;VERA;MOD;W;WAL;PLAB;LOB;WEAV;ILPT;FG;YELP;VNO;PARR;FOR;GDRX;SITM;GENI;SKYW;RIVN;SLG,VRT;VERA;MOD;W;WAL;PLAB;LOB;WEAV;ILPT;FG;YELP;VNO;PARR;FOR;GDRX;SITM;GENI;SKYW;RIVN;SLG,,,-0.08195121507309877,-0.08195121507309877,-0.08195121507309877,0.0
Arm_R001_Downside_R037_Severe,2,2023-08-22,2023-08-21,2023-09-06,2023-09-05,SW1,1,10,20,2,0.1,VRT;PHVS;GCT;HHH;VERA;W;MOD;ILPT;ODC;STRL;PARR;KRT;RGTI;SAIA;MLTX;OBT;LMB;VNO;SM;MVBF,VRT;PHVS;GCT;VERA;W;MOD;ILPT;ODC;STRL;PARR;KRT;SAIA;MLTX;OBT;LMB;VNO;SM;MVBF;NATR;SPHR,HHH;RGTI,NATR;SPHR,0.026042295313871245,0.023135874650460565,0.023085874650460563,5e-05
Arm_R001_Downside_R037_Severe,2,2023-09-06,2023-09-05,2023-09-20,2023-09-19,SW1,1,10,20,2,0.1,TOI;PHVS;HHH;GCT;VRT;VERA;ILPT;ODC;PARR;KRT;VNO;HLX;PGY;SM;ROOT;WFRD;STRL;PDS;TIGR;PR,PHVS;GCT;VRT;VERA;ILPT;ODC;PARR;KRT;VNO;HLX;PGY;SM;ROOT;WFRD;STRL;PDS;TIGR;PR;RH;GHM,HHH;TOI,GHM;RH,-0.054523308461658884,-0.08591161256547503,-0.08596161256547502,5e-05
Arm_R001_Downside_R037_Severe,2,2023-09-20,2023-09-19,2023-10-04,2023-10-03,SW1,1,10,20,1,0.05,TOI;HHH;TNGX;MLTX;MTRX;WFRD;HLX;VNO;PHVS;VRT;PDS;IVVD;TIGR;NAK;SLG;RSI;RIVN;URG;PARR;MMYT,TOI;TNGX;MLTX;MTRX;WFRD;HLX;VNO;PHVS;VRT;PDS;IVVD;TIGR;NAK;SLG;RSI;RIVN;URG;PARR;MMYT;LBRT,HHH,LBRT,-0.05181624772030737,-0.04933510965347772,-0.049360109653477716,2.5e-05
Arm_R001_Downside_R037_Severe,2,2023-10-04,2023-10-03,2023-10-18,2023-10-17,SW1,1,10,20,1,0.05,TOI;TNGX;MTRX;HHH;LEU;HNRG;MMYT;URG;TIGR;HLX;HRTG;MLKN;RNGR;PRDO;WFRD;VRT;HRB;IVVD;UROY;OBE,TOI;MTRX;HHH;LEU;HNRG;MMYT;URG;TIGR;HLX;HRTG;MLKN;RNGR;PRDO;WFRD;VRT;HRB;IVVD;UROY;OBE;PAY,TNGX,PAY,0.022116353732661645,0.04350209726932435,0.043477097269324354,2.5e-05
Arm_R001_Downside_R037_Severe,2,2023-10-18,2023-10-17,2023-11-01,2023-10-31,SW1,1,10,20,0,0.0,HHH;MTRX;HNRG;TOI;SLNO;GNE;MMYT;VRT;URG;RELY;PRDO;TNGX;PR;TIGR;LEU;MLKN;ROAD;WFRD;STNG;NTNX,HHH;MTRX;HNRG;TOI;SLNO;GNE;MMYT;VRT;URG;RELY;PRDO;TNGX;PR;TIGR;LEU;MLKN;ROAD;WFRD;STNG;NTNX,,,-0.020835632960980684,-0.020835632960980684,-0.020835632960980684,0.0
Arm_R001_Downside_R037_Severe,2,2023-11-01,2023-10-31,2023-11-15,2023-11-14,SW1,1,10,20,0,0.0,HHH;SLNO;TOI;MTRX;TNGX;HNRG;GNE;URG;LRN;LEU;SRRK;IMMX;GEL;MUSA;PRDO;SN;PR;USAC;NATR;SPH,HHH;SLNO;TOI;MTRX;TNGX;HNRG;GNE;URG;LRN;LEU;SRRK;IMMX;GEL;MUSA;PRDO;SN;PR;USAC;NATR;SPH,,,0.022660849983234456,0.022660849983234456,0.022660849983234456,0.0
Arm_R001_Downside_R037_Severe,2,2023-11-15,2023-11-14,2023-11-30,2023-11-29,SW1,1,10,20,0,0.0,TOI;IMMX;TLS;SLNO;SKYH;GNE;MTRX;LPG;SRRK;IBRX;LRN;FN;RBLX;URG;SOPH;ZS;GEO;THR;SKWD;SPOT,TOI;IMMX;TLS;SLNO;SKYH;GNE;MTRX;LPG;SRRK;IBRX;LRN;FN;RBLX;URG;SOPH;ZS;GEO;THR;SKWD;SPOT,,,0.02447247717275966,0.02447247717275966,0.02447247717275966,0.0
Arm_R001_Downside_R037_Severe,2,2023-11-30,2023-11-29,2023-12-14,2023-12-13,SW1,1,10,20,0,0.0,SLNO;SKYH;IMMX;IBRX;PLSE;SRRK;LPG;GNE;FEIM;HRTG;UTI;PRCH;GEO;FG;SOPH;LRN;GIII;MSTR;EGO;UVE,SLNO;SKYH;IMMX;IBRX;PLSE;SRRK;LPG;GNE;FEIM;HRTG;UTI;PRCH;GEO;FG;SOPH;LRN;GIII;MSTR;EGO;UVE,,,0.07657057197242158,0.07657057197242158,0.07657057197242158,0.0
Arm_R001_Downside_R037_Severe,2,2023-12-14,2023-12-13,2023-12-29,2023-12-28,SW1,1,10,20,1,0.05,SLNO;SRRK;SKYH;PRCH;HNST;PLSE;SNAP;GNE;TLS;FG;MSTR;IBRX;RYTM;SOPH;RBLX;S;VRNS;KTOS;MLKN;STTK,SLNO;SRRK;SKYH;HNST;PLSE;SNAP;GNE;TLS;FG;MSTR;IBRX;RYTM;SOPH;RBLX;S;VRNS;KTOS;MLKN;STTK;VITL,PRCH,VITL,0.09028113040344324,0.07610781028200889,0.07608281028200889,2.5e-05
Arm_R001_Downside_R037_Severe,2,2023-12-29,2023-12-28,2024-01-16,2024-01-12,SW1,1,10,20,1,0.05,PRCH;SRRK;IBRX;HNST;MSTR;SNAP;RYTM;SKYH;GNE;LDI;TGTX;SLDB;GCT;RKT;LQDA;STNE;ZYME;SOPH;MHO;KYMR,SRRK;IBRX;HNST;MSTR;SNAP;RYTM;SKYH;GNE;LDI;TGTX;SLDB;GCT;RKT;LQDA;STNE;ZYME;SOPH;MHO;KYMR;RIOT,PRCH,RIOT,-0.08688116871463362,-0.09677482672439867,-0.09679982672439867,2.5e-05
Arm_R001_Downside_R037_Severe,2,2024-01-16,2024-01-12,2024-01-30,2024-01-29,SW1,1,10,20,1,0.05,IBRX;HNST;SKYH;NAMS;TGTX;GCT;SNAP;PBYI;HOV;KYMR;SNDX;LQDA;STNE;KOPN;SRRK;LDI;VKTX;KURA;FDMT;SPIR,IBRX;HNST;SKYH;NAMS;GCT;SNAP;PBYI;HOV;KYMR;SNDX;LQDA;STNE;KOPN;SRRK;LDI;VKTX;KURA;FDMT;SPIR;MHO,TGTX,MHO,0.037314012131922335,0.037412973390731775,0.03738797339073178,2.5e-05
Arm_R001_Downside_R037_Severe,2,2024-01-30,2024-01-29,2024-02-13,2024-02-12,SW1,1,10,20,7,0.35,STTK;VERA;SLDB;KYMR;HOV;NAMS;KOD;VKTX;GCT;LDI;HNST;IMNM;PRAX;KURA;SPIR;SLNO;PAGS;SKYH;IVVD;TGTX,HOV;VKTX;GCT;LDI;HNST;IMNM;PRAX;KURA;SPIR;SLNO;PAGS;SKYH;TGTX;PHR;WEAV;TMDX;STNE;RYTM;SNAP;VSTM,IVVD;KOD;KYMR;NAMS;SLDB;STTK;VERA,PHR;RYTM;SNAP;STNE;TMDX;VSTM;WEAV,0.07519676630905547,0.048838981151672775,0.048663981151672774,0.000175
Arm_R001_Downside_R037_Severe,2,2024-02-13,2024-02-12,2024-02-28,2024-02-27,SW1,1,10,20,8,0.4,VERA;LRMR;STTK;KOD;OCUL;PRAX;SLDB;WGS;KYMR;LQDA;SPIR;SMMT;PRCH;MLYS;SLNO;KURA;HNST;KRUS;SPRY;STRO,KYMR;LQDA;SPIR;SMMT;PRCH;MLYS;SLNO;KURA;HNST;KRUS;SPRY;STRO;HOV;KALV;S;IVVD;ULCC;NSSC;ICHR;PHR,KOD;LRMR;OCUL;PRAX;SLDB;STTK;VERA;WGS,HOV;ICHR;IVVD;KALV;NSSC;PHR;S;ULCC,0.14297154355257163,0.008659390149150185,0.008459390149150184,0.0002
Arm_R001_Downside_R037_Severe,2,2024-02-28,2024-02-27,2024-03-13,2024-03-12,SW1,1,10,20,10,0.5,VKTX;OCUL;WGS;VERA;LRMR;STTK;MLYS;JANX;HYLN;MNPR;PRAX;SLDB;SPIR;SOUN;NAMS;KYMR;OCGN;ROOT;KURA;STRO,STTK;MLYS;PRAX;SLDB;SPIR;NAMS;KYMR;OCGN;KURA;STRO;RXRX;LQDA;RZLT;KOD;REAX;SPRY;HOOD;VSTM;SANA;MOD,HYLN;JANX;LRMR;MNPR;OCUL;ROOT;SOUN;VERA;VKTX;WGS,HOOD;KOD;LQDA;MOD;REAX;RXRX;RZLT;SANA;SPRY;VSTM,-0.03852154470020375,-0.044916019501602344,-0.045166019501602345,0.00025
Arm_R001_Downside_R037_Severe,2,2024-03-13,2024-03-12,2024-03-27,2024-03-26,SW1,1,10,20,5,0.25,WGS;ROOT;PRAX;STTK;SNDA;VKTX;OCUL;MSTR;SLDB;REAX;HYLN;OCGN;RZLT;JANX;NAMS;KOD;SANA;LRMR;GCT;KYMR,PRAX;STTK;VKTX;OCUL;MSTR;SLDB;REAX;OCGN;RZLT;NAMS;KOD;SANA;LRMR;GCT;KYMR;HIPO;LQDA;KURA;RGTI;MLYS,HYLN;JANX;ROOT;SNDA;WGS,HIPO;KURA;LQDA;MLYS;RGTI,0.046952240068457954,0.018519907388545677,0.018394907388545677,0.000125
Arm_R001_Downside_R037_Severe,2,2024-03-27,2024-03-26,2024-04-11,2024-04-10,SW1,1,10,20,3,0.15,ROOT;MSTR;PRAX;VERA;RZLT;IMNM;WGS;KOD;GHRS;OCUL;SLDB;LUNR;EME;SPRY;JANX;VRT;REAX;NAMS;KNSL;HIMS,MSTR;PRAX;VERA;RZLT;IMNM;WGS;KOD;GHRS;OCUL;SLDB;EME;SPRY;VRT;REAX;NAMS;KNSL;HIMS;NUVB;HIPO;MOD,JANX;LUNR;ROOT,HIPO;MOD;NUVB,-0.056185815666659714,-0.04519451864734826,-0.04526951864734826,7.500000000000001e-05
Arm_R001_Downside_R037_Severe,2,2024-04-11,2024-04-10,2024-04-25,2024-04-24,SW1,1,10,20,1,0.05,HIPO;MSTR;WGS;SLS;REAX;VKTX;JANX;PCT;PRM;FIP;RZLT;VRT;PPTA;VERA;GHRS;MUX;EME;RSI;STOK;TGB,MSTR;WGS;SLS;REAX;VKTX;JANX;PCT;PRM;FIP;RZLT;VRT;PPTA;VERA;GHRS;MUX;EME;RSI;STOK;TGB;EGY,HIPO,EGY,-0.0324019953735664,-0.03398554871171201,-0.03401054871171201,2.5e-05
Arm_R001_Downside_R037_Severe,2,2024-04-25,2024-04-24,2024-05-09,2024-05-08,SW1,1,10,20,2,0.1,WGS;SLS;JANX;RZLT;MSTR;HIPO;VKTX;IBTA;VITL;RCAT;PPTA;FIP;STOK;POWL;EME;FIHL;HOOD;HRTG;POET;IESC,WGS;JANX;RZLT;MSTR;HIPO;VKTX;VITL;RCAT;PPTA;FIP;STOK;POWL;EME;FIHL;HOOD;HRTG;POET;IESC;VCTR;TGB,IBTA;SLS,TGB;VCTR,0.01456777572226812,0.031895201496330336,0.031845201496330335,5e-05
Arm_R001_Downside_R037_Severe,2,2024-05-09,2024-05-08,2024-05-23,2024-05-22,SW1,1,10,20,1,0.05,WGS;JANX;RZLT;SNDA;VITL;SMTC;IESC;TPC;STOK;TGB;REAL;MUX;VKTX;FIP;EME;PPTA;HIPO;VCTR;EBS;TNDM,WGS;JANX;RZLT;VITL;SMTC;IESC;TPC;STOK;TGB;REAL;MUX;VKTX;FIP;EME;PPTA;HIPO;VCTR;EBS;TNDM;ZETA,SNDA,ZETA,0.037466509353768725,0.0492053182454217,0.049180318245421704,2.5e-05
Arm_R001_Downside_R037_Severe,2,2024-05-23,2024-05-22,2024-06-07,2024-06-06,SW1,1,10,20,1,0.05,ROOT;VITL;TPC;SNDA;PPTA;STOK;NVAX;FIP;REAL;SMTC;WGS;TGB;MSTR;ZETA;OCGN;MUX;PAAS;KGC;PI;GHRS,ROOT;VITL;TPC;SNDA;PPTA;STOK;FIP;REAL;SMTC;WGS;TGB;MSTR;ZETA;OCGN;MUX;PAAS;KGC;PI;GHRS;TNDM,NVAX,TNDM,-0.009334788559232924,-0.022116192800476463,-0.022141192800476463,2.5e-05
Arm_R001_Downside_R037_Severe,2,2024-06-07,2024-06-06,2024-06-24,2024-06-21,SW1,1,10,20,3,0.15,NVAX;RZLT;WGS;VITL;GME;RDW;EBS;PPTA;SMTC;ZETA;PAAS;ZIM;STOK;TPC;RSI;KGC;TMDX;TNDM;HROW;SOHU,RZLT;WGS;VITL;RDW;EBS;PPTA;SMTC;ZETA;PAAS;STOK;TPC;RSI;KGC;TMDX;TNDM;HROW;SOHU;LILA;LILAK;TIGO,GME;NVAX;ZIM,LILA;LILAK;TIGO,-0.0755510063459835,-0.030841812373393174,-0.030916812373393172,7.500000000000001e-05
Arm_R001_Downside_R037_Severe,2,2024-06-24,2024-06-21,2024-07-09,2024-07-08,SW1,1,10,20,1,0.05,WGS;NVAX;EBS;SMR;TMDX;ZIM;VITL;STOK;HROW;GH;RZLT;LE;TPC;NATL;PPTA;PAAS;RSI;HNRG;KNOP;ZURA,WGS;EBS;SMR;TMDX;ZIM;VITL;STOK;HROW;GH;RZLT;LE;TPC;NATL;PPTA;PAAS;RSI;HNRG;KNOP;ZURA;SOHU,NVAX,SOHU,0.021992249334086778,0.03679434174310552,0.036769341743105526,2.5e-05
Arm_R001_Downside_R037_Severe,2,2024-07-09,2024-07-08,2024-07-23,2024-07-22,SW2,1,10,20,1,0.05,EBS;WGS;POET;SMR;NVAX;ENVX;HUT;VITL;PLSE;TMDX;EOSE;SITM;HROW;PBI;ZIM;ZUMZ;KNOP;RDDT;RDW;NATL,EBS;WGS;POET;SMR;NVAX;ENVX;HUT;VITL;PLSE;TMDX;EOSE;SITM;HROW;PBI;ZUMZ;KNOP;RDDT;RDW;NATL;SOC,ZIM,SOC,0.038921716776624274,0.042095167389289874,0.04207016738928988,2.5e-05
Arm_R001_Downside_R037_Severe,2,2024-07-23,2024-07-22,2024-08-06,2024-08-05,SW2,1,10,20,0,0.0,EBS;NVAX;WGS;HROW;ENVX;PLSE;EOSE;SITM;HUT;POET;SMR;RIVN;ZETA;TPC;RDW;GH;MGNI;TMDX;HNRG;LNTH,EBS;NVAX;WGS;HROW;ENVX;PLSE;EOSE;SITM;HUT;POET;SMR;RIVN;ZETA;TPC;RDW;GH;MGNI;TMDX;HNRG;LNTH,,,-0.18538604171215084,-0.18538604171215084,-0.18538604171215084,0.0
Arm_R001_Downside_R037_Severe,2,2024-08-06,2024-08-05,2024-08-20,2024-08-19,SW2,1,10,20,1,0.05,EBS;EOSE;HROW;LUMN;ZETA;NVAX;LTH;GH;RCAT;PLSE;HWKN;HE;ULS;NVRI;RXO;VOXR;ZVRA;IDCC;GMED;MIRM,EBS;EOSE;HROW;ZETA;NVAX;LTH;GH;RCAT;PLSE;HWKN;HE;ULS;NVRI;RXO;VOXR;ZVRA;IDCC;GMED;MIRM;LGND,LUMN,LGND,0.12501186889849425,0.087755272441257,0.087730272441257,2.5e-05
Arm_R001_Downside_R037_Severe,2,2024-08-20,2024-08-19,2024-09-04,2024-09-03,SW2,1,10,20,1,0.05,RCAT;EOSE;HROW;NUTX;PLSE;LTH;RUN;YOU;RKLB;ZUMZ;MIRM;REPL;HRTG;STRT;WGS;ICUI;SPRY;STEP;TGTX;ULS,EOSE;HROW;NUTX;PLSE;LTH;RUN;YOU;RKLB;ZUMZ;MIRM;REPL;HRTG;STRT;WGS;ICUI;SPRY;STEP;TGTX;ULS;EBS,RCAT,EBS,-0.021139909900942142,-0.04579379578307139,-0.04581879578307139,2.5e-05
Arm_R001_Downside_R037_Severe,2,2024-09-04,2024-09-03,2024-09-18,2024-09-17,SW2,1,10,20,1,0.05,EOSE;NUTX;HROW;HRTG;REPL;YOU;PRM;ZETA;SMMT;SKE;HIFS;LENZ;HNST;OCUL;GDYN;PHAT;SOC;ICUI;MIRM;FISI,EOSE;HROW;HRTG;REPL;YOU;PRM;ZETA;SMMT;SKE;HIFS;LENZ;HNST;OCUL;GDYN;PHAT;SOC;ICUI;MIRM;FISI;IBCP,NUTX,IBCP,0.08167161190149573,0.07321312838390566,0.07318812838390566,2.5e-05
Arm_R001_Downside_R037_Severe,2,2024-09-18,2024-09-17,2024-10-02,2024-10-01,SW2,1,10,20,3,0.15,NUTX;SMMT;EOSE;RCAT;GEVO;HROW;HRTG;UNIT;ZETA;YOU;SKE;RARE;VRDN;LDI;PNTG;KRNT;OCUL;PRM;SAFE;NCMI,EOSE;RCAT;HROW;HRTG;UNIT;ZETA;YOU;SKE;RARE;VRDN;LDI;PNTG;KRNT;OCUL;PRM;SAFE;NCMI;SOC;PCVX;PLSE,GEVO;NUTX;SMMT,PCVX;PLSE;SOC,-0.03277801970710475,-0.02003226820400299,-0.02010726820400299,7.500000000000001e-05
Arm_R001_Downside_R037_Severe,2,2024-10-02,2024-10-01,2024-10-16,2024-10-15,SW2,1,10,20,2,0.1,LUMN;NUTX;GEVO;RCAT;RIGL;UNIT;RKLB;HROW;VRDN;LB;PRM;VHI;UNFI;ZETA;LUNR;YOU;KRNT;HRTG;PHAT;PPTA,NUTX;GEVO;RCAT;RIGL;UNIT;RKLB;HROW;VRDN;LB;PRM;VHI;UNFI;ZETA;LUNR;YOU;KRNT;PHAT;PPTA;STRT;VNO,HRTG;LUMN,STRT;VNO,0.04832679434816579,0.05182849948612929,0.05177849948612929,5e-05
Arm_R001_Downside_R037_Severe,2,2024-10-16,2024-10-15,2024-10-30,2024-10-29,SW2,1,10,20,2,0.1,LUMN;NUTX;VHI;HROW;POWL;SMMT;RCAT;LB;RKLB;YOU;WGS;SRRK;LUNR;UPST;PRM;USAS;ZETA;IMRX;KRUS;VRDN,NUTX;VHI;HROW;POWL;SMMT;RCAT;LB;RKLB;YOU;WGS;LUNR;UPST;PRM;USAS;ZETA;IMRX;KRUS;VRDN;EOSE;ULCC,LUMN;SRRK,EOSE;ULCC,0.028905186015766842,0.024718803134772864,0.024668803134772863,5e-05
Arm_R001_Downside_R037_Severe,2,2024-10-30,2024-10-29,2024-11-13,2024-11-12,SW2,1,10,20,3,0.15,LTBR;NUTX;LEU;WGS;RKLB;SMR;USAS;MNPR;LUNR;SRRK;KRUS;VHI;UPST;YOU;SLI;LLYVA;SMMT;LLYVK;HROW;VSCO,NUTX;LEU;WGS;RKLB;SMR;USAS;LUNR;KRUS;VHI;UPST;YOU;SLI;LLYVA;SMMT;LLYVK;HROW;VSCO;EOSE;LB;GLUE,LTBR;MNPR;SRRK,EOSE;GLUE;LB,0.006289834968036331,0.022749199797858086,0.022674199797858088,7.500000000000001e-05
Arm_R001_Downside_R037_Severe,2,2024-11-13,2024-11-12,2024-11-27,2024-11-26,SW2,1,10,20,1,0.05,MNPR;MSTR;NUTX;RKLB;LUNR;RDDT;SMR;LEU;WGS;LB;SOFI;POWL;RIGL;PRCH;GEVO;ULCC;KOD;PCT;HUT;LMND,MSTR;NUTX;RKLB;LUNR;RDDT;SMR;LEU;WGS;LB;SOFI;POWL;RIGL;PRCH;GEVO;ULCC;KOD;PCT;HUT;LMND;USLM,MNPR,USLM,0.07710977151660867,0.07778051205635353,0.07775551205635353,2.5e-05
Arm_R001_Downside_R037_Severe,2,2024-11-27,2024-11-26,2024-12-12,2024-12-11,SW2,1,10,20,5,0.25,MNPR;PDYN;SMR;KOD;UMAC;LMND;LUNR;MSTR;RCAT;WGS;HUT;RDDT;SRRK;USLM;LB;RDW;RGTI;ROOT;SOFI;REAL,SMR;KOD;LMND;LUNR;MSTR;RCAT;WGS;HUT;RDDT;USLM;LB;RDW;ROOT;SOFI;REAL;LLYVK;PRCH;GEO;LLYVA;PCT,MNPR;PDYN;RGTI;SRRK;UMAC,GEO;LLYVA;LLYVK;PCT;PRCH,0.07100932987526162,0.012907275965668171,0.012782275965668171,0.000125
