arm,phase,date,d_prev,d_next_reb,d_prev_next_reb,split,is_holdout,holding_days,top_n,n_veto,veto_rate,tickers_baseline,tickers_arm,tickers_vetados,tickers_substitutos,log_ret_baseline,log_ret_arm,log_ret_arm_cost_adj,cost_arm
Arm_R001_Any_Decomposition,0,2021-10-19,2021-10-18,2021-11-02,2021-11-01,TRAIN,0,10,20,1,0.05,RSI;SPSC;LEU;ENTA;LC;HRI;WFRD;TIPT;LAC;VNOM;SITM;TNET;PCTY;FLNG;KOS;MNDY;GDYN;MGY;FLYW;NXE,RSI;SPSC;LEU;ENTA;LC;HRI;WFRD;TIPT;LAC;VNOM;SITM;TNET;PCTY;FLNG;KOS;MNDY;GDYN;MGY;NXE;VICR,FLYW,VICR,0.046853186529817535,0.04843506022560745,0.048410060225607454,2.5e-05
Arm_R001_Any_Decomposition,0,2021-11-02,2021-11-01,2021-11-16,2021-11-15,TRAIN,0,10,20,2,0.1,LEU;UPST;HUT;ENTA;RSI;SM;LAC;WFRD;ENVX;SITM;KOS;OCGN;LQDA;MGY;PBT;LOB;HRMY;SSYS;HRI;VET,LEU;UPST;HUT;ENTA;RSI;SM;LAC;WFRD;ENVX;SITM;KOS;LQDA;MGY;PBT;HRMY;SSYS;HRI;VET;MTDR;MNDY,LOB;OCGN,MNDY;MTDR,-0.01604109549113652,0.009426909893953356,0.009376909893953357,5e-05
Arm_R001_Any_Decomposition,0,2021-11-16,2021-11-15,2021-12-01,2021-11-30,TRAIN,0,10,20,2,0.1,LEU;ENVX;SM;WFRD;HUT;ENTA;UUUU;LQDA;LAC;LOB;MTDR;PBF;REAX;KOS;RRC;LCID;PBT;EGY;WD;UROY,LEU;ENVX;SM;WFRD;HUT;ENTA;UUUU;LAC;LOB;MTDR;PBF;KOS;RRC;LCID;PBT;EGY;WD;UROY;VET;HRI,LQDA;REAX,HRI;VET,-0.07799904518639664,-0.08433966289635496,-0.08438966289635495,5e-05
Arm_R001_Any_Decomposition,0,2021-12-01,2021-11-30,2021-12-15,2021-12-14,TRAIN,0,10,20,2,0.1,ENVX;REAX;PBT;LAC;WFRD;FLNG;LOB;LEU;VERA;ENTA;VET;KFRC;SAIA;SM;VG;WD;FMAO;IAG;FIX;KOS,ENVX;REAX;PBT;LAC;WFRD;FLNG;LOB;LEU;VERA;ENTA;VET;KFRC;SAIA;SM;VG;IAG;FIX;KOS;PLUG;HIFS,FMAO;WD,HIFS;PLUG,-0.10063942822267753,-0.11458581292312717,-0.11463581292312716,5e-05
Arm_R001_Any_Decomposition,0,2021-12-15,2021-12-14,2021-12-30,2021-12-29,TRAIN,0,10,20,0,0.0,REAX;PBT;FLR;VRDN;FIX;LOB;IMKTA;ENVX;LCID;UVE;MLI;REXR;LQDA;EGP;KNSL;ICL;FMAO;SMP;LAND;ROG,REAX;PBT;FLR;VRDN;FIX;LOB;IMKTA;ENVX;LCID;UVE;MLI;REXR;LQDA;EGP;KNSL;ICL;FMAO;SMP;LAND;ROG,,,0.03876520581654851,0.03876520581654851,0.03876520581654851,0.0
Arm_R001_Any_Decomposition,0,2021-12-30,2021-12-29,2022-01-13,2022-01-12,TRAIN,0,10,20,1,0.05,REAX;REXR;FMAO;LAND;MLI;HPK;JXN;MGTX;EGP;PBT;RDVT;FLR;LQDA;KNSL;FIX;SLAB;MXL;NXRT;MORN;KRUS,REXR;FMAO;LAND;MLI;HPK;JXN;MGTX;EGP;PBT;RDVT;FLR;LQDA;KNSL;FIX;SLAB;MXL;NXRT;MORN;KRUS;LEGH,REAX,LEGH,-0.04025735838065697,-0.03475195426182952,-0.034776954261829515,2.5e-05
Arm_R001_Any_Decomposition,0,2022-01-13,2022-01-12,2022-01-28,2022-01-27,TRAIN,0,10,20,0,0.0,PBT;REAX;LQDA;UVE;PI;JXN;VALU;RGC;LAND;LEGH;EPC;FMAO;LCID;ZIM;ROG;MLI;NUS;ICL;REXR;KN,PBT;REAX;LQDA;UVE;PI;JXN;VALU;RGC;LAND;LEGH;EPC;FMAO;LCID;ZIM;ROG;MLI;NUS;ICL;REXR;KN,,,-0.12419413287768415,-0.12419413287768415,-0.12419413287768415,0.0
Arm_R001_Any_Decomposition,0,2022-01-28,2022-01-27,2022-02-11,2022-02-10,TRAIN,0,10,20,2,0.1,VALU;PBT;MKC.V;FMAO;LEGH;EPC;NUS;RGC;ROG;FLO;KEN;UVV;VET;ECPG;LAND;PFBC;VG;LITE;HPK;UNTY,PBT;FMAO;LEGH;EPC;NUS;RGC;ROG;FLO;KEN;UVV;VET;ECPG;LAND;PFBC;VG;LITE;HPK;UNTY;REYN;JXN,MKC.V;VALU,JXN;REYN,0.03572734487093579,0.03394578754817791,0.03389578754817791,5e-05
Arm_R001_Any_Decomposition,0,2022-02-11,2022-02-10,2022-02-28,2022-02-25,TRAIN,0,10,20,0,0.0,PBT;VET;ZIM;VALU;HPK;KEN;MKC.V;VIRT;IMO;MIRM;EGY;FMAO;SBLK;RES;IFS;JXN;GLP;EEFT;ECPG;WFG,PBT;VET;ZIM;VALU;HPK;KEN;MKC.V;VIRT;IMO;MIRM;EGY;FMAO;SBLK;RES;IFS;JXN;GLP;EEFT;ECPG;WFG,,,0.013043220378524758,0.013043220378524758,0.013043220378524758,0.0
Arm_R001_Any_Decomposition,0,2022-02-28,2022-02-25,2022-03-14,2022-03-11,TRAIN,0,10,20,1,0.05,RES;VET;MIRM;VALU;REPX;EGY;HPK;PDS;IMO;HP;LNTH;PCRX;GLNG;SBLK;VNOM;HESM;FMAO;SABR;UTL;HWKN,RES;VET;MIRM;VALU;REPX;EGY;HPK;PDS;IMO;HP;PCRX;GLNG;SBLK;VNOM;HESM;FMAO;SABR;UTL;HWKN;GNK,LNTH,GNK,0.051066751911843754,0.048456468801261775,0.04843146880126178,2.5e-05
Arm_R001_Any_Decomposition,0,2022-03-14,2022-03-11,2022-03-28,2022-03-25,TRAIN,0,10,20,2,0.1,RES;EGY;VET;PDS;PBF;HP;LNTH;GLNG;ZIM;PANL;MIRM;HNRG;NTR;RGLD;VAL;HLX;HPK;VALU;IFS;NBR,RES;EGY;VET;PDS;PBF;HP;LNTH;GLNG;ZIM;PANL;MIRM;HNRG;RGLD;VAL;HLX;VALU;IFS;NBR;PBA;GOLD,HPK;NTR,GOLD;PBA,0.03449816293176712,0.030523065513911492,0.03047306551391149,5e-05
Arm_R001_Any_Decomposition,0,2022-03-28,2022-03-25,2022-04-11,2022-04-08,TRAIN,0,10,20,0,0.0,RES;GLNG;PDS;EGY;HP;KOS;VET;MUR;NBR;STNG;GNK;PBF;TH;RRC;LNG;HNRG;NVGS;HQY;VNOM;NTR,RES;GLNG;PDS;EGY;HP;KOS;VET;MUR;NBR;STNG;GNK;PBF;TH;RRC;LNG;HNRG;NVGS;HQY;VNOM;NTR,,,0.010292749074265835,0.010292749074265835,0.010292749074265835,0.0
Arm_R001_Any_Decomposition,0,2022-04-11,2022-04-08,2022-04-26,2022-04-25,TRAIN,0,10,20,1,0.05,LNTH;RES;GLNG;EGY;PDS;STNG;MIRM;HP;KOS;NTR;RRC;NBR;RGLD;GOGO;VALU;REI;PCRX;VET;NAT;MUR,LNTH;RES;GLNG;EGY;PDS;STNG;MIRM;HP;KOS;NTR;RRC;NBR;RGLD;VALU;REI;PCRX;VET;NAT;MUR;TNK,GOGO,TNK,-0.07978882828948712,-0.08572978130172296,-0.08575478130172295,2.5e-05
Arm_R001_Any_Decomposition,0,2022-04-26,2022-04-25,2022-05-10,2022-05-09,TRAIN,0,10,20,5,0.25,LNTH;PRCT;HPK;STNG;SAIL;GLNG;PDS;RES;RRC;TH;GOGO;HP;HRMY;ELA;NTR;REI;SLVM;UTI;EGY;TNK,LNTH;STNG;SAIL;GLNG;PDS;RES;RRC;GOGO;HP;HRMY;REI;SLVM;UTI;EGY;TNK;PCVX;MIRM;HRB;RGLD;HCKT,ELA;HPK;NTR;PRCT;TH,HCKT;HRB;MIRM;PCVX;RGLD,-0.0872882425584676,-0.092532725262065,-0.092657725262065,0.000125
Arm_R001_Any_Decomposition,0,2022-05-10,2022-05-09,2022-05-24,2022-05-23,TRAIN,0,10,20,9,0.45,TH;LNTH;STNG;SAIL;REI;MYE;GLNG;ULH;HNRG;LPG;RSVR;VHI;NC;MUSA;HP;TMDX;RRC;HCKT;NVGS;SR,TH;SAIL;MYE;HNRG;RSVR;VHI;NC;MUSA;HCKT;NVGS;SR;PLUS;GO;HURN;VAL;HPK;PDS;GOGO;FMAO;PBF,GLNG;HP;LNTH;LPG;REI;RRC;STNG;TMDX;ULH,FMAO;GO;GOGO;HPK;HURN;PBF;PDS;PLUS;VAL,0.05016441703474204,0.04959049032139902,0.049365490321399016,0.00022500000000000002
Arm_R001_Any_Decomposition,0,2022-05-24,2022-05-23,2022-06-08,2022-06-07,TRAIN,0,10,20,0,0.0,LNTH;STNG;TMDX;VHI;HYMC;TOI;TH;NC;TNK;SAIL;PBF;KOS;PCT;PRCT;GLNG;GO;VAL;MYE;NVGS;HP,LNTH;STNG;TMDX;VHI;HYMC;TOI;TH;NC;TNK;SAIL;PBF;KOS;PCT;PRCT;GLNG;GO;VAL;MYE;NVGS;HP,,,0.05538861181010535,0.05538861181010535,0.05538861181010535,0.0
Arm_R001_Any_Decomposition,0,2022-06-08,2022-06-07,2022-06-23,2022-06-22,TRAIN,0,10,20,0,0.0,VHI;STNG;PBF;NC;MYE;ELA;TNK;ULH;PBT;GDYN;HRB;GNE;PPC;SLVM;KNTK;PJT;PARR;MUSA;GLNG;KRO,VHI;STNG;PBF;NC;MYE;ELA;TNK;ULH;PBT;GDYN;HRB;GNE;PPC;SLVM;KNTK;PJT;PARR;MUSA;GLNG;KRO,,,-0.1421069304942942,-0.1421069304942942,-0.1421069304942942,0.0
Arm_R001_Any_Decomposition,0,2022-06-23,2022-06-22,2022-07-08,2022-07-07,TRAIN,0,10,20,1,0.05,STNG;HNRG;HURN;PBF;GDYN;ELA;UTHR;PPC;HRB;VHI;WEYS;PBT;PARR;MUSA;GNE;ULH;TNK;GO;STKL;SAIL,STNG;HNRG;HURN;PBF;GDYN;ELA;UTHR;PPC;HRB;VHI;WEYS;PARR;MUSA;GNE;ULH;TNK;GO;STKL;SAIL;FCN,PBT,FCN,-0.003172733644682359,0.01149880808268472,0.011473808082684719,2.5e-05
Arm_R001_Any_Decomposition,0,2022-07-08,2022-07-07,2022-07-22,2022-07-21,TRAIN,0,10,20,1,0.05,RGC;ULH;STKL;VHI;STNG;ELA;GNE;HRB;HURN;HNRG;UTHR;PHVS;GO;GFF;FCN;IBEX;POST;MUSA;SAIL;MOD,RGC;ULH;STKL;VHI;ELA;GNE;HRB;HURN;HNRG;UTHR;PHVS;GO;GFF;FCN;IBEX;POST;MUSA;SAIL;MOD;WDFC,STNG,WDFC,0.023244927039393765,0.008195061195218154,0.008170061195218153,2.5e-05
Arm_R001_Any_Decomposition,0,2022-07-22,2022-07-21,2022-08-05,2022-08-04,TRAIN,0,10,20,1,0.05,STNG;SKYT;TH;ELA;ULH;PI;YMM;VMD;STKL;RGC;IMMX;NSSC;TMDX;MOD;ELF;KOD;GNE;RYTM;GFF;GO,STNG;TH;ELA;ULH;PI;YMM;VMD;STKL;RGC;IMMX;NSSC;TMDX;MOD;ELF;KOD;GNE;RYTM;GFF;GO;PLAB,SKYT,PLAB,0.054843183243148574,0.04608129983743308,0.04605629983743308,2.5e-05
Arm_R001_Any_Decomposition,0,2022-08-05,2022-08-04,2022-08-19,2022-08-18,TRAIN,0,10,20,2,0.1,SKYT;PI;KRUS;PKOH;MOD;ULH;ELA;NSSC;TRDA;TH;GERN;FOLD;HRB;ELF;IDYA;PLAB;SMR;RGEN;HIMS;IMMX,SKYT;PI;KRUS;PKOH;MOD;ULH;NSSC;TRDA;TH;FOLD;HRB;ELF;IDYA;PLAB;SMR;RGEN;HIMS;IMMX;SRPT;PGEN,ELA;GERN,PGEN;SRPT,0.010924508705529901,0.021847030746477543,0.02179703074647754,5e-05
Arm_R001_Any_Decomposition,0,2022-08-19,2022-08-18,2022-09-02,2022-09-01,TRAIN,0,10,20,2,0.1,SKYT;KRUS;PAYS;PI;TH;MOD;NUVL;ELF;SNDX;HIMS;TRDA;ENVX;KYMR;RXRX;PCTY;ULH;SRPT;FLNC;NSSC;STAA,SKYT;KRUS;PI;TH;MOD;NUVL;ELF;SNDX;HIMS;TRDA;KYMR;RXRX;PCTY;ULH;SRPT;FLNC;NSSC;STAA;FOLD;KALV,ENVX;PAYS,FOLD;KALV,-0.05869314293894921,-0.05265723836649531,-0.05270723836649531,5e-05
Arm_R001_Any_Decomposition,0,2022-09-02,2022-09-01,2022-09-19,2022-09-16,TRAIN,0,10,20,1,0.05,RYTM;KALV;KRUS;GERN;PI;TMDX;NUVL;PAYS;TRDA;SRPT;KYMR;TH;OCUL;SNDX;PGEN;HIMS;ELF;RLMD;ENTA;NSSC,RYTM;KALV;KRUS;GERN;PI;TMDX;NUVL;PAYS;TRDA;SRPT;KYMR;TH;OCUL;SNDX;PGEN;HIMS;ELF;RLMD;ENTA;VRDN,NSSC,VRDN,-0.0017386087749151162,-0.0025094272891514374,-0.0025344272891514373,2.5e-05
Arm_R001_Any_Decomposition,0,2022-09-19,2022-09-16,2022-10-03,2022-09-30,TRAIN,0,10,20,2,0.1,RYTM;IMRX;GERN;TH;RLMD;PI;TMDX;IMNM;SRPT;PGEN;FLNC;VRDN;PAYS;IBRX;ELF;NSSC;KALV;GENI;GLBE;PEN,IMRX;GERN;TH;RLMD;PI;TMDX;IMNM;PGEN;FLNC;VRDN;PAYS;IBRX;ELF;NSSC;KALV;GENI;GLBE;PEN;ENVX;KRUS,RYTM;SRPT,ENVX;KRUS,-0.09211047451868744,-0.09884387674599829,-0.09889387674599828,5e-05
Arm_R001_Any_Decomposition,0,2022-10-03,2022-09-30,2022-10-17,2022-10-14,TRAIN,0,10,20,2,0.1,IMRX;TH;RLMD;ENVX;WFRD;TNK;HLIT;HROW;VRDN;SRPT;PEN;NSSC;VERA;KALV;LMB;WEAV;PHAR;PAYS;PLMR;RRX,IMRX;TH;RLMD;ENVX;WFRD;TNK;VRDN;SRPT;PEN;NSSC;VERA;KALV;LMB;WEAV;PHAR;PAYS;PLMR;RRX;HUBB;FLNC,HLIT;HROW,FLNC;HUBB,-0.1555421373776939,-0.1621719383235934,-0.16222193832359338,5e-05
Arm_R001_Any_Decomposition,0,2022-10-17,2022-10-14,2022-10-31,2022-10-28,TRAIN,0,10,20,3,0.15,PLMR;WFRD;NTNX;TNK;HROW;RYTM;WEAV;HLIT;GENI;PEN;SPFI;HLX;LPLA;ICFI;LMB;SRPT;LNG;MUR;VERX;FCNCA,PLMR;WFRD;TNK;HROW;RYTM;WEAV;HLIT;GENI;PEN;SPFI;HLX;ICFI;LMB;SRPT;MUR;VERX;FCNCA;PAYO;UNM;RBC,LNG;LPLA;NTNX,PAYO;RBC;UNM,0.08090076691216627,0.09002803182680101,0.089953031826801,7.500000000000001e-05
Arm_R001_Any_Decomposition,0,2022-10-31,2022-10-28,2022-11-14,2022-11-11,TRAIN,0,10,20,2,0.1,NUVL;IMRX;TNGX;WFRD;HROW;TRDA;RBC;UNM;HLIT;VERX;NTNX;SPNT;HLX;IBKR;URGN;LRMR;HQY;HFWA;LMB;ICFI,IMRX;TNGX;WFRD;HROW;TRDA;RBC;UNM;HLIT;VERX;NTNX;SPNT;IBKR;URGN;LRMR;HQY;HFWA;LMB;ICFI;RGA;FCFS,HLX;NUVL,FCFS;RGA,-0.0875734022483399,-0.09183750402760109,-0.09188750402760108,5e-05
Arm_R001_Any_Decomposition,0,2022-11-14,2022-11-11,2022-11-29,2022-11-28,TRAIN,0,10,20,2,0.1,WFRD;HLX;MUR;IDYA;OBT;RBC;NUVL;USLM;RMBS;SANM;NTNX;VAL;EME;PCVX;LOPE;ELF;NWFL;SPFI;HFWA;TNGX,WFRD;HLX;MUR;IDYA;OBT;RBC;NUVL;USLM;RMBS;NTNX;VAL;EME;PCVX;LOPE;ELF;NWFL;HFWA;TNGX;RES;IMO,SANM;SPFI,IMO;RES,-0.017468602887342397,-0.023007975960326187,-0.023057975960326188,5e-05
Arm_R001_Any_Decomposition,0,2022-11-29,2022-11-28,2022-12-13,2022-12-12,TRAIN,0,10,20,1,0.05,IBEX;IDYA;WFRD;RMBS;TNGX;ELF;OBT;NUVL;GLSI;FBNC;RBC;LOPE;USLM;EME;RNR;HNRG;SANM;NWFL;PACB;HFWA,IBEX;IDYA;WFRD;RMBS;TNGX;ELF;OBT;NUVL;FBNC;RBC;LOPE;USLM;EME;RNR;HNRG;SANM;NWFL;PACB;HFWA;HLIT,GLSI,HLIT,-0.017676740792985216,-0.01722107027640527,-0.017246070276405272,2.5e-05
Arm_R001_Any_Decomposition,0,2022-12-13,2022-12-12,2022-12-28,2022-12-27,TRAIN,0,10,20,1,0.05,FDMT;TNGX;ROIV;RMBS;IBEX;PBI;POWL;USLM;SLVM;NWFL;KOP;RYAM;RDVT;TR;TIPT;KNSA;MYE;PLBC;PBYI;IAUX,FDMT;TNGX;ROIV;RMBS;IBEX;POWL;USLM;SLVM;NWFL;KOP;RYAM;RDVT;TR;TIPT;KNSA;MYE;PLBC;PBYI;IAUX;HNRG,PBI,HNRG,-0.04172212180010259,-0.02279130486183083,-0.02281630486183083,2.5e-05
Arm_R001_Any_Decomposition,0,2022-12-28,2022-12-27,2023-01-12,2023-01-11,TRAIN,0,10,20,1,0.05,VKTX;ROIV;IAG;RYAM;HNRG;TNGX;HLX;WFRD;IAUX;MSC;FDMT;POWL;MTRX;EPAC;MUX;MNKD;STRL;RIG;GLSI;GNW,VKTX;ROIV;IAG;RYAM;TNGX;HLX;WFRD;IAUX;MSC;FDMT;POWL;MTRX;EPAC;MUX;MNKD;STRL;RIG;GLSI;GNW;FET,HNRG,FET,0.021600187398992218,0.02393499945115524,0.02390999945115524,2.5e-05
Arm_R001_Any_Decomposition,0,2023-01-12,2023-01-11,2023-01-27,2023-01-26,SW1,1,10,20,2,0.1,MSC;IAG;MTRX;FDMT;ROIV;POWL;NUTX;RIG;PBI;HLX;VRDN;TNGX;TGTX;LTH;WFRD;FOR;MOD;LOGI;PBYI;MUX,MSC;IAG;MTRX;FDMT;ROIV;POWL;NUTX;RIG;PBI;HLX;TNGX;TGTX;WFRD;FOR;MOD;LOGI;PBYI;MUX;MNKD;IE,LTH;VRDN,IE;MNKD,-0.005953264806403508,-0.011156387462497327,-0.011206387462497327,5e-05
Arm_R001_Any_Decomposition,0,2023-01-27,2023-01-26,2023-02-10,2023-02-09,SW1,1,10,20,0,0.0,MSC;PRAX;RIGL;FDMT;VRDN;TGTX;POET;IMMX;IAG;PPTA;GLSI;KALV;VSTM;RIG;MTRX;LTH;HIMS;POWL;IAUX;PBYI,MSC;PRAX;RIGL;FDMT;VRDN;TGTX;POET;IMMX;IAG;PPTA;GLSI;KALV;VSTM;RIG;MTRX;LTH;HIMS;POWL;IAUX;PBYI,,,-0.016531381336479033,-0.016531381336479033,-0.016531381336479033,0.0
Arm_R001_Any_Decomposition,0,2023-02-10,2023-02-09,2023-02-27,2023-02-24,SW1,1,10,20,1,0.05,PRCH;MSC;TGTX;IMMX;LRMR;RIGL;STTK;VKTX;GLSI;FDMT;LAB;RIG;LTH;VRDN;RPD;MNDY;HOV;SPOT;KD;PAR,PRCH;MSC;TGTX;IMMX;LRMR;RIGL;STTK;VKTX;GLSI;FDMT;LAB;RIG;LTH;VRDN;RPD;MNDY;HOV;SPOT;PAR;POWL,KD,POWL,-0.065212340956305,-0.06428064132456615,-0.06430564132456615,2.5e-05
Arm_R001_Any_Decomposition,0,2023-02-27,2023-02-24,2023-03-13,2023-03-10,SW1,1,10,20,1,0.05,MSC;VKTX;MLTX;STTK;MTW;LRMR;OCUL;SKYH;RIGL;TGTX;EOSE;POWL;RIG;WFRD;RBBN;RPD;IDCC;HIMS;SPOT;HROW,MSC;VKTX;MLTX;STTK;LRMR;OCUL;SKYH;RIGL;TGTX;EOSE;POWL;RIG;WFRD;RBBN;RPD;IDCC;HIMS;SPOT;HROW;SOUN,MTW,SOUN,-0.03515146141320731,-0.06332661105218246,-0.06335161105218245,2.5e-05
Arm_R001_Any_Decomposition,0,2023-03-13,2023-03-10,2023-03-27,2023-03-24,SW1,1,10,20,0,0.0,VKTX;MLTX;SKYH;HRTG;MTW;RIG;RBBN;UVE;SPOT;IDCC;ELA;GHM;PPTA;LPTH;OCUL;SLNO;HLF;HY;RIGL;HOV,VKTX;MLTX;SKYH;HRTG;MTW;RIG;RBBN;UVE;SPOT;IDCC;ELA;GHM;PPTA;LPTH;OCUL;SLNO;HLF;HY;RIGL;HOV,,,-0.07080028355686843,-0.07080028355686843,-0.07080028355686843,0.0
Arm_R001_Any_Decomposition,0,2023-03-27,2023-03-24,2023-04-11,2023-04-10,SW1,1,10,20,0,0.0,IMRX;MLTX;RIOT;EOSE;RELY;MTW;SPOT;HY;NVTS;PERI;UVE;LNTH;NSIT;PDFS;OCUL;IDCC;YEXT;LAB;HIVE;OEC,IMRX;MLTX;RIOT;EOSE;RELY;MTW;SPOT;HY;NVTS;PERI;UVE;LNTH;NSIT;PDFS;OCUL;IDCC;YEXT;LAB;HIVE;OEC,,,0.0340832760767731,0.0340832760767731,0.0340832760767731,0.0
Arm_R001_Any_Decomposition,0,2023-04-11,2023-04-10,2023-04-25,2023-04-24,SW1,1,10,20,2,0.1,IMRX;LNTH;SOUN;RIOT;PPTA;EOSE;VERX;SOPH;UVE;HROW;SPOT;SKYH;MG;NVTS;MLTX;MSTR;VKTX;PDFS;GHM;LFST,LNTH;SOUN;RIOT;PPTA;VERX;SOPH;UVE;HROW;SPOT;SKYH;MG;NVTS;MLTX;MSTR;VKTX;PDFS;GHM;LFST;REPX;HY,EOSE;IMRX,HY;REPX,-0.02781250432808171,-0.0004007194135101866,-0.00045071941351018663,5e-05
Arm_R001_Any_Decomposition,0,2023-04-25,2023-04-24,2023-05-09,2023-05-08,SW1,1,10,20,0,0.0,IMRX;VKTX;MLTX;ELF;LNTH;VERX;HY;HROW;MG;UVE;RELY;PLSE;NAMS;SPNT;ENVX;PLPC;LFST;RDNT;HIMS;THC,IMRX;VKTX;MLTX;ELF;LNTH;VERX;HY;HROW;MG;UVE;RELY;PLSE;NAMS;SPNT;ENVX;PLPC;LFST;RDNT;HIMS;THC,,,-0.009151109668191108,-0.009151109668191108,-0.009151109668191108,0.0
Arm_R001_Any_Decomposition,0,2023-05-09,2023-05-08,2023-05-23,2023-05-22,SW1,1,10,20,4,0.2,PLSE;VKTX;MLTX;SLNO;HY;LFST;LNTH;PLPC;TGTX;HRTG;STVN;PPTA;SKYW;IMRX;FOR;RELY;RDNT;MLP;LMAT;VERX,VKTX;MLTX;SLNO;HY;LFST;TGTX;HRTG;STVN;PPTA;SKYW;IMRX;FOR;RELY;RDNT;MLP;VERX;TPH;HROW;MYRG;UWMC,LMAT;LNTH;PLPC;PLSE,HROW;MYRG;TPH;UWMC,0.014786251022296634,0.005084643663374397,0.004984643663374397,0.0001
Arm_R001_Any_Decomposition,0,2023-05-23,2023-05-22,2023-06-07,2023-06-06,SW1,1,10,20,0,0.0,SLNO;PLSE;HRTG;VKTX;HY;PLPC;LNTH;LMB;RELY;SANA;LFST;NVTS;RIOT;PPTA;FOR;FCNCA;NABL;MLP;WEAV;STNE,SLNO;PLSE;HRTG;VKTX;HY;PLPC;LNTH;LMB;RELY;SANA;LFST;NVTS;RIOT;PPTA;FOR;FCNCA;NABL;MLP;WEAV;STNE,,,-0.0158300003567158,-0.0158300003567158,-0.0158300003567158,0.0
Arm_R001_Any_Decomposition,0,2023-06-07,2023-06-06,2023-06-22,2023-06-21,SW1,1,10,20,0,0.0,SLNO;FCNCA;VKTX;LMB;SKYW;LFST;ECX;KRYS;FOR;PLSE;SANA;KOPN;PACB;WEAV;JOBY;HLLY;NU;KBH;ELF;KGC,SLNO;FCNCA;VKTX;LMB;SKYW;LFST;ECX;KRYS;FOR;PLSE;SANA;KOPN;PACB;WEAV;JOBY;HLLY;NU;KBH;ELF;KGC,,,0.0025320274249767977,0.0025320274249767977,0.0025320274249767977,0.0
Arm_R001_Any_Decomposition,0,2023-06-22,2023-06-21,2023-07-07,2023-07-06,SW1,1,10,20,1,0.05,SKYW;SLNO;GHRS;ROOT;KOPN;VERA;FCNCA;PHAT;NU;VKTX;UPST;WEAV;JOBY;VRT;NAUT;IDYA;PKOH;KRYS;KRNT;W,SKYW;SLNO;GHRS;KOPN;VERA;FCNCA;PHAT;NU;VKTX;UPST;WEAV;JOBY;VRT;NAUT;IDYA;PKOH;KRYS;KRNT;W;PLSE,ROOT,PLSE,-0.0008259921743539806,0.0012627740630471638,0.0012377740630471637,2.5e-05
Arm_R001_Any_Decomposition,0,2023-07-07,2023-07-06,2023-07-21,2023-07-20,SW1,1,10,20,3,0.15,WEAV;TMC;VERA;HUT;JOBY;VRT;MLTX;SKYW;RGTI;NU;PHAT;ROOT;UPST;KOPN;STRL;HLLY;PLAB;NUVL;SLNO;KRNT,WEAV;VERA;HUT;VRT;MLTX;SKYW;RGTI;NU;PHAT;ROOT;UPST;KOPN;STRL;PLAB;NUVL;SLNO;KRNT;SANA;FOR;PHVS,HLLY;JOBY;TMC,FOR;PHVS;SANA,0.08490356192908113,0.0831325067314543,0.08305750673145429,7.500000000000001e-05
Arm_R001_Any_Decomposition,0,2023-07-21,2023-07-20,2023-08-04,2023-08-03,SW1,1,10,20,1,0.05,VERA;WEAV;HLLY;VRT;PGY;MLTX;RIVN;RXRX;RKLB;JOBY;HUT;SIRI;REAL;PCT;W;KOPN;ILPT;SKYW;PLAB;MVST,VERA;WEAV;HLLY;VRT;PGY;MLTX;RIVN;RXRX;RKLB;JOBY;HUT;REAL;PCT;W;KOPN;ILPT;SKYW;PLAB;MVST;KRNT,SIRI,KRNT,-0.009448396059106898,0.012791244892584847,0.012766244892584846,2.5e-05
Arm_R001_Any_Decomposition,0,2023-08-04,2023-08-03,2023-08-18,2023-08-17,SW1,1,10,20,5,0.25,WAL;VRT;VERA;W;MOD;WEAV;RIVN;PLAB;REAL;SOFI;FG;MLTX;GENI;ZION;LOB;GDRX;RKLB;VECO;MVST;PHVS,WAL;VERA;WEAV;RIVN;PLAB;REAL;FG;MLTX;GENI;ZION;LOB;RKLB;VECO;MVST;PHVS;RXRX;FOR;KRNT;YELP;RH,GDRX;MOD;SOFI;VRT;W,FOR;KRNT;RH;RXRX;YELP,-0.10867446765208358,-0.11212861561917191,-0.11225361561917191,0.000125
Arm_R001_Any_Decomposition,0,2023-08-18,2023-08-17,2023-09-01,2023-08-31,SW1,1,10,20,3,0.15,HHH;VERA;VRT;GCT;PHVS;ILPT;PGY;MOD;STRL;W;PARR;ODC;VNO;FG;SM;MLTX;KRT;OBT;SAIA;SSII,VERA;VRT;GCT;PHVS;ILPT;PGY;MOD;W;PARR;ODC;VNO;FG;SM;MLTX;OBT;SAIA;SSII;WFRD;MVBF;MMYT,HHH;KRT;STRL,MMYT;MVBF;WFRD,0.04734300878629321,0.03938314192344979,0.039308141923449794,7.500000000000001e-05
Arm_R001_Any_Decomposition,0,2023-09-01,2023-08-31,2023-09-18,2023-09-15,SW1,1,10,20,0,0.0,HHH;PHVS;TOI;VRT;ILPT;GCT;ODC;VNO;STRL;VERA;PARR;KRT;PGY;MOD;ROOT;LMB;SLG;MLTX;SM;HLX,HHH;PHVS;TOI;VRT;ILPT;GCT;ODC;VNO;STRL;VERA;PARR;KRT;PGY;MOD;ROOT;LMB;SLG;MLTX;SM;HLX,,,-0.026955699524229982,-0.026955699524229982,-0.026955699524229982,0.0
