arm,phase,split,n_cycles,mean_cvar5,mean_sharpe_cost_adj,mean_veto_rate,baseline_cvar5,baseline_sharpe
Arm_R001_Any_Decomposition,0,SW1,37,-0.09152694958802017,-0.6577984332832316,0.07567567567567567,-0.089737375604476,-0.44301674901919474
Arm_R001_Any_Decomposition,1,SW1,37,-0.13102524919663971,-1.1167073958674052,0.07837837837837838,-0.11227762024648755,-0.7951308967523945
Arm_R001_Any_Decomposition,2,SW1,37,-0.08716765328543098,1.2340725390856089,0.07432432432432431,-0.0844161918938662,0.4576514311793367
Arm_R001_Any_Decomposition,3,SW1,38,-0.10264505613168858,1.10291570729029,0.06315789473684208,-0.09671307061517066,1.2468893425509655
Arm_R001_Any_Decomposition,4,SW1,38,-0.09628224394971086,1.0332687815852102,0.07631578947368421,-0.09805050629028,0.22012255831486033
Arm_R001_Any_Decomposition,5,SW1,38,-0.12844530971019782,-0.6578686094270848,0.075,-0.12738500570014533,-0.5807032959761123
Arm_R001_Any_Decomposition,6,SW1,38,-0.1198196973627837,-1.394752697386338,0.06973684210526317,-0.11626035348772348,-1.5220306617763417
Arm_R001_Any_Decomposition,7,SW1,37,-0.13273478213459733,-2.17545820313631,0.08108108108108107,-0.14679031646669674,-2.6756560335467907
Arm_R001_Any_Decomposition,8,SW1,37,-0.1462916992048406,-0.712743296166057,0.06891891891891891,-0.1557303282046441,-1.350357482383513
Arm_R001_Any_Decomposition,9,SW1,37,-0.11336161376934623,-1.0837669797203469,0.07837837837837838,-0.12400054587927074,-1.8553845612230144
Arm_R001_Downside,0,SW1,37,-0.089737375604476,-0.3451266252798747,0.006756756756756757,-0.089737375604476,-0.44301674901919474
Arm_R001_Downside,1,SW1,37,-0.11717672479065765,-0.9178919518012075,0.006756756756756757,-0.11227762024648755,-0.7951308967523945
Arm_R001_Downside,2,SW1,37,-0.0844161918938662,0.3985879549185635,0.004054054054054054,-0.0844161918938662,0.4576514311793367
Arm_R001_Downside,3,SW1,38,-0.09671307061517066,1.1910152820677078,0.005263157894736842,-0.09671307061517066,1.2468893425509655
Arm_R001_Downside,4,SW1,38,-0.09805050629028,0.2782456223547139,0.006578947368421052,-0.09805050629028,0.22012255831486033
Arm_R001_Downside,5,SW1,38,-0.12738500570014533,-0.7958022194786893,0.003947368421052633,-0.12738500570014533,-0.5807032959761123
Arm_R001_Downside,6,SW1,38,-0.11626035348772348,-1.658977751865943,0.005263157894736842,-0.11626035348772348,-1.5220306617763417
Arm_R001_Downside,7,SW1,37,-0.14679031646669674,-2.8591865025372076,0.006756756756756757,-0.14679031646669674,-2.6756560335467907
Arm_R001_Downside,8,SW1,37,-0.1557303282046441,-1.4964022126035297,0.004054054054054054,-0.1557303282046441,-1.350357482383513
Arm_R001_Downside,9,SW1,37,-0.12400054587927074,-2.126796237741965,0.006756756756756757,-0.12400054587927074,-1.8553845612230144
Arm_R001_Downside_R037_Severe,0,SW1,37,-0.09613544484102021,0.6742017783079121,0.08378378378378377,-0.089737375604476,-0.44301674901919474
Arm_R001_Downside_R037_Severe,1,SW1,37,-0.11717672479065765,-1.7432877544488132,0.09189189189189188,-0.11227762024648755,-0.7951308967523945
Arm_R001_Downside_R037_Severe,2,SW1,37,-0.09138071964493685,-0.518551627874787,0.0797297297297297,-0.0844161918938662,0.4576514311793367
Arm_R001_Downside_R037_Severe,3,SW1,38,-0.08556812871046904,0.8421112952269754,0.07368421052631578,-0.09671307061517066,1.2468893425509655
Arm_R001_Downside_R037_Severe,4,SW1,38,-0.10122966712854375,0.1572206595076003,0.06710526315789472,-0.09805050629028,0.22012255831486033
Arm_R001_Downside_R037_Severe,5,SW1,38,-0.12520648950131413,-0.6353183620517793,0.07631578947368421,-0.12738500570014533,-0.5807032959761123
Arm_R001_Downside_R037_Severe,6,SW1,38,-0.10894477963046104,-1.775630086037304,0.08289473684210526,-0.11626035348772348,-1.5220306617763417
Arm_R001_Downside_R037_Severe,7,SW1,37,-0.12475180286402976,-2.4495802275828975,0.08243243243243244,-0.14679031646669674,-2.6756560335467907
Arm_R001_Downside_R037_Severe,8,SW1,37,-0.15034208228213353,0.08666792898975266,0.08108108108108107,-0.1557303282046441,-1.350357482383513
Arm_R001_Downside_R037_Severe,9,SW1,37,-0.12400054587927074,-0.1083488710870075,0.08513513513513514,-0.12400054587927074,-1.8553845612230144
Arm_R037_Severe,0,SW1,37,-0.09613544484102021,0.571565573076017,0.07702702702702703,-0.089737375604476,-0.44301674901919474
Arm_R037_Severe,1,SW1,37,-0.11227762024648755,-1.662550726302067,0.08513513513513513,-0.11227762024648755,-0.7951308967523945
Arm_R037_Severe,2,SW1,37,-0.09138071964493685,-0.41634214281216647,0.07567567567567567,-0.0844161918938662,0.4576514311793367
Arm_R037_Severe,3,SW1,38,-0.08556812871046904,0.9099850127114072,0.06842105263157894,-0.09671307061517066,1.2468893425509655
