arm,phase,date,d_prev,d_next_reb,d_prev_next_reb,split,is_holdout,holding_days,top_n,n_veto,veto_rate,n_spc_blocked_pool,tickers_baseline,tickers_arm,tickers_vetados,tickers_substitutos,log_ret_baseline,log_ret_arm,log_ret_arm_cost_adj,cost_arm
Arm_A_1.00_SPC,7,2026-01-27,2026-01-26,2026-02-10,2026-02-09,SW2,1,10,20,6,0.3,170,SOLS;HYMC;GLSI;PACS;FBRX;SNDK;IBRX;HL;GOLD;USAS;RHLD;MOVE;STTK;SLS;HLF;SKE;TGB;SATL;EGO;GLUE,FBRX;SNDK;IBRX;HL;GOLD;USAS;RHLD;STTK;SLS;HLF;SKE;TGB;EGO;GLUE;LQDA;IAUX;PL;RLMD;PAAS;IAG,GLSI;HYMC;MOVE;PACS;SATL;SOLS,IAG;IAUX;LQDA;PAAS;PL;RLMD,-0.03948432140436844,0.0003543477100774849,0.0002043477100774849,0.00015000000000000001
Arm_A_1.00_SPC,7,2026-02-10,2026-02-09,2026-02-25,2026-02-24,SW2,1,10,20,9,0.45,296,HYMC;LIFE;GOLD;GLSI;IBRX;PACS;LITE;FBRX;ICHR;SNDK;SLS;MOVE;IAUX;SKE;STTK;USAS;IMMX;KLIC;SATL;LUNR,LITE;FBRX;SNDK;SLS;IAUX;SKE;STTK;USAS;IMMX;SATL;LUNR;TGB;PRAX;HLF;PL;RGC;VERA;ENLT;VSCO;SRZN,GLSI;GOLD;HYMC;IBRX;ICHR;KLIC;LIFE;MOVE;PACS,ENLT;HLF;PL;PRAX;RGC;SRZN;TGB;VERA;VSCO,0.06822630580282806,0.06728413606262998,0.06705913606262998,0.00022500000000000002
Arm_A_1.00_SPC,7,2026-02-25,2026-02-24,2026-03-11,2026-03-10,SW2,1,10,20,8,0.4,170,IBRX;HYMC;LIFE;ICHR;SNDK;SLS;GOLD;GLSI;LITE;USAS;VICR;STRO;SATL;PL;FET;STTK;SKE;LUNR;POWL;ENLT,LITE;USAS;VICR;STRO;SATL;PL;FET;STTK;SKE;LUNR;POWL;ENLT;PRAX;TGB;SRZN;SKYT;IAUX;THM;NX;VOR,GLSI;GOLD;HYMC;IBRX;ICHR;LIFE;SLS;SNDK,IAUX;NX;PRAX;SKYT;SRZN;TGB;THM;VOR,-0.007703668638558171,-0.008739366490695722,-0.008939366490695723,0.0002
Arm_A_1.00_SPC,8,2018-10-29,2018-10-26,2018-11-12,2018-11-09,TRAIN,0,10,20,1,0.05,0,TLRY;GOGO;KALV;LQDA;MGTX;IIIV;RLGT;LRN;KNSA;IAC;FEIM;IIPR;SSP;EEFT;ICL;NXRT;NVAX;SRRK;KIDS;ZBIO,GOGO;KALV;LQDA;MGTX;IIIV;RLGT;LRN;KNSA;IAC;FEIM;IIPR;SSP;EEFT;ICL;NXRT;NVAX;SRRK;KIDS;ZBIO;RPD,TLRY,RPD,-0.0013854394029313391,-0.0004766978117774368,-0.0005016978117774368,2.5e-05
Arm_A_1.00_SPC,8,2018-11-12,2018-11-09,2018-11-27,2018-11-26,TRAIN,0,10,20,1,0.05,0,TLRY;SRRK;SBH;NAT;MGTX;RGEN;LRN;LOCO;MKC.V;RLGT;GKOS;FEIM;PACB;IDT;GNE;GILT;NWPX;ENSG;ICL;HELE,SRRK;SBH;NAT;MGTX;RGEN;LRN;LOCO;MKC.V;RLGT;GKOS;FEIM;PACB;IDT;GNE;GILT;NWPX;ENSG;ICL;HELE;UVV,TLRY,UVV,-0.0428584190138122,-0.048175326597501934,-0.04820032659750193,2.5e-05
Arm_A_1.00_SPC,8,2018-11-27,2018-11-26,2018-12-12,2018-12-11,TRAIN,0,10,20,0,0.0,0,LRN;PACB;TR;TLRY;IDT;NWPX;MITK;HELE;GOLD;SBH;MKC.V;RLGT;KALV;LOCO;VCEL;VCTR;NAK;FEIM;SAFE;GHC,LRN;PACB;TR;TLRY;IDT;NWPX;MITK;HELE;GOLD;SBH;MKC.V;RLGT;KALV;LOCO;VCEL;VCTR;NAK;FEIM;SAFE;GHC,,,-0.03277507448856885,-0.03277507448856885,-0.03277507448856885,0.0
Arm_A_1.00_SPC,8,2018-12-12,2018-12-11,2018-12-27,2018-12-26,TRAIN,0,10,20,0,0.0,0,GOLD;LRN;RDVT;GNE;NVAX;VNDA;ENSG;GHC;MKC.V;NWPX;MITK;SSRM;VIRT;TR;HE;KALV;YORW;FEIM;NAT;SAFE,GOLD;LRN;RDVT;GNE;NVAX;VNDA;ENSG;GHC;MKC.V;NWPX;MITK;SSRM;VIRT;TR;HE;KALV;YORW;FEIM;NAT;SAFE,,,-0.07550589893010336,-0.07550589893010336,-0.07550589893010336,0.0
Arm_A_1.00_SPC,8,2018-12-27,2018-12-26,2019-01-11,2019-01-10,TRAIN,0,10,20,0,0.0,0,ZBIO;SSRM;MITK;LRN;TR;GOLD;UTI;VIRT;GHC;HYAC;GIG;FNV;MLAB;LOCO;HLF;HE;JCAP;MKC.V;FCPT;NXRT,ZBIO;SSRM;MITK;LRN;TR;GOLD;UTI;VIRT;GHC;HYAC;GIG;FNV;MLAB;LOCO;HLF;HE;JCAP;MKC.V;FCPT;NXRT,,,-0.08929621154481893,-0.08929621154481893,-0.08929621154481893,0.0
Arm_A_1.00_SPC,8,2019-01-11,2019-01-10,2019-01-28,2019-01-25,TRAIN,0,10,20,0,0.0,0,KRYS;UTI;LRN;PACB;SSRM;MITK;VCYT;LQDT;LGIH;MLAB;GNE;LOCO;FN;TFSL;RDVT;VIRT;ZS;PLNT;GHC;MMI,KRYS;UTI;LRN;PACB;SSRM;MITK;VCYT;LQDT;LGIH;MLAB;GNE;LOCO;FN;TFSL;RDVT;VIRT;ZS;PLNT;GHC;MMI,,,0.026039997090427296,0.026039997090427296,0.026039997090427296,0.0
Arm_A_1.00_SPC,8,2019-01-28,2019-01-25,2019-02-11,2019-02-08,TRAIN,0,10,20,0,0.0,0,VCYT;UTI;RDVT;LRN;GNE;GLOB;KURA;IIPR;PACB;LQDT;LPLA;LGIH;PKE;FN;VNDA;MLAB;MLR;LOCO;NTNX;MMI,VCYT;UTI;RDVT;LRN;GNE;GLOB;KURA;IIPR;PACB;LQDT;LPLA;LGIH;PKE;FN;VNDA;MLAB;MLR;LOCO;NTNX;MMI,,,-0.058358231656673906,-0.058358231656673906,-0.058358231656673906,0.0
Arm_A_1.00_SPC,8,2019-02-11,2019-02-08,2019-02-26,2019-02-25,TRAIN,0,10,20,0,0.0,0,SSRM;PNRG;IIPR;LGIH;NVCR;LRN;MLR;LSCC;ICHR;LION;MLAB;KGC;PCTY;MITK;NWPX;UTI;PFGC;GLPI;RGLD;VCYT,SSRM;PNRG;IIPR;LGIH;NVCR;LRN;MLR;LSCC;ICHR;LION;MLAB;KGC;PCTY;MITK;NWPX;UTI;PFGC;GLPI;RGLD;VCYT,,,0.06029671835326531,0.06029671835326531,0.06029671835326531,0.0
Arm_A_1.00_SPC,8,2019-02-26,2019-02-25,2019-03-12,2019-03-11,TRAIN,0,10,20,0,0.0,0,LSCC;NVCR;RPD;VHI;W;PAR;VCYT;PNRG;LION;LNTH;VIAV;LRN;RNG;PDFS;PCTY;SNAP;HUBS;OFLX;GFF;ZS,LSCC;NVCR;RPD;VHI;W;PAR;VCYT;PNRG;LION;LNTH;VIAV;LRN;RNG;PDFS;PCTY;SNAP;HUBS;OFLX;GFF;ZS,,,0.015755690029088287,0.015755690029088287,0.015755690029088287,0.0
Arm_A_1.00_SPC,8,2019-03-12,2019-03-11,2019-03-26,2019-03-25,TRAIN,0,10,20,0,0.0,0,VHI;PNRG;LSCC;TNDM;ROKU;VCYT;GFF;TPB;OFLX;SNAP;RPD;MLI;LRN;ZS;W;PBYI;KOP;YEXT;SSP;PDFS,VHI;PNRG;LSCC;TNDM;ROKU;VCYT;GFF;TPB;OFLX;SNAP;RPD;MLI;LRN;ZS;W;PBYI;KOP;YEXT;SSP;PDFS,,,-0.03127303338521613,-0.03127303338521613,-0.03127303338521613,0.0
Arm_A_1.00_SPC,8,2019-03-26,2019-03-25,2019-04-09,2019-04-08,TRAIN,0,10,20,0,0.0,0,VCYT;PNRG;YETI;STNE;ROKU;SNAP;TNDM;PLUG;GH;ZS;GFF;IIPR;W;TGTX;LSCC;RPD;VCTR;PLSE;RARE;FND,VCYT;PNRG;YETI;STNE;ROKU;SNAP;TNDM;PLUG;GH;ZS;GFF;IIPR;W;TGTX;LSCC;RPD;VCTR;PLSE;RARE;FND,,,-0.00085678226478089,-0.00085678226478089,-0.00085678226478089,0.0
Arm_A_1.00_SPC,8,2019-04-09,2019-04-08,2019-04-24,2019-04-23,TRAIN,0,10,20,0,0.0,0,RIOT;SNAP;GFF;LSCC;VCYT;YETI;NTRA;ROG;RARE;LNTH;PNRG;STNE;IIPR;MXL;PLUG;TGTX;MGTX;NYT;LRN;FND,RIOT;SNAP;GFF;LSCC;VCYT;YETI;NTRA;ROG;RARE;LNTH;PNRG;STNE;IIPR;MXL;PLUG;TGTX;MGTX;NYT;LRN;FND,,,-0.014816617221998715,-0.014816617221998715,-0.014816617221998715,0.0
Arm_A_1.00_SPC,8,2019-04-24,2019-04-23,2019-05-08,2019-05-07,TRAIN,0,10,20,1,0.05,0,RIOT;SNAP;TGTX;GERN;YETI;PLUG;LSCC;FLGT;MXL;MGTX;KRNT;FND;LMB;MRVL;SAFE;OFLX;LPG;ROG;SBGI;MRCY,SNAP;TGTX;GERN;YETI;PLUG;LSCC;FLGT;MXL;MGTX;KRNT;FND;LMB;MRVL;SAFE;OFLX;LPG;ROG;SBGI;MRCY;NXST,RIOT,NXST,-0.03993175728408803,-0.0241939390955274,-0.0242189390955274,2.5e-05
Arm_A_1.00_SPC,8,2019-05-08,2019-05-07,2019-05-22,2019-05-21,TRAIN,0,10,20,0,0.0,0,SBGI;TGTX;LSCC;PLUG;RIOT;PI;STNG;SAFE;STRA;VCTR;YETI;PPC;MTRN;VSAT;TPB;LIND;ROG;LMB;LPG;NC,SBGI;TGTX;LSCC;PLUG;RIOT;PI;STNG;SAFE;STRA;VCTR;YETI;PPC;MTRN;VSAT;TPB;LIND;ROG;LMB;LPG;NC,,,-0.026019330819246254,-0.026019330819246254,-0.026019330819246254,0.0
Arm_A_1.00_SPC,8,2019-05-22,2019-05-21,2019-06-06,2019-06-05,TRAIN,0,10,20,0,0.0,0,LMB;MGTX;RDVT;SBGI;SAFE;LTBR;VCTR;FLY;ROKU;GOGO;PPC;ZS;KNSL;STRA;VRRM;PLNT;LAD;KRYS;NC;STNG,LMB;MGTX;RDVT;SBGI;SAFE;LTBR;VCTR;FLY;ROKU;GOGO;PPC;ZS;KNSL;STRA;VRRM;PLNT;LAD;KRYS;NC;STNG,,,-0.042000047066001724,-0.042000047066001724,-0.042000047066001724,0.0
Arm_A_1.00_SPC,8,2019-06-06,2019-06-05,2019-06-20,2019-06-19,TRAIN,0,10,20,0,0.0,0,RDVT;SAFE;STNG;KOD;NSSC;SAH;HEI;LAD;STRA;KTOS;NTRA;LMB;ELF;VEEV;HEI.A;VCTR;RLI;RNR;PPC;KNSL,RDVT;SAFE;STNG;KOD;NSSC;SAH;HEI;LAD;STRA;KTOS;NTRA;LMB;ELF;VEEV;HEI.A;VCTR;RLI;RNR;PPC;KNSL,,,0.020042925694562896,0.020042925694562896,0.020042925694562896,0.0
Arm_A_1.00_SPC,8,2019-06-20,2019-06-19,2019-07-05,2019-07-03,TRAIN,0,10,20,0,0.0,0,RDVT;SNDX;KOD;NSSC;SAH;HEI;ROKU;LAD;SAFE;LPG;GLOB;RNR;SKY;STRA;KTOS;RLI;HLNE;IIPR;WGO;SMG,RDVT;SNDX;KOD;NSSC;SAH;HEI;ROKU;LAD;SAFE;LPG;GLOB;RNR;SKY;STRA;KTOS;RLI;HLNE;IIPR;WGO;SMG,,,0.003692669968717084,0.003692669968717084,0.003692669968717084,0.0
Arm_A_1.00_SPC,8,2019-07-05,2019-07-03,2019-07-19,2019-07-18,TRAIN,0,10,20,0,0.0,0,KOD;HROW;PI;KTOS;SNDX;RDVT;ELLO;IIPR;MGTX;IDT;RGEN;ZYME;KNSL;HEI;GNE;GLOB;STNG;SAFE;SAH;HLNE,KOD;HROW;PI;KTOS;SNDX;RDVT;ELLO;IIPR;MGTX;IDT;RGEN;ZYME;KNSL;HEI;GNE;GLOB;STNG;SAFE;SAH;HLNE,,,0.0037008382351303216,0.0037008382351303216,0.0037008382351303216,0.0
Arm_A_1.00_SPC,8,2019-07-19,2019-07-18,2019-08-02,2019-08-01,TRAIN,0,10,20,0,0.0,0,PAGS;KOD;ROKU;NVCR;HROW;USAS;KTOS;EGO;RDVT;RGEN;PI;SAM;ZYME;IDT;HEI;SAH;STRA;RGLD;IIPR;PEN,PAGS;KOD;ROKU;NVCR;HROW;USAS;KTOS;EGO;RDVT;RGEN;PI;SAM;ZYME;IDT;HEI;SAH;STRA;RGLD;IIPR;PEN,,,-0.004477136639346215,-0.004477136639346215,-0.004477136639346215,0.0
Arm_A_1.00_SPC,8,2019-08-02,2019-08-01,2019-08-16,2019-08-15,TRAIN,0,10,20,0,0.0,0,EGO;NVCR;RDVT;PAGS;RGLD;HROW;KOD;ZG;USAS;Z;SSRM;RGEN;PERI;KGC;PLMR;HEI;GOLD;PAYS;ROKU;FNV,EGO;NVCR;RDVT;PAGS;RGLD;HROW;KOD;ZG;USAS;Z;SSRM;RGEN;PERI;KGC;PLMR;HEI;GOLD;PAYS;ROKU;FNV,,,-0.02117877934492457,-0.02117877934492457,-0.02117877934492457,0.0
Arm_A_1.00_SPC,8,2019-08-16,2019-08-15,2019-08-30,2019-08-29,TRAIN,0,10,20,0,0.0,0,EGO;NVCR;PERI;USAS;RGLD;PAGS;GOLD;FLGT;PLMR;KGC;PAAS;SSRM;HEI;LSCC;RH;ROKU;SAH;PI;ZYME;RGEN,EGO;NVCR;PERI;USAS;RGLD;PAGS;GOLD;FLGT;PLMR;KGC;PAAS;SSRM;HEI;LSCC;RH;ROKU;SAH;PI;ZYME;RGEN,,,0.05959048316663877,0.05959048316663877,0.05959048316663877,0.0
Arm_A_1.00_SPC,8,2019-08-30,2019-08-29,2019-09-16,2019-09-13,TRAIN,0,10,20,0,0.0,0,EGO;PERI;NVCR;FLGT;USAS;RH;PAGS;RGLD;ELF;ROKU;PAAS;GOLD;ELLO;PFSI;LSCC;SAIA;SAH;VC;PI;PLMR,EGO;PERI;NVCR;FLGT;USAS;RH;PAGS;RGLD;ELF;ROKU;PAAS;GOLD;ELLO;PFSI;LSCC;SAIA;SAH;VC;PI;PLMR,,,-0.038582495662049,-0.038582495662049,-0.038582495662049,0.0
Arm_A_1.00_SPC,8,2019-09-16,2019-09-13,2019-09-30,2019-09-27,TRAIN,0,10,20,0,0.0,0,EGO;RH;FLGT;PERI;SAIA;MTSI;PFSI;GEVO;HOV;UTI;SLDB;SB;VC;GNK;LQDT;LMAT;LSCC;GNW;PLMR;VSEC,EGO;RH;FLGT;PERI;SAIA;MTSI;PFSI;GEVO;HOV;UTI;SLDB;SB;VC;GNK;LQDT;LMAT;LSCC;GNW;PLMR;VSEC,,,-0.03412944668897695,-0.03412944668897695,-0.03412944668897695,0.0
Arm_A_1.00_SPC,8,2019-09-30,2019-09-27,2019-10-14,2019-10-11,TRAIN,0,10,20,0,0.0,0,HOV;GEVO;PLMR;RH;SAIA;SLDB;PFSI;PERI;MTSI;FLGT;VC;MHO;YORW;GOGO;UTI;MTH;OFLX;JHX;TPH;KBH,HOV;GEVO;PLMR;RH;SAIA;SLDB;PFSI;PERI;MTSI;FLGT;VC;MHO;YORW;GOGO;UTI;MTH;OFLX;JHX;TPH;KBH,,,0.006753316861538114,0.006753316861538114,0.006753316861538114,0.0
Arm_A_1.00_SPC,8,2019-10-14,2019-10-11,2019-10-28,2019-10-25,TRAIN,0,10,20,0,0.0,0,HOV;NAT;PLMR;SAIA;RH;PFSI;SLDB;MTSI;FLGT;ENTG;YORW;VC;JHX;NTRA;NVMI;KBH;TNK;UTI;PLAB;LEN.B,HOV;NAT;PLMR;SAIA;RH;PFSI;SLDB;MTSI;FLGT;ENTG;YORW;VC;JHX;NTRA;NVMI;KBH;TNK;UTI;PLAB;LEN.B,,,0.05395790390308643,0.05395790390308643,0.05395790390308643,0.0
Arm_A_1.00_SPC,8,2019-10-28,2019-10-25,2019-11-11,2019-11-08,TRAIN,0,10,20,1,0.05,0,HOV;TNK;NAT;SAIA;SLDB;PLMR;KOD;UTI;KBH;RH;GME;PFSI;NWL;SSD;LEN.B;JHX;LPG;IMKTA;PNRG;NC,TNK;NAT;SAIA;SLDB;PLMR;KOD;UTI;KBH;RH;GME;PFSI;NWL;SSD;LEN.B;JHX;LPG;IMKTA;PNRG;NC;STRL,HOV,STRL,-0.04953911253799782,-0.04501868984398309,-0.04504368984398309,2.5e-05
Arm_A_1.00_SPC,8,2019-11-11,2019-11-08,2019-11-25,2019-11-22,TRAIN,0,10,20,1,0.05,0,HOV;LEU;TPC;TNK;KOD;SLDB;GME;OEC;TILE;NAT;PDFS;LEG;KOP;MKSI;SSD;PBF;ICHR;ZYME;REPL;VC,LEU;TPC;TNK;KOD;SLDB;GME;OEC;TILE;NAT;PDFS;LEG;KOP;MKSI;SSD;PBF;ICHR;ZYME;REPL;VC;JHG,HOV,JHG,-0.08925469677349236,-0.08150905637799441,-0.08153405637799441,2.5e-05
Arm_A_1.00_SPC,8,2019-11-25,2019-11-22,2019-12-10,2019-12-09,TRAIN,0,10,20,1,0.05,0,HOV;TNK;KOD;NAT;ZYME;TILE;SNX;LPG;WGO;THC;LEG;PLUG;ICHR;NSIT;KRG;PLPC;PLXS;LOCO;TKR;TPC,TNK;KOD;NAT;ZYME;TILE;SNX;LPG;WGO;THC;LEG;PLUG;ICHR;NSIT;KRG;PLPC;PLXS;LOCO;TKR;TPC;JHG,HOV,JHG,0.0826839031703693,0.06485222103353001,0.06482722103353002,2.5e-05
Arm_A_1.00_SPC,8,2019-12-10,2019-12-09,2019-12-24,2019-12-23,TRAIN,0,10,20,1,0.05,0,KOD;TNK;NAT;HOV;RCKT;LEU;SAFE;PLMR;ZYME;LPG;KMDA;UTI;RH;THC;NSIT;IIIV;PLPC;RDNT;POWL;ROAD,TNK;NAT;HOV;RCKT;LEU;SAFE;PLMR;ZYME;LPG;KMDA;UTI;RH;THC;NSIT;IIIV;PLPC;RDNT;POWL;ROAD;PCTY,KOD,PCTY,-0.013952090636910223,-0.012591313556669884,-0.012616313556669884,2.5e-05
Arm_A_1.00_SPC,8,2019-12-24,2019-12-23,2020-01-09,2020-01-08,TRAIN,0,10,20,1,0.05,0,KOD;TNK;NAT;LEU;THC;RCKT;TGTX;ZYME;SRPT;HL;VICR;GDEN;LPG;ZG;Z;STM;LE;THO;KRUS;MIRM,TNK;NAT;LEU;THC;RCKT;TGTX;ZYME;SRPT;HL;VICR;GDEN;LPG;ZG;Z;STM;LE;THO;KRUS;MIRM;PENN,KOD,PENN,-0.010775890892057641,-0.009452492565731694,-0.009477492565731695,2.5e-05
Arm_A_1.00_SPC,8,2020-01-09,2020-01-08,2020-01-24,2020-01-23,TRAIN,0,10,20,2,0.1,0,FCEL;KOD;TGTX;RCKT;KNSA;ZYME;THC;REI;NBR;ELLO;PERI;VICR;STKL;LITE;HL;KRUS;ZG;Z;MTW;SNDX,TGTX;RCKT;KNSA;ZYME;THC;REI;NBR;ELLO;PERI;VICR;STKL;LITE;HL;KRUS;ZG;Z;MTW;SNDX;PENN;GDEN,FCEL;KOD,GDEN;PENN,-0.0503912257070344,-0.03835942264552171,-0.03840942264552171,5e-05
Arm_A_1.00_SPC,8,2020-01-24,2020-01-23,2020-02-07,2020-02-06,TRAIN,0,10,20,2,0.1,0,FCEL;KOD;TGTX;KNSA;SLNO;VICR;ELLO;IIIV;PERI;MIRM;HL;PCTY;STM;THC;SNAP;ZG;RCKT;KALV;Z;STAA,TGTX;KNSA;SLNO;VICR;ELLO;IIIV;PERI;MIRM;HL;PCTY;STM;THC;SNAP;ZG;RCKT;KALV;Z;STAA;STKL;LITE,FCEL;KOD,LITE;STKL,-0.02061446238930026,-0.015166507900943444,-0.015216507900943444,5e-05
Arm_A_1.00_SPC,8,2020-02-07,2020-02-06,2020-02-24,2020-02-21,TRAIN,0,10,20,2,0.1,0,KOD;KNSA;TGTX;FCEL;IIIV;SLNO;ELLO;PENN;SAFE;ZG;VSTM;VALU;Z;VICR;RARE;MMSI;STN;MIRM;PERI;RDVT,KNSA;TGTX;IIIV;SLNO;ELLO;PENN;SAFE;ZG;VSTM;VALU;Z;VICR;RARE;MMSI;STN;MIRM;PERI;RDVT;PBYI;KIDS,FCEL;KOD,KIDS;PBYI,0.053308101313641845,0.04244127837642306,0.04239127837642306,5e-05
Arm_A_1.00_SPC,8,2020-02-24,2020-02-21,2020-03-09,2020-03-06,TRAIN,0,10,20,1,0.05,0,LPTH;VSTM;KNSA;RCUS;FCEL;OCUL;TGTX;ZG;PENN;Z;UNIT;LAC;RUN;SAFE;SLNO;PERI;ELLO;MMSI;GDOT;MIRM,LPTH;VSTM;KNSA;RCUS;OCUL;TGTX;ZG;PENN;Z;UNIT;LAC;RUN;SAFE;SLNO;PERI;ELLO;MMSI;GDOT;MIRM;RDVT,FCEL,RDVT,-0.09947588906970721,-0.09397092948292252,-0.09399592948292251,2.5e-05
Arm_A_1.00_SPC,8,2020-03-09,2020-03-06,2020-03-23,2020-03-20,TRAIN,0,10,20,3,0.15,0,RCUS;VSTM;VIR;KNSA;FCEL;SRRK;SLNO;LPTH;SAFE;NVAX;ZM;RUN;VIRT;RNG;KNSL;OCUL;TGTX;MMSI;FG;UNIT,RCUS;VSTM;KNSA;SRRK;SLNO;LPTH;SAFE;ZM;RUN;VIRT;RNG;KNSL;OCUL;TGTX;MMSI;FG;UNIT;LMB;FNV;IIPR,FCEL;NVAX;VIR,FNV;IIPR;LMB,-0.3499435718902335,-0.3506487190576809,-0.3507237190576809,7.500000000000001e-05
Arm_A_1.00_SPC,8,2020-03-23,2020-03-20,2020-04-06,2020-04-03,TRAIN,0,10,20,1,0.05,0,ZM;VIR;ELA;SMMT;VIRT;KFS;GIX;EE;NVAX;HYAC;SAFE;LMB;TR;SRRK;HLI;FCN;WDFC;FLO;LPTH;RGR,ZM;ELA;SMMT;VIRT;KFS;GIX;EE;NVAX;HYAC;SAFE;LMB;TR;SRRK;HLI;FCN;WDFC;FLO;LPTH;RGR;ZS,VIR,ZS,0.002138604337642955,0.026275322079223035,0.026250322079223034,2.5e-05
Arm_A_1.00_SPC,8,2020-04-06,2020-04-03,2020-04-21,2020-04-20,TRAIN,0,10,20,1,0.05,0,ZM;NVAX;VIRT;ELA;SMMT;GIX;EE;HLI;TR;HYAC;ZS;VSTM;VIR;RCUS;RGR;GO;KFS;RNG;ICUI;FIVN,ZM;VIRT;ELA;SMMT;GIX;EE;HLI;TR;HYAC;ZS;VSTM;VIR;RCUS;RGR;GO;KFS;RNG;ICUI;FIVN;KNSA,NVAX,KNSA,0.15258734469857202,0.13445264054575862,0.13442764054575862,2.5e-05
Arm_A_1.00_SPC,8,2020-04-21,2020-04-20,2020-05-05,2020-05-04,TRAIN,0,10,20,1,0.05,0,SMMT;RCUS;ZM;LPTH;VIRT;ELA;VSTM;NVAX;GOLD;SRRK;FIVN;GIX;VEEV;EE;HYAC;PLMR;UTHR;TR;ICUI;RGR,SMMT;ZM;LPTH;VIRT;ELA;VSTM;NVAX;GOLD;SRRK;FIVN;GIX;VEEV;EE;HYAC;PLMR;UTHR;TR;ICUI;RGR;FNV,RCUS,FNV,-0.04694611332058923,-0.034442567182709695,-0.03446756718270969,2.5e-05
Arm_A_1.00_SPC,8,2020-05-05,2020-05-04,2020-05-19,2020-05-18,TRAIN,0,10,20,0,0.0,0,LPTH;RCUS;NVAX;ELA;RRC;SMMT;ZM;VIRT;GOLD;LBTYB;NAT;FIVN;FNV;LRN;VEEV;SAM;EE;REYN;NAK;EBS,LPTH;RCUS;NVAX;ELA;RRC;SMMT;ZM;VIRT;GOLD;LBTYB;NAT;FIVN;FNV;LRN;VEEV;SAM;EE;REYN;NAK;EBS,,,0.06566997566680827,0.06566997566680827,0.06566997566680827,0.0
Arm_A_1.00_SPC,8,2020-05-19,2020-05-18,2020-06-03,2020-06-02,TRAIN,0,10,20,1,0.05,0,NVAX;SMMT;UNFI;KOPN;RCUS;ZM;GERN;RRC;SNDX;VIR;VIRT;LOGI;FIVN;NAK;GOLD;FNV;REYN;GIX;GO;EBS,SMMT;UNFI;KOPN;RCUS;ZM;GERN;RRC;SNDX;VIR;VIRT;LOGI;FIVN;NAK;GOLD;FNV;REYN;GIX;GO;EBS;W,NVAX,W,0.009291692930177904,0.026363024422399038,0.026338024422399037,2.5e-05
Arm_A_1.00_SPC,8,2020-06-03,2020-06-02,2020-06-17,2020-06-16,TRAIN,0,10,20,4,0.2,0,NVAX;UNFI;KOPN;THM;W;RRC;SMMT;ZS;NAK;LQDA;VMD;ZM;RIOT;VEEV;STKL;RGR;MRVL;LOGI;FIVN;SAM,THM;RRC;SMMT;ZS;NAK;LQDA;VMD;ZM;RIOT;VEEV;STKL;RGR;MRVL;LOGI;FIVN;SAM;LPTH;RGEN;SLS;RCUS,KOPN;NVAX;UNFI;W,LPTH;RCUS;RGEN;SLS,0.014063013089921509,-0.0019474729048743159,-0.002047472904874316,0.0001
Arm_A_1.00_SPC,8,2020-06-17,2020-06-16,2020-07-01,2020-06-30,TRAIN,0,10,20,20,1.0,0,MTDR;W;PENN;KOPN;RPRX;NAK;NVAX;IDYA;KOS;HOV;WGO;MHO;THO;VMD;LPTH;MUR;FLR;RRR;HESM;STKL,VRT;SPSC;GLPI;SNAP;WCC;KURA;ZG;HZO;NTRA;LINC;PFSI;GOOD;MXL;LGIH;PLNT;MTRN;TGTX;VAC;PEB;PAGS,FLR;HESM;HOV;IDYA;KOPN;KOS;LPTH;MHO;MTDR;MUR;NAK;NVAX;PENN;RPRX;RRR;STKL;THO;VMD;W;WGO,GLPI;GOOD;HZO;KURA;LGIH;LINC;MTRN;MXL;NTRA;PAGS;PEB;PFSI;PLNT;SNAP;SPSC;TGTX;VAC;VRT;WCC;ZG,-0.04179432263632196,-0.02568225258621995,-0.02618225258621995,0.0005
Arm_A_1.00_SPC,8,2020-07-01,2020-06-30,2020-07-16,2020-07-15,TRAIN,0,10,20,16,0.8,0,NVAX;RPRX;THM;W;NAK;MTDR;KOPN;LPTH;WES;IDYA;STKL;RH;THO;HOV;PENN;REZI;PAR;WGO;YETI;HZO,PAR;WGO;YETI;HZO;UPWK;PFSI;PLUG;MTH;ELA;SAH;SPOT;MHO;RRC;KRNT;PATK;LASR;REPL;GDOT;IAC;VSEC,HOV;IDYA;KOPN;LPTH;MTDR;NAK;NVAX;PENN;REZI;RH;RPRX;STKL;THM;THO;W;WES,ELA;GDOT;IAC;KRNT;LASR;MHO;MTH;PATK;PFSI;PLUG;REPL;RRC;SAH;SPOT;UPWK;VSEC,0.04564316879634879,-0.028764592720900733,-0.029164592720900735,0.0004
Arm_A_1.00_SPC,8,2020-07-16,2020-07-15,2020-07-30,2020-07-29,TRAIN,0,10,20,8,0.4,0,NVAX;RPRX;KOPN;THM;RUN;SAH;REZI;IDYA;SITM;W;NAK;LGIH;MTDR;RH;HZO;PATK;THO;PENN;STKL;MTH,REZI;SITM;W;NAK;LGIH;RH;HZO;PATK;THO;PENN;STKL;MTH;GDOT;PAR;IBP;LINC;SAIL;LAD;ELF;RYAM,IDYA;KOPN;MTDR;NVAX;RPRX;RUN;SAH;THM,ELF;GDOT;IBP;LAD;LINC;PAR;RYAM;SAIL,0.08353926448997476,0.11090325022266692,0.11070325022266692,0.0002
