date,variant,equity,cash_free,cash_pending,n_tickers,max_concentration,cost_total_cum,ret_cash,regime_defensive_used,rebalance_cadence,is_rebalance_day,inter_rebalance_age,equity_base100
2024-07-17,ARM_V0,100615.1927436752,100615.1927436752,0.0,0,0.0,0.0,0.00021150793650793651,0,10,0,-1,100.59391633200656
2024-07-18,ARM_V0,100636.47365547376,100636.47365547376,0.0,0,0.0,0.0,0.00021150793650793651,0,10,0,-1,100.61519274367518
2024-07-19,ARM_V0,100657.75906835406,100657.75906835406,0.0,0,0.0,0.0,0.00021150793650793651,0,10,1,-1,100.63647365547375
2024-07-22,ARM_V0,100679.04898326812,100679.04898326812,0.0,0,0.0,0.0,0.00021150793650793651,0,10,0,-1,100.65775906835405
2024-07-23,ARM_V0,100700.34340116815,100700.34340116815,0.0,0,0.0,0.0,0.00021150793650793651,0,10,0,-1,100.67904898326812
2024-07-24,ARM_V0,100721.64232300657,100721.64232300657,0.0,0,0.0,0.0,0.00021150793650793651,0,10,0,-1,100.70034340116814
2024-07-25,ARM_V0,100742.945749736,100742.945749736,0.0,0,0.0,0.0,0.00021150793650793651,0,10,0,-1,100.72164232300655
2024-07-26,ARM_V0,100764.25368230925,100764.25368230925,0.0,0,0.0,0.0,0.00021150793650793651,0,10,0,-1,100.742945749736
2024-07-29,ARM_V0,100785.56612167935,100785.56612167935,0.0,0,0.0,0.0,0.00021150793650793651,0,10,0,-1,100.76425368230923
2024-07-30,ARM_V0,100806.88306879954,100806.88306879954,0.0,0,0.0,0.0,0.00021150793650793651,0,10,0,-1,100.78556612167935
2024-07-31,ARM_V0,100828.20452462322,100828.20452462322,0.0,0,0.0,0.0,0.00021150793650793651,0,10,0,-1,100.80688306879952
2024-08-01,ARM_V0,100849.53049010402,100849.53049010402,0.0,0,0.0,0.0,0.00021150793650793651,0,10,0,-1,100.82820452462322
2024-08-02,ARM_V0,100870.86096619577,100870.86096619577,0.0,0,0.0,0.0,0.00021150793650793651,0,10,1,-1,100.84953049010402
2024-08-05,ARM_V0,100892.19595385251,100892.19595385251,0.0,0,0.0,0.0,0.00021150793650793651,0,10,0,-1,100.87086096619578
2024-08-06,ARM_V0,100913.53545402846,100913.53545402846,0.0,0,0.0,0.0,0.00021150793650793651,0,10,0,-1,100.89219595385251
2024-08-07,ARM_V0,100934.87946767807,100934.87946767807,0.0,0,0.0,0.0,0.00021150793650793651,0,10,0,-1,100.91353545402846
2024-08-08,ARM_V0,100956.22799575595,100956.22799575595,0.0,0,0.0,0.0,0.00021150793650793651,0,10,0,-1,100.93487946767806
2024-08-09,ARM_V0,100977.58103921695,100977.58103921695,0.0,0,0.0,0.0,0.00021150793650793651,0,10,0,-1,100.95622799575594
2024-08-12,ARM_V0,100998.93859901612,100998.93859901612,0.0,0,0.0,0.0,0.00021150793650793651,0,10,0,-1,100.97758103921694
2024-08-13,ARM_V0,101020.30067610869,101020.30067610869,0.0,0,0.0,0.0,0.00021150793650793651,0,10,0,-1,100.99893859901611
2024-08-14,ARM_V0,101041.6672714501,101041.6672714501,0.0,0,0.0,0.0,0.00021150793650793651,0,10,0,-1,101.02030067610868
2024-08-15,ARM_V0,101063.03838599601,101063.03838599601,0.0,0,0.0,0.0,0.00021150793650793651,0,10,0,-1,101.0416672714501
2024-08-16,ARM_V0,101084.41402070226,101084.41402070226,0.0,0,0.0,0.0,0.00021150793650793651,0,10,1,-1,101.06303838599602
2024-08-19,ARM_V0,101105.79417652488,101105.79417652488,0.0,0,0.0,0.0,0.00021150793650793651,0,10,0,-1,101.08441402070225
2024-08-20,ARM_V0,101127.17885442016,101127.17885442016,0.0,0,0.0,0.0,0.00021150793650793651,0,10,0,-1,101.10579417652488
2024-08-21,ARM_V0,101148.56805534453,101148.56805534453,0.0,0,0.0,0.0,0.00021150793650793651,0,10,0,-1,101.12717885442015
2024-08-22,ARM_V0,101169.96178025464,101169.96178025464,0.0,0,0.0,0.0,0.00021150793650793651,0,10,0,-1,101.14856805534451
2024-08-23,ARM_V0,101191.36003010737,101191.36003010737,0.0,0,0.0,0.0,0.00021150793650793651,0,10,0,-1,101.16996178025464
2024-08-26,ARM_V0,101212.76280585978,101212.76280585978,0.0,0,0.0,0.0,0.00021150793650793651,0,10,0,-1,101.19136003010738
2024-08-27,ARM_V0,101234.17010846912,101234.17010846912,0.0,0,0.0,0.0,0.00021150793650793651,0,10,0,-1,101.21276280585978
2024-08-28,ARM_V0,101255.58193889285,101255.58193889285,0.0,0,0.0,0.0,0.00021150793650793651,0,10,0,-1,101.23417010846912
2024-08-29,ARM_V0,101276.99829808866,101276.99829808866,0.0,0,0.0,0.0,0.00021150793650793651,0,10,0,-1,101.25558193889283
2024-08-30,ARM_V0,101298.4191870144,101298.4191870144,0.0,0,0.0,0.0,0.00021150793650793651,0,10,1,-1,101.27699829808864
2024-09-03,ARM_V0,101319.84460662816,101319.84460662816,0.0,0,0.0,0.0,0.00021150793650793651,0,10,0,-1,101.29841918701439
2024-09-04,ARM_V0,101341.27455788822,101341.27455788822,0.0,0,0.0,0.0,0.00021150793650793651,0,10,0,-1,101.31984460662815
2024-09-05,ARM_V0,101362.70904175304,101362.70904175304,0.0,0,0.0,0.0,0.00021150793650793651,0,10,0,-1,101.34127455788821
2024-09-06,ARM_V0,101384.14805918132,101384.14805918132,0.0,0,0.0,0.0,0.00021150793650793651,0,10,0,-1,101.36270904175304
2024-09-09,ARM_V0,101405.59161113192,101405.59161113192,0.0,0,0.0,0.0,0.00021150793650793651,0,10,0,-1,101.3841480591813
2024-09-10,ARM_V0,101427.03969856395,101427.03969856395,0.0,0,0.0,0.0,0.00021150793650793651,0,10,0,-1,101.40559161113191
2024-09-11,ARM_V0,101448.49232243671,101448.49232243671,0.0,0,0.0,0.0,0.00021150793650793651,0,10,0,-1,101.42703969856395
2024-09-12,ARM_V0,101469.94948370967,101469.94948370967,0.0,0,0.0,0.0,0.00021150793650793651,0,10,0,-1,101.4484923224367
2024-09-13,ARM_V0,101491.41118334254,101491.41118334254,0.0,0,0.0,0.0,0.00021150793650793651,0,10,0,-1,101.46994948370967
2024-09-16,ARM_V0,101466.13610029696,198.17610029694205,0.0,20,0.050011168208711834,25.316989999999997,0.00021150793650793651,0,10,1,0,101.44467974541429
2024-09-17,ARM_V0,101436.22693170402,0.7869317040465369,0.0,20,0.05836149646995305,25.366324999999996,0.00021150793650793651,1,10,0,1,101.41477690151018
2024-09-18,ARM_V0,101178.48709814636,0.7870981463474325,0.0,20,0.05451257632118762,25.366324999999996,0.00021150793650793651,1,10,0,2,101.15709157044515
2024-09-19,ARM_V0,101570.54708650683,0.7872490068254824,1240.3398375000002,20,0.0540944216370171,25.676487499999997,0.00019166666666666667,1,10,0,3,101.54906865254183
2024-09-20,ARM_V0,101607.71695158345,0.15695158344791815,0.0,23,0.053168993085183275,25.986652499999998,0.00019166666666666667,1,10,0,4,101.58623065755945
2024-09-23,ARM_V0,100940.29564416582,0.15698166583474565,1285.0286625,22,0.05849081342908912,26.307989999999997,0.00019166666666666667,1,10,0,5,100.91895048519415
2024-09-24,ARM_V0,100936.6550793352,1.4750793351960343,0.0,24,0.05776979626892551,26.628837499999996,0.00019166666666666667,1,10,0,6,100.91531069020905
2024-09-25,ARM_V0,100050.16761205872,1.47536205873528,4069.98225,24,0.0592758627151486,27.646587499999995,0.00019166666666666667,1,10,0,7,100.02901068241835
2024-09-26,ARM_V0,100350.80028475646,0.6402847564632378,0.0,25,0.05957819950647849,28.664037499999996,0.00019166666666666667,1,10,0,8,100.32957978236598
2024-09-27,ARM_V0,102467.25040747774,0.6404074777082265,0.0,25,0.06566624919906082,28.664037499999996,0.00019166666666666667,0,10,0,9,102.44558235374974
2024-09-30,ARM_V0,102591.17151272247,0.6405302224747872,42625.410982500005,18,0.060035282853127404,39.32305499999999,0.00019166666666666667,0,10,1,0,102.56947725423973
2024-10-01,ARM_V0,100461.83805098331,0.8780509833334033,0.0,25,0.05815730742488454,49.97668499999998,0.00019166666666666667,0,10,0,1,100.44059406819031
2024-10-02,ARM_V0,101810.20821927644,0.8782192764385421,0.0,25,0.06037145103133434,49.97668499999998,0.00019166666666666667,1,10,0,2,101.78867910579889
2024-10-03,ARM_V0,101080.16838760182,0.8783876017998594,0.0,25,0.05792679309305728,49.97668499999998,0.00019166666666666667,1,10,0,3,101.05879365069077
2024-10-04,ARM_V0,103583.41855595942,0.8785559594235377,0.0,25,0.05988796359958621,49.97668499999998,0.00019166666666666667,1,10,0,4,103.56151447373144
2024-10-07,ARM_V0,100689.9187243493,0.8787243493157605,0.0,25,0.06085455304393084,49.97668499999998,0.00019166666666666667,1,10,0,5,100.6686265108849
2024-10-08,ARM_V0,100732.17544277149,0.8788927714827126,3252.98655,24,0.059132347473067885,50.790134999999985,0.00019166666666666667,1,10,0,6,100.71087429356574
2024-10-09,ARM_V0,100281.41496790841,6.314967908388615,0.0,25,0.06533832816476325,51.60181999999998,0.00019166666666666667,1,10,0,7,100.26020913795979
2024-10-10,ARM_V0,99574.83617827724,6.316178277237722,0.0,25,0.06379784535749872,51.60181999999998,0.00019166666666666667,1,10,0,8,99.55377976374784
2024-10-11,ARM_V0,102808.3073888781,6.317388878074192,0.0,25,0.0666440307599229,51.60181999999998,0.00019166666666666667,1,10,0,9,102.78656721414589
2024-10-14,ARM_V0,102795.20517658629,0.23591408627582286,46551.3092625,17,0.06007089522699337,63.24407749999998,0.00019166666666666667,0,10,1,0,102.77346777248995
2024-10-15,ARM_V0,104493.94220450864,4.542204508648259,0.0,26,0.061388439029752884,74.87791999999997,0.00019166666666666667,0,10,0,1,104.47184558002682
2024-10-16,ARM_V0,107663.85107854794,0.021078547929083574,0.0,28,0.0649591290850036,74.87904999999998,0.00019166666666666667,0,10,0,2,107.64108413495907
2024-10-17,ARM_V0,107307.15108258798,0.021082587984103313,0.0,28,0.07616081423790695,74.87904999999998,0.00019166666666666667,1,10,0,3,107.28445956792541
2024-10-18,ARM_V0,109498.70108662882,0.021086628813466932,0.0,28,0.08815556626889288,74.87904999999998,0.00019166666666666667,1,10,0,4,109.4755461397667
2024-10-21,ARM_V0,109708.03109067041,0.021090670417322845,0.0,28,0.09248511616815305,74.87904999999998,0.00019166666666666667,1,10,0,5,109.68483187821363
2024-10-22,ARM_V0,109572.4431947128,0.0210947127958195,0.0,28,0.08471874614956039,74.87904999999998,0.00019166666666666667,1,10,0,6,109.54927265410778
2024-10-23,ARM_V0,107134.62609875592,0.021098755949105364,0.0,28,0.08376787530604182,74.87904999999998,0.00019166666666666667,1,10,0,7,107.11197106678027
2024-10-24,ARM_V0,107742.13840279987,0.02110279987732894,0.0,28,0.08143499033960137,74.87904999999998,0.00019166666666666667,1,10,0,8,107.7193549043221
2024-10-25,ARM_V0,108106.28313434459,0.02110684458063876,4861.0744275,27,0.0844413454549701,76.09462249999997,0.00019166666666666667,1,10,0,9,108.08342263265283
2024-10-28,ARM_V0,109181.18841112423,0.10060862420524609,47500.911802500006,18,0.06002242781351056,89.18776499999998,0.00019166666666666667,1,10,1,0,109.15810060651181
2024-10-29,ARM_V0,111686.33457421421,10.074574214229617,0.0,25,0.07297168477298772,101.0575325,0.00019166666666666667,1,10,0,1,111.66271702335173
2024-10-30,ARM_V0,109569.86002492797,3.1934661779540114,5600.3645587500005,25,0.07365529168481116,102.45969375,0.00019166666666666667,1,10,0,2,109.54669003056831
2024-10-31,ARM_V0,107862.71894916624,1.1179791662325622,3058.15527,27,0.057734498635574553,104.62468375,0.00019166666666666667,1,10,0,3,107.83990995233901
2024-11-01,ARM_V0,108135.60103047159,3.1900304715729932,0.0,29,0.06146393913441232,105.38851375,0.00019166666666666667,1,10,0,4,108.11273432912341
2024-11-04,ARM_V0,104078.5351031441,3.1906418940800445,2421.5494612499997,29,0.0629092251683912,105.9940525,0.00019166666666666667,1,10,0,5,104.05652632198155
2024-11-05,ARM_V0,107574.21781045591,0.6643629559116759,10663.5434475,30,0.06389467792469436,109.26647249999999,0.00019166666666666667,1,10,0,6,107.55146982100567
2024-11-06,ARM_V0,111844.21498344818,5.7949834482280025,0.0,33,0.06790784844011824,111.93041,0.00019166666666666667,1,10,0,7,111.8205640466875
2024-11-07,ARM_V0,113671.06117051773,1.2240755177430789,4266.153195,33,0.06891569339929582,112.9983575,0.00019166666666666667,0,10,0,8,113.6470239229975
2024-11-08,ARM_V0,118683.2223296334,3.7923296333598886,0.0,35,0.07507379581633847,114.06398750000001,0.00018174603174603174,0,10,0,9,118.65812519442362
2024-11-11,ARM_V0,117793.14881752737,0.6116457773527767,49342.974171750015,22,0.060514215568192246,126.40361074999998,0.00018174603174603174,1,10,1,0,117.76823990011991
2024-11-12,ARM_V0,120016.18059973489,29102.228674734873,7143.313725,22,0.0788653659256751,133.25028199999997,0.00018174603174603174,1,10,0,1,119.99080159289004
2024-11-13,ARM_V0,121113.02468327293,0.4734832729389972,0.0,28,0.07447233708833055,142.3092845,0.00018174603174603174,1,10,0,2,121.08741373425691
2024-11-14,ARM_V0,117459.36883932666,0.47356932664495194,9352.581269999999,28,0.07079418255154034,144.6480145,0.00018174603174603174,1,10,0,3,117.43453050410496
2024-11-15,ARM_V0,117228.889077408,1.4477849079905714,8564.688292499999,31,0.06392878119873165,149.1270395,0.00018174603174603174,1,10,0,4,117.20409948017667
2024-11-18,ARM_V0,119098.17919466604,1.0855471660288245,9738.174847499999,35,0.07107900437472964,153.7029195,0.00018174603174603174,1,10,0,5,119.07299431134541
2024-11-19,ARM_V0,120730.5148088849,3.297611384905334,5848.9473975,37,0.07845473047964623,157.59890450000003,0.00018174603174603174,1,10,0,6,120.70498474663492
2024-11-20,ARM_V0,121734.80787131644,1.292871316439181,0.0,39,0.08563089047644687,159.06127700000005,0.00018174603174603174,0,10,0,7,121.70906543803133
2024-11-21,ARM_V0,124771.92270629067,1.293106290670502,0.0,39,0.0700490928602108,159.06127700000005,0.00018174603174603174,0,10,0,8,124.74553803495232
2024-11-22,ARM_V0,128966.51154130754,1.2933413076074571,0.0,39,0.07196720985220424,159.06127700000005,0.00018174603174603174,0,10,0,9,128.939239868748
2024-11-25,ARM_V0,127647.11674956727,1.2935763672578078,42885.38317320001,23,0.060300304433050136,169.7853038,0.00018174603174603174,0,10,1,0,127.62012408046613
2024-11-26,ARM_V0,125924.82301715501,15072.243017155019,0.0,24,0.06251745931719524,176.73785880000005,0.00018174603174603174,1,10,0,1,125.8981945498157
2024-11-27,ARM_V0,129295.28636274414,1.0763627441285835,0.0,27,0.06271110284138212,180.50470880000006,0.00018174603174603174,1,10,0,2,129.26794516640535
2024-11-29,ARM_V0,132154.9715583688,1.076558368786048,0.0,27,0.06427158887661329,180.50470880000006,0.00018174603174603174,1,10,0,3,132.12702564381794
2024-12-02,ARM_V0,128447.231754029,1.0767540289975177,0.0,27,0.06460061370485491,180.50470880000006,0.00018174603174603174,1,10,0,4,128.42006989004034
2024-12-03,ARM_V0,126397.3637347248,1.0769497247694544,5751.421785,25,0.06910816604001871,181.94292380000005,0.00018174603174603174,1,10,0,5,126.37063534240833
2024-12-04,ARM_V0,129239.58900920131,0.6712592012974227,8.99775,26,0.07193476914676744,183.38277130000006,0.00018174603174603174,1,10,0,6,129.21225959080374
2024-12-05,ARM_V0,127277.92690219122,1.0070271912355946,20.494875,26,0.06220245876634954,183.39006130000004,0.00018174603174603174,1,10,0,7,127.25101230316042
2024-12-06,ARM_V0,133635.81656973923,0.096569739213207,0.0,28,0.0644916925808015,183.39541130000006,0.00018174603174603174,1,10,0,8,133.60755751094823
2024-12-09,ARM_V0,135144.5665872904,0.09658729038009574,0.0,28,0.08413390406380798,183.39541130000006,0.00018174603174603174,1,10,0,9,135.11598848337704
2024-12-10,ARM_V0,136382.22074484473,0.09660484473683942,63327.604139999996,15,0.06005357557069691,199.23127130000006,0.00018174603174603174,1,10,1,0,136.3533809226099
2024-12-11,ARM_V0,139257.41978375198,12597.179783751973,0.0,22,0.06682717527332652,211.9113038,0.00018174603174603174,1,10,0,1,139.22797196269795
2024-12-12,ARM_V0,134949.72789464248,0.8716521425042034,6853.3162425,24,0.06433136350432506,216.7733513,0.00018174603174603174,1,10,0,2,134.92119099194457
2024-12-13,ARM_V0,142668.24769547256,1.4353954725297844,4509.6723,27,0.07016782053262494,219.6138113,0.00018174603174603174,1,10,0,3,142.63807860979833
2024-12-16,ARM_V0,147971.82165996413,3.381659964128571,0.0,28,0.07877499830194919,220.74046130000002,0.00018174603174603174,1,10,0,4,147.940531063513
2024-12-17,ARM_V0,150449.29451456745,3.3822745674077654,2830.33224,28,0.07629733351051735,221.44822130000003,0.00018174603174603174,0,10,0,5,150.4174800237529
2024-12-18,ARM_V0,141600.83661113918,0.8066111391429267,0.0,29,0.08714807267621215,222.15627130000001,0.00018174603174603174,0,10,0,6,141.57089324363963
2024-12-19,ARM_V0,135606.98674973546,0.8067497354219938,0.0,29,0.08231257302840833,222.15627130000001,0.00017182539682539683,1,10,0,7,135.57831086097002
2024-12-20,ARM_V0,145619.11111335552,0.8068883555154215,5901.624225,29,0.08844278681233345,223.6320463,0.00017182539682539683,1,10,0,8,145.5883180286296
2024-12-23,ARM_V0,147804.53637466975,1.1863746697934507,0.0,31,0.08337890231434067,225.10698880000004,0.00017182539682539683,1,10,0,9,147.7732811529021
2024-12-24,ARM_V0,150443.78759101906,1.1865785190918716,48343.861012500005,22,0.06003046150733265,237.19597630000007,0.00017182539682539683,0,10,1,0,150.41197426471624
2024-12-26,ARM_V0,163405.292338494,11757.412338493978,0.0,24,0.07698128879413706,246.34110380000013,0.00017182539682539683,0,10,0,1,163.37073813078618
2024-12-27,ARM_V0,157063.21406756536,0.8240675653893208,0.0,27,0.07694895378112482,249.27951630000015,0.00017182539682539683,0,10,0,2,157.03000097608907
2024-12-30,ARM_V0,160672.8239700883,0.2572700883300108,0.0,28,0.08443089294631102,249.27965797500016,0.00017182539682539683,1,10,0,3,160.63884757891387
2024-12-31,ARM_V0,148529.79881429387,0.2573142938650294,0.0,28,0.07009758367085349,249.27965797500016,0.00017182539682539683,1,10,0,4,148.49839022620236
2025-01-02,ARM_V0,149360.80321350697,0.25735850699568164,9654.165855,27,0.07959605026364039,251.69380297500018,0.00017182539682539683,1,10,0,5,149.3292188985574
2025-01-03,ARM_V0,154566.64603072478,0.9005907247686503,6810.93684,30,0.07627693491942893,255.80974047500018,0.00017182539682539683,1,10,0,6,154.53396087154044
2025-01-06,ARM_V0,152759.23898421504,1.1553842150140021,0.0,32,0.07168967371676693,257.5119854750002,0.00017182539682539683,0,10,0,7,152.7269360251272
2025-01-07,ARM_V0,145406.8222827394,1.1555827393652327,0.0,32,0.07124356228524574,257.5119854750002,0.00017182539682539683,0,10,0,8,145.37607408929114
2025-01-08,ARM_V0,137573.80218129783,1.1557812978279889,0.0,32,0.06705280986450801,257.5119854750002,0.00017182539682539683,1,10,0,9,137.54471038342703
2025-01-10,ARM_V0,137665.56778708665,0.5446220866575067,41685.715965,22,0.06005009192120913,267.9361732500002,0.00017182539682539683,1,10,1,0,137.63645658416627
2025-01-13,ARM_V0,130617.23588892464,0.6218889246169681,0.0,24,0.0626733519836652,278.3549782500002,0.00017182539682539683,1,10,0,1,130.58961514889512
2025-01-14,ARM_V0,134092.09712578094,0.6219957809282218,9126.79773,24,0.06306031586684945,280.6372482500002,0.00017182539682539683,1,10,0,2,134.06374158043872
2025-01-15,ARM_V0,142842.01795019876,0.2585501987867068,0.0,26,0.06327234891872671,282.9184682500002,0.00017182539682539683,1,10,0,3,142.81181211850858
2025-01-16,ARM_V0,143886.02159462427,0.25859462427721264,0.0,26,0.0630916047256891,282.9184682500002,0.00017182539682539683,0,10,0,4,143.85559499457185
2025-01-17,ARM_V0,139441.53863905743,0.258639057401146,0.0,26,0.06768750611990379,282.9184682500002,0.00017182539682539683,0,10,0,5,139.41205188363915
2025-01-21,ARM_V0,152688.66328349814,0.2586834981598185,0.0,26,0.07794874710443744,282.9184682500002,0.00017182539682539683,1,10,0,6,152.65637524857453
2025-01-22,ARM_V0,153133.96452794652,0.258727946554542,0.0,26,0.07535526188178901,282.9184682500002,0.00017182539682539683,1,10,0,7,153.10158232819217
2025-01-23,ARM_V0,154482.3927899026,0.2587724025866286,4702.7540175,26,0.0760776020344513,284.0944507500002,0.00017182539682539683,1,10,0,8,154.44972544717905
2025-01-24,ARM_V0,155585.10765256055,1.2378525605552222,0.0,28,0.07674564860452111,285.2696007500002,0.00017182539682539683,1,10,0,9,155.55220712621204
2025-01-27,ARM_V0,145178.98279525508,1.238065255062651,28973.83473,21,0.06009134264498462,292.51487075000034,0.00017182539682539683,1,10,1,0,145.1482827814763
2025-01-28,ARM_V0,149107.03238408983,4888.767384089807,0.0,22,0.07292211390802386,298.5351520000002,0.00017182539682539683,1,10,0,1,149.07550173233452
2025-01-29,ARM_V0,144036.49557597097,0.18557597099422102,0.0,24,0.07003780506919623,299.7569920000002,0.00017182539682539683,1,10,0,2,144.00603715620736
2025-01-30,ARM_V0,146175.0343578577,0.18560785765907836,5523.61875,24,0.06260152453665627,301.1382420000002,0.00017182539682539683,1,10,0,3,146.14412371581778
2025-01-31,ARM_V0,147427.73412052795,0.8741205279626776,0.0,27,0.06489959339792732,302.51862950000026,0.00017182539682539683,0,10,0,4,147.3965585785746
2025-02-03,ARM_V0,145422.5382707241,0.8742707240692681,0.0,27,0.06399461947690058,302.51862950000026,0.00017182539682539683,0,10,0,5,145.39178675392256
2025-02-04,ARM_V0,151018.753620946,0.8744209459833642,0.0,27,0.06558298067311225,302.51862950000026,0.00017182539682539683,0,10,0,6,150.98681871048063
2025-02-05,ARM_V0,150976.77107166723,0.16427166717864622,0.0,28,0.067383610920986,302.51880700000027,0.00017182539682539683,0,10,0,7,150.94484503896652
2025-02-06,ARM_V0,153696.65709989323,0.16429989322304636,0.0,28,0.06479945750236436,302.51880700000027,0.00017182539682539683,0,10,0,8,153.66415591136118
2025-02-07,ARM_V0,154130.04432812412,0.1643281241173978,0.0,28,0.067219730229517,302.51880700000027,0.00017182539682539683,0,10,0,9,154.09745149413746
2025-02-10,ARM_V0,161016.97717653483,0.16435635986253386,45494.542820175004,20,0.06006813796656909,313.89528682500037,0.00017182539682539683,0,10,1,0,160.98292800961852
2025-02-11,ARM_V0,153041.27343884128,16.828438841291952,0.0,24,0.0638651246188559,325.2619155750003,0.00017182539682539683,0,10,0,1,153.0089108398422
2025-02-12,ARM_V0,155829.7653348703,1.6649348702396822,0.0,26,0.06414692326924257,325.26570557500025,0.00017182539682539683,1,10,0,2,155.79681307242282
2025-02-13,ARM_V0,158573.09235594832,1.6652209483344498,11.457135000000001,25,0.06472724878796236,325.26857057500024,0.00017182539682539683,1,10,0,3,158.5395599807619
2025-02-14,ARM_V0,150916.4402171017,0.05910110166009675,5832.941400000001,27,0.06446759535279241,326.73043557500023,0.00017182539682539683,1,10,0,4,150.88452694215718
2025-02-18,ARM_V0,147764.02123061064,0.46281061061508205,6324.73842,29,0.06559479039131687,329.7697855750002,0.00017182539682539683,1,10,0,5,147.73277457630542
2025-02-19,ARM_V0,146197.74037983443,0.12877983445996258,0.0,33,0.06725480143847853,331.35065847500016,0.00017182539682539683,1,10,0,6,146.16682493630623
2025-02-20,ARM_V0,143082.15820196213,0.12880196210612177,0.0,33,0.07024586521691262,331.35065847500016,0.00017182539682539683,1,10,0,7,143.05190158944342
2025-02-21,ARM_V0,131595.12622409358,0.12882409355437255,0.0,33,0.08099912440411065,331.35065847500016,0.00017182539682539683,1,10,0,8,131.5672986962344
2025-02-24,ARM_V0,122259.62280697878,0.12884622880536822,11500.48116075,31,0.07874545805854108,334.2264977250001,0.00017182539682539683,1,10,0,9,122.23376939464252
