arm,threshold,phase,date,d_prev,d_next_reb,d_prev_next_reb,split,holding_days,top_n,n_veto,veto_rate,tickers_baseline,tickers_arm,tickers_vetados,tickers_substitutos,log_ret_baseline,log_ret_arm,log_ret_arm_cost_adj,cost_arm
Arm_A_1.10,1.1,8,2025-10-30,2025-10-29,2025-11-13,2025-11-12,HOLDOUT,10,20,4,0.2,SNDK;RLMD;VIA;PRAX;LUMN;MLYS;RGTI;HIVE;TLS;KOD;NAK;RR;SATS;LPTH;HUT;EOSE;GLUE;STTK;STOK;FLNC,LUMN;MLYS;RGTI;HIVE;TLS;KOD;NAK;RR;SATS;LPTH;HUT;EOSE;GLUE;STTK;STOK;FLNC;ZURA;TMQ;REAL;NUVB,PRAX;RLMD;SNDK;VIA,NUVB;REAL;TMQ;ZURA,-0.042512058941534946,-0.06852499271547083,-0.06862499271547083,0.0001
Arm_A_1.10,1.1,8,2025-11-13,2025-11-12,2025-11-28,2025-11-26,HOLDOUT,10,20,7,0.35,SOLS;SNDK;RLMD;VIA;PRAX;MLYS;GLUE;EOSE;ZURA;RHLD;SATS;PALI;HYMC;NAUT;MNPR;FLNC;ENGN;LITE;IVVD;SPHR,EOSE;ZURA;RHLD;SATS;PALI;HYMC;NAUT;MNPR;FLNC;ENGN;LITE;IVVD;SPHR;PHOE;HL;ZBIO;KYTX;VICR;RCUS;NAK,GLUE;MLYS;PRAX;RLMD;SNDK;SOLS;VIA,HL;KYTX;NAK;PHOE;RCUS;VICR;ZBIO,0.011535083265270434,0.04938109267739481,0.04920609267739481,0.000175
Arm_A_1.10,1.1,8,2025-11-28,2025-11-26,2025-12-12,2025-12-11,HOLDOUT,10,20,8,0.4,SOLS;SNDK;RLMD;PRAX;GLUE;NAUT;PALI;NUVB;MLYS;RHLD;MNPR;RCUS;PACS;ZBIO;FLNC;LITE;KOD;VIA;HYMC;RLAY,NUVB;MLYS;RHLD;MNPR;RCUS;PACS;ZBIO;FLNC;LITE;KOD;HYMC;RLAY;IVVD;RVMD;FBYD;STTK;EOSE;KYTX;IMNM;IMMX,GLUE;NAUT;PALI;PRAX;RLMD;SNDK;SOLS;VIA,EOSE;FBYD;IMMX;IMNM;IVVD;KYTX;RVMD;STTK,0.04602494046231527,0.07972463615427444,0.07952463615427444,0.0002
Arm_A_1.10,1.1,8,2025-12-12,2025-12-11,2025-12-29,2025-12-26,HOLDOUT,10,20,7,0.35,SOLS;PRAX;IMMX;PALI;FLNC;PACS;RHLD;SNDK;NUVB;RLMD;KOD;GLUE;NAK;NAUT;RCUS;TRDA;LITE;JBIO;SRZN;IMNM,SNDK;NUVB;RLMD;KOD;GLUE;NAK;NAUT;RCUS;TRDA;LITE;JBIO;SRZN;IMNM;KYTX;ZURA;VSCO;HYMC;VICR;USAS;VERA,FLNC;IMMX;PACS;PALI;PRAX;RHLD;SOLS,HYMC;KYTX;USAS;VERA;VICR;VSCO;ZURA,0.010780190267246404,0.09361794254235102,0.09344294254235103,0.000175
Arm_A_1.10,1.1,8,2025-12-29,2025-12-26,2026-01-13,2026-01-12,HOLDOUT,10,20,3,0.15,SOLS;PRAX;HYMC;NUVB;RHLD;IMMX;PACS;LITE;GLUE;RLMD;NAUT;VICR;IVVD;MLTX;PALI;REPL;SNDK;VSCO;GLSI;ZBIO,NUVB;RHLD;IMMX;PACS;LITE;GLUE;RLMD;NAUT;VICR;IVVD;MLTX;PALI;REPL;SNDK;VSCO;GLSI;ZBIO;JBIO;TNDM;SRZN,HYMC;PRAX;SOLS,JBIO;SRZN;TNDM,0.0022981218668799317,-0.03635197469973703,-0.036426974699737026,7.500000000000001e-05
Arm_A_1.10,1.1,8,2026-01-13,2026-01-12,2026-01-28,2026-01-27,HOLDOUT,10,20,4,0.2,SOLS;PRAX;HYMC;PACS;SNDK;VICR;RHLD;GLSI;STTK;RVMD;KOD;GOLD;VSCO;RGC;GLUE;NAUT;LITE;RLMD;SLS;FBRX,SNDK;VICR;RHLD;GLSI;STTK;RVMD;KOD;GOLD;VSCO;RGC;GLUE;NAUT;LITE;RLMD;SLS;FBRX;ZIM;ELA;HL;HLF,HYMC;PACS;PRAX;SOLS,ELA;HL;HLF;ZIM,0.04515927391091275,0.022399239708415557,0.022299239708415557,0.0001
Arm_A_1.10,1.1,8,2026-01-28,2026-01-27,2026-02-11,2026-02-10,HOLDOUT,10,20,3,0.15,SOLS;HYMC;GLSI;GOLD;FBRX;SNDK;PACS;SATL;USAS;RHLD;HL;MOVE;SLS;SKE;IBRX;HLF;TGB;PL;IAUX;EGO,GOLD;FBRX;SNDK;PACS;SATL;USAS;RHLD;HL;MOVE;SLS;SKE;IBRX;HLF;TGB;PL;IAUX;EGO;STTK;PAAS;IAG,GLSI;HYMC;SOLS,IAG;PAAS;STTK,-0.09107048848384056,-0.06595672938420512,-0.06603172938420512,7.500000000000001e-05
Arm_A_1.10,1.1,8,2026-02-11,2026-02-10,2026-02-26,2026-02-25,HOLDOUT,10,20,6,0.3,HYMC;LIFE;GOLD;GLSI;PACS;ICHR;IBRX;SLS;STTK;LITE;IAUX;FBRX;IMMX;SKE;KLIC;SATL;SNDK;USAS;SRZN;STRO,ICHR;SLS;STTK;LITE;IAUX;FBRX;IMMX;SKE;KLIC;SATL;SNDK;USAS;SRZN;STRO;PRAX;HLF;SNCY;PRE;TGB;ENLT,GLSI;GOLD;HYMC;IBRX;LIFE;PACS,ENLT;HLF;PRAX;PRE;SNCY;TGB,0.10276352773481752,0.07408533368586608,0.07393533368586608,0.00015000000000000001
Arm_A_1.10,1.1,8,2026-02-26,2026-02-25,2026-03-12,2026-03-11,HOLDOUT,10,20,5,0.25,HYMC;IBRX;LIFE;ICHR;GLSI;GOLD;SLS;SNDK;LITE;VICR;STRO;USAS;PL;FET;SRZN;SATL;IMMX;SKE;STTK;PLAB,GOLD;SLS;SNDK;LITE;VICR;STRO;USAS;PL;FET;SRZN;SATL;IMMX;SKE;STTK;PLAB;FEIM;STKL;ENTG;SKYT;VIAV,GLSI;HYMC;IBRX;ICHR;LIFE,ENTG;FEIM;SKYT;STKL;VIAV,-0.003604497223116715,0.004989012102951903,0.004864012102951903,0.000125
Arm_A_1.10,1.1,9,2018-10-30,2018-10-29,2018-11-13,2018-11-12,TRAIN,10,20,1,0.05,TLRY;GOGO;KALV;MGTX;LQDA;IIIV;LRN;FEIM;MKC.V;SSP;RLGT;IAC;ZBIO;IIPR;JJSF;NVAX;SRRK;NXRT;LOCO;RGEN,GOGO;KALV;MGTX;LQDA;IIIV;LRN;FEIM;MKC.V;SSP;RLGT;IAC;ZBIO;IIPR;JJSF;NVAX;SRRK;NXRT;LOCO;RGEN;EEFT,TLRY,EEFT,0.034913816169085135,0.024401959934715882,0.02437695993471588,2.5e-05
Arm_A_1.10,1.1,9,2018-11-13,2018-11-12,2018-11-28,2018-11-27,TRAIN,10,20,1,0.05,TLRY;SLS;SBH;MGTX;NWPX;SRRK;RLGT;PACB;IDT;LRN;LOCO;NAT;MKC.V;RGEN;GNE;GOLD;HELE;ICL;FEIM;ENSG,SLS;SBH;MGTX;NWPX;SRRK;RLGT;PACB;IDT;LRN;LOCO;NAT;MKC.V;RGEN;GNE;GOLD;HELE;ICL;FEIM;ENSG;GOGO,TLRY,GOGO,-0.029886448350904038,-0.04427424854733951,-0.044299248547339506,2.5e-05
Arm_A_1.10,1.1,9,2018-11-28,2018-11-27,2018-12-13,2018-12-12,TRAIN,10,20,0,0.0,IDT;LRN;TR;PACB;MITK;HELE;SBH;FEIM;NWPX;MKC.V;ZBIO;LOCO;GHC;SAFE;RLGT;GOLD;NAT;VIRT;SSP;KALV,IDT;LRN;TR;PACB;MITK;HELE;SBH;FEIM;NWPX;MKC.V;ZBIO;LOCO;GHC;SAFE;RLGT;GOLD;NAT;VIRT;SSP;KALV,,,-0.014728852879516124,-0.014728852879516124,-0.014728852879516124,0.0
Arm_A_1.10,1.1,9,2018-12-13,2018-12-12,2018-12-28,2018-12-27,TRAIN,10,20,0,0.0,NVAX;GOLD;GNE;LRN;KALV;NWPX;SSRM;MITK;RDVT;MKC.V;ENSG;VNDA;GHC;FEIM;TR;YORW;VIRT;HE;MSEX;FNV,NVAX;GOLD;GNE;LRN;KALV;NWPX;SSRM;MITK;RDVT;MKC.V;ENSG;VNDA;GHC;FEIM;TR;YORW;VIRT;HE;MSEX;FNV,,,-0.0818646932611574,-0.0818646932611574,-0.0818646932611574,0.0
Arm_A_1.10,1.1,9,2018-12-28,2018-12-27,2019-01-14,2019-01-11,TRAIN,10,20,0,0.0,MITK;ZBIO;SSRM;LRN;TR;UTI;VIRT;GOLD;GHC;MLAB;HYAC;GIG;FNV;MKC.V;HLF;KGC;LOCO;HE;RGLD;TFSL,MITK;ZBIO;SSRM;LRN;TR;UTI;VIRT;GOLD;GHC;MLAB;HYAC;GIG;FNV;MKC.V;HLF;KGC;LOCO;HE;RGLD;TFSL,,,-0.10239144263888764,-0.10239144263888764,-0.10239144263888764,0.0
Arm_A_1.10,1.1,9,2019-01-14,2019-01-11,2019-01-29,2019-01-28,TRAIN,10,20,0,0.0,UTI;LRN;PACB;KRYS;MITK;LGIH;LQDT;MLAB;GNE;VCYT;SSRM;FN;LOCO;PKE;SNX;PLNT;VCTR;GHC;MSEX;TFSL,UTI;LRN;PACB;KRYS;MITK;LGIH;LQDT;MLAB;GNE;VCYT;SSRM;FN;LOCO;PKE;SNX;PLNT;VCTR;GHC;MSEX;TFSL,,,0.012780522355634542,0.012780522355634542,0.012780522355634542,0.0
Arm_A_1.10,1.1,9,2019-01-29,2019-01-28,2019-02-12,2019-02-11,TRAIN,10,20,0,0.0,VCYT;GNE;LRN;IIPR;RDVT;PACB;GLOB;MITK;UTI;NVCR;LPLA;PKE;VCTR;LGIH;LQDT;SSRM;NAK;LOCO;MLAB;LION,VCYT;GNE;LRN;IIPR;RDVT;PACB;GLOB;MITK;UTI;NVCR;LPLA;PKE;VCTR;LGIH;LQDT;SSRM;NAK;LOCO;MLAB;LION,,,0.009382047081631052,0.009382047081631052,0.009382047081631052,0.0
Arm_A_1.10,1.1,9,2019-02-12,2019-02-11,2019-02-27,2019-02-26,TRAIN,10,20,0,0.0,PNRG;SSRM;LRN;NVCR;IIPR;NAK;LGIH;LSCC;PCTY;LION;GFF;ECPG;MLAB;KGC;PFGC;EEX;GLOB;ICHR;RDVT;MLR,PNRG;SSRM;LRN;NVCR;IIPR;NAK;LGIH;LSCC;PCTY;LION;GFF;ECPG;MLAB;KGC;PFGC;EEX;GLOB;ICHR;RDVT;MLR,,,0.04788375437976651,0.04788375437976651,0.04788375437976651,0.0
Arm_A_1.10,1.1,9,2019-02-27,2019-02-26,2019-03-13,2019-03-12,TRAIN,10,20,0,0.0,LSCC;NVCR;VHI;VCYT;W;RPD;PNRG;PAR;SNAP;GFF;PDFS;VIAV;OFLX;LRN;EGY;LION;RNG;TNDM;LNTH;PCTY,LSCC;NVCR;VHI;VCYT;W;RPD;PNRG;PAR;SNAP;GFF;PDFS;VIAV;OFLX;LRN;EGY;LION;RNG;TNDM;LNTH;PCTY,,,0.004072700539536115,0.004072700539536115,0.004072700539536115,0.0
Arm_A_1.10,1.1,9,2019-03-13,2019-03-12,2019-03-27,2019-03-26,TRAIN,10,20,0,0.0,LSCC;GFF;TNDM;ROKU;SNAP;VCYT;FLGT;TPB;OFLX;LRN;GH;STNE;SSP;ZS;YETI;PDFS;WGO;RPD;IIPR;NVCR,LSCC;GFF;TNDM;ROKU;SNAP;VCYT;FLGT;TPB;OFLX;LRN;GH;STNE;SSP;ZS;YETI;PDFS;WGO;RPD;IIPR;NVCR,,,0.03435987253262428,0.03435987253262428,0.03435987253262428,0.0
Arm_A_1.10,1.1,9,2019-03-27,2019-03-26,2019-04-10,2019-04-09,TRAIN,10,20,0,0.0,STNE;YETI;VCYT;PNRG;GH;ROKU;IIPR;PLUG;GFF;ZS;SNAP;TNDM;TGTX;RPD;W;LSCC;EGY;RARE;LNTH;PAGS,STNE;YETI;VCYT;PNRG;GH;ROKU;IIPR;PLUG;GFF;ZS;SNAP;TNDM;TGTX;RPD;W;LSCC;EGY;RARE;LNTH;PAGS,,,-0.0209927491596335,-0.0209927491596335,-0.0209927491596335,0.0
Arm_A_1.10,1.1,9,2019-04-10,2019-04-09,2019-04-25,2019-04-24,TRAIN,10,20,0,0.0,RIOT;SNAP;YETI;GFF;LSCC;VCYT;NTRA;LNTH;STNE;IIPR;ROG;PLUG;MGTX;RARE;SBGI;LRN;VCTR;PNRG;NYT;MXL,RIOT;SNAP;YETI;GFF;LSCC;VCYT;NTRA;LNTH;STNE;IIPR;ROG;PLUG;MGTX;RARE;SBGI;LRN;VCTR;PNRG;NYT;MXL,,,-0.009169667513377045,-0.009169667513377045,-0.009169667513377045,0.0
Arm_A_1.10,1.1,9,2019-04-25,2019-04-24,2019-05-09,2019-05-08,TRAIN,10,20,1,0.05,RIOT;YETI;SNAP;TGTX;PLUG;GERN;MXL;LSCC;MGTX;FLGT;OFLX;KRNT;SAFE;FND;VCTR;MRCY;SBGI;HEI.A;VSAT;MRVL,YETI;SNAP;TGTX;PLUG;GERN;MXL;LSCC;MGTX;FLGT;OFLX;KRNT;SAFE;FND;VCTR;MRCY;SBGI;HEI.A;VSAT;MRVL;NXST,RIOT,NXST,-0.050342488193208544,-0.03616776633043312,-0.03619276633043312,2.5e-05
Arm_A_1.10,1.1,9,2019-05-09,2019-05-08,2019-05-23,2019-05-22,TRAIN,10,20,0,0.0,SBGI;TGTX;PI;STNG;LSCC;PLUG;STRA;SAFE;RIOT;VCTR;YETI;LPG;PPC;LMB;VSAT;TPB;SPB;PLNT;MTRN;LITE,SBGI;TGTX;PI;STNG;LSCC;PLUG;STRA;SAFE;RIOT;VCTR;YETI;LPG;PPC;LMB;VSAT;TPB;SPB;PLNT;MTRN;LITE,,,-0.027912723691659334,-0.027912723691659334,-0.027912723691659334,0.0
Arm_A_1.10,1.1,9,2019-05-23,2019-05-22,2019-06-07,2019-06-06,TRAIN,10,20,0,0.0,MGTX;RDVT;LMB;SAFE;LTBR;SBGI;PPC;FLY;STRA;ZS;VCTR;PLNT;KOD;NC;VRRM;KNSL;KRYS;LAD;LIND;NSSC,MGTX;RDVT;LMB;SAFE;LTBR;SBGI;PPC;FLY;STRA;ZS;VCTR;PLNT;KOD;NC;VRRM;KNSL;KRYS;LAD;LIND;NSSC,,,-0.04992773353055373,-0.04992773353055373,-0.04992773353055373,0.0
Arm_A_1.10,1.1,9,2019-06-07,2019-06-06,2019-06-21,2019-06-20,TRAIN,10,20,0,0.0,RDVT;SAFE;STNG;KOD;NSSC;SAH;HEI;STRA;ELF;LPG;LAD;SNAP;PPC;KTOS;VEEV;PI;LMB;RLI;KNSL;HEI.A,RDVT;SAFE;STNG;KOD;NSSC;SAH;HEI;STRA;ELF;LPG;LAD;SNAP;PPC;KTOS;VEEV;PI;LMB;RLI;KNSL;HEI.A,,,0.028895392861973325,0.028895392861973325,0.028895392861973325,0.0
Arm_A_1.10,1.1,9,2019-06-21,2019-06-20,2019-07-08,2019-07-05,TRAIN,10,20,0,0.0,KOD;SNDX;RDVT;NSSC;SAH;IIPR;LAD;ROKU;HEI;SKY;GLOB;KTOS;HLNE;SAFE;RLI;KBR;STRA;LPG;WGO;RNR,KOD;SNDX;RDVT;NSSC;SAH;IIPR;LAD;ROKU;HEI;SKY;GLOB;KTOS;HLNE;SAFE;RLI;KBR;STRA;LPG;WGO;RNR,,,-0.00022739778837542503,-0.00022739778837542503,-0.00022739778837542503,0.0
Arm_A_1.10,1.1,9,2019-07-08,2019-07-05,2019-07-22,2019-07-19,TRAIN,10,20,0,0.0,KOD;HROW;PI;KTOS;ELLO;IDT;RDVT;SAM;STNG;IIPR;KNSL;GNE;SNDX;HEI;ZYME;RGEN;SAH;ROKU;GLOB;HLNE,KOD;HROW;PI;KTOS;ELLO;IDT;RDVT;SAM;STNG;IIPR;KNSL;GNE;SNDX;HEI;ZYME;RGEN;SAH;ROKU;GLOB;HLNE,,,0.0005278580859432091,0.0005278580859432091,0.0005278580859432091,0.0
Arm_A_1.10,1.1,9,2019-07-22,2019-07-19,2019-08-05,2019-08-02,TRAIN,10,20,0,0.0,KOD;PAGS;USAS;KTOS;ROKU;HROW;EGO;RDVT;NVCR;RGEN;IDT;PI;SAM;SAH;ELLO;RGLD;ZYME;HEI;SAFE;SSRM,KOD;PAGS;USAS;KTOS;ROKU;HROW;EGO;RDVT;NVCR;RGEN;IDT;PI;SAM;SAH;ELLO;RGLD;ZYME;HEI;SAFE;SSRM,,,0.00745887255801983,0.00745887255801983,0.00745887255801983,0.0
Arm_A_1.10,1.1,9,2019-08-05,2019-08-02,2019-08-19,2019-08-16,TRAIN,10,20,0,0.0,EGO;NVCR;RDVT;PAGS;RGLD;PERI;HROW;KGC;USAS;KOD;SSRM;ZG;Z;PLMR;SKY;GOLD;ROKU;RGEN;FNV;HEI,EGO;NVCR;RDVT;PAGS;RGLD;PERI;HROW;KGC;USAS;KOD;SSRM;ZG;Z;PLMR;SKY;GOLD;ROKU;RGEN;FNV;HEI,,,0.004149149942060969,0.004149149942060969,0.004149149942060969,0.0
Arm_A_1.10,1.1,9,2019-08-19,2019-08-16,2019-09-03,2019-08-30,TRAIN,10,20,0,0.0,EGO;NVCR;PERI;FLGT;PAGS;LSCC;USAS;RGLD;GOLD;PAAS;PLMR;KGC;RH;MTSI;ROKU;SSRM;HEI;SAH;PI;ZYME,EGO;NVCR;PERI;FLGT;PAGS;LSCC;USAS;RGLD;GOLD;PAAS;PLMR;KGC;RH;MTSI;ROKU;SSRM;HEI;SAH;PI;ZYME,,,0.0381986576019315,0.0381986576019315,0.0381986576019315,0.0
Arm_A_1.10,1.1,9,2019-09-03,2019-08-30,2019-09-17,2019-09-16,TRAIN,10,20,0,0.0,EGO;PERI;USAS;NVCR;UTI;PAAS;RGLD;RH;GOLD;ROKU;SAM;ELLO;PAGS;FLGT;PFSI;SAIA;ELF;PLMR;LSCC;PI,EGO;PERI;USAS;NVCR;UTI;PAAS;RGLD;RH;GOLD;ROKU;SAM;ELLO;PAGS;FLGT;PFSI;SAIA;ELF;PLMR;LSCC;PI,,,-0.05727253528217111,-0.05727253528217111,-0.05727253528217111,0.0
Arm_A_1.10,1.1,9,2019-09-17,2019-09-16,2019-10-01,2019-09-30,TRAIN,10,20,0,0.0,EGO;FLGT;MTSI;SAIA;PFSI;RH;SLDB;UTI;GEVO;PERI;HOV;VC;LQDT;LMAT;ELLO;MTZ;PAAS;GNW;PLMR;IMKTA,EGO;FLGT;MTSI;SAIA;PFSI;RH;SLDB;UTI;GEVO;PERI;HOV;VC;LQDT;LMAT;ELLO;MTZ;PAAS;GNW;PLMR;IMKTA,,,-0.0021191338299261743,-0.0021191338299261743,-0.0021191338299261743,0.0
Arm_A_1.10,1.1,9,2019-10-01,2019-09-30,2019-10-15,2019-10-14,TRAIN,10,20,0,0.0,PLMR;HOV;SAIA;RH;PERI;GEVO;PFSI;VC;OFLX;SLDB;SAH;KBH;MHO;MTSI;UTI;FLGT;JHX;MTH;GMED;IMKTA,PLMR;HOV;SAIA;RH;PERI;GEVO;PFSI;VC;OFLX;SLDB;SAH;KBH;MHO;MTSI;UTI;FLGT;JHX;MTH;GMED;IMKTA,,,0.0008744396381774388,0.0008744396381774388,0.0008744396381774388,0.0
Arm_A_1.10,1.1,9,2019-10-15,2019-10-14,2019-10-29,2019-10-28,TRAIN,10,20,0,0.0,HOV;NAT;PLMR;SAIA;RH;SLDB;TNK;PFSI;VC;NTRA;FLGT;LEN.B;KBH;ENTG;NVMI;MTZ;JHX;YORW;OFLX;PLAB,HOV;NAT;PLMR;SAIA;RH;SLDB;TNK;PFSI;VC;NTRA;FLGT;LEN.B;KBH;ENTG;NVMI;MTZ;JHX;YORW;OFLX;PLAB,,,0.03216024164277355,0.03216024164277355,0.03216024164277355,0.0
Arm_A_1.10,1.1,9,2019-10-29,2019-10-28,2019-11-12,2019-11-11,TRAIN,10,20,1,0.05,HOV;TNK;NAT;KOD;PLMR;SLDB;SAIA;KBH;UTI;RH;PFSI;GME;ZYME;NWL;VC;STRL;LPG;LEN.B;IMKTA;JHX,TNK;NAT;KOD;PLMR;SLDB;SAIA;KBH;UTI;RH;PFSI;GME;ZYME;NWL;VC;STRL;LPG;LEN.B;IMKTA;JHX;GOGO,HOV,GOGO,-0.023686903272015856,-0.015589490502745449,-0.01561449050274545,2.5e-05
Arm_A_1.10,1.1,9,2019-11-12,2019-11-11,2019-11-26,2019-11-25,TRAIN,10,20,1,0.05,HOV;LEU;KOD;TPC;TNK;GME;NAT;HL;OEC;TILE;REPL;ICHR;PBF;PNRG;VC;STRL;JHG;LEG;PDFS;KOP,LEU;KOD;TPC;TNK;GME;NAT;HL;OEC;TILE;REPL;ICHR;PBF;PNRG;VC;STRL;JHG;LEG;PDFS;KOP;MKSI,HOV,MKSI,-0.04104678999189153,-0.0400288641804181,-0.0400538641804181,2.5e-05
Arm_A_1.10,1.1,9,2019-11-26,2019-11-25,2019-12-11,2019-12-10,TRAIN,10,20,0,0.0,HOV;KOD;TNK;NAT;TILE;PLUG;ZYME;SNX;THC;NWPX;PLMR;ICHR;WGO;TPC;LEG;NSIT;PLPC;KRG;VECO;PDFS,HOV;KOD;TNK;NAT;TILE;PLUG;ZYME;SNX;THC;NWPX;PLMR;ICHR;WGO;TPC;LEG;NSIT;PLPC;KRG;VECO;PDFS,,,0.05770417345377965,0.05770417345377965,0.05770417345377965,0.0
Arm_A_1.10,1.1,9,2019-12-11,2019-12-10,2019-12-26,2019-12-24,TRAIN,10,20,1,0.05,KOD;TNK;NAT;ZYME;RCKT;HOV;PLMR;LEU;SAFE;LPG;THC;KMDA;HL;RH;NSIT;GME;POWL;STM;IIIV;WGO,TNK;NAT;ZYME;RCKT;HOV;PLMR;LEU;SAFE;LPG;THC;KMDA;HL;RH;NSIT;GME;POWL;STM;IIIV;WGO;SPXC,KOD,SPXC,0.03045675570632384,0.01983302220555628,0.01980802220555628,2.5e-05
Arm_A_1.10,1.1,9,2019-12-26,2019-12-24,2020-01-10,2020-01-09,TRAIN,10,20,1,0.05,KOD;TNK;NAT;RCKT;THC;LEU;TGTX;ZYME;HL;SRPT;VICR;ZG;GDEN;Z;THO;STM;LPG;MIRM;FCEL;LE,TNK;NAT;RCKT;THC;LEU;TGTX;ZYME;HL;SRPT;VICR;ZG;GDEN;Z;THO;STM;LPG;MIRM;FCEL;LE;KRUS,KOD,KRUS,0.029610985770901488,0.03057315084927683,0.03054815084927683,2.5e-05
Arm_A_1.10,1.1,9,2020-01-10,2020-01-09,2020-01-27,2020-01-24,TRAIN,10,20,3,0.15,FCEL;KOD;TGTX;RCKT;RLMD;KNSA;NBR;PERI;ZYME;VICR;THC;REI;ELLO;STKL;ZG;Z;LITE;TNK;PENN;MTW,TGTX;RCKT;KNSA;NBR;PERI;ZYME;VICR;THC;REI;ELLO;STKL;ZG;Z;LITE;TNK;PENN;MTW;HL;GDEN;VRTS,FCEL;KOD;RLMD,GDEN;HL;VRTS,-0.047423082828852194,-0.0383783041954591,-0.0384533041954591,7.500000000000001e-05
Arm_A_1.10,1.1,9,2020-01-27,2020-01-24,2020-02-10,2020-02-07,TRAIN,10,20,2,0.1,FCEL;KOD;KNSA;TGTX;SLNO;ELLO;VICR;HL;RCKT;RLMD;IIIV;ZG;Z;PCTY;STKL;LITE;RDNT;KALV;SNAP;PERI,KNSA;TGTX;SLNO;ELLO;VICR;HL;RCKT;RLMD;IIIV;ZG;Z;PCTY;STKL;LITE;RDNT;KALV;SNAP;PERI;ZYME;MIRM,FCEL;KOD,MIRM;ZYME,0.02232486574029218,0.01057606227437736,0.01052606227437736,5e-05
Arm_A_1.10,1.1,9,2020-02-10,2020-02-07,2020-02-25,2020-02-24,TRAIN,10,20,2,0.1,FCEL;KOD;KNSA;IIIV;TGTX;SLNO;ELLO;PENN;MMSI;UTI;Z;ZG;RARE;SAFE;VICR;VSTM;HL;MIRM;PERI;KNSL,KNSA;IIIV;TGTX;SLNO;ELLO;PENN;MMSI;UTI;Z;ZG;RARE;SAFE;VICR;VSTM;HL;MIRM;PERI;KNSL;PLUG;RLMD,FCEL;KOD,PLUG;RLMD,0.014365861483922363,0.02489550079347505,0.02484550079347505,5e-05
Arm_A_1.10,1.1,9,2020-02-25,2020-02-24,2020-03-10,2020-03-09,TRAIN,10,20,0,0.0,KNSA;VSTM;LPTH;RCUS;TGTX;FCEL;RUN;PENN;UNIT;SLNO;LAC;OCUL;SAFE;GDOT;ZG;MIRM;Z;RDVT;SRRK;MMSI,KNSA;VSTM;LPTH;RCUS;TGTX;FCEL;RUN;PENN;UNIT;SLNO;LAC;OCUL;SAFE;GDOT;ZG;MIRM;Z;RDVT;SRRK;MMSI,,,-0.16222757037721955,-0.16222757037721955,-0.16222757037721955,0.0
Arm_A_1.10,1.1,9,2020-03-10,2020-03-09,2020-03-24,2020-03-23,TRAIN,10,20,1,0.05,LPTH;RCUS;ZM;VIR;VSTM;KNSA;VIRT;SAFE;SRRK;FCEL;SLNO;RNG;LMB;MMSI;FG;GOLD;KNSL;HYAC;GIX;NVAX,LPTH;RCUS;ZM;VSTM;KNSA;VIRT;SAFE;SRRK;FCEL;SLNO;RNG;LMB;MMSI;FG;GOLD;KNSL;HYAC;GIX;NVAX;EE,VIR,EE,-0.19784435661687197,-0.1963265145257191,-0.19635151452571908,2.5e-05
Arm_A_1.10,1.1,9,2020-03-24,2020-03-23,2020-04-07,2020-04-06,TRAIN,10,20,0,0.0,ZM;ELA;VIR;VIRT;GIX;KFS;NVAX;SMMT;HYAC;EE;TR;SAFE;SRRK;ZS;RGR;WDFC;ZBIO;HLI;FNV;RNG,ZM;ELA;VIR;VIRT;GIX;KFS;NVAX;SMMT;HYAC;EE;TR;SAFE;SRRK;ZS;RGR;WDFC;ZBIO;HLI;FNV;RNG,,,0.028867525773385434,0.028867525773385434,0.028867525773385434,0.0
Arm_A_1.10,1.1,9,2020-04-07,2020-04-06,2020-04-22,2020-04-21,TRAIN,10,20,2,0.1,NVAX;VIRT;ZM;VIR;ELA;SMMT;VSTM;GIX;TR;RCUS;EE;HLI;ZS;HYAC;GO;RGR;FCN;FIVN;ICUI;RNG,VIRT;ZM;ELA;SMMT;VSTM;GIX;TR;RCUS;EE;HLI;ZS;HYAC;GO;RGR;FCN;FIVN;ICUI;RNG;KFS;VEEV,NVAX;VIR,KFS;VEEV,0.10569489435445426,0.09360896549831962,0.09355896549831963,5e-05
Arm_A_1.10,1.1,9,2020-04-22,2020-04-21,2020-05-06,2020-05-05,TRAIN,10,20,2,0.1,LPTH;SMMT;NVAX;RCUS;ZM;VIRT;SRRK;ELA;VSTM;GOLD;FIVN;GIX;EE;VEEV;TR;RGR;FNV;RRC;HLI;ICUI,SMMT;RCUS;ZM;VIRT;SRRK;ELA;VSTM;GOLD;FIVN;GIX;EE;VEEV;TR;RGR;FNV;RRC;HLI;ICUI;UTHR;KNSA,LPTH;NVAX,KNSA;UTHR,-0.018737069600092245,-0.015224074084770698,-0.015274074084770698,5e-05
Arm_A_1.10,1.1,9,2020-05-06,2020-05-05,2020-05-20,2020-05-19,TRAIN,10,20,1,0.05,LPTH;NVAX;RCUS;GOLD;ELA;VIRT;SMMT;ZM;RRC;LBTYB;FIVN;NAK;FNV;VEEV;SAM;GIX;SNDX;KOPN;EE;LRN,NVAX;RCUS;GOLD;ELA;VIRT;SMMT;ZM;RRC;LBTYB;FIVN;NAK;FNV;VEEV;SAM;GIX;SNDX;KOPN;EE;LRN;KGC,LPTH,KGC,0.07651637225738182,0.08331735959649979,0.08329235959649979,2.5e-05
