phase,date,ticker,ret_62,late_rocket,forward_logret,split
1,2021-12-02,VG,0.34854873711098017,0,0.004828594606195457,TRAIN
1,2021-12-02,VRDN,0.3792393610153808,0,0.10785198637196439,TRAIN
1,2021-12-02,WD,0.23402866059861827,0,0.005738695852720073,TRAIN
1,2021-12-02,WFRD,0.5438645125927593,0,-0.03651984380173872,TRAIN
1,2021-12-16,EGP,0.2519589280835008,0,0.03152374020851924,TRAIN
1,2021-12-16,ENVX,0.5036840786607213,0,-0.00871382668452447,TRAIN
1,2021-12-16,FIX,0.350816933044683,0,-0.00385669817328427,TRAIN
1,2021-12-16,FLR,0.45057923047651954,0,0.008173318895972774,TRAIN
1,2021-12-16,FMAO,0.2873530709683068,0,0.07478935515255929,TRAIN
1,2021-12-16,HPK,0.443994915283534,0,0.0947209624642886,TRAIN
1,2021-12-16,IMKTA,0.3412177252376372,0,-0.04631651383789579,TRAIN
1,2021-12-16,LAND,0.32257378380206037,0,0.07004574065242389,TRAIN
1,2021-12-16,LEGH,0.3558164519701388,0,0.047739894344526905,TRAIN
1,2021-12-16,LOB,0.3825531329968068,0,0.025553074424617486,TRAIN
1,2021-12-16,MLI,0.3380892187222787,0,0.018055336332542544,TRAIN
1,2021-12-16,MRVL,0.35278655659048,0,-0.010579701661630043,TRAIN
1,2021-12-16,MXL,0.3723187619921653,0,0.007922162950379225,TRAIN
1,2021-12-16,PBT,0.5100691940778805,0,0.09623844556124882,TRAIN
1,2021-12-16,REAX,0.6494243695461137,0,0.06750200277994564,TRAIN
1,2021-12-16,REXR,0.25566808552600084,0,0.047582714991014935,TRAIN
1,2021-12-16,RPM,0.22799121502505232,0,0.011979808042981184,TRAIN
1,2021-12-16,SLAB,0.3443779622900518,0,0.013426952687759307,TRAIN
1,2021-12-16,UVE,0.2731427061238417,0,-0.014753882261547254,TRAIN
1,2021-12-16,VRDN,0.5687862379698387,0,-0.011753318452670492,TRAIN
1,2021-12-31,EGP,0.2929636450024318,0,-0.07486207132971684,TRAIN
1,2021-12-31,FERG,0.25729193274152456,0,-0.0231579213874489,TRAIN
1,2021-12-31,FLR,0.3831279282620125,0,-0.05393156366985059,TRAIN
1,2021-12-31,FMAO,0.37627693705577064,0,-0.031325246982997976,TRAIN
1,2021-12-31,HPK,0.5286655418943216,0,0.1655921329496508,TRAIN
1,2021-12-31,JXN,0.4714911892023794,0,0.047979249904871867,TRAIN
1,2021-12-31,KNSL,0.36756478539539045,0,-0.09385000114917676,TRAIN
1,2021-12-31,LAND,0.3758420889769724,0,0.008383282630281189,TRAIN
1,2021-12-31,LQDA,0.5938289793580818,0,0.14028563969008673,TRAIN
1,2021-12-31,MGTX,0.5569289143752976,0,-0.20575366411195167,TRAIN
1,2021-12-31,MLI,0.3520555535667719,0,-0.022188997058393806,TRAIN
1,2021-12-31,MORN,0.26842824063980414,0,-0.13454306033200852,TRAIN
1,2021-12-31,MRVL,0.37944563646634244,0,-0.10594521436399615,TRAIN
1,2021-12-31,MXL,0.3999966049839564,0,-0.14697661771917264,TRAIN
1,2021-12-31,NXRT,0.27893788292721233,0,0.0006041201174490945,TRAIN
1,2021-12-31,PBT,0.49378943661342317,0,0.2671111088237106,TRAIN
1,2021-12-31,RDVT,0.4384631838734797,0,-0.2755075855820419,TRAIN
1,2021-12-31,REAX,0.7222883154674447,0,-0.19229277559373387,TRAIN
1,2021-12-31,REXR,0.33617488306564713,0,-0.07632184026407905,TRAIN
1,2021-12-31,SLAB,0.38473002397748063,0,-0.10036683471775334,TRAIN
1,2022-01-14,EPC,0.35900840164362624,0,-0.05858730341441525,TRAIN
1,2022-01-14,FMAO,0.2874720545994912,0,0.0003150102404376798,TRAIN
1,2022-01-14,HOV,0.36667711109287354,0,-0.28644647638816545,TRAIN
1,2022-01-14,ICL,0.289199753726552,0,-0.19754143434099775,TRAIN
1,2022-01-14,JXN,0.4425947731952847,0,-0.15785191461633324,TRAIN
1,2022-01-14,KEN,0.2745909764049018,0,-0.04300531816053476,TRAIN
1,2022-01-14,LAND,0.37507298695240565,0,-0.12902668907392686,TRAIN
1,2022-01-14,LEGH,0.4064513987493169,0,-0.059294670631560284,TRAIN
1,2022-01-14,LQDA,0.5825647209209673,0,-0.028320476787455612,TRAIN
1,2022-01-14,MLI,0.2898706352098138,0,-0.11743791054510606,TRAIN
1,2022-01-14,NUS,0.2551785146939214,0,-0.05770271012828919,TRAIN
1,2022-01-14,PBT,0.71146708758196,0,0.0062942772713874846,TRAIN
1,2022-01-14,PI,0.5281308115980771,0,-0.17090458400995306,TRAIN
1,2022-01-14,REAX,0.5517355265101168,0,-0.1835881814091477,TRAIN
1,2022-01-14,REXR,0.2038707934517156,0,-0.04192598740624945,TRAIN
1,2022-01-14,RGC,0.6467548902646563,0,-0.1742062191254607,TRAIN
1,2022-01-14,ROG,0.37644515413771434,0,-0.0009154324226320147,TRAIN
1,2022-01-14,UVE,0.36242335684959714,0,-0.13235630435769613,TRAIN
1,2022-01-14,VALU,0.4503283086605274,0,0.0724624831637365,TRAIN
1,2022-01-14,ZIM,0.37094297267107507,0,0.02759009472842051,TRAIN
1,2022-01-31,ECPG,0.19101499320871484,0,0.05692049663401364,TRAIN
1,2022-01-31,EPC,0.3035599223214344,0,-0.26487796970213323,TRAIN
1,2022-01-31,FLO,0.13368289629877664,0,-0.012807005356390353,TRAIN
1,2022-01-31,FMAO,0.22393126305245867,0,0.005026714951451443,TRAIN
1,2022-01-31,JXN,0.32244213987118225,0,0.12012916487865044,TRAIN
1,2022-01-31,KEN,0.2687564507999129,0,0.07168952520211043,TRAIN
1,2022-01-31,KEX,0.23040580258125548,0,-0.03956627974952443,TRAIN
1,2022-01-31,LAND,0.2863261400406455,0,0.035652618296468395,TRAIN
1,2022-01-31,LEGH,0.2974929430160405,0,0.07765814817028405,TRAIN
1,2022-01-31,MKC.V,0.18613014914879356,0,0.026620836662533585,TRAIN
1,2022-01-31,MSB,0.3457668236392648,0,-0.33898100253129587,TRAIN
1,2022-01-31,MUSA,0.16597719563451938,0,-0.06813180712857675,TRAIN
1,2022-01-31,NUS,0.21940056503537542,0,0.0001999800026662447,TRAIN
1,2022-01-31,PBT,0.45861771508589844,0,0.10911815277065962,TRAIN
1,2022-01-31,RGC,0.8003674698614944,1,0.1823215567939548,TRAIN
1,2022-01-31,ROG,0.3054601541947718,0,-0.0020536147156436564,TRAIN
1,2022-01-31,UVV,0.15299499708557227,0,-0.040426479051965766,TRAIN
1,2022-01-31,VALU,0.4614402171628801,0,0.05500095961224148,TRAIN
1,2022-01-31,VET,0.36146052273874574,0,0.12035043116162933,TRAIN
1,2022-01-31,VIRT,0.20464553887580794,0,0.1561607307552823,TRAIN
1,2022-02-14,ECPG,0.16060021122381787,0,-0.047786622811868046,TRAIN
1,2022-02-14,EGY,0.39679202685473597,0,-0.017575144821507602,TRAIN
1,2022-02-14,FMAO,0.18276038700505254,0,0.04413833207148058,TRAIN
1,2022-02-14,GLP,0.16988532454693162,0,-0.017554138900462892,TRAIN
1,2022-02-14,HESM,0.1866875093532226,0,0.05333740838275044,TRAIN
1,2022-02-14,HPK,0.35284052895880574,0,0.05144268561856329,TRAIN
1,2022-02-14,IFS,0.2554935122984726,0,0.003100777678247964,TRAIN
1,2022-02-14,IMO,0.2524910299462281,0,-0.002450162713670159,TRAIN
1,2022-02-14,KEN,0.3180758903628033,0,0.00655856290502703,TRAIN
1,2022-02-14,MKC.V,0.20502609913515402,0,-0.059339131285501175,TRAIN
1,2022-02-14,MSBI,0.16350308468005387,0,-0.01822527665032583,TRAIN
1,2022-02-14,PBT,0.5335862080044396,0,-0.06014126467201371,TRAIN
