arm,phase,date,d_prev,d_next_reb,d_prev_next_reb,split,is_holdout,holding_days,top_n,n_veto,veto_rate,n_bandexp_blocked_pool,tickers_baseline,tickers_arm,tickers_vetados,tickers_substitutos,m3_rank_substitutos,m3_rank_max_substituto,vetados_com_r001_ativo,vetados_com_ret62_puro,overlap_com_par_tier,n_overlap_com_par_tier,log_ret_baseline,log_ret_arm,log_ret_arm_cost_adj,cost_arm
Arm_BandExpRet62,0,2021-10-19,2021-10-18,2021-11-02,2021-11-01,TRAIN,0,10,20,2,0.1,74,UPST;HUT;RSI;SPSC;LEU;ENTA;LC;HRI;WFRD;TIPT;LAC;VNOM;SITM;TNET;PCTY;FLNG;KOS;MNDY;GDYN;MGY,RSI;SPSC;LEU;ENTA;LC;HRI;WFRD;TIPT;LAC;VNOM;SITM;TNET;PCTY;FLNG;KOS;MNDY;GDYN;MGY;FLYW;NXE,HUT;UPST,FLYW;NXE,22;23,23.0,,HUT;UPST,,0,0.05531458580964751,0.046853186529817535,0.046803186529817534,5e-05
Arm_BandExpRet62,0,2021-11-02,2021-11-01,2021-11-16,2021-11-15,TRAIN,0,10,20,0,0.0,59,LEU;UPST;HUT;ENTA;RSI;SM;LAC;WFRD;ENVX;SITM;KOS;OCGN;LQDA;MGY;PBT;LOB;HRMY;SSYS;HRI;VET,LEU;UPST;HUT;ENTA;RSI;SM;LAC;WFRD;ENVX;SITM;KOS;OCGN;LQDA;MGY;PBT;LOB;HRMY;SSYS;HRI;VET,,,,,,,,0,-0.01604109549113652,-0.01604109549113652,-0.01604109549113652,0.0
Arm_BandExpRet62,0,2021-11-16,2021-11-15,2021-12-01,2021-11-30,TRAIN,0,10,20,0,0.0,51,LEU;ENVX;SM;WFRD;HUT;ENTA;UUUU;LQDA;LAC;LOB;MTDR;PBF;REAX;KOS;RRC;LCID;PBT;EGY;WD;UROY,LEU;ENVX;SM;WFRD;HUT;ENTA;UUUU;LQDA;LAC;LOB;MTDR;PBF;REAX;KOS;RRC;LCID;PBT;EGY;WD;UROY,,,,,,,,0,-0.07799904518639664,-0.07799904518639664,-0.07799904518639664,0.0
Arm_BandExpRet62,0,2021-12-01,2021-11-30,2021-12-15,2021-12-14,TRAIN,0,10,20,1,0.05,63,LCID;ENVX;REAX;PBT;LAC;WFRD;FLNG;LOB;LEU;VERA;ENTA;VET;KFRC;SAIA;SM;VG;WD;FMAO;IAG;FIX,ENVX;REAX;PBT;LAC;WFRD;FLNG;LOB;LEU;VERA;ENTA;VET;KFRC;SAIA;SM;VG;WD;FMAO;IAG;FIX;KOS,LCID,KOS,33,33.0,,LCID,,0,-0.11152298203928938,-0.10063942822267753,-0.10066442822267753,2.5e-05
Arm_BandExpRet62,0,2021-12-15,2021-12-14,2021-12-30,2021-12-29,TRAIN,0,10,20,0,0.0,87,REAX;PBT;FLR;VRDN;FIX;LOB;IMKTA;ENVX;LCID;UVE;MLI;REXR;LQDA;EGP;KNSL;ICL;FMAO;SMP;LAND;ROG,REAX;PBT;FLR;VRDN;FIX;LOB;IMKTA;ENVX;LCID;UVE;MLI;REXR;LQDA;EGP;KNSL;ICL;FMAO;SMP;LAND;ROG,,,,,,,,0,0.03876520581654851,0.03876520581654851,0.03876520581654851,0.0
Arm_BandExpRet62,0,2021-12-30,2021-12-29,2022-01-13,2022-01-12,TRAIN,0,10,20,0,0.0,104,REAX;REXR;FMAO;LAND;MLI;HPK;JXN;MGTX;EGP;PBT;RDVT;FLR;LQDA;KNSL;FIX;SLAB;MXL;NXRT;MORN;KRUS,REAX;REXR;FMAO;LAND;MLI;HPK;JXN;MGTX;EGP;PBT;RDVT;FLR;LQDA;KNSL;FIX;SLAB;MXL;NXRT;MORN;KRUS,,,,,,,,0,-0.04025735838065697,-0.04025735838065697,-0.04025735838065697,0.0
Arm_BandExpRet62,0,2022-01-13,2022-01-12,2022-01-28,2022-01-27,TRAIN,0,10,20,0,0.0,95,PBT;REAX;LQDA;UVE;PI;JXN;VALU;RGC;LAND;LEGH;EPC;FMAO;LCID;ZIM;ROG;MLI;NUS;ICL;REXR;KN,PBT;REAX;LQDA;UVE;PI;JXN;VALU;RGC;LAND;LEGH;EPC;FMAO;LCID;ZIM;ROG;MLI;NUS;ICL;REXR;KN,,,,,,,,0,-0.12419413287768415,-0.12419413287768415,-0.12419413287768415,0.0
Arm_BandExpRet62,0,2022-01-28,2022-01-27,2022-02-11,2022-02-10,TRAIN,0,10,20,0,0.0,87,VALU;PBT;MKC.V;FMAO;LEGH;EPC;NUS;RGC;ROG;FLO;KEN;UVV;VET;ECPG;LAND;PFBC;VG;LITE;HPK;UNTY,VALU;PBT;MKC.V;FMAO;LEGH;EPC;NUS;RGC;ROG;FLO;KEN;UVV;VET;ECPG;LAND;PFBC;VG;LITE;HPK;UNTY,,,,,,,,0,0.03572734487093579,0.03572734487093579,0.03572734487093579,0.0
Arm_BandExpRet62,0,2022-02-11,2022-02-10,2022-02-28,2022-02-25,TRAIN,0,10,20,0,0.0,89,PBT;VET;ZIM;VALU;HPK;KEN;MKC.V;VIRT;IMO;MIRM;EGY;FMAO;SBLK;RES;IFS;JXN;GLP;EEFT;ECPG;WFG,PBT;VET;ZIM;VALU;HPK;KEN;MKC.V;VIRT;IMO;MIRM;EGY;FMAO;SBLK;RES;IFS;JXN;GLP;EEFT;ECPG;WFG,,,,,,,,0,0.013043220378524758,0.013043220378524758,0.013043220378524758,0.0
Arm_BandExpRet62,0,2022-02-28,2022-02-25,2022-03-14,2022-03-11,TRAIN,0,10,20,0,0.0,81,RES;VET;MIRM;VALU;REPX;EGY;HPK;PDS;IMO;HP;LNTH;PCRX;GLNG;SBLK;VNOM;HESM;FMAO;SABR;UTL;HWKN,RES;VET;MIRM;VALU;REPX;EGY;HPK;PDS;IMO;HP;LNTH;PCRX;GLNG;SBLK;VNOM;HESM;FMAO;SABR;UTL;HWKN,,,,,,,,0,0.051066751911843754,0.051066751911843754,0.051066751911843754,0.0
Arm_BandExpRet62,0,2022-03-14,2022-03-11,2022-03-28,2022-03-25,TRAIN,0,10,20,0,0.0,53,RES;EGY;VET;PDS;PBF;HP;LNTH;GLNG;ZIM;PANL;MIRM;HNRG;NTR;RGLD;VAL;HLX;HPK;VALU;IFS;NBR,RES;EGY;VET;PDS;PBF;HP;LNTH;GLNG;ZIM;PANL;MIRM;HNRG;NTR;RGLD;VAL;HLX;HPK;VALU;IFS;NBR,,,,,,,,0,0.03449816293176712,0.03449816293176712,0.03449816293176712,0.0
Arm_BandExpRet62,0,2022-03-28,2022-03-25,2022-04-11,2022-04-08,TRAIN,0,10,20,0,0.0,74,RES;GLNG;PDS;EGY;HP;KOS;VET;MUR;NBR;STNG;GNK;PBF;TH;RRC;LNG;HNRG;NVGS;HQY;VNOM;NTR,RES;GLNG;PDS;EGY;HP;KOS;VET;MUR;NBR;STNG;GNK;PBF;TH;RRC;LNG;HNRG;NVGS;HQY;VNOM;NTR,,,,,,,,0,0.010292749074265835,0.010292749074265835,0.010292749074265835,0.0
Arm_BandExpRet62,0,2022-04-11,2022-04-08,2022-04-26,2022-04-25,TRAIN,0,10,20,1,0.05,84,LNTH;RES;GLNG;EGY;PDS;STNG;MIRM;HP;KOS;NTR;RRC;NBR;RGLD;GOGO;VALU;HYMC;REI;PCRX;VET;NAT,LNTH;RES;GLNG;EGY;PDS;STNG;MIRM;HP;KOS;NTR;RRC;NBR;RGLD;GOGO;VALU;REI;PCRX;VET;NAT;MUR,HYMC,MUR,34,34.0,,HYMC,,0,-0.09615655821304774,-0.07978882828948712,-0.07981382828948712,2.5e-05
Arm_BandExpRet62,0,2022-04-26,2022-04-25,2022-05-10,2022-05-09,TRAIN,0,10,20,0,0.0,65,LNTH;PRCT;HPK;STNG;SAIL;GLNG;PDS;RES;RRC;TH;GOGO;HP;HRMY;ELA;NTR;REI;SLVM;UTI;EGY;TNK,LNTH;PRCT;HPK;STNG;SAIL;GLNG;PDS;RES;RRC;TH;GOGO;HP;HRMY;ELA;NTR;REI;SLVM;UTI;EGY;TNK,,,,,,,,0,-0.0872882425584676,-0.0872882425584676,-0.0872882425584676,0.0
Arm_BandExpRet62,0,2022-05-10,2022-05-09,2022-05-24,2022-05-23,TRAIN,0,10,20,0,0.0,42,TH;LNTH;STNG;SAIL;REI;MYE;GLNG;ULH;HNRG;LPG;RSVR;VHI;NC;MUSA;HP;TMDX;RRC;HCKT;NVGS;SR,TH;LNTH;STNG;SAIL;REI;MYE;GLNG;ULH;HNRG;LPG;RSVR;VHI;NC;MUSA;HP;TMDX;RRC;HCKT;NVGS;SR,,,,,,,,0,0.05016441703474204,0.05016441703474204,0.05016441703474204,0.0
Arm_BandExpRet62,0,2022-05-24,2022-05-23,2022-06-08,2022-06-07,TRAIN,0,10,20,0,0.0,76,LNTH;STNG;TMDX;VHI;HYMC;TOI;TH;NC;TNK;SAIL;PBF;KOS;PCT;PRCT;GLNG;GO;VAL;MYE;NVGS;HP,LNTH;STNG;TMDX;VHI;HYMC;TOI;TH;NC;TNK;SAIL;PBF;KOS;PCT;PRCT;GLNG;GO;VAL;MYE;NVGS;HP,,,,,,,,0,0.05538861181010535,0.05538861181010535,0.05538861181010535,0.0
Arm_BandExpRet62,0,2022-06-08,2022-06-07,2022-06-23,2022-06-22,TRAIN,0,10,20,0,0.0,108,VHI;STNG;PBF;NC;MYE;ELA;TNK;ULH;PBT;GDYN;HRB;GNE;PPC;SLVM;KNTK;PJT;PARR;MUSA;GLNG;KRO,VHI;STNG;PBF;NC;MYE;ELA;TNK;ULH;PBT;GDYN;HRB;GNE;PPC;SLVM;KNTK;PJT;PARR;MUSA;GLNG;KRO,,,,,,,,0,-0.1421069304942942,-0.1421069304942942,-0.1421069304942942,0.0
Arm_BandExpRet62,0,2022-06-23,2022-06-22,2022-07-08,2022-07-07,TRAIN,0,10,20,0,0.0,75,STNG;HNRG;HURN;PBF;GDYN;ELA;UTHR;PPC;HRB;VHI;WEYS;PBT;PARR;MUSA;GNE;ULH;TNK;GO;STKL;SAIL,STNG;HNRG;HURN;PBF;GDYN;ELA;UTHR;PPC;HRB;VHI;WEYS;PBT;PARR;MUSA;GNE;ULH;TNK;GO;STKL;SAIL,,,,,,,,0,-0.003172733644682359,-0.003172733644682359,-0.003172733644682359,0.0
Arm_BandExpRet62,0,2022-07-08,2022-07-07,2022-07-22,2022-07-21,TRAIN,0,10,20,0,0.0,58,RGC;ULH;STKL;VHI;STNG;ELA;GNE;HRB;HURN;HNRG;UTHR;PHVS;GO;GFF;FCN;IBEX;POST;MUSA;SAIL;MOD,RGC;ULH;STKL;VHI;STNG;ELA;GNE;HRB;HURN;HNRG;UTHR;PHVS;GO;GFF;FCN;IBEX;POST;MUSA;SAIL;MOD,,,,,,,,0,0.023244927039393765,0.023244927039393765,0.023244927039393765,0.0
Arm_BandExpRet62,0,2022-07-22,2022-07-21,2022-08-05,2022-08-04,TRAIN,0,10,20,0,0.0,71,STNG;SKYT;TH;ELA;ULH;PI;YMM;VMD;STKL;RGC;IMMX;NSSC;TMDX;MOD;ELF;KOD;GNE;RYTM;GFF;GO,STNG;SKYT;TH;ELA;ULH;PI;YMM;VMD;STKL;RGC;IMMX;NSSC;TMDX;MOD;ELF;KOD;GNE;RYTM;GFF;GO,,,,,,,,0,0.054843183243148574,0.054843183243148574,0.054843183243148574,0.0
Arm_BandExpRet62,0,2022-08-05,2022-08-04,2022-08-19,2022-08-18,TRAIN,0,10,20,1,0.05,65,RYTM;SKYT;PI;KRUS;PKOH;MOD;ULH;ELA;NSSC;TRDA;TH;GERN;FOLD;HRB;ELF;IDYA;PLAB;SMR;RGEN;HIMS,SKYT;PI;KRUS;PKOH;MOD;ULH;ELA;NSSC;TRDA;TH;GERN;FOLD;HRB;ELF;IDYA;PLAB;SMR;RGEN;HIMS;IMMX,RYTM,IMMX,32,32.0,,RYTM,,0,0.03156488663612736,0.010924508705529901,0.0108995087055299,2.5e-05
Arm_BandExpRet62,0,2022-08-19,2022-08-18,2022-09-02,2022-09-01,TRAIN,0,10,20,1,0.05,40,RYTM;SKYT;KRUS;PAYS;PI;TH;MOD;NUVL;ELF;SNDX;HIMS;TRDA;ENVX;KYMR;RXRX;PCTY;ULH;SRPT;FLNC;NSSC,SKYT;KRUS;PAYS;PI;TH;MOD;NUVL;ELF;SNDX;HIMS;TRDA;ENVX;KYMR;RXRX;PCTY;ULH;SRPT;FLNC;NSSC;STAA,RYTM,STAA,29,29.0,,RYTM,,0,-0.051967022021980766,-0.05869314293894921,-0.058718142938949204,2.5e-05
Arm_BandExpRet62,0,2022-09-02,2022-09-01,2022-09-19,2022-09-16,TRAIN,0,10,20,0,0.0,50,RYTM;KALV;KRUS;GERN;PI;TMDX;NUVL;PAYS;TRDA;SRPT;KYMR;TH;OCUL;SNDX;PGEN;HIMS;ELF;RLMD;ENTA;NSSC,RYTM;KALV;KRUS;GERN;PI;TMDX;NUVL;PAYS;TRDA;SRPT;KYMR;TH;OCUL;SNDX;PGEN;HIMS;ELF;RLMD;ENTA;NSSC,,,,,,,,0,-0.0017386087749151162,-0.0017386087749151162,-0.0017386087749151162,0.0
Arm_BandExpRet62,0,2022-09-19,2022-09-16,2022-10-03,2022-09-30,TRAIN,0,10,20,0,0.0,53,RYTM;IMRX;GERN;TH;RLMD;PI;TMDX;IMNM;SRPT;PGEN;FLNC;VRDN;PAYS;IBRX;ELF;NSSC;KALV;GENI;GLBE;PEN,RYTM;IMRX;GERN;TH;RLMD;PI;TMDX;IMNM;SRPT;PGEN;FLNC;VRDN;PAYS;IBRX;ELF;NSSC;KALV;GENI;GLBE;PEN,,,,,,,,0,-0.09211047451868744,-0.09211047451868744,-0.09211047451868744,0.0
Arm_BandExpRet62,0,2022-10-03,2022-09-30,2022-10-17,2022-10-14,TRAIN,0,10,20,1,0.05,40,RYTM;IMRX;TH;RLMD;ENVX;WFRD;TNK;HLIT;HROW;VRDN;SRPT;PEN;NSSC;VERA;KALV;LMB;WEAV;PHAR;PAYS;PLMR,IMRX;TH;RLMD;ENVX;WFRD;TNK;HLIT;HROW;VRDN;SRPT;PEN;NSSC;VERA;KALV;LMB;WEAV;PHAR;PAYS;PLMR;RRX,RYTM,RRX,40,40.0,,RYTM,,0,-0.16285491067040153,-0.1555421373776939,-0.1555671373776939,2.5e-05
Arm_BandExpRet62,0,2022-10-17,2022-10-14,2022-10-31,2022-10-28,TRAIN,0,10,20,0,0.0,63,PLMR;WFRD;NTNX;TNK;HROW;RYTM;WEAV;HLIT;GENI;PEN;SPFI;HLX;LPLA;ICFI;LMB;SRPT;LNG;MUR;VERX;FCNCA,PLMR;WFRD;NTNX;TNK;HROW;RYTM;WEAV;HLIT;GENI;PEN;SPFI;HLX;LPLA;ICFI;LMB;SRPT;LNG;MUR;VERX;FCNCA,,,,,,,,0,0.08090076691216627,0.08090076691216627,0.08090076691216627,0.0
Arm_BandExpRet62,0,2022-10-31,2022-10-28,2022-11-14,2022-11-11,TRAIN,0,10,20,0,0.0,73,NUVL;IMRX;TNGX;WFRD;HROW;TRDA;RBC;UNM;HLIT;VERX;NTNX;SPNT;HLX;IBKR;URGN;LRMR;HQY;HFWA;LMB;ICFI,NUVL;IMRX;TNGX;WFRD;HROW;TRDA;RBC;UNM;HLIT;VERX;NTNX;SPNT;HLX;IBKR;URGN;LRMR;HQY;HFWA;LMB;ICFI,,,,,,,,0,-0.0875734022483399,-0.0875734022483399,-0.0875734022483399,0.0
Arm_BandExpRet62,0,2022-11-14,2022-11-11,2022-11-29,2022-11-28,TRAIN,0,10,20,0,0.0,40,WFRD;HLX;MUR;IDYA;OBT;RBC;NUVL;USLM;RMBS;SANM;NTNX;VAL;EME;PCVX;LOPE;ELF;NWFL;SPFI;HFWA;TNGX,WFRD;HLX;MUR;IDYA;OBT;RBC;NUVL;USLM;RMBS;SANM;NTNX;VAL;EME;PCVX;LOPE;ELF;NWFL;SPFI;HFWA;TNGX,,,,,,,,0,-0.017468602887342397,-0.017468602887342397,-0.017468602887342397,0.0
Arm_BandExpRet62,0,2022-11-29,2022-11-28,2022-12-13,2022-12-12,TRAIN,0,10,20,1,0.05,63,FDMT;IBEX;IDYA;WFRD;RMBS;TNGX;ELF;OBT;NUVL;GLSI;FBNC;RBC;LOPE;USLM;EME;RNR;HNRG;SANM;NWFL;PACB,IBEX;IDYA;WFRD;RMBS;TNGX;ELF;OBT;NUVL;GLSI;FBNC;RBC;LOPE;USLM;EME;RNR;HNRG;SANM;NWFL;PACB;HFWA,FDMT,HFWA,35,35.0,,FDMT,,0,-0.011888591872414391,-0.017676740792985216,-0.017701740792985216,2.5e-05
Arm_BandExpRet62,0,2022-12-13,2022-12-12,2022-12-28,2022-12-27,TRAIN,0,10,20,1,0.05,91,MSC;FDMT;TNGX;ROIV;RMBS;IBEX;PBI;POWL;USLM;SLVM;NWFL;KOP;RYAM;RDVT;TR;TIPT;KNSA;MYE;PLBC;PBYI,FDMT;TNGX;ROIV;RMBS;IBEX;PBI;POWL;USLM;SLVM;NWFL;KOP;RYAM;RDVT;TR;TIPT;KNSA;MYE;PLBC;PBYI;IAUX,MSC,IAUX,40,40.0,,MSC,,0,-0.04419349923335633,-0.04172212180010259,-0.041747121800102586,2.5e-05
Arm_BandExpRet62,0,2022-12-28,2022-12-27,2023-01-12,2023-01-11,TRAIN,0,10,20,0,0.0,77,VKTX;ROIV;IAG;RYAM;HNRG;TNGX;HLX;WFRD;IAUX;MSC;FDMT;POWL;MTRX;EPAC;MUX;MNKD;STRL;RIG;GLSI;GNW,VKTX;ROIV;IAG;RYAM;HNRG;TNGX;HLX;WFRD;IAUX;MSC;FDMT;POWL;MTRX;EPAC;MUX;MNKD;STRL;RIG;GLSI;GNW,,,,,,,,0,0.021600187398992218,0.021600187398992218,0.021600187398992218,0.0
Arm_BandExpRet62,0,2023-01-12,2023-01-11,2023-01-27,2023-01-26,SW1,1,10,20,1,0.05,102,MSC;IAG;VKTX;MTRX;FDMT;ROIV;POWL;NUTX;RIG;PBI;HLX;VRDN;TNGX;TGTX;LTH;WFRD;FOR;MOD;LOGI;PBYI,MSC;IAG;MTRX;FDMT;ROIV;POWL;NUTX;RIG;PBI;HLX;VRDN;TNGX;TGTX;LTH;WFRD;FOR;MOD;LOGI;PBYI;MUX,VKTX,MUX,46,46.0,,VKTX,,0,-0.007280091477776303,-0.005953264806403508,-0.005978264806403508,2.5e-05
Arm_BandExpRet62,0,2023-01-27,2023-01-26,2023-02-10,2023-02-09,SW1,1,10,20,0,0.0,106,MSC;PRAX;RIGL;FDMT;VRDN;TGTX;POET;IMMX;IAG;PPTA;GLSI;KALV;VSTM;RIG;MTRX;LTH;HIMS;POWL;IAUX;PBYI,MSC;PRAX;RIGL;FDMT;VRDN;TGTX;POET;IMMX;IAG;PPTA;GLSI;KALV;VSTM;RIG;MTRX;LTH;HIMS;POWL;IAUX;PBYI,,,,,,,,0,-0.016531381336479033,-0.016531381336479033,-0.016531381336479033,0.0
Arm_BandExpRet62,0,2023-02-10,2023-02-09,2023-02-27,2023-02-24,SW1,1,10,20,0,0.0,69,PRCH;MSC;TGTX;IMMX;LRMR;RIGL;STTK;VKTX;GLSI;FDMT;LAB;RIG;LTH;VRDN;RPD;MNDY;HOV;SPOT;KD;PAR,PRCH;MSC;TGTX;IMMX;LRMR;RIGL;STTK;VKTX;GLSI;FDMT;LAB;RIG;LTH;VRDN;RPD;MNDY;HOV;SPOT;KD;PAR,,,,,,,,0,-0.065212340956305,-0.065212340956305,-0.065212340956305,0.0
Arm_BandExpRet62,0,2023-02-27,2023-02-24,2023-03-13,2023-03-10,SW1,1,10,20,0,0.0,57,MSC;VKTX;MLTX;STTK;MTW;LRMR;OCUL;SKYH;RIGL;TGTX;EOSE;POWL;RIG;WFRD;RBBN;RPD;IDCC;HIMS;SPOT;HROW,MSC;VKTX;MLTX;STTK;MTW;LRMR;OCUL;SKYH;RIGL;TGTX;EOSE;POWL;RIG;WFRD;RBBN;RPD;IDCC;HIMS;SPOT;HROW,,,,,,,,0,-0.03515146141320731,-0.03515146141320731,-0.03515146141320731,0.0
Arm_BandExpRet62,0,2023-03-13,2023-03-10,2023-03-27,2023-03-24,SW1,1,10,20,0,0.0,70,VKTX;MLTX;SKYH;HRTG;MTW;RIG;RBBN;UVE;SPOT;IDCC;ELA;GHM;PPTA;LPTH;OCUL;SLNO;HLF;HY;RIGL;HOV,VKTX;MLTX;SKYH;HRTG;MTW;RIG;RBBN;UVE;SPOT;IDCC;ELA;GHM;PPTA;LPTH;OCUL;SLNO;HLF;HY;RIGL;HOV,,,,,,,,0,-0.07080028355686843,-0.07080028355686843,-0.07080028355686843,0.0
Arm_BandExpRet62,0,2023-03-27,2023-03-24,2023-04-11,2023-04-10,SW1,1,10,20,1,0.05,57,SKYH;IMRX;MLTX;RIOT;EOSE;RELY;MTW;SPOT;HY;NVTS;PERI;UVE;LNTH;NSIT;PDFS;OCUL;IDCC;YEXT;LAB;HIVE,IMRX;MLTX;RIOT;EOSE;RELY;MTW;SPOT;HY;NVTS;PERI;UVE;LNTH;NSIT;PDFS;OCUL;IDCC;YEXT;LAB;HIVE;OEC,SKYH,OEC,47,47.0,,SKYH,,0,0.01800338892658839,0.0340832760767731,0.0340582760767731,2.5e-05
Arm_BandExpRet62,0,2023-04-11,2023-04-10,2023-04-25,2023-04-24,SW1,1,10,20,0,0.0,64,IMRX;LNTH;SOUN;RIOT;PPTA;EOSE;VERX;SOPH;UVE;HROW;SPOT;SKYH;MG;NVTS;MLTX;MSTR;VKTX;PDFS;GHM;LFST,IMRX;LNTH;SOUN;RIOT;PPTA;EOSE;VERX;SOPH;UVE;HROW;SPOT;SKYH;MG;NVTS;MLTX;MSTR;VKTX;PDFS;GHM;LFST,,,,,,,,0,-0.02781250432808171,-0.02781250432808171,-0.02781250432808171,0.0
Arm_BandExpRet62,0,2023-04-25,2023-04-24,2023-05-09,2023-05-08,SW1,1,10,20,0,0.0,67,IMRX;VKTX;MLTX;ELF;LNTH;VERX;HY;HROW;MG;UVE;RELY;PLSE;NAMS;SPNT;ENVX;PLPC;LFST;RDNT;HIMS;THC,IMRX;VKTX;MLTX;ELF;LNTH;VERX;HY;HROW;MG;UVE;RELY;PLSE;NAMS;SPNT;ENVX;PLPC;LFST;RDNT;HIMS;THC,,,,,,,,0,-0.009151109668191108,-0.009151109668191108,-0.009151109668191108,0.0
Arm_BandExpRet62,0,2023-05-09,2023-05-08,2023-05-23,2023-05-22,SW1,1,10,20,0,0.0,69,PLSE;VKTX;MLTX;SLNO;HY;LFST;LNTH;PLPC;TGTX;HRTG;STVN;PPTA;SKYW;IMRX;FOR;RELY;RDNT;MLP;LMAT;VERX,PLSE;VKTX;MLTX;SLNO;HY;LFST;LNTH;PLPC;TGTX;HRTG;STVN;PPTA;SKYW;IMRX;FOR;RELY;RDNT;MLP;LMAT;VERX,,,,,,,,0,0.014786251022296634,0.014786251022296634,0.014786251022296634,0.0
Arm_BandExpRet62,0,2023-05-23,2023-05-22,2023-06-07,2023-06-06,SW1,1,10,20,0,0.0,77,SLNO;PLSE;HRTG;VKTX;HY;PLPC;LNTH;LMB;RELY;SANA;LFST;NVTS;RIOT;PPTA;FOR;FCNCA;NABL;MLP;WEAV;STNE,SLNO;PLSE;HRTG;VKTX;HY;PLPC;LNTH;LMB;RELY;SANA;LFST;NVTS;RIOT;PPTA;FOR;FCNCA;NABL;MLP;WEAV;STNE,,,,,,,,0,-0.0158300003567158,-0.0158300003567158,-0.0158300003567158,0.0
Arm_BandExpRet62,0,2023-06-07,2023-06-06,2023-06-22,2023-06-21,SW1,1,10,20,0,0.0,97,SLNO;FCNCA;VKTX;LMB;SKYW;LFST;ECX;KRYS;FOR;PLSE;SANA;KOPN;PACB;WEAV;JOBY;HLLY;NU;KBH;ELF;KGC,SLNO;FCNCA;VKTX;LMB;SKYW;LFST;ECX;KRYS;FOR;PLSE;SANA;KOPN;PACB;WEAV;JOBY;HLLY;NU;KBH;ELF;KGC,,,,,,,,0,0.0025320274249767977,0.0025320274249767977,0.0025320274249767977,0.0
Arm_BandExpRet62,0,2023-06-22,2023-06-21,2023-07-07,2023-07-06,SW1,1,10,20,0,0.0,72,SKYW;SLNO;GHRS;ROOT;KOPN;VERA;FCNCA;PHAT;NU;VKTX;UPST;WEAV;JOBY;VRT;NAUT;IDYA;PKOH;KRYS;KRNT;W,SKYW;SLNO;GHRS;ROOT;KOPN;VERA;FCNCA;PHAT;NU;VKTX;UPST;WEAV;JOBY;VRT;NAUT;IDYA;PKOH;KRYS;KRNT;W,,,,,,,,0,-0.0008259921743539806,-0.0008259921743539806,-0.0008259921743539806,0.0
Arm_BandExpRet62,0,2023-07-07,2023-07-06,2023-07-21,2023-07-20,SW1,1,10,20,0,0.0,80,WEAV;TMC;VERA;HUT;JOBY;VRT;MLTX;SKYW;RGTI;NU;PHAT;ROOT;UPST;KOPN;STRL;HLLY;PLAB;NUVL;SLNO;KRNT,WEAV;TMC;VERA;HUT;JOBY;VRT;MLTX;SKYW;RGTI;NU;PHAT;ROOT;UPST;KOPN;STRL;HLLY;PLAB;NUVL;SLNO;KRNT,,,,,,,,0,0.08490356192908113,0.08490356192908113,0.08490356192908113,0.0
Arm_BandExpRet62,0,2023-07-21,2023-07-20,2023-08-04,2023-08-03,SW1,1,10,20,3,0.15,90,UPST;RGTI;VERA;WEAV;HLLY;VRT;PGY;ROOT;MLTX;RIVN;RXRX;RKLB;JOBY;HUT;SIRI;REAL;PCT;W;KOPN;ILPT,VERA;WEAV;HLLY;VRT;PGY;MLTX;RIVN;RXRX;RKLB;JOBY;HUT;SIRI;REAL;PCT;W;KOPN;ILPT;SKYW;PLAB;MVST,RGTI;ROOT;UPST,MVST;PLAB;SKYW,37;36;35,37.0,,RGTI;ROOT;UPST,,0,0.014010416589995616,-0.009448396059106898,-0.009523396059106898,7.500000000000001e-05
Arm_BandExpRet62,0,2023-08-04,2023-08-03,2023-08-18,2023-08-17,SW1,1,10,20,4,0.2,88,RGTI;UPST;PGY;HLLY;WAL;VRT;VERA;W;MOD;WEAV;RIVN;PLAB;REAL;SOFI;FG;MLTX;GENI;ZION;LOB;GDRX,WAL;VRT;VERA;W;MOD;WEAV;RIVN;PLAB;REAL;SOFI;FG;MLTX;GENI;ZION;LOB;GDRX;RKLB;VECO;MVST;PHVS,HLLY;PGY;RGTI;UPST,MVST;PHVS;RKLB;VECO,41;44;38;40,44.0,,HLLY;PGY;RGTI;UPST,,0,-0.15030269252706677,-0.10867446765208358,-0.10877446765208358,0.0001
Arm_BandExpRet62,0,2023-08-18,2023-08-17,2023-09-01,2023-08-31,SW1,1,10,20,1,0.05,80,HHH;VERA;RGTI;VRT;GCT;PHVS;ILPT;PGY;MOD;STRL;W;PARR;ODC;VNO;FG;SM;MLTX;KRT;OBT;SAIA,HHH;VERA;VRT;GCT;PHVS;ILPT;PGY;MOD;STRL;W;PARR;ODC;VNO;FG;SM;MLTX;KRT;OBT;SAIA;SSII,RGTI,SSII,42,42.0,,RGTI,,0,0.04780714466125595,0.04734300878629321,0.04731800878629321,2.5e-05
Arm_BandExpRet62,0,2023-09-01,2023-08-31,2023-09-18,2023-09-15,SW1,1,10,20,0,0.0,70,HHH;PHVS;TOI;VRT;ILPT;GCT;ODC;VNO;STRL;VERA;PARR;KRT;PGY;MOD;ROOT;LMB;SLG;MLTX;SM;HLX,HHH;PHVS;TOI;VRT;ILPT;GCT;ODC;VNO;STRL;VERA;PARR;KRT;PGY;MOD;ROOT;LMB;SLG;MLTX;SM;HLX,,,,,,,,0,-0.026955699524229982,-0.026955699524229982,-0.026955699524229982,0.0
