arm,phase,date,d_prev,d_next_reb,d_prev_next_reb,split,is_holdout,holding_days,top_n,n_veto,veto_rate,n_bandexp_blocked_pool,tickers_baseline,tickers_arm,tickers_vetados,tickers_substitutos,m3_rank_substitutos,m3_rank_max_substituto,vetados_com_r001_ativo,vetados_com_ret62_puro,overlap_com_par_tier,n_overlap_com_par_tier,log_ret_baseline,log_ret_arm,log_ret_arm_cost_adj,cost_arm
Arm_Ret62_Isolado,0,2026-05-20,2026-05-19,2026-06-04,2026-06-03,SW2,1,10,20,4,0.2,93,MXL;SATL;FBYD;TH;MOVE;PENG;MRVL;NVTS;SNDK;VPG;FCEL;VSH;FLEX;STM;VECO;HYLN;SPIR;POET;STAA;VIAV,TH;PENG;MRVL;NVTS;SNDK;VPG;FCEL;VSH;FLEX;STM;VECO;HYLN;SPIR;POET;STAA;VIAV;KOPN;SLS;YOU;PAYS,FBYD;MOVE;MXL;SATL,KOPN;PAYS;SLS;YOU,48;53;49;51,53.0,,FBYD;MOVE;MXL;SATL,MXL,1,0.18077799874023645,0.21649485967657287,0.21639485967657288,0.0001
Arm_Ret62_Isolado,0,2026-06-04,2026-06-03,2026-06-18,2026-06-17,SW2,1,10,20,8,0.4,109,MXL;MRVL;VSH;PENG;SNDK;NVTS;HYLN;VPG;KOPN;NBIS;FLEX;STM;HUT;FCEL;STRL;PCT;SANM;SATL;TH;TOYO,KOPN;NBIS;FLEX;STM;HUT;FCEL;STRL;PCT;SANM;SATL;TH;TOYO;WEST;SITM;VECO;HIVE;SNX;RDW;SMTC;POWI,HYLN;MRVL;MXL;NVTS;PENG;SNDK;VPG;VSH,HIVE;POWI;RDW;SITM;SMTC;SNX;VECO;WEST,54;62;57;51;59;56;52;50,62.0,MRVL;PENG,HYLN;MRVL;MXL;NVTS;PENG;SNDK;VPG;VSH,HYLN;NVTS,2,-0.10439783224555028,-0.09282541991256774,-0.09302541991256774,0.0002
Arm_Ret62_Isolado,0,2026-06-18,2026-06-17,2026-07-06,2026-07-02,SW2,1,10,20,7,0.35,133,MXL;HYLN;VSH;PENG;MRVL;VPG;FCEL;SNDK;VECO;STM;FBYD;HUT;PAYS;NBIS;HPP;KOPN;NVTS;FLEX;TH;ULCC,SNDK;VECO;STM;FBYD;HUT;PAYS;NBIS;HPP;KOPN;NVTS;FLEX;TH;ULCC;MTRN;NWPX;SNEX;WEST;IART;SNX;RZLT,FCEL;HYLN;MRVL;MXL;PENG;VPG;VSH,IART;MTRN;NWPX;RZLT;SNEX;SNX;WEST,57;48;49;60;51;58;54,60.0,,FCEL;HYLN;MRVL;MXL;PENG;VPG;VSH,FCEL;HYLN;MRVL;PENG,4,-0.08075721034032546,-0.06936113828580559,-0.06953613828580558,0.000175
Arm_Ret62_Isolado,1,2021-10-20,2021-10-19,2021-11-03,2021-11-02,TRAIN,0,10,20,2,0.1,75,UPST;HUT;RSI;LEU;SPSC;ENTA;LC;KOS;WFRD;LAC;SITM;HRI;TIPT;MNDY;GDYN;PCTY;RRC;TNET;FLNG;KE,RSI;LEU;SPSC;ENTA;LC;KOS;WFRD;LAC;SITM;HRI;TIPT;MNDY;GDYN;PCTY;RRC;TNET;FLNG;KE;VNOM;MGY,HUT;UPST,MGY;VNOM,25;24,25.0,,HUT;UPST,HUT;UPST,2,0.057816445501903714,0.044412011731652754,0.04436201173165275,5e-05
Arm_Ret62_Isolado,1,2021-11-03,2021-11-02,2021-11-17,2021-11-16,TRAIN,0,10,20,2,0.1,54,LEU;HUT;UPST;ENTA;SM;ENVX;LAC;RSI;WFRD;OCGN;LQDA;FLNG;LOB;HRI;PBT;KOS;HRMY;RRC;IFS;UROY,UPST;ENTA;SM;ENVX;LAC;RSI;WFRD;OCGN;LQDA;FLNG;LOB;HRI;PBT;KOS;HRMY;RRC;IFS;UROY;PI;STGW,HUT;LEU,PI;STGW,31;32,32.0,,HUT;LEU,HUT,1,-0.02636516272724569,-0.019434775943312107,-0.01948477594331211,5e-05
Arm_Ret62_Isolado,1,2021-11-17,2021-11-16,2021-12-02,2021-12-01,TRAIN,0,10,20,1,0.05,48,LEU;ENVX;SM;LCID;WFRD;ENTA;PBF;UUUU;LQDA;LAC;LOB;KOS;HUT;RSI;MTDR;PLUG;REAX;RRC;EGY;VET,ENVX;SM;LCID;WFRD;ENTA;PBF;UUUU;LQDA;LAC;LOB;KOS;HUT;RSI;MTDR;PLUG;REAX;RRC;EGY;VET;UROY,LEU,UROY,33,33.0,,LEU,,0,-0.1422472843749951,-0.13893037210157538,-0.13895537210157538,2.5e-05
Arm_Ret62_Isolado,1,2021-12-02,2021-12-01,2021-12-16,2021-12-15,TRAIN,0,10,20,1,0.05,64,LCID;REAX;ENVX;PBT;WFRD;LOB;VG;WD;FMAO;LAC;LEU;VRDN;ECPG;NVMI;KFRC;HIFS;LAND;SAIA;MLI;VET,REAX;ENVX;PBT;WFRD;LOB;VG;WD;FMAO;LAC;LEU;VRDN;ECPG;NVMI;KFRC;HIFS;LAND;SAIA;MLI;VET;FIX,LCID,FIX,33,33.0,,LCID,LCID,1,-0.014765679675589833,-0.0008902260833893661,-0.000915226083389366,2.5e-05
Arm_Ret62_Isolado,1,2021-12-16,2021-12-15,2021-12-31,2021-12-30,TRAIN,0,10,20,0,0.0,85,REAX;PBT;VRDN;IMKTA;FIX;FLR;MLI;LOB;REXR;LAND;EGP;FMAO;UVE;SLAB;LEGH;ENVX;MRVL;RPM;MXL;HPK,REAX;PBT;VRDN;IMKTA;FIX;FLR;MLI;LOB;REXR;LAND;EGP;FMAO;UVE;SLAB;LEGH;ENVX;MRVL;RPM;MXL;HPK,,,,,,,,0,0.02596397842086138,0.02596397842086138,0.02596397842086138,0.0
Arm_Ret62_Isolado,1,2021-12-31,2021-12-30,2022-01-14,2022-01-13,TRAIN,0,10,20,0,0.0,94,REAX;LQDA;PBT;REXR;FMAO;JXN;LAND;RDVT;HPK;MGTX;MLI;EGP;SLAB;KNSL;FLR;NXRT;MRVL;MORN;FERG;MXL,REAX;LQDA;PBT;REXR;FMAO;JXN;LAND;RDVT;HPK;MGTX;MLI;EGP;SLAB;KNSL;FLR;NXRT;MRVL;MORN;FERG;MXL,,,,,,,,0,-0.04535339300731359,-0.04535339300731359,-0.04535339300731359,0.0
Arm_Ret62_Isolado,1,2022-01-14,2022-01-13,2022-01-31,2022-01-28,TRAIN,0,10,20,0,0.0,93,PBT;REAX;UVE;LQDA;LAND;VALU;JXN;RGC;LEGH;EPC;PI;FMAO;ZIM;ROG;MLI;NUS;ICL;KEN;HOV;REXR,PBT;REAX;UVE;LQDA;LAND;VALU;JXN;RGC;LEGH;EPC;PI;FMAO;ZIM;ROG;MLI;NUS;ICL;KEN;HOV;REXR,,,,,,,,0,-0.08662248737069708,-0.08662248737069708,-0.08662248737069708,0.0
Arm_Ret62_Isolado,1,2022-01-31,2022-01-28,2022-02-14,2022-02-11,TRAIN,0,10,20,0,0.0,85,RGC;VALU;PBT;EPC;FMAO;MKC.V;LAND;NUS;MSB;KEN;KEX;VET;LEGH;UVV;FLO;ROG;VIRT;JXN;ECPG;MUSA,RGC;VALU;PBT;EPC;FMAO;MKC.V;LAND;NUS;MSB;KEN;KEX;VET;LEGH;UVV;FLO;ROG;VIRT;JXN;ECPG;MUSA,,,,,,,,0,0.012500257882820786,0.012500257882820786,0.012500257882820786,0.0
Arm_Ret62_Isolado,1,2022-02-14,2022-02-11,2022-03-01,2022-02-28,TRAIN,0,10,20,0,0.0,84,VET;PBT;RES;HPK;KEN;ZIM;VALU;MKC.V;IMO;VIRT;EGY;FMAO;HESM;GLP;WES;MSBI;SBLK;WFG;ECPG;IFS,VET;PBT;RES;HPK;KEN;ZIM;VALU;MKC.V;IMO;VIRT;EGY;FMAO;HESM;GLP;WES;MSBI;SBLK;WFG;ECPG;IFS,,,,,,,,0,0.009535088594097305,0.009535088594097305,0.009535088594097305,0.0
Arm_Ret62_Isolado,1,2022-03-01,2022-02-28,2022-03-15,2022-03-14,TRAIN,0,10,20,0,0.0,85,RES;VET;MIRM;EGY;PDS;REPX;HP;LNTH;HPK;GLNG;VALU;IMO;HESM;PCRX;HWKN;LQDA;VNOM;WES;WEX;ZETA,RES;VET;MIRM;EGY;PDS;REPX;HP;LNTH;HPK;GLNG;VALU;IMO;HESM;PCRX;HWKN;LQDA;VNOM;WES;WEX;ZETA,,,,,,,,0,-0.02099621591323072,-0.02099621591323072,-0.02099621591323072,0.0
Arm_Ret62_Isolado,1,2022-03-15,2022-03-14,2022-03-29,2022-03-28,TRAIN,0,10,20,0,0.0,55,RES;PDS;VET;HP;ZIM;PBF;GLNG;EGY;LNTH;MIRM;TH;NTR;HLX;RGLD;IFS;VAL;IMO;KEN;VNOM;VIRT,RES;PDS;VET;HP;ZIM;PBF;GLNG;EGY;LNTH;MIRM;TH;NTR;HLX;RGLD;IFS;VAL;IMO;KEN;VNOM;VIRT,,,,,,,,0,0.060157039535785994,0.060157039535785994,0.060157039535785994,0.0
Arm_Ret62_Isolado,1,2022-03-29,2022-03-28,2022-04-12,2022-04-11,TRAIN,0,10,20,0,0.0,71,RES;GLNG;PDS;HP;EGY;KOS;NBR;VET;RRC;GNK;STNG;HQY;LNTH;NVGS;MUR;PBF;HNRG;VNOM;VAL;IMO,RES;GLNG;PDS;HP;EGY;KOS;NBR;VET;RRC;GNK;STNG;HQY;LNTH;NVGS;MUR;PBF;HNRG;VNOM;VAL;IMO,,,,,,,,0,0.03285774449495786,0.03285774449495786,0.03285774449495786,0.0
Arm_Ret62_Isolado,1,2022-04-12,2022-04-11,2022-04-27,2022-04-26,TRAIN,0,10,20,1,0.05,73,LNTH;GLNG;PDS;RES;STNG;EGY;NTR;MIRM;HP;HYMC;VALU;GOGO;RGLD;KOS;RRC;TH;TNK;HQY;GOLD;IMO,LNTH;GLNG;PDS;RES;STNG;EGY;NTR;MIRM;HP;VALU;GOGO;RGLD;KOS;RRC;TH;TNK;HQY;GOLD;IMO;SSRM,HYMC,SSRM,33,33.0,,HYMC,HYMC,1,-0.08601014870287725,-0.07208759711022603,-0.07211259711022602,2.5e-05
Arm_Ret62_Isolado,1,2022-04-27,2022-04-26,2022-05-11,2022-05-10,TRAIN,0,10,20,0,0.0,55,LNTH;PRCT;STNG;SAIL;PDS;GLNG;TH;RES;RRC;HP;TNK;PBF;NAT;HNRG;REI;SLVM;GOGO;ELA;MIRM;NTR,LNTH;PRCT;STNG;SAIL;PDS;GLNG;TH;RES;RRC;HP;TNK;PBF;NAT;HNRG;REI;SLVM;GOGO;ELA;MIRM;NTR,,,,,,,,0,-0.0267617705042553,-0.0267617705042553,-0.0267617705042553,0.0
Arm_Ret62_Isolado,1,2022-05-11,2022-05-10,2022-05-25,2022-05-24,TRAIN,0,10,20,0,0.0,44,TH;LNTH;STNG;GLNG;SAIL;LPG;REI;MYE;VHI;HNRG;ULH;NC;MUSA;HP;NAT;RRC;NVGS;TNK;HURN;HCKT,TH;LNTH;STNG;GLNG;SAIL;LPG;REI;MYE;VHI;HNRG;ULH;NC;MUSA;HP;NAT;RRC;NVGS;TNK;HURN;HCKT,,,,,,,,0,0.030702953969671522,0.030702953969671522,0.030702953969671522,0.0
Arm_Ret62_Isolado,1,2022-05-25,2022-05-24,2022-06-09,2022-06-08,TRAIN,0,10,20,1,0.05,75,NC;STNG;TH;VHI;PBF;VAL;SAIL;GO;TNK;LNTH;MYE;HRB;PDS;KOS;HYMC;TMDX;GLNG;MUSA;HP;ULH,NC;STNG;TH;VHI;PBF;VAL;SAIL;GO;TNK;LNTH;MYE;HRB;PDS;KOS;TMDX;GLNG;MUSA;HP;ULH;NVGS,HYMC,NVGS,33,33.0,,HYMC,,0,0.0889526145100496,0.08693641646987882,0.08691141646987882,2.5e-05
Arm_Ret62_Isolado,1,2022-06-09,2022-06-08,2022-06-24,2022-06-23,TRAIN,0,10,20,0,0.0,114,STNG;VHI;NC;ELA;PBT;PBF;GDYN;MYE;ULH;TNK;PARR;MUSA;STKL;HRB;SLVM;PPC;PJT;KNTK;UTHR;HURN,STNG;VHI;NC;ELA;PBT;PBF;GDYN;MYE;ULH;TNK;PARR;MUSA;STKL;HRB;SLVM;PPC;PJT;KNTK;UTHR;HURN,,,,,,,,0,-0.14001692218085998,-0.14001692218085998,-0.14001692218085998,0.0
Arm_Ret62_Isolado,1,2022-06-24,2022-06-23,2022-07-11,2022-07-08,TRAIN,0,10,20,0,0.0,77,STNG;HURN;ELA;GDYN;UTHR;WEYS;PPC;HRB;STKL;GO;VHI;HNRG;MUSA;POST;PBF;SAIL;ULH;NWPX;FCN;TNK,STNG;HURN;ELA;GDYN;UTHR;WEYS;PPC;HRB;STKL;GO;VHI;HNRG;MUSA;POST;PBF;SAIL;ULH;NWPX;FCN;TNK,,,,,,,,0,0.014489383299689528,0.014489383299689528,0.014489383299689528,0.0
Arm_Ret62_Isolado,1,2022-07-11,2022-07-08,2022-07-25,2022-07-22,TRAIN,0,10,20,0,0.0,59,ULH;RGC;STKL;VHI;ELA;STNG;HRB;HURN;UTHR;GFF;TRDA;MOD;HNRG;GNE;FCN;GO;IDYA;SAIL;RUSHB;KFS,ULH;RGC;STKL;VHI;ELA;STNG;HRB;HURN;UTHR;GFF;TRDA;MOD;HNRG;GNE;FCN;GO;IDYA;SAIL;RUSHB;KFS,,,,,,,,0,0.0088222400640179,0.0088222400640179,0.0088222400640179,0.0
Arm_Ret62_Isolado,1,2022-07-25,2022-07-22,2022-08-08,2022-08-05,TRAIN,0,10,20,0,0.0,79,SKYT;TH;STNG;VMD;ULH;YMM;PI;STKL;MOD;TMDX;ELA;ELF;GFF;NSSC;GO;RGC;GNE;HRB;TRDA;VHI,SKYT;TH;STNG;VMD;ULH;YMM;PI;STKL;MOD;TMDX;ELA;ELF;GFF;NSSC;GO;RGC;GNE;HRB;TRDA;VHI,,,,,,,,0,0.07471362746490247,0.07471362746490247,0.07471362746490247,0.0
Arm_Ret62_Isolado,1,2022-08-08,2022-08-05,2022-08-22,2022-08-19,TRAIN,0,10,20,2,0.1,56,RYTM;SKYT;PI;FOLD;PKOH;KRUS;MOD;PBYI;GERN;TH;ELF;NSSC;TMDX;IDYA;HRB;TRDA;HIMS;SRPT;RGEN;ULH,PI;FOLD;PKOH;KRUS;MOD;PBYI;GERN;TH;ELF;NSSC;TMDX;IDYA;HRB;TRDA;HIMS;SRPT;RGEN;ULH;ELA;RGNX,RYTM;SKYT,ELA;RGNX,32;33,33.0,,RYTM;SKYT,RYTM,1,-0.007902939366280833,-0.01969142689125441,-0.01974142689125441,5e-05
Arm_Ret62_Isolado,1,2022-08-22,2022-08-19,2022-09-06,2022-09-02,TRAIN,0,10,20,2,0.1,40,RYTM;SKYT;KRUS;PAYS;PI;TH;MOD;KYMR;ELF;TRDA;NUVL;ENVX;SNDX;NSSC;HIMS;ENTA;ULH;KALV;ELA;PCTY,KRUS;PAYS;PI;TH;MOD;KYMR;ELF;TRDA;NUVL;ENVX;SNDX;NSSC;HIMS;ENTA;ULH;KALV;ELA;PCTY;SRPT;STAA,RYTM;SKYT,SRPT;STAA,31;37,37.0,,RYTM;SKYT,RYTM;SKYT,2,-0.060729993701418704,-0.04753334221729778,-0.047583342217297785,5e-05
Arm_Ret62_Isolado,1,2022-09-06,2022-09-02,2022-09-20,2022-09-19,TRAIN,0,10,20,1,0.05,55,RYTM;KALV;GERN;TMDX;KRUS;TRDA;SRPT;PI;TH;RLMD;PAYS;VRDN;NUVL;SNDX;ELF;ENTA;LEU;NSSC;KYMR;PGEN,KALV;GERN;TMDX;KRUS;TRDA;SRPT;PI;TH;RLMD;PAYS;VRDN;NUVL;SNDX;ELF;ENTA;LEU;NSSC;KYMR;PGEN;OCUL,RYTM,OCUL,32,32.0,,RYTM,,0,-0.007517478085023665,0.0025585578043769487,0.002533557804376949,2.5e-05
Arm_Ret62_Isolado,1,2022-09-20,2022-09-19,2022-10-04,2022-10-03,TRAIN,0,10,20,2,0.1,42,RYTM;IMRX;TH;GERN;RLMD;PI;PGEN;SRPT;PAYS;TMDX;ENVX;VRDN;TNK;FLNC;NAT;PLMR;NSSC;ELF;KFS;PEN,TH;GERN;RLMD;PI;PGEN;SRPT;PAYS;TMDX;ENVX;VRDN;TNK;FLNC;NAT;PLMR;NSSC;ELF;KFS;PEN;GENI;PCTY,IMRX;RYTM,GENI;PCTY,31;32,32.0,RYTM,IMRX;RYTM,,0,-0.07571727584202795,-0.095759106202539,-0.09580910620253899,5e-05
Arm_Ret62_Isolado,1,2022-10-04,2022-10-03,2022-10-18,2022-10-17,TRAIN,0,10,20,2,0.1,42,RYTM;TH;IMRX;RLMD;WFRD;TNK;ENVX;HROW;HLIT;VRDN;PEN;SRPT;PLMR;MUR;STNG;LMB;FLNC;TK;LNG;NSSC,TH;RLMD;WFRD;TNK;ENVX;HROW;HLIT;VRDN;PEN;SRPT;PLMR;MUR;STNG;LMB;FLNC;TK;LNG;NSSC;RRX;LPLA,IMRX;RYTM,LPLA;RRX,37;36,37.0,,IMRX;RYTM,RYTM,1,-0.09101360225141883,-0.07860201636842638,-0.07865201636842638,5e-05
Arm_Ret62_Isolado,1,2022-10-18,2022-10-17,2022-11-01,2022-10-31,TRAIN,0,10,20,0,0.0,54,WFRD;PLMR;TNK;HROW;NTNX;HLIT;LRMR;GENI;PEN;HLX;WEAV;SPFI;MLTX;SRPT;RBC;IMRX;ICFI;FCNCA;TK;PBF,WFRD;PLMR;TNK;HROW;NTNX;HLIT;LRMR;GENI;PEN;HLX;WEAV;SPFI;MLTX;SRPT;RBC;IMRX;ICFI;FCNCA;TK;PBF,,,,,,,,0,0.04905367821516824,0.04905367821516824,0.04905367821516824,0.0
Arm_Ret62_Isolado,1,2022-11-01,2022-10-31,2022-11-15,2022-11-14,TRAIN,0,10,20,0,0.0,72,NUVL;WFRD;TNGX;HLX;HROW;IMRX;LRMR;TRDA;RBC;SPNT;MUR;LMB;VERX;HFWA;HLIT;NTNX;IBKR;HQY;URGN;FCFS,NUVL;WFRD;TNGX;HLX;HROW;IMRX;LRMR;TRDA;RBC;SPNT;MUR;LMB;VERX;HFWA;HLIT;NTNX;IBKR;HQY;URGN;FCFS,,,,,,,,0,-0.09805398054435034,-0.09805398054435034,-0.09805398054435034,0.0
Arm_Ret62_Isolado,1,2022-11-15,2022-11-14,2022-11-30,2022-11-29,TRAIN,0,10,20,0,0.0,42,WFRD;HLX;IDYA;RBC;OBT;TNGX;RMBS;NTNX;VAL;MUR;NUVL;MUX;LOPE;SANM;PCVX;ELF;USLM;EME;MNPR;NWFL,WFRD;HLX;IDYA;RBC;OBT;TNGX;RMBS;NTNX;VAL;MUR;NUVL;MUX;LOPE;SANM;PCVX;ELF;USLM;EME;MNPR;NWFL,,,,,,,,0,-0.01661534965782267,-0.01661534965782267,-0.01661534965782267,0.0
Arm_Ret62_Isolado,1,2022-11-30,2022-11-29,2022-12-14,2022-12-13,TRAIN,0,10,20,1,0.05,63,FDMT;IDYA;TNGX;WFRD;OBT;IBEX;RMBS;HNRG;USLM;LOPE;URBN;FBNC;ELF;IAG;GEO;NWFL;IAUX;RNR;PBYI;EME,IDYA;TNGX;WFRD;OBT;IBEX;RMBS;HNRG;USLM;LOPE;URBN;FBNC;ELF;IAG;GEO;NWFL;IAUX;RNR;PBYI;EME;RBC,FDMT,RBC,36,36.0,,FDMT,FDMT,1,0.0034510515393285216,-0.0012722679451186963,-0.0012972679451186964,2.5e-05
Arm_Ret62_Isolado,1,2022-12-14,2022-12-13,2022-12-29,2022-12-28,TRAIN,0,10,20,1,0.05,88,MSC;FDMT;TNGX;ROIV;RMBS;IBEX;POWL;PBYI;PBI;RYAM;HNRG;RDVT;USLM;SLVM;IAG;TIPT;KNSA;KOP;MYE;NWFL,FDMT;TNGX;ROIV;RMBS;IBEX;POWL;PBYI;PBI;RYAM;HNRG;RDVT;USLM;SLVM;IAG;TIPT;KNSA;KOP;MYE;NWFL;IDYA,MSC,IDYA,40,40.0,,MSC,MSC,1,-0.05427411240878307,-0.054631175193961025,-0.05465617519396102,2.5e-05
Arm_Ret62_Isolado,1,2022-12-29,2022-12-28,2023-01-13,2023-01-12,TRAIN,0,10,20,2,0.1,77,VKTX;ROIV;RYAM;IAG;FDMT;MSC;TNGX;SMMT;HLX;RIG;MNKD;GLSI;HNRG;POWL;WFRD;IAUX;GNW;STRL;MUX;PBT,ROIV;RYAM;IAG;FDMT;MSC;TNGX;HLX;RIG;MNKD;GLSI;HNRG;POWL;WFRD;IAUX;GNW;STRL;MUX;PBT;ELF;MTRX,SMMT;VKTX,ELF;MTRX,38;39,39.0,,SMMT;VKTX,SMMT,1,0.04017198841653039,0.05645263272406444,0.05640263272406444,5e-05
Arm_Ret62_Isolado,1,2023-01-13,2023-01-12,2023-01-30,2023-01-27,SW1,1,10,20,4,0.2,105,MSC;IAG;FDMT;VKTX;ROIV;MTRX;POWL;RIG;HLX;MUX;WFRD;PBYI;PBI;TGTX;LTH;RIGL;VRDN;LDI;SMMT;MOD,IAG;ROIV;MTRX;POWL;RIG;HLX;MUX;WFRD;PBYI;PBI;TGTX;LTH;RIGL;VRDN;LDI;MOD;ODC;MNKD;FOR;TNGX,FDMT;MSC;SMMT;VKTX,FOR;MNKD;ODC;TNGX,46;45;44;47,47.0,,FDMT;MSC;SMMT;VKTX,FDMT;SMMT;VKTX,3,-0.0036710859353500346,-0.006325610522480507,-0.006425610522480508,0.0001
Arm_Ret62_Isolado,1,2023-01-30,2023-01-27,2023-02-13,2023-02-10,SW1,1,10,20,2,0.1,104,MSC;PRAX;RIGL;TGTX;GLSI;FDMT;VRDN;IAG;IMMX;RIG;POET;HIMS;PPTA;VSTM;LTH;MTRX;HRTG;MUX;POWL;VKTX,PRAX;RIGL;GLSI;FDMT;VRDN;IAG;IMMX;RIG;POET;HIMS;PPTA;VSTM;LTH;MTRX;HRTG;MUX;POWL;VKTX;TIGO;KN,MSC;TGTX,KN;TIGO,44;43,44.0,,MSC;TGTX,,0,-0.009007428236873699,-0.02205099138213515,-0.02210099138213515,5e-05
Arm_Ret62_Isolado,1,2023-02-13,2023-02-10,2023-02-28,2023-02-27,SW1,1,10,20,3,0.15,73,IMMX;MSC;PRCH;VKTX;LRMR;RIGL;STTK;GLSI;TGTX;RIG;MLTX;FDMT;LAB;WFRD;PRAX;VRDN;SPOT;HROW;POWL;SSTK,VKTX;LRMR;RIGL;STTK;GLSI;TGTX;RIG;MLTX;FDMT;LAB;WFRD;PRAX;VRDN;SPOT;HROW;POWL;SSTK;LTH;RPD;KD,IMMX;MSC;PRCH,KD;LTH;RPD,48;45;46,48.0,IMMX,IMMX;MSC;PRCH,,0,-0.06979520876935419,-0.04550591444128988,-0.04558091444128988,7.500000000000001e-05
Arm_Ret62_Isolado,1,2023-02-28,2023-02-27,2023-03-14,2023-03-13,SW1,1,10,20,2,0.1,58,MSC;VKTX;MLTX;STTK;MTW;LRMR;EOSE;OCUL;RIGL;TGTX;POWL;RIG;UVE;WFRD;RBBN;SKYH;IDCC;RPD;HIMS;PRAX,MLTX;STTK;MTW;LRMR;EOSE;OCUL;RIGL;TGTX;POWL;RIG;UVE;WFRD;RBBN;SKYH;IDCC;RPD;HIMS;PRAX;MNDY;SPOT,MSC;VKTX,MNDY;SPOT,44;45,45.0,,MSC;VKTX,,0,-0.11549482261497679,-0.1256214068133757,-0.12567140681337569,5e-05
Arm_Ret62_Isolado,1,2023-03-14,2023-03-13,2023-03-28,2023-03-27,SW1,1,10,20,1,0.05,58,MLTX;VKTX;SKYH;MTW;PPTA;HRTG;TGTX;OCUL;RIG;SPOT;HROW;IDCC;GHM;UVE;LPTH;RIGL;HY;NSIT;TK;SSTK,MLTX;SKYH;MTW;PPTA;HRTG;TGTX;OCUL;RIG;SPOT;HROW;IDCC;GHM;UVE;LPTH;RIGL;HY;NSIT;TK;SSTK;KTOS,VKTX,KTOS,45,45.0,,VKTX,,0,0.0014425946220024354,0.011402593149177583,0.011377593149177582,2.5e-05
Arm_Ret62_Isolado,1,2023-03-28,2023-03-27,2023-04-12,2023-04-11,SW1,1,10,20,1,0.05,56,SKYH;MLTX;IMRX;NVTS;HY;SPOT;RIOT;MTW;RELY;OCUL;PERI;UVE;LNTH;TGTX;PDFS;NSIT;IDCC;LMB;PLPC;OEC,MLTX;IMRX;NVTS;HY;SPOT;RIOT;MTW;RELY;OCUL;PERI;UVE;LNTH;TGTX;PDFS;NSIT;IDCC;LMB;PLPC;OEC;LFST,SKYH,LFST,50,50.0,,SKYH,SKYH,1,0.038850123543853476,0.05610863830257192,0.056083638302571924,2.5e-05
Arm_Ret62_Isolado,1,2023-04-12,2023-04-11,2023-04-26,2023-04-25,SW1,1,10,20,2,0.1,66,IMRX;LNTH;RIOT;PPTA;ELF;VERX;SOUN;MLTX;EOSE;UVE;MG;TGTX;GHM;REPX;NVTS;LFST;MSTR;HROW;SPOT;PLPC,LNTH;RIOT;PPTA;ELF;VERX;MLTX;EOSE;UVE;MG;TGTX;GHM;REPX;NVTS;LFST;MSTR;HROW;SPOT;PLPC;HY;RELY,IMRX;SOUN,HY;RELY,35;36,36.0,,IMRX;SOUN,,0,-0.07675915075803827,-0.054155604369579426,-0.05420560436957943,5e-05
Arm_Ret62_Isolado,1,2023-04-26,2023-04-25,2023-05-10,2023-05-09,SW1,1,10,20,0,0.0,70,IMRX;VKTX;ELF;LNTH;VERX;HROW;HY;MLTX;MG;UVE;THC;SPOT;LFST;PLPC;SPNT;TGLS;RDNT;ENVX;TNK;PLSE,IMRX;VKTX;ELF;LNTH;VERX;HROW;HY;MLTX;MG;UVE;THC;SPOT;LFST;PLPC;SPNT;TGLS;RDNT;ENVX;TNK;PLSE,,,,,,,,0,0.03503314325749587,0.03503314325749587,0.03503314325749587,0.0
Arm_Ret62_Isolado,1,2023-05-10,2023-05-09,2023-05-24,2023-05-23,SW1,1,10,20,0,0.0,71,PLSE;VKTX;SLNO;HRTG;MLTX;LNTH;IMRX;LFST;TGTX;HY;PLPC;LMB;PPTA;FOR;HROW;VERX;RELY;RDNT;TPH;STVN,PLSE;VKTX;SLNO;HRTG;MLTX;LNTH;IMRX;LFST;TGTX;HY;PLPC;LMB;PPTA;FOR;HROW;VERX;RELY;RDNT;TPH;STVN,,,,,,,,0,-0.014721028929861532,-0.014721028929861532,-0.014721028929861532,0.0
Arm_Ret62_Isolado,1,2023-05-24,2023-05-23,2023-06-08,2023-06-07,SW1,1,10,20,1,0.05,83,SLNO;PLSE;HRTG;PLPC;LMB;HY;LFST;VKTX;SOPH;PPTA;SANA;TGTX;NVTS;FCNCA;MLP;FOR;KRYS;STNE;KGC;SKYW,PLSE;HRTG;PLPC;LMB;HY;LFST;VKTX;SOPH;PPTA;SANA;TGTX;NVTS;FCNCA;MLP;FOR;KRYS;STNE;KGC;SKYW;RIOT,SLNO,RIOT,45,45.0,,SLNO,,0,0.0059828072052972095,-0.0009874544856266862,-0.0010124544856266863,2.5e-05
Arm_Ret62_Isolado,1,2023-06-08,2023-06-07,2023-06-23,2023-06-22,SW1,1,10,20,0,0.0,89,SLNO;VKTX;FCNCA;SKYW;KOPN;SANA;FOR;KRYS;NU;PCT;JOBY;PLSE;PACB;LFST;LMB;RIOT;KODK;NUVL;RMBS;WEAV,SLNO;VKTX;FCNCA;SKYW;KOPN;SANA;FOR;KRYS;NU;PCT;JOBY;PLSE;PACB;LFST;LMB;RIOT;KODK;NUVL;RMBS;WEAV,,,,,,,,0,-0.0026822624672785816,-0.0026822624672785816,-0.0026822624672785816,0.0
