arm,phase,split,n_cycles,mean_cvar5,mean_sharpe_cost_adj,mean_veto_rate,baseline_cvar5,baseline_sharpe
Arm_BandExpRet62,0,SW1,37,-0.089787375604476,-0.45153510677862085,0.05000000000000001,-0.1105514880419676,-1.5096670246698352
Arm_BandExpRet62,1,SW1,37,-0.11231512024648754,-0.8022094676446714,0.05,-0.12499287265487317,-0.9918709618353421
Arm_BandExpRet62,2,SW1,37,-0.0844911918938662,0.4497143743189776,0.05405405405405406,-0.10123317151393063,0.3531066256522875
Arm_BandExpRet62,3,SW1,38,-0.09673807061517066,1.2389005925590098,0.05657894736842105,-0.1080886297994745,0.15242482495533863
Arm_BandExpRet62,4,SW1,38,-0.09805050629028,0.21256704673378826,0.048684210526315795,-0.10254277538232412,-0.7276549677203679
Arm_BandExpRet62,5,SW1,38,-0.12739750570014532,-0.5873882221094698,0.048684210526315795,-0.125842227720723,-1.242956749772026
Arm_BandExpRet62,6,SW1,38,-0.1162978534877235,-1.527458757673333,0.042105263157894736,-0.11572671590181574,-1.5357039628704408
Arm_BandExpRet62,7,SW1,37,-0.14685281646669673,-2.6823747114366894,0.05000000000000001,-0.14698717370149994,-3.602785480418498
Arm_BandExpRet62,8,SW1,37,-0.1558053282046441,-1.356983521971947,0.048648648648648665,-0.16615921896608532,-2.581591954301674
Arm_BandExpRet62,9,SW1,37,-0.12406304587927074,-1.8636790871458633,0.05270270270270271,-0.14404450269520305,-2.367916839479511
Arm_BandExp_Isolado,0,SW1,37,-0.08268861040716513,-2.00044516164811,0.13243243243243244,-0.1105514880419676,-1.5096670246698352
Arm_BandExp_Isolado,1,SW1,37,-0.11879676509469644,-1.4739916005663751,0.1310810810810811,-0.12499287265487317,-0.9918709618353421
Arm_BandExp_Isolado,2,SW1,37,-0.09309334946675525,1.100816143062662,0.14459459459459462,-0.10123317151393063,0.3531066256522875
Arm_BandExp_Isolado,3,SW1,38,-0.09373095108036364,1.9960314596527662,0.1394736842105263,-0.1080886297994745,0.15242482495533863
Arm_BandExp_Isolado,4,SW1,38,-0.09805050629028,0.622504900855524,0.13157894736842105,-0.10254277538232412,-0.7276549677203679
Arm_BandExp_Isolado,5,SW1,38,-0.11815961773140324,-0.7499435761053925,0.13026315789473686,-0.125842227720723,-1.242956749772026
Arm_BandExp_Isolado,6,SW1,38,-0.11124445466204343,-1.6053513611778214,0.11973684210526316,-0.11572671590181574,-1.5357039628704408
Arm_BandExp_Isolado,7,SW1,37,-0.13058219883522104,-2.7501263840059442,0.1391891891891892,-0.14698717370149994,-3.602785480418498
Arm_BandExp_Isolado,8,SW1,37,-0.13144509191921877,-2.03467593823697,0.1364864864864865,-0.16615921896608532,-2.581591954301674
Arm_BandExp_Isolado,9,SW1,37,-0.11033978060280604,-2.981446559891576,0.14054054054054055,-0.14404450269520305,-2.367916839479511
Arm_Ret62_Isolado,0,SW1,37,-0.09937539672218339,0.3417857267692876,0.17162162162162165,-0.1105514880419676,-1.5096670246698352
Arm_Ret62_Isolado,1,SW1,37,-0.11740341234568699,-0.7211604470414981,0.17702702702702702,-0.12499287265487317,-0.9918709618353421
Arm_Ret62_Isolado,2,SW1,37,-0.08400641381928689,-0.6428848948268667,0.1918918918918919,-0.10123317151393063,0.3531066256522875
Arm_Ret62_Isolado,3,SW1,38,-0.08929684884101105,0.28027694948592485,0.175,-0.1080886297994745,0.15242482495533863
Arm_Ret62_Isolado,4,SW1,38,-0.09394255079458769,-0.07375698458607431,0.15394736842105264,-0.10254277538232412,-0.7276549677203679
Arm_Ret62_Isolado,5,SW1,38,-0.12186926003439288,-1.100298952974185,0.17500000000000002,-0.125842227720723,-1.242956749772026
Arm_Ret62_Isolado,6,SW1,38,-0.09868616053545665,-1.6336542576300643,0.1736842105263158,-0.11572671590181574,-1.5357039628704408
Arm_Ret62_Isolado,7,SW1,37,-0.12481430286402975,-2.3186148260272814,0.1756756756756757,-0.14698717370149994,-3.602785480418498
Arm_Ret62_Isolado,8,SW1,37,-0.15095827872036344,-0.17015682000388171,0.17297297297297298,-0.16615921896608532,-2.581591954301674
Arm_Ret62_Isolado,9,SW1,37,-0.12406304587927074,0.4891354035033472,0.17567567567567569,-0.14404450269520305,-2.367916839479511
Baseline_C4puro,0,SW1,37,-0.1105514880419676,-1.5096670246698352,0.0,-0.1105514880419676,-1.5096670246698352
Baseline_C4puro,1,SW1,37,-0.12499287265487317,-0.9918709618353421,0.0,-0.12499287265487317,-0.9918709618353421
Baseline_C4puro,2,SW1,37,-0.10123317151393063,0.3531066256522875,0.0,-0.10123317151393063,0.3531066256522875
Baseline_C4puro,3,SW1,38,-0.1080886297994745,0.15242482495533863,0.0,-0.1080886297994745,0.15242482495533863
Baseline_C4puro,4,SW1,38,-0.10254277538232412,-0.7276549677203679,0.0,-0.10254277538232412,-0.7276549677203679
Baseline_C4puro,5,SW1,38,-0.125842227720723,-1.242956749772026,0.0,-0.125842227720723,-1.242956749772026
Baseline_C4puro,6,SW1,38,-0.11572671590181574,-1.5357039628704408,0.0,-0.11572671590181574,-1.5357039628704408
Baseline_C4puro,7,SW1,37,-0.14698717370149994,-3.602785480418498,0.0,-0.14698717370149994,-3.602785480418498
Baseline_C4puro,8,SW1,37,-0.16615921896608532,-2.581591954301674,0.0,-0.16615921896608532,-2.581591954301674
Baseline_C4puro,9,SW1,37,-0.14404450269520305,-2.367916839479511,0.0,-0.14404450269520305,-2.367916839479511
