date,variant,equity,cash_free,cash_pending,n_tickers,max_concentration,cost_total_cum,ret_cash,regime_defensive_used,def_sell_25_cum,def_sell_50_cum,def_sell_100_cum,quarantine_size,quarantine_entries_cum,rebalance_cadence,is_rebalance_day,equity_base100,track,top_n,max_weight_cap,split,is_holdout,cash_ratio,log_ret_equity
2024-11-08,C4,103994.32653268412,54989.436532684114,0.0,5,0.13777905466311002,39.09305125,0.00018174603174603174,0,0,0,2,1,2,10,0,103.97233555853622,COVARIADO,10,0.12,SW1,1,0.5287734279946668,0.022647799136004444
2024-11-11,C4,102008.53064456186,54999.43064456187,0.0,5,0.13590667282824034,39.09305125,0.00018174603174603174,1,0,0,2,1,2,10,0,101.98695959318758,COVARIADO,10,0.12,SW1,1,0.5391650119557322,-0.01927990152560546
2024-11-12,C4,106735.4467603298,55009.426572829805,12956.0101875,4,0.15976173349693404,42.33286375,0.00018174603174603174,1,0,0,3,1,3,10,0,106.71287614009857,COVARIADO,10,0.12,SW1,1,0.5153810495247308,0.04529686914355605
2024-11-13,C4,108118.77920875687,67977.78920875688,0.0,4,0.16336236987930636,42.33286375,0.00018174603174603174,1,0,0,3,1,3,10,0,108.09591606460509,COVARIADO,10,0.12,SW1,1,0.628732489454997,0.012877117566589087
2024-11-14,C4,106276.98794719244,67990.14390219243,14220.264045,3,0.15321924637242387,45.88881875,0.00018174603174603174,1,0,0,4,2,4,10,0,106.25451427413365,COVARIADO,10,0.12,SW1,1,0.6397447388702415,-0.017181650507732897
2024-11-15,C4,107583.6590545341,0.7007845341000953,16482.79827,9,0.09997661442754857,70.55783874999999,0.00018174603174603174,1,0,1,4,2,5,10,1,107.56090906860807,COVARIADO,10,0.12,SW1,1,6.513856660562809e-06,0.012219988911938123
2024-11-18,C4,109869.94935507653,16486.494865076547,10139.50449,8,0.11591058405645452,73.09334874999999,0.00018174603174603174,1,0,1,5,3,6,10,0,109.84671590286375,COVARIADO,10,0.12,SW1,1,0.15005463242542935,0.021028619087798503
2024-11-19,C4,112199.99960730059,26630.8385248006,5674.2510825,7,0.11895490237712585,74.51226625,0.00018174603174603174,1,0,1,6,2,7,10,0,112.17627343518114,COVARIADO,10,0.12,SW1,1,0.23735150283429943,0.020985601829075766
2024-11-20,C4,112934.73092914192,32310.960929141926,0.0,7,0.13006388627441878,74.51226625,0.00018174603174603174,0,0,1,6,1,7,10,0,112.91084938837844,COVARIADO,10,0.12,SW1,1,0.28610296109364824,0.0065270598502388645
2024-11-21,C4,115360.6633180727,32316.833318072695,0.0,7,0.11780202721728804,74.51226625,0.00018174603174603174,0,0,1,6,1,7,10,0,115.33626878185812,COVARIADO,10,0.12,SW1,1,0.2801373742882238,0.021253374064560904
2024-11-22,C4,117616.22677428684,32322.70677428685,0.0,7,0.1199500305946245,74.51226625,0.00018174603174603174,0,0,1,6,1,7,10,0,117.59135526938265,COVARIADO,10,0.12,SW1,1,0.27481502902075083,0.019363585216926046
2024-11-25,C4,115886.62129797836,32328.581297978362,0.0,7,0.11307621063785901,74.51226625,0.00018174603174603174,0,0,1,6,1,7,10,0,115.86211554100083,COVARIADO,10,0.12,SW1,1,0.27896732975631533,-0.01481469818699315
2024-11-26,C4,114180.46688934125,32334.456889341247,0.0,7,0.11174590845179905,74.51226625,0.00018174603174603174,1,0,1,6,1,7,10,0,114.15632192125233,COVARIADO,10,0.12,SW1,1,0.2831872891243158,-0.014832070941460874
2024-11-27,C4,116262.10354856953,32340.333548569546,0.0,7,0.11271101760622865,74.51226625,0.00018174603174603174,1,0,1,6,0,7,10,0,116.23751839090986,COVARIADO,10,0.12,SW1,1,0.2781674557871653,0.018066916002675782
2024-11-29,C4,117910.54127585734,32346.21127585734,0.0,7,0.11743267268704445,74.51226625,0.00018174603174603174,1,0,1,6,0,7,10,0,117.88560753426378,COVARIADO,10,0.12,SW1,1,0.27432840970665917,0.014079056568326651
2024-12-02,C4,116784.09292331134,0.8321033113313128,46385.120820000004,6,0.12005410710520985,94.19577000000001,0.00018174603174603174,1,0,1,6,0,7,10,1,116.7593973841027,COVARIADO,10,0.12,SW1,1,7.12514256438786e-06,-0.009599341768621913
2024-12-03,C4,110525.62820368391,46394.3833861839,4819.5248175,6,0.12412044358362445,95.40095250000002,0.00018174603174603174,1,2,1,6,2,9,10,0,110.50225609951683,COVARIADO,10,0.12,SW1,1,0.41976131816853623,-0.0550794468828188
2024-12-04,C4,108958.20362827012,51223.21612827012,2609.3475,6,0.12625235679299351,96.05345250000002,0.00018174603174603174,1,2,2,6,2,10,10,0,108.93516297673575,COVARIADO,10,0.12,SW1,1,0.47011803079121095,-0.014283067770823787
2024-12-05,C4,110039.53179558826,53842.34748308826,2982.0043125,5,0.12604061262060057,96.79914000000002,0.00018174603174603174,1,2,2,7,1,11,10,0,110.01626248292817,COVARIADO,10,0.12,SW1,1,0.4893000415805743,0.009875325450188209
2024-12-06,C4,112405.31939603365,56834.67939603364,0.0,5,0.13144582551242998,96.79914000000002,0.00018174603174603174,1,2,2,7,1,11,10,0,112.38154980633254,COVARIADO,10,0.12,SW1,1,0.505622684953103,0.021271580736459024
2024-12-09,C4,113854.47887347943,56845.008873479426,0.0,5,0.16822394858338238,96.79914000000002,0.00018174603174603174,0,2,2,7,1,11,10,0,113.8304028398629,COVARIADO,10,0.12,SW1,1,0.49927775732607177,0.012809869935867541
2024-12-10,C4,112041.65022826675,56855.340228266745,0.0,5,0.16841951150804568,96.79914000000002,0.00018174603174603174,0,2,2,7,1,11,10,0,112.01795754121537,COVARIADO,10,0.12,SW1,1,0.5074482579686499,-0.016050452659063325
