track,top_n,max_weight_cap,split,days,equity_final,cagr,mdd,sharpe_cost_adj,cvar5,avg_tickers_rebalance,max_concentration_pct,cap_effectively_binding,cash_idle_mean_pct,cost_total_cum
ISOLADO,12,0.06,SW1,221,208180.9441247132,1.2732577092606059,-0.29425587990150404,1.4076601331459613,-0.07111765388953721,9.227272727272727,56.12216572366555,False,35.17213227467562,653.5932203750001
ISOLADO,12,0.06,SW2,221,371327.7873915944,0.9165919337475879,-0.1379774112732578,1.8950159073364947,-0.045759735119431995,8.818181818181818,13.77219978296003,False,34.36609750639913,1881.4568241250001
ISOLADO,15,0.06,HOLDOUT,442,387332.3232323221,1.1481139554652375,-0.24182235196470703,1.7174061977801964,-0.05388074679200117,11.295454545454545,50.65222995333119,False,32.131850544415926,1909.9982362250005
ISOLADO,15,0.06,SW1,221,240360.90985563293,1.6781055324690843,-0.24182235196470703,1.8452964237475094,-0.06262490576612732,11.363636363636363,50.65222995333119,False,32.47598830982428,649.9789599750004
ISOLADO,15,0.06,SW2,221,387332.3232323221,0.7331956712545911,-0.17544454427780543,1.6358103525569154,-0.04310919342970242,11.227272727272727,11.25438260411864,False,31.787712779007553,1909.9982362250005
ISOLADO,20,0.06,HOLDOUT,442,334779.98220605677,0.9767597656053699,-0.19297318530491148,1.6903673816369986,-0.04941896149670828,15.340909090909092,42.883037153853124,False,29.128683683815154,1623.055751523751
ISOLADO,20,0.06,SW1,221,226577.31364804055,1.5037021912169526,-0.19297318530491148,1.969309373277809,-0.0552272654606776,15.681818181818182,42.883037153853124,False,29.17206004405204,573.2336190237502
ISOLADO,20,0.06,SW2,221,334779.98220605677,0.5747207154071974,-0.17307549628105223,1.3598558640652263,-0.04264689002214923,15.0,11.352216022617617,False,29.08530732357828,1623.055751523751
ISOLADO,25,0.06,HOLDOUT,442,297374.4331606588,0.8476387875360538,-0.24050871730305712,1.6251672466622564,-0.04778239856901159,18.386363636363637,37.85606175568896,False,28.241036450654246,1470.002604372999
ISOLADO,25,0.06,SW1,221,202871.6274128714,1.2072687430008076,-0.24050871730305712,1.7926718358790412,-0.05502705676319844,18.90909090909091,37.85606175568896,False,27.92724631424769,532.6550668729998
ISOLADO,25,0.06,SW2,221,297374.4331606588,0.5619623933464146,-0.14977757699883998,1.4549055336942078,-0.04015052239657093,17.863636363636363,9.011780903180853,False,28.5548265870608,1470.002604372999
ISOLADO,30,0.06,HOLDOUT,442,315675.6789743893,0.9116349608288765,-0.22524854581241138,1.755106786135842,-0.04782192042167037,22.113636363636363,33.65197366632737,False,27.446159957449705,1545.9103522814999
ISOLADO,30,0.06,SW1,221,222222.7395411506,1.4489084258163611,-0.22524854581241138,2.089063111414937,-0.054402016624494426,22.59090909090909,33.65197366632737,False,27.678820406217874,541.2295597814999
ISOLADO,30,0.06,SW2,221,315675.6789743893,0.5028413462238592,-0.15245230437222412,1.34875303568823,-0.040912946262997935,21.636363636363637,8.878127137288969,False,27.213499508681544,1545.9103522814999
