track,top_n,max_weight_cap,split,days,equity_final,cagr,mdd,sharpe_cost_adj,cvar5,avg_tickers_rebalance,max_concentration_pct,cap_effectively_binding,cash_idle_mean_pct,cost_total_cum
COVARIADO,10,0.12,HOLDOUT,1326,124833.94190808368,0.04301810708258591,-0.5330845605997547,0.12503185221496077,-0.049851904474686334,7.901515151515151,25.514912487201684,False,31.158612091125683,2166.284431699998
COVARIADO,10,0.12,SW1,663,58191.996328988294,-0.1860545196605975,-0.5330845605997547,-0.795189828394098,-0.03896987085610484,7.954545454545454,15.880576128118792,False,30.972357136348695,1017.8977412499995
COVARIADO,10,0.12,SW2,663,124833.94190808368,0.3326048557853858,-0.30635962078717327,0.7263526040537194,-0.058055442856565546,7.848484848484849,25.514912487201684,False,31.344867045902667,2166.284431699998
COVARIADO,12,0.1,HOLDOUT,1326,163258.3962596219,0.09759030248550471,-0.5142513628963569,0.30462261156776654,-0.04386182056371505,9.340909090909092,21.7601019051722,False,30.450034756359923,2410.3912029000026
COVARIADO,12,0.1,SW1,663,63200.89371467737,-0.16010432039082,-0.5142513628963569,-0.7134902789066041,-0.037251117526690865,9.378787878787879,13.348796290102719,False,30.46683034182869,1033.1687272499992
COVARIADO,12,0.1,SW2,663,163258.3962596219,0.42917575641683614,-0.24820961221046234,1.013928119075406,-0.0487538866402493,9.303030303030303,21.7601019051722,False,30.433239170891152,2410.3912029000026
COVARIADO,15,0.08,HOLDOUT,1326,166828.12759835942,0.10211141034058469,-0.4210373385419264,0.34285442382531295,-0.0406822369401338,11.598484848484848,17.87970191494642,False,29.411046359850378,2473.118591399999
COVARIADO,15,0.08,SW1,663,67370.96901356048,-0.13945676109770888,-0.4210373385419264,-0.6455825404055706,-0.03519681346565478,11.681818181818182,10.536629811179143,False,29.53335825378068,1040.6095562750004
COVARIADO,15,0.08,SW2,663,166828.12759835942,0.4062838259940824,-0.2428093670176823,1.0572336089159013,-0.04459572072308285,11.515151515151516,17.87970191494642,False,29.288734465920076,2473.118591399999
COVARIADO,20,0.06,HOLDOUT,1326,184284.81227157378,0.12315399322466924,-0.38573772026494335,0.4277682046727418,-0.03869028634448249,15.378787878787879,13.909475854246539,False,28.457611488270473,2522.3588366500007
COVARIADO,20,0.06,SW1,663,69500.1060494768,-0.12921941878654308,-0.38573772026494335,-0.6447102024495367,-0.03219066168664985,15.409090909090908,8.882652112479967,False,29.4358139602489,1026.0773835249993
COVARIADO,20,0.06,SW2,663,184284.81227157378,0.44220584710567556,-0.2680813666518792,1.1668702447775297,-0.04384223469473576,15.348484848484848,13.909475854246539,False,27.47940901629205,2522.3588366500007
COVARIADO,25,0.048,HOLDOUT,1326,174766.69920557266,0.11189147349569661,-0.43436965309614883,0.416709578526468,-0.036295028120123106,19.022727272727273,11.100286362497517,False,27.952925206978108,2312.8858403000027
COVARIADO,25,0.048,SW1,663,66560.73649638634,-0.14340517824375976,-0.43436965309614883,-0.7524874073851141,-0.031010648903083353,18.848484848484848,7.1684973314000935,False,28.695071786455483,972.5898064250002
COVARIADO,25,0.048,SW2,663,174766.69920557266,0.43769362419750446,-0.24123949087774266,1.2457923426080728,-0.03991741618785101,19.196969696969695,11.100286362497517,False,27.210778627500737,2312.8858403000027
COVARIADO,30,0.04,HOLDOUT,1326,150382.98562673051,0.08058777650200866,-0.43767077376579167,0.323484036766909,-0.03441825721585997,22.772727272727273,9.419151709230901,False,27.937899240637698,2160.492398450002
COVARIADO,30,0.04,SW1,663,62778.275070065494,-0.1622434655435846,-0.43767077376579167,-0.9081698274535419,-0.029074818053414997,22.803030303030305,6.0426851628648475,False,28.58601373880749,962.3427397250009
COVARIADO,30,0.04,SW2,663,150382.98562673051,0.3884186830671321,-0.2703938899390784,1.2018265554347354,-0.03804835981566891,22.742424242424242,9.419151709230901,False,27.28978474246791,2160.492398450002
ISOLADO,10,0.06,HOLDOUT,1326,131139.76169627844,0.05283215496307059,-0.5083434597734897,0.16689484200337132,-0.045395229672643735,7.742424242424242,21.547514328729065,False,37.02461724273818,2624.8553698
ISOLADO,10,0.06,SW1,663,62109.10104108732,-0.16564892197618264,-0.5083434597734897,-0.7665030073843457,-0.035640917176704354,7.712121212121212,14.605856589217323,False,37.0549256516632,1194.4203874999987
ISOLADO,10,0.06,SW2,663,131139.76169627844,0.32437564819973064,-0.2664082305576453,0.7756481621637438,-0.05274412696843861,7.7727272727272725,21.547514328729065,False,36.99430883381316,2624.8553698
ISOLADO,12,0.06,HOLDOUT,1326,158068.85146930674,0.0908726994593474,-0.4872155712406758,0.30377831964953217,-0.04092161703928658,9.227272727272727,18.43417918661377,False,34.95719686721704,2724.0539213999964
ISOLADO,12,0.06,SW1,663,66312.7612966368,-0.14461955881385347,-0.4872155712406758,-0.6933777880501103,-0.03413081688508252,9.181818181818182,12.220515329528574,False,34.96937545099234,1168.2038474999993
ISOLADO,12,0.06,SW2,663,158068.85146930674,0.38507175482288525,-0.24822535421231395,0.9831282644191528,-0.04624702177982894,9.272727272727273,18.43417918661377,False,34.94501828344174,2724.0539213999964
ISOLADO,15,0.06,HOLDOUT,1326,154816.18562220657,0.08657066761754639,-0.42037806675725,0.3070409210675062,-0.03874899166477002,11.727272727272727,15.10465761361589,False,31.77300405946695,2555.3844423250034
ISOLADO,15,0.06,SW1,663,67584.62121474388,-0.13842050305121445,-0.42037806675725,-0.6710818536629833,-0.03362974800038358,11.772727272727273,9.899097991070875,False,31.813894262994275,1104.1548574749959
ISOLADO,15,0.06,SW2,663,154816.18562220657,0.3653684618583741,-0.24567592146267114,1.013831318709809,-0.04273732747540928,11.681818181818182,15.10465761361589,False,31.732113855939616,2555.3844423250034
ISOLADO,20,0.06,HOLDOUT,1326,184284.81227157378,0.12315399322466924,-0.38573772026494335,0.4277682046727418,-0.03869028634448249,15.378787878787879,13.909475854246539,False,28.457611488270473,2522.3588366500007
ISOLADO,20,0.06,SW1,663,69500.1060494768,-0.12921941878654308,-0.38573772026494335,-0.6447102024495367,-0.03219066168664985,15.409090909090908,8.882652112479967,False,29.4358139602489,1026.0773835249993
ISOLADO,20,0.06,SW2,663,184284.81227157378,0.44220584710567556,-0.2680813666518792,1.1668702447775297,-0.04384223469473576,15.348484848484848,13.909475854246539,False,27.47940901629205,2522.3588366500007
ISOLADO,25,0.06,HOLDOUT,1326,167790.32175401138,0.10331662357930704,-0.4434695684944834,0.3797848224367561,-0.03729095788343723,19.0,11.092163899187252,False,27.48240544317286,2235.588495200001
ISOLADO,25,0.06,SW1,663,65473.0419003737,-0.14875285340426758,-0.4434695684944834,-0.7750210108828257,-0.031325807731148146,18.954545454545453,8.121483199745336,False,28.327809675987325,959.2298296750004
ISOLADO,25,0.06,SW2,663,167790.32175401138,0.4243244555250494,-0.2526674339421936,1.1899198504653288,-0.04141579111934595,19.045454545454547,11.092163899187252,False,26.637001210358385,2235.588495200001
ISOLADO,30,0.06,HOLDOUT,1326,155705.71750426694,0.08775439559673792,-0.4393422005510985,0.34277597362933143,-0.03500977557165076,22.40909090909091,12.753640588945295,False,27.23744794830429,2142.563779500003
ISOLADO,30,0.06,SW1,663,62410.65434178803,-0.16411150264960073,-0.4393422005510985,-0.908719983503871,-0.029067899728662822,22.62121212121212,6.9687310118372885,False,28.065111090147564,949.2400711750023
ISOLADO,30,0.06,SW2,663,155705.71750426694,0.4101421820183493,-0.27293700072312255,1.2209251599030075,-0.03911405637095608,22.196969696969695,12.753640588945295,False,26.40978480646102,2142.563779500003
